Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NY
11735,NY,2.5,14034.6812,11/21/2014,,
11729,NY,6,34219.25141,10/07/2014,,
11755,NY,9.5,53635.90958,12/26/2014,,
11706,NY,9.75,48870.76489,11/14/2014,,
11779,NY,7.65,43519.93601,09/23/2014,,
11726,NY,5.36,30540.08364,10/07/2014,,
11729,NY,6.87,28759.32656,10/13/2014,,
11776,NY,4.59,26319.03716,11/04/2014,,
11776,NY,9.54,50067.7227,11/06/2014,,
11706,NY,5.75,32279.76676,11/20/2014,,
11550,NY,9.31,46322.2396,05/30/2014,,
11767,NY,8.16,46378.3958,07/29/2014,,
11784,NY,10.71,56061.94199,10/15/2014,,
10923,NY,8,35149.60734,09/30/2013,,
10918,NY,6.86,28579.06471,07/03/2013,,
11754,NY,2.81,14682.77087,10/07/2014,,
14886,NY,5.886,34675.70445,06/25/2013,,
11590,NY,9,39608.87778,11/10/2014,,
11725,NY,10.46,49699.13438,09/12/2014,,
11776,NY,5.25,29472.83052,11/20/2014,,
11795,NY,10.46,59626.44734,10/21/2014,,
11050,NY,5.25,25840.64576,09/25/2014,,
11720,NY,10.71,61081.16435,10/22/2014,,
11767,NY,3.25,18488.8617,09/22/2014,,
11791,NY,4,22455.48992,11/20/2014,,
11572,NY,10.92,37153.81104,11/06/2014,,
11757,NY,5.1,29086.3637,10/07/2014,,
11561,NY,9.57,49727.97661,09/11/2014,,
11787,NY,9.81,50123.86143,11/10/2014,,
11040,NY,8.25,38743.43128,10/20/2014,,
11788,NY,12.75,61526.03743,11/06/2014,,
11798,NY,8.67,49446.41946,10/07/2014,,
11580,NY,3.75,18662.02512,08/19/2014,,
11703,NY,7.56,30184.8818,09/12/2014,,
11801,NY,2.75,13784.06189,11/21/2014,,
11754,NY,7.4,42174.82854,10/09/2014,,
11978,NY,18.7,59176.29216,09/21/2014,,
11702,NY,8.93,50901.13647,10/29/2014,,
11741,NY,6.63,38016.94394,11/06/2014,,
11729,NY,9.44,49387.59266,10/20/2014,,
11552,NY,4.68,16871.69176,11/06/2014,,
11757,NY,2.62,18050.26095,09/10/2014,,
11501,NY,6.5,30952.35588,12/03/2014,,
11790,NY,14.03,79987.50017,10/31/2014,,
11783,NY,5.83,26448.62974,10/06/2014,,
11757,NY,6.86,39123.81137,10/22/2014,,
10307,NY,8.175,41880.78349,08/20/2013,,
11784,NY,6.89,36442.1727,12/23/2014,,
11729,NY,12.42,49765.40033,08/22/2014,,
10962,NY,3.36,17345.47688,08/15/2013,,
11697,NY,4.8,49727.97661,09/26/2014,,
11788,NY,11.12,46039.7692,11/21/2014,,
11518,NY,6.3,31458.37999,10/28/2014,,
11798,NY,6.5,36490.17112,11/21/2014,,
11704,NY,9.5,47360.56066,10/08/2014,,
11735,NY,3.5,17404.79181,09/25/2014,,
11752,NY,6.75,38496.65784,10/31/2014,,
10577,NY,15.86,81990.82021,10/07/2013,,
11776,NY,6.62,32913.17024,05/29/2014,,
11580,NY,6.54,37388.39072,11/10/2014,,
11030,NY,10,56138.7248,11/06/2014,,
11717,NY,3.32,19007.97073,11/10/2014,,
11901,NY,9.01,30709.88742,11/10/2014,,
11933,NY,5,15020.37689,10/20/2014,,
11747,NY,8.67,49446.41946,10/09/2014,,
11703,NY,4.59,26176.92968,10/28/2014,,
11507,NY,7.8,36579.28706,12/04/2014,,
11752,NY,9.48,40124.09642,12/15/2014,,
11795,NY,5.23,23687.51307,12/05/2014,,
11795,NY,8.16,47057.44511,12/23/2014,,
11950,NY,8.75,43621.56903,10/16/2014,,
11720,NY,6.12,32209.59335,11/13/2014,,
11704,NY,6.12,35092.71786,11/03/2014,,
11788,NY,10.79,42729.58939,11/20/2014,,
11725,NY,5.88,33419.2734,07/29/2014,,
11720,NY,8.42,44287.439,11/14/2014,,
11554,NY,6.75,33591.64522,08/19/2014,,
11790,NY,11,61752.59728,11/20/2014,,
11557,NY,4,20049.54457,11/07/2014,,
11757,NY,5.3,17915.54412,08/22/2014,,
11553,NY,6.25,35086.703,11/20/2014,,
11714,NY,7.42,33514.37794,12/12/2014,,
11746,NY,6.5,36698.25392,12/05/2014,,
11730,NY,7.65,43629.54555,10/15/2014,,
10598,NY,10.78,60272.03987,09/16/2013,,
11776,NY,5.5,27314.58444,06/23/2014,,
11580,NY,9.75,55047.38088,12/02/2014,,
11901,NY,7.25,36052.78304,09/25/2014,,
11566,NY,9.75,55047.38088,12/19/2014,,
11023,NY,3.68,18258.23295,07/09/2014,,
11733,NY,8.5,42268.78012,09/21/2014,,
11704,NY,5.1,29244.26571,11/13/2014,,
11784,NY,9,37617.22518,09/10/2014,,
11741,NY,7.65,43866.39857,11/04/2014,,
11798,NY,9.16,43252.39949,09/10/2014,,
11741,NY,12.1,53676.23733,12/03/2014,,
11746,NY,6.89,39266.39158,10/07/2014,,
11772,NY,9.95,56575.51899,09/30/2014,,
11577,NY,4.25,23995.01218,12/09/2014,,
11772,NY,9.75,48606.89121,10/22/2014,,
11950,NY,8.5,42213.44869,06/25/2014,,
11787,NY,9,50812.96697,12/01/2014,,
11720,NY,7.75,44199.8664,10/15/2014,,
11757,NY,5.88,29431.34799,10/28/2014,,
11951,NY,11.5,57218.6633,05/30/2014,,
10306,NY,10.791,55824.42697,12/31/2013,,
11729,NY,7,34809.58363,09/25/2014,,
11510,NY,3.5,15508.32273,11/21/2014,,
11010,NY,9.5,47360.56066,10/22/2014,,
11968,NY,5.5,27350.38713,09/21/2014,,
11757,NY,9.01,51385.70979,10/07/2014,,
11798,NY,8.67,49322.19632,09/19/2014,,
11757,NY,4.5,25406.48348,12/19/2014,,
11747,NY,4.34,24723.20973,10/09/2014,,
11953,NY,7.75,39067.50933,12/08/2014,,
11731,NY,7.91,41379.17112,10/28/2014,,
11791,NY,12.38,39789.85041,10/06/2014,,
11791,NY,7,31193.51583,12/03/2014,,
11787,NY,15.37,60226.68013,10/13/2014,,
11701,NY,4,22455.48992,11/20/2014,,
11733,NY,9.48,39765.26423,11/20/2014,,
11720,NY,10.25,57870.32349,12/19/2014,,
11702,NY,6,28914.86862,10/08/2014,,
11763,NY,9.9,47707.89131,11/10/2014,,
11978,NY,10,49682.26653,07/09/2014,,
11590,NY,8.48,33397.67032,10/29/2014,,
11717,NY,3.5,17643.39131,12/08/2014,,
11001,NY,5.25,26126.83517,08/22/2014,,
12180,NY,54.88,224838.8764,06/10/2013,,
11758,NY,6.86,34132.17654,05/30/2014,,
11776,NY,5.25,26717.13541,12/03/2014,,
11720,NY,5.3,26459.38397,11/07/2014,,
11703,NY,3.57,20324.1895,08/22/2014,,
11722,NY,10,56458.85219,12/09/2014,,
11550,NY,6.62,32864.81931,07/03/2014,,
11763,NY,7,39297.10736,11/20/2014,,
11743,NY,7.2,27479.90579,11/06/2014,,
12147,NY,5.76,32083.32036,10/18/2013,,
10514,NY,7.14,34595.37004,10/22/2013,,
11797,NY,10,56458.85219,12/19/2014,,
11778,NY,6.75,38109.72523,12/15/2014,,
11798,NY,5.83,25503.02069,11/07/2014,,
11767,NY,6.63,37716.68114,09/24/2014,,
11701,NY,13.26,75434.35684,09/24/2014,,
11704,NY,4.77,27203.90605,10/21/2014,,
11554,NY,7,35412.5081,11/07/2014,,
11743,NY,5.4,22482.7215,12/03/2014,,
11580,NY,2.25,12631.21308,11/20/2014,,
12180,NY,54.88,224838.8764,06/10/2013,,
11703,NY,11,54700.77427,09/21/2014,,
11727,NY,17.85,101802.2729,10/15/2014,,
11704,NY,7.91,44911.13637,06/25/2014,,
11757,NY,11.12,35567.89207,11/06/2014,,
11726,NY,5.36,28743.37353,10/15/2014,,
12446,NY,7.8,40330.6071,06/20/2013,,
11731,NY,5.4,22687.06216,11/06/2014,,
10552,NY,5.145,31083.04168,10/31/2013,,
11510,NY,8.18,38420.94226,11/06/2014,,
11763,NY,5.83,26042.32598,10/06/2014,,
11701,NY,4.08,21473.06224,11/04/2014,,
11218,NY,2.45,14831.74112,11/13/2013,,
11787,NY,9.9,42661.63113,09/10/2014,,
11742,NY,11.13,47084.35047,11/06/2014,,
11040,NY,2.5,12602.42236,12/26/2014,,
11746,NY,8.16,29842.53616,12/05/2014,,
11756,NY,13.73,50409.68945,12/04/2014,,
11798,NY,3.32,18905.33875,10/07/2014,,
11722,NY,4.75,26665.89428,11/20/2014,,
11784,NY,5.61,31994.80066,10/22/2014,,
11716,NY,3.57,20290.23765,07/29/2014,,
11704,NY,4.34,24661.09816,09/25/2014,,
11735,NY,12.04,37416.46008,11/06/2014,,
10307,NY,7.194,36953.82342,09/03/2013,,
11798,NY,5.61,31914.42083,09/25/2014,,
11704,NY,6.12,35092.71786,11/04/2014,,
11704,NY,5.5,26189.7176,11/06/2014,,
11710,NY,2.39,11866.65322,05/29/2014,,
11702,NY,4.85,20367.02683,12/10/2014,,
11757,NY,8.16,46790.62464,11/04/2014,,
11743,NY,4.85,26547.83765,10/15/2014,,
11951,NY,4.34,24723.20973,10/07/2014,,
11803,NY,6.75,33833.60646,11/07/2014,,
11720,NY,23.21,132009.8758,09/10/2014,,
10536,NY,7,36897.18685,10/17/2013,,
11563,NY,4.95,19941.2887,10/08/2014,,
11701,NY,4.85,27631.64669,10/07/2014,,
11784,NY,8.64,37042.93789,10/28/2014,,
11725,NY,5.3,26533.91615,08/25/2014,,
11753,NY,4.68,18198.42007,10/06/2014,,
11784,NY,6.89,30700.06364,09/25/2014,,
11779,NY,6.63,26422.20753,10/09/2014,,
11552,NY,9.5,32205.18125,10/08/2014,,
11779,NY,14.03,79987.50017,10/28/2014,,
11580,NY,6.21,33277.4524,12/03/2014,,
11767,NY,10.2,57588.02923,12/22/2014,,
11726,NY,4.5,25406.48348,12/26/2014,,
11788,NY,7.4,42403.78429,11/03/2014,,
11580,NY,8.75,49121.3842,11/25/2014,,
11803,NY,4.5,22555.73764,11/14/2014,,
11801,NY,10.79,48789.56424,11/25/2014,,
11790,NY,6.12,34815.55098,09/21/2014,,
11784,NY,7.4,42174.82854,10/07/2014,,
11001,NY,4.5,22555.73764,11/06/2014,,
11738,NY,6.25,35286.78262,12/15/2014,,
11704,NY,2.75,13675.19357,09/14/2014,,
11784,NY,10.5,41876.70627,10/08/2014,,
11763,NY,12.25,68769.93788,11/20/2014,,
11040,NY,7.98,30261.90267,10/07/2014,,
11703,NY,6.63,29555.20093,12/15/2014,,
11001,NY,7.85,39184.6323,10/08/2014,,
11741,NY,7.42,33144.41595,10/09/2014,,
11801,NY,10.29,51123.05226,07/29/2014,,
10567,NY,7.14,33567.82193,09/30/2013,,
11746,NY,4.34,22691.19241,10/23/2014,,
11746,NY,5.25,26172.94142,10/22/2014,,
11703,NY,3.83,21814.77277,10/15/2014,,
11763,NY,10.78,44012.24298,09/10/2014,,
11510,NY,5.5,31052.3687,12/10/2014,,
11717,NY,6,33875.31131,12/10/2014,,
11767,NY,9.44,53809.57343,10/09/2014,,
11967,NY,3.75,16037.27246,09/24/2014,,
11701,NY,5.25,29472.83052,11/20/2014,,
11758,NY,7.5,33295.96974,10/20/2014,,
11713,NY,14,79042.39306,12/19/2014,,
11757,NY,4.59,26176.92968,10/22/2014,,
11726,NY,7.5,37592.89607,11/03/2014,,
13452,NY,5.88,30476.03154,05/28/2013,,
11772,NY,9.16,39401.36499,11/07/2014,,
11704,NY,11.99,68181.03417,09/12/2014,,
11003,NY,5.75,28567.30325,07/29/2014,,
11726,NY,5.87,33448.5206,10/15/2014,,
12008,NY,5.72,29575.77854,06/24/2013,,
11730,NY,8.82,38503.77777,12/15/2014,,
11754,NY,7.4,41348.26212,10/07/2014,,
11704,NY,4.85,25644.41722,12/23/2014,,
10920,NY,9.156,43620.78686,10/17/2013,,
11967,NY,7,34809.58363,09/25/2014,,
11776,NY,7.25,40932.66784,12/09/2014,,
11803,NY,12,42509.84219,10/13/2014,,
11972,NY,7.02,9970.64435,10/08/2014,,
11751,NY,6.89,39479.55821,11/03/2014,,
11755,NY,7.4,42068.87365,09/25/2014,,
11703,NY,6.63,35092.20122,12/23/2014,,
11706,NY,8.25,41025.5807,09/12/2014,,
11731,NY,2.5,14114.71305,12/09/2014,,
11978,NY,14,78594.21472,11/03/2014,,
11746,NY,13,72980.34224,11/21/2014,,
11787,NY,4.66,26547.83765,10/15/2014,,
11793,NY,8.32,27106.98426,11/14/2014,,
11746,NY,8.93,50901.13647,10/07/2014,,
11714,NY,8.48,34753.88829,09/11/2014,,
11772,NY,8.16,42714.2404,10/22/2014,,
10952,NY,9.6,39904.79375,06/24/2013,,
11901,NY,11.5,64927.68002,12/10/2014,,
11510,NY,6.5,36490.17112,11/07/2014,,
11702,NY,14.79,84060.40767,07/31/2014,,
11757,NY,7.4,38709.03256,10/28/2014,,
11741,NY,8.25,46578.55306,12/09/2014,,
11720,NY,10.25,57870.32349,12/15/2014,,
11706,NY,6.5,37799.32252,12/23/2014,,
11756,NY,6.75,38109.72523,12/22/2014,,
11703,NY,10.46,59476.64914,09/19/2014,,
11784,NY,7.11,43802.66087,06/09/2014,,
11741,NY,9.54,40556.69498,06/13/2014,,
11746,NY,6.63,34617.63364,09/25/2014,,
11790,NY,3.45,17267.67026,11/14/2014,,
11801,NY,5,28069.3624,11/14/2014,,
11704,NY,7.5,42627.38468,07/29/2014,,
11720,NY,9.28,29911.93305,10/31/2014,,
11752,NY,8.25,29204.0173,10/28/2014,,
11731,NY,5.36,28182.64233,11/13/2014,,
11772,NY,8.18,35752.34788,11/10/2014,,
13618,NY,6.75,23465.71118,06/04/2014,,
11704,NY,10.71,55921.09881,09/26/2014,,
11726,NY,8.25,46890.12315,07/29/2014,,
11776,NY,14.54,82687.6795,09/25/2014,,
11566,NY,8.25,41128.90794,10/22/2014,,
14737,NY,7.14,45497.18342,09/12/2013,,
11553,NY,5,24863.9883,09/25/2014,,
13820,NY,5.76,22389.91173,05/05/2014,,
11751,NY,9.69,55263.29338,10/31/2014,,
11580,NY,6.36,29487.1836,10/13/2014,,
11757,NY,5.87,33448.5206,10/28/2014,,
14534,NY,6.5,26349.49229,07/26/2013,,
11706,NY,8.75,43621.56903,10/22/2014,,
11754,NY,6.36,34903.23761,10/13/2014,,
11946,NY,14.72,62068.37761,11/06/2014,,
11757,NY,13.78,54890.10265,12/19/2014,,
11767,NY,5.87,33448.5206,10/20/2014,,
11772,NY,5.5,27350.38713,09/25/2014,,
11726,NY,4.85,25499.01079,11/25/2014,,
11518,NY,9,44867.89958,10/22/2014,,
11738,NY,5,21631.66982,09/25/2014,,
11729,NY,5.1,29013.29067,09/25/2014,,
11949,NY,7.5,33267.02179,09/12/2014,,
14525,NY,6.36,26560.28822,07/26/2013,,
11792,NY,12.75,63403.17018,09/24/2014,,
11754,NY,7.52,28603.28598,10/22/2014,,
11727,NY,9.75,48870.76489,11/06/2014,,
12302,NY,4.77,21705.04105,12/30/2013,,
11050,NY,10.75,60349.12916,11/24/2014,,
11803,NY,8.48,42130.56201,07/03/2014,,
11757,NY,10.2,58026.58134,09/19/2014,,
11714,NY,11.12,47726.88578,12/22/2014,,
11795,NY,6.12,32209.59335,11/13/2014,,
11967,NY,7.42,31602.61407,05/19/2014,,
11010,NY,10.6,58640.90796,11/06/2014,,
11757,NY,9.69,55263.29338,10/09/2014,,
11575,NY,3.92,19504.10088,05/30/2014,,
11803,NY,6.87,27819.0948,10/09/2014,,
11940,NY,2.5,10711.0644,10/08/2014,,
11980,NY,8.48,38302.29024,12/19/2014,,
11756,NY,6.24,24568.18284,08/19/2014,,
11751,NY,7.42,33144.41595,10/06/2014,,
12065,NY,10.78,55585.42555,09/05/2013,,
11755,NY,10.53,56763.87535,10/28/2014,,
11590,NY,7.42,29745.90532,11/06/2014,,
11952,NY,9,30958.85071,10/28/2014,,
10474,NY,63.7,259240.1298,04/01/2014,,
10512,NY,6.86,38445.73344,07/09/2013,,
11703,NY,7.65,43629.54555,10/20/2014,,
11790,NY,3.83,21814.77277,10/10/2014,,
11733,NY,7.85,33802.52967,11/20/2014,,
11767,NY,6.38,33285.91842,09/26/2014,,
11704,NY,4.85,27631.64669,10/31/2014,,
11003,NY,3,15037.15843,11/06/2014,,
11040,NY,7.8,28796.65963,11/21/2014,,
11704,NY,6.89,39266.39158,10/15/2014,,
11952,NY,6.5,23547.57106,10/08/2014,,
11703,NY,4,22755.5221,09/12/2014,,
10510,NY,6.213,32607.16404,06/24/2013,,
11952,NY,9.01,39561.76135,11/07/2014,,
11010,NY,4.25,23858.95804,11/20/2014,,
11743,NY,4.08,23210.0358,09/25/2014,,
11704,NY,7.65,43519.93601,09/10/2014,,
11754,NY,4.34,22814.37677,11/14/2014,,
11782,NY,8.75,35051.80021,10/06/2014,,
11731,NY,4.08,23268.49272,10/15/2014,,
11953,NY,4.75,26817.95479,12/08/2014,,
11767,NY,11.73,66729.97181,09/21/2014,,
11518,NY,9.75,54735.25668,11/20/2014,,
11798,NY,5.87,33821.87704,12/02/2014,,
11784,NY,7.5,42104.0436,11/06/2014,,
11050,NY,4,20049.54457,11/21/2014,,
14807,NY,7.05,27210.918,07/19/2013,,
11704,NY,7.14,40617.81129,09/19/2014,,
11772,NY,4.08,21357.1202,10/29/2014,,
11752,NY,8.93,50901.13647,10/22/2014,,
11757,NY,3.25,16290.25496,11/14/2014,,
11778,NY,4.91,24550.71758,10/09/2014,,
12015,NY,7.05,30212.49917,02/06/2014,,
11725,NY,10.46,54726.87271,10/07/2014,,
11735,NY,4.83,23970.00272,08/11/2014,,
11703,NY,4.91,26651.8596,11/10/2014,,
11741,NY,3.83,20022.05092,10/15/2014,,
11566,NY,11.77,47547.53505,11/21/2014,,
11950,NY,5.83,25942.89568,06/14/2014,,
11743,NY,15.04,60430.43173,09/30/2014,,
11727,NY,7.25,40932.66784,12/05/2014,,
11003,NY,3,15037.15843,11/21/2014,,
11793,NY,11.77,60305.11723,09/11/2014,,
11703,NY,6.38,36357.95462,10/09/2014,,
11793,NY,5.5,27568.12379,11/14/2014,,
11727,NY,4.77,21225.91526,06/13/2014,,
11580,NY,6.75,27901.76311,12/15/2014,,
11784,NY,4.51,23209.66592,10/06/2014,,
12561,NY,8.82,45604.60957,06/11/2013,,
11783,NY,6,33875.31131,12/15/2014,,
11719,NY,9.44,32242.03737,12/22/2014,,
11554,NY,4.2,19399.66489,12/19/2014,,
11716,NY,8.25,25261.81212,09/10/2014,,
11776,NY,7.91,45328.01037,11/04/2014,,
11741,NY,9.72,41844.4783,12/03/2014,,
11801,NY,7.19,31937.92202,11/20/2014,,
10710,NY,6.37,32845.93328,09/04/2013,,
11704,NY,8.67,45629.75601,11/13/2014,,
11967,NY,8.42,47991.70245,10/22/2014,,
11779,NY,5.1,29244.26571,11/13/2014,,
11795,NY,9.18,52639.07679,11/04/2014,,
11704,NY,6.63,37811.67457,10/07/2014,,
11767,NY,6.75,33566.38421,09/25/2014,,
11757,NY,11,62104.73741,12/15/2014,,
11755,NY,12.42,40865.68293,10/29/2014,,
11704,NY,5.87,33821.87704,12/02/2014,,
11801,NY,6.21,29855.77682,11/10/2014,,
12809,NY,9.12,47155.78676,06/11/2013,,
11798,NY,4.59,26176.92968,10/15/2014,,
11787,NY,9.95,56718.01039,10/15/2014,,
11755,NY,9.07,51521.50403,07/29/2014,,
11741,NY,5.61,31994.80066,10/22/2014,,
11510,NY,23.54,49853.22175,10/08/2014,,
11741,NY,8.1,28999.36684,09/22/2014,,
11566,NY,6.36,25048.25274,10/08/2014,,
14512,NY,7.28,29097.24544,06/11/2013,,
11733,NY,12,60491.62734,12/26/2014,,
11010,NY,5,24926.61088,10/16/2014,,
11735,NY,8.91,36891.09127,08/18/2014,,
11742,NY,13.73,52702.32213,12/15/2014,,
11754,NY,10.97,62534.8843,10/07/2014,,
11710,NY,4,20049.54457,11/14/2014,,
11554,NY,13.73,58730.08642,10/13/2014,,
11577,NY,3.75,21126.70085,12/05/2014,,
11767,NY,7.91,45003.84683,08/22/2014,,
11738,NY,10.5,58945.66104,11/20/2014,,
11963,NY,6.96,27623.26003,11/06/2014,,
11010,NY,10.5,59281.7948,12/26/2014,,
11733,NY,10.5,52214.37544,09/14/2014,,
11731,NY,7.42,29593.8695,10/09/2014,,
11787,NY,12.72,54282.18197,10/06/2014,,
11946,NY,5.5,31052.3687,12/09/2014,,
11758,NY,2.75,15438.14932,11/14/2014,,
11757,NY,7.56,26894.57752,12/03/2014,,
11779,NY,9.25,52224.43827,12/26/2014,,
11757,NY,6.89,39266.39158,10/07/2014,,
11590,NY,5.25,20525.72125,11/07/2014,,
11704,NY,9.81,40847.93963,11/10/2014,,
11733,NY,10.25,51099.55229,10/22/2014,,
11735,NY,11.22,55450.6584,12/03/2014,,
11779,NY,10.5,52146.02485,06/06/2014,,
11787,NY,7.91,45083.26549,10/07/2014,,
11704,NY,9,45111.47528,11/07/2014,,
11731,NY,13.73,52530.80925,11/06/2014,,
11704,NY,1.79,10162.09475,08/22/2014,,
11741,NY,9.18,48314.39003,11/13/2014,,
11729,NY,4.85,27631.64669,10/20/2014,,
11787,NY,7.5,28278.31118,09/10/2014,,
11766,NY,5,28229.42609,12/15/2014,,
11776,NY,8.64,35078.68318,11/20/2014,,
11933,NY,18.75,105860.3479,12/15/2014,,
11714,NY,9.9,38311.36398,12/22/2014,,
11563,NY,2.5,12602.42236,12/26/2014,,
11704,NY,15.3,87732.79713,11/03/2014,,
11725,NY,9.18,52354.85642,10/15/2014,,
11949,NY,5.75,28615.10519,08/04/2014,,
11566,NY,6.25,35286.78262,12/05/2014,,
11746,NY,4.34,24857.42536,11/03/2014,,
11757,NY,5.36,30880.97576,12/02/2014,,
11767,NY,12.24,64071.36059,10/07/2014,,
11754,NY,7.8,26973.21663,12/02/2014,,
11965,NY,9,50524.85232,11/20/2014,,
11798,NY,7.91,45003.84683,08/19/2014,,
11560,NY,10.18,39237.17759,10/28/2014,,
11704,NY,4.59,24156.69378,11/13/2014,,
11003,NY,4.75,26817.95479,12/09/2014,,
11024,NY,5.75,28567.30325,07/30/2014,,
11746,NY,6,31328.62526,09/25/2014,,
11706,NY,7.42,25828.71105,09/24/2014,,
11704,NY,5.25,29941.84498,10/07/2014,,
11552,NY,7,39521.19653,12/15/2014,,
11040,NY,5.3,50123.86143,11/06/2014,,
11953,NY,6.5,24371.68134,09/22/2014,,
11701,NY,5.83,33249.10771,10/15/2014,,
11980,NY,9.25,51928.32044,11/20/2014,,
11729,NY,7,39521.19653,12/03/2014,,
11735,NY,10.2,38120.61372,12/02/2014,,
10949,NY,7.35,32574.72112,06/17/2013,,
12561,NY,33.15,130756.9164,04/30/2014,,
11703,NY,9.95,56718.01039,10/22/2014,,
11729,NY,7.65,43629.54555,10/28/2014,,
11725,NY,5.87,33630.10359,11/04/2014,,
11569,NY,7.85,36797.93163,11/10/2014,,
11952,NY,9.81,43301.51135,10/08/2014,,
11746,NY,11.89,39121.81724,10/13/2014,,
11792,NY,9.81,42529.35471,09/10/2014,,
11746,NY,6.36,28359.31103,08/22/2014,,
11713,NY,6.1,30074.31686,11/07/2014,,
11752,NY,4.85,29411.02921,12/02/2014,,
11050,NY,5.5,30876.29864,11/13/2014,,
13820,NY,5.76,22389.91173,05/05/2014,,
11754,NY,4.5,25262.42616,11/20/2014,,
11572,NY,2.5,12463.30544,10/22/2014,,
11704,NY,4.25,24146.09265,06/25/2014,,
11801,NY,5.72,26862.11236,10/16/2014,,
11542,NY,10.75,60349.12916,11/20/2014,,
11788,NY,9.95,57025.91715,11/13/2014,,
11798,NY,8,40327.75156,12/03/2014,,
11702,NY,8.16,46537.9825,10/15/2014,,
11772,NY,6,33875.31131,12/03/2014,,
10990,NY,9.156,45554.21839,07/19/2013,,
11727,NY,8.42,44048.31261,10/28/2014,,
11716,NY,6.89,39266.39158,10/29/2014,,
11729,NY,8.16,42606.93036,09/30/2014,,
11050,NY,10,49682.26653,07/31/2014,,
11757,NY,7.91,41379.17112,10/29/2014,,
14580,NY,4.8,19262.98479,06/20/2013,,
11702,NY,4.59,26176.92968,10/31/2014,,
11901,NY,5.5,19558.91449,10/20/2014,,
11704,NY,6.25,31327.41339,11/06/2014,,
10901,NY,6.125,34285.30484,08/29/2013,,
11740,NY,5.4,35338.95477,10/07/2014,,
11798,NY,6.63,37811.67457,10/15/2014,,
10312,NY,10.137,52701.33463,11/21/2013,,
11964,NY,12.04,40916.10808,11/06/2014,,
11786,NY,7.42,34063.84355,12/03/2014,,
11754,NY,10.46,59476.64914,09/26/2014,,
11023,NY,13.08,49727.97661,09/14/2014,,
11701,NY,7.25,41348.26212,10/15/2014,,
11743,NY,3.06,16017.84015,10/29/2014,,
11767,NY,6.5,36698.25392,12/26/2014,,
11757,NY,10.2,58488.53142,11/03/2014,,
11763,NY,9,33744.41037,09/24/2014,,
11757,NY,7.5,36550.06281,09/25/2014,,
14850,NY,12.22,53383.42864,06/10/2013,,
11720,NY,7,39922.45998,10/15/2014,,
11787,NY,9.72,39635.18648,09/24/2014,,
11590,NY,3.75,18647.99123,09/24/2014,,
11788,NY,6.89,31220.14833,11/07/2014,,
11746,NY,7.65,43552.68776,08/22/2014,,
11729,NY,12.9,45813.08192,12/19/2014,,
11703,NY,9.35,38312.4223,09/21/2014,,
11953,NY,7.7,21866.42071,10/29/2014,,
11784,NY,7.28,31092.93642,06/30/2014,,
11754,NY,5.25,29472.83052,11/20/2014,,
11779,NY,10.2,57025.91715,11/13/2014,,
11713,NY,6.89,30777.38498,10/06/2014,,
11948,NY,9.81,43908.80879,09/24/2014,,
11580,NY,2,11227.74496,11/21/2014,,
11795,NY,15.08,52532.35659,08/19/2014,,
11758,NY,10.46,49727.97661,09/30/2014,,
11931,NY,6.75,33535.52991,07/24/2014,,
11704,NY,6.89,39266.39158,10/15/2014,,
11782,NY,10.26,44854.93774,10/28/2014,,
11950,NY,4.08,22904.59972,11/20/2014,,
11754,NY,9.54,39950.37778,10/13/2014,,
11581,NY,2.75,13862.6646,12/26/2014,,
11725,NY,8,36293.14543,10/08/2014,,
11764,NY,10.6,43036.34742,11/07/2014,,
11729,NY,6.12,35092.71786,11/25/2014,,
11932,NY,18.9,87920.14482,10/17/2014,,
11932,NY,10.14,52653.11148,11/07/2014,,
11767,NY,12,37893.63924,11/10/2014,,
11704,NY,4.85,25499.01079,11/13/2014,,
11702,NY,7.4,42174.82854,10/15/2014,,
14850,NY,6.5,26965.89523,12/31/2013,,
11702,NY,8.42,47871.13396,09/25/2014,,
11726,NY,11.4,43632.32124,09/30/2014,,
11738,NY,20.6,82225.90983,10/10/2014,,
11758,NY,5.5,17189.7041,12/03/2014,,
11746,NY,8.16,46537.9825,10/09/2014,,
11754,NY,2.04,11633.74783,10/28/2014,,
11554,NY,15.3,54414.18477,12/23/2014,,
11779,NY,10.2,58172.7274,10/22/2014,,
11787,NY,9.01,35470.27389,12/02/2014,,
11757,NY,4.85,27562.22831,09/25/2014,,
11787,NY,3.83,21933.19928,11/24/2014,,
10524,NY,4.08,23301.82367,06/30/2014,,
11937,NY,13.08,55681.06337,10/08/2014,,
11772,NY,9.25,52224.43827,12/05/2014,,
11949,NY,8.5,30115.75667,12/05/2014,,
11772,NY,5.25,29640.8974,12/02/2014,,
11701,NY,9.08,37329.38323,12/03/2014,,
11720,NY,6.25,31158.26359,10/22/2014,,
11702,NY,4.08,23268.49272,10/07/2014,,
11704,NY,3.06,17391.77422,07/29/2014,,
11581,NY,8.5,42605.28221,11/06/2014,,
11704,NY,11.48,65444.31832,10/22/2014,,
11713,NY,4,16589.253,09/25/2014,,
11554,NY,10.07,37150.62085,10/28/2014,,
11510,NY,9.16,49727.97661,09/25/2014,,
11763,NY,9.5,47617.66836,11/14/2014,,
11758,NY,8.58,26296.92024,12/03/2014,,
11569,NY,8,44910.97984,11/20/2014,,
11746,NY,9.54,40425.97752,10/13/2014,,
