Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NY
10993,NY,3.6,18193.34887,12/12/2013,,
10306,NY,8.829,45833.8727,06/13/2014,,
14886,NY,7.848,41604.89592,10/19/2012,,
10312,NY,9.156,49245.06258,07/21/2014,,
14817,NY,10.4,36548.70531,08/07/2014,,
10306,NY,11.118,57967.72626,04/23/2014,,
10950,NY,6.5,22643.25715,08/05/2014,,
10510,NY,5.865,27646.37822,08/19/2013,,
13146,NY,4.5,20458.8543,03/03/2014,,
10308,NY,14.715,73078.92911,06/05/2014,,
14850,NY,6,21499.98737,05/20/2014,,
10308,NY,7.848,41971.57876,07/29/2014,,
12533,NY,16,79765.1548,10/21/2014,,
10950,NY,5,24831.4404,06/02/2014,,
14043,NY,49.35,321376.3861,03/12/2014,,
12498,NY,15.696,89872.44381,04/29/2014,,
13303,NY,9,39663.22323,10/31/2014,,
10301,NY,20.16,200719.9162,09/23/2011,,
10309,NY,7.5,33441.78798,12/12/2014,,
10924,NY,49.5,183628.5018,06/09/2014,,
10314,NY,6.213,31364.41486,07/30/2014,,
13403,NY,14.84,56828.9466,01/28/2014,,
14486,NY,6.12,22735.42845,06/04/2014,,
10543,NY,5.39,27376.36806,12/20/2013,,
11230,NY,15,59405.16686,09/30/2013,,
10305,NY,6.54,35034.84183,08/04/2014,,
14043,NY,5.39,25598.2944,02/12/2014,,
12203,NY,8.75,36312.47399,11/18/2013,,
14850,NY,2.43,12103.86687,05/05/2014,,
12833,NY,7.02,30882.41683,08/25/2014,,
10307,NY,15.042,72556.79774,09/02/2014,,
10710,NY,5.25,22815.94267,03/08/2013,,
12570,NY,17.658,95149.09119,08/09/2013,,
10950,NY,8,28187.12275,08/05/2014,,
12110,NY,51.7,264684.1713,01/28/2013,,
14622,NY,4.77,24113.50721,09/17/2013,,
10580,NY,6.96,35189.51141,05/13/2013,,
12075,NY,7.605,49059.01231,05/23/2013,,
13323,NY,2.115,14808.90649,12/19/2012,,
10306,NY,3.924,22677.4977,05/19/2014,,
10704,NY,4.9,24831.19681,07/02/2014,,
13201,NY,51,206215.1297,12/18/2012,,
10303,NY,6.867,36637.55824,02/21/2014,,
13679,NY,10.32,133470.2346,07/30/2010,,
10950,NY,8.575,42602.54355,07/22/2014,,
12603,NY,9.31,46484.02511,04/28/2014,,
10314,NY,46.8,262487.4068,04/16/2013,,
10306,NY,7.194,34487.42243,08/07/2014,,
12170,NY,7.42,37327.03617,08/05/2014,,
12553,NY,7.25,32607.8447,12/03/2013,,
14735,NY,6.36,23796.51505,02/07/2014,,
13027,NY,73.44,222309.9873,05/16/2013,,
10303,NY,3,15798.96076,07/24/2014,,
14589,NY,7.8,28848.39467,08/12/2013,,
10605,NY,16,55652.29716,12/30/2014,,
10309,NY,6.54,38271.61702,03/27/2014,,
10950,NY,6.75,32351.11319,11/06/2013,,
10579,NY,8.25,27668.53807,10/22/2014,,
10550,NY,5.1,21345.15542,10/27/2014,,
10543,NY,6.5,29468.30431,03/27/2013,,
12538,NY,6.48,25111.40479,07/10/2014,,
13057,NY,51.26,256274.7956,12/03/2014,,
12832,NY,8.235,34732.23232,06/30/2014,,
10940,NY,6.5,23337.49377,11/12/2013,,
12603,NY,6.72,34470.92108,12/19/2012,,
12180,NY,2.45,12190.06305,05/28/2014,,
13165,NY,19.875,89939.01305,09/29/2014,,
10533,NY,5.145,25599.13241,05/29/2014,,
10308,NY,11.04,58838.76644,10/27/2014,,
11004,NY,5.88,23468.8088,02/27/2014,,
14850,NY,7.75,36331.72817,08/22/2014,,
10314,NY,6.25,30575.55547,11/04/2014,,
12567,NY,6.75,29865.12879,12/26/2013,,
12561,NY,6.38,24577.78201,12/10/2013,,
10549,NY,10.56,54193.44719,11/06/2013,,
10307,NY,9.156,43970.82438,08/20/2013,,
10306,NY,7.848,41863.74443,10/21/2014,,
12601,NY,4.578,25803.53223,12/31/2013,,
10461,NY,4.16,19536.08171,10/08/2014,,
12477,NY,13.23,52686.69513,12/04/2014,,
11357,NY,4.14,20820.20994,12/03/2014,,
12090,NY,5.72,29592.86673,02/28/2013,,
12477,NY,8.04,47960.09761,09/30/2013,,
10566,NY,4.25,17106.42395,09/08/2014,,
13068,NY,3.5,14996.88261,12/08/2014,,
10309,NY,12.753,63359.7945,07/29/2014,,
13624,NY,4,13905.60663,06/13/2014,,
12590,NY,6.86,37838.36196,07/10/2014,,
14727,NY,2.75,9501.018853,07/03/2013,,
12586,NY,7.5,37247.1606,06/17/2014,,
12203,NY,3.25,16140.43626,06/17/2014,,
12144,NY,52.8,259631.5044,04/01/2014,,
12822,NY,50,178461.1766,09/30/2014,,
10567,NY,7.14,34443.24556,07/09/2013,,
12589,NY,8.085,41796.70753,10/17/2013,,
13440,NY,31,113051.7023,12/31/2013,,
12070,NY,6,30409.76938,10/23/2013,,
12538,NY,7.245,44333.75345,11/18/2014,,
13326,NY,13.2,44389.30865,10/03/2014,,
13316,NY,4.41,16514.56084,04/24/2014,,
11434,NY,3.9,18269.06405,09/05/2014,,
10528,NY,14.64,75697.51814,06/24/2013,,
13053,NY,46.2,305719.9842,07/31/2013,,
12936,NY,2.5,12647.7563,07/17/2013,,
11223,NY,10.14,40546.35918,10/16/2013,,
12550,NY,6.75,31643.3298,08/04/2014,,
12140,NY,10.535,52417.27112,05/28/2014,,
12020,NY,7.595,39255.16957,07/29/2013,,
10901,NY,9.81,55929.44122,04/26/2013,,
12159,NY,10.535,54450.71909,07/23/2013,,
12524,NY,6.48,25240.18123,07/03/2014,,
10990,NY,7.65,36159.38459,06/17/2014,,
10701,NY,4.165,20723.10719,05/30/2014,,
12120,NY,5.232,40614.53852,08/29/2014,,
12205,NY,10.05,54387.48802,09/19/2014,,
10940,NY,7.595,42564.91917,07/17/2013,,
10306,NY,11.772,64850.25192,11/10/2014,,
10301,NY,3.5,14456.8488,08/13/2014,,
10306,NY,8.502,45910.26522,05/07/2014,,
12203,NY,50.4,254466.0567,06/10/2013,,
12477,NY,6.6,24852.80202,05/19/2014,,
10583,NY,4.32,15506.34609,10/02/2014,,
14010,NY,23.52,155709.1319,11/07/2012,,
12566,NY,9.36,49219.42716,12/28/2012,,
14871,NY,7.35,44394.84073,07/03/2013,,
10543,NY,6.72,30444.77228,04/29/2013,,
10703,NY,3.25,14399.25853,12/04/2013,,
14226,NY,3.54,14276.02405,12/04/2014,,
13490,NY,3.71,14770.37082,08/12/2014,,
10548,NY,8.25,37647.71123,07/09/2014,,
10312,NY,5.559,31166.76788,11/04/2013,,
13501,NY,3.71,14242.96918,05/05/2014,,
11004,NY,4.5,23141.9092,06/26/2014,,
12019,NY,11.055,61953.59573,10/03/2014,,
14221,NY,5.98,22195.68245,12/31/2013,,
10306,NY,5.232,26209.04453,03/05/2014,,
10307,NY,8.502,44914.16293,05/07/2014,,
12603,NY,8.75,28460.60579,04/24/2014,,
10309,NY,13.734,65484.3412,11/14/2013,,
10603,NY,6.37,30198.7526,08/19/2013,,
10803,NY,6.885,36979.38106,02/13/2014,,
10306,NY,12.753,57692.5645,11/17/2014,,
12075,NY,8.085,41689.06917,09/20/2013,,
14420,NY,6,24962.32481,08/12/2014,,
14602,NY,39.36,224331.3504,09/22/2011,,
12074,NY,7.155,50602.26171,10/18/2013,,
13339,NY,4,19971.65418,04/29/2014,,
10305,NY,4.905,25630.17648,08/20/2014,,
13324,NY,10.56,37085.25973,09/20/2013,,
10950,NY,6.75,29446.79335,10/31/2013,,
12992,NY,9,33342.81822,08/07/2014,,
10931,NY,3.25,14026.24707,03/17/2014,,
10302,NY,3.75,17628.09921,10/09/2014,,
12075,NY,8.575,44215.67942,09/05/2013,,
12583,NY,4.655,24169.81395,04/25/2013,,
10451,NY,3.92,27556.85089,11/12/2013,,
10312,NY,6.54,33601.07146,10/15/2014,,
10533,NY,4.656,53801.19982,04/08/2014,,
11385,NY,7.194,45664.82305,02/20/2013,,
12066,NY,6.76,34239.1699,04/03/2013,,
12477,NY,7.75,34810.20304,06/30/2014,,
13807,NY,6.72,15117.30489,09/03/2014,,
13753,NY,6.03,35111.84275,12/31/2013,,
13069,NY,7,28615.3023,05/27/2014,,
14059,NY,9.75,43363.91922,03/28/2013,,
10920,NY,9.156,44714.86559,11/05/2013,,
13820,NY,5.76,22389.91173,05/05/2014,,
12061,NY,14.4,41494.629,07/08/2014,,
10305,NY,6.5,30625.67933,11/04/2014,,
10958,NY,4,18751.60285,08/11/2014,,
14559,NY,7.42,34812.48653,02/13/2014,,
10308,NY,3.597,19367.51164,04/23/2014,,
13167,NY,10.8,38650.63362,06/30/2014,,
10960,NY,6,25006.37603,10/07/2014,,
12436,NY,8.745,37589.79749,08/21/2014,,
12572,NY,6.86,34251.38692,04/28/2014,,
12901,NY,14.4,42116.63177,08/23/2013,,
10308,NY,4.578,27509.00776,10/14/2014,,
10920,NY,4.578,23431.01422,10/14/2014,,
10990,NY,13.26,55461.51877,06/02/2014,,
12590,NY,7.65,30552.6953,10/31/2013,,
10980,NY,3.5,14769.20905,09/18/2014,,
12601,NY,7.848,39879.92832,04/28/2014,,
10522,NY,5.75,19598.42982,11/12/2014,,
12401,NY,3.25,17151.64072,02/05/2014,,
10701,NY,9,36512.14997,06/11/2014,,
10301,NY,8.502,40879.64184,10/27/2014,,
10923,NY,4.5,21525.50831,07/23/2013,,
12603,NY,16.35,55659.35451,12/22/2014,,
10306,NY,5.559,28156.55788,05/19/2014,,
13201,NY,5.64,29452.9601,01/20/2012,,
10950,NY,11.7,45697.74875,07/03/2014,,
10977,NY,7,33342.24216,07/23/2013,,
10923,NY,4,16253.13132,12/24/2013,,
12553,NY,6.86,32371.17562,03/04/2014,,
10705,NY,13,61121.03662,11/17/2014,,
10548,NY,14.49,64899.05857,08/06/2014,,
12442,NY,32.16,205868.88,01/11/2012,,
14560,NY,6.12,23281.16061,08/12/2013,,
10303,NY,11.04,46141.13009,05/29/2014,,
14428,NY,6.36,24322.60826,07/11/2013,,
12211,NY,7.5,35159.25534,08/25/2014,,
12477,NY,5.39,22407.62517,09/04/2014,,
10980,NY,7.75,26866.38973,11/26/2014,,
12561,NY,5.88,30354.58454,08/09/2013,,
10924,NY,6.5,28233.15345,02/05/2014,,
12524,NY,4.905,24245.33853,04/29/2014,,
10309,NY,10.464,53914.0234,06/27/2014,,
12568,NY,7.52,40081.44564,09/26/2012,,
10464,NY,2.695,21209.0741,04/08/2013,,
12198,NY,10.98,41891.12597,09/30/2014,,
14623,NY,6.12,17084.031,06/18/2014,,
10980,NY,8.25,31841.18297,11/24/2014,,
10918,NY,4.25,18766.37372,11/06/2014,,
10310,NY,7.848,45917.12761,12/11/2013,,
14850,NY,4.485,26499.58172,09/19/2013,,
12508,NY,3.675,18625.98375,10/16/2013,,
12302,NY,25.63,80666.15271,02/05/2014,,
12302,NY,30.855,127090.2621,03/08/2013,,
14850,NY,6.75,29202.25698,09/22/2014,,
12550,NY,51,188345.4679,04/23/2013,,
12074,NY,6.37,24357.04442,05/20/2013,,
12603,NY,7.84,39144.44219,04/24/2014,,
13416,NY,5.16,31736.66116,01/24/2012,,
10918,NY,6,23655.35372,10/28/2014,,
12075,NY,5.886,32657.05101,08/28/2014,,
10304,NY,4.56,65036.47666,01/05/2011,,
10306,NY,5.886,33102.53924,10/14/2014,,
12037,NY,5,19060.21653,06/06/2013,,
10950,NY,6.25,25966.40892,12/10/2013,,
10308,NY,4.578,25727.14276,03/18/2014,,
14701,NY,5,17404.79181,09/15/2014,,
10305,NY,5.232,29764.36751,10/21/2014,,
10463,NY,6.89,40426.23946,05/01/2014,,
12839,NY,26.84,92386.65872,07/21/2014,,
11210,NY,5.886,29413.40083,10/29/2014,,
12170,NY,31.455,156422.9885,04/09/2014,,
10305,NY,13.734,70902.67896,03/19/2014,,
13034,NY,4.77,21758.18999,10/15/2013,,
10604,NY,6.86,34842.65026,12/31/2013,,
10567,NY,7.25,34591.11267,10/17/2013,,
10977,NY,7.25,35850.13726,03/20/2013,,
14425,NY,49.82,225178.9496,10/28/2013,,
10301,NY,5.5,25745.23741,06/10/2014,,
10312,NY,12.753,58886.20384,08/28/2014,,
10980,NY,6,18831.22749,08/22/2014,,
12182,NY,6.615,32851.99565,06/17/2014,,
12061,NY,8.1,37962.49979,02/10/2014,,
14580,NY,2.94,11657.07826,10/30/2013,,
10310,NY,4.578,23817.85647,11/17/2014,,
11368,NY,4.5,31388.52679,06/19/2013,,
10952,NY,8,32564.78072,04/08/2014,,
11367,NY,6.867,30220.67853,11/28/2014,,
10309,NY,11.118,60946.28733,06/26/2014,,
10307,NY,8.175,44107.91622,07/21/2014,,
14131,NY,11.27,34541.1656,05/27/2014,,
10304,NY,6.75,31148.55884,06/16/2014,,
12589,NY,8.58,25426.40172,06/30/2014,,
12065,NY,51.425,204036.7778,05/12/2014,,
12603,NY,3.5,15539.5154,06/05/2014,,
10506,NY,6.615,33526.77074,10/29/2013,,
13159,NY,7.5,33214.4867,11/15/2013,,
14202,NY,24.675,162924.6897,12/31/2013,,
10312,NY,8.829,44137.55748,09/30/2014,,
12561,NY,7.8,19872.90661,07/03/2014,,
10580,NY,9.25,37381.43352,11/28/2014,,
10918,NY,5.232,27578.14127,09/17/2014,,
14468,NY,7.595,30281.61528,12/12/2013,,
10956,NY,5.88,24489.40561,12/30/2013,,
10960,NY,3.92,23686.57717,06/05/2013,,
10312,NY,9.66,48735.17819,06/13/2014,,
10701,NY,8.14,41293.64086,02/26/2013,,
12481,NY,6.125,31043.30624,10/31/2013,,
14226,NY,2.25,9073.744102,12/09/2014,,
12996,NY,18,63600.18163,08/04/2014,,
14105,NY,6.867,28946.37437,11/12/2013,,
14850,NY,4.14,23044.58293,03/27/2014,,
12550,NY,6.37,32201.89537,09/25/2013,,
12463,NY,11.445,61996.83737,03/07/2013,,
10312,NY,14.061,82278.80159,07/14/2014,,
12508,NY,2.94,14628.07566,05/01/2014,,
10570,NY,6.75,30931.74054,12/31/2013,,
10303,NY,2.75,14961.59583,12/24/2014,,
12188,NY,3.9,15846.80303,12/09/2013,,
12444,NY,1.72,8725.437627,02/14/2013,,
13827,NY,9.18,34263.47813,08/07/2014,,
11362,NY,8.502,47492.52721,05/31/2013,,
12019,NY,7.5,37316.51955,05/30/2014,,
10037,NY,47.85,189464.4366,06/17/2014,,
10305,NY,4.75,22944.25093,06/10/2014,,
10548,NY,5.145,28840.47323,10/18/2013,,
10992,NY,6.75,28585.1947,12/16/2013,,
14569,NY,5.52,32500.21086,01/11/2011,,
13669,NY,6.9,36160.11396,11/13/2013,,
11209,NY,5,23553.9274,12/11/2014,,
10306,NY,12.753,67359.38532,11/21/2013,,
14150,NY,10.5,39997.94035,12/03/2013,,
10312,NY,10.5,50027.70803,10/28/2014,,
10921,NY,49.5,160419.6911,10/03/2014,,
12095,NY,8.33,42110.17087,09/03/2013,,
10309,NY,10.137,49285.79046,11/17/2014,,
12428,NY,17.7,49304.88003,07/02/2014,,
12863,NY,7.965,34384.61173,11/21/2013,,
13159,NY,7,34809.58363,09/16/2014,,
10710,NY,2.5,10482.13841,10/22/2014,,
14850,NY,4,23084.36832,07/17/2014,,
12553,NY,5.04,25411.04498,07/17/2013,,
10312,NY,10.137,56346.55881,12/11/2013,,
10980,NY,7.25,28142.33389,08/05/2014,,
10312,NY,9.81,48810.00757,05/30/2014,,
10308,NY,6.54,33210.3319,09/18/2014,,
10308,NY,9.156,45489.08323,07/30/2014,,
12428,NY,12.495,62592.12757,03/03/2014,,
12414,NY,6.5,25124.32218,07/10/2014,,
12590,NY,5,19871.79591,04/30/2014,,
12180,NY,54.88,228660.9248,12/06/2012,,
10312,NY,3.27,16736.39083,06/05/2014,,
10916,NY,8.33,34253.64232,06/24/2013,,
12095,NY,4.25,23730.13355,10/15/2014,,
12197,NY,5.232,31795.57026,11/03/2014,,
13618,NY,7.2,27330.05811,08/28/2013,,
10307,NY,8.175,38570.71225,12/31/2013,,
10305,NY,7.521,43557.75691,10/15/2014,,
10566,NY,5.88,29201.77391,06/17/2014,,
14221,NY,8.25,26878.93072,11/25/2014,,
12885,NY,54.88,222185.0711,03/27/2014,,
10980,NY,6.63,28163.02814,04/14/2014,,
12778,NY,1.075,6303.298474,03/03/2011,,
12033,NY,6.125,30880.01159,02/24/2014,,
10312,NY,5.232,31586.99141,07/21/2014,,
13078,NY,5,21104.2822,02/18/2014,,
12066,NY,10.5,39782.87096,10/22/2014,,
10916,NY,6.25,28248.27835,02/25/2014,,
13036,NY,8,31745.77594,07/25/2014,,
12075,NY,5.3,24477.93188,10/08/2014,,
10312,NY,9.483,47654.31998,09/10/2014,,
12828,NY,6,21201.02555,09/18/2014,,
10918,NY,6.54,61279.67159,03/25/2014,,
14607,NY,3.71,15721.80449,09/30/2013,,
10919,NY,10.29,40679.1485,10/15/2013,,
10924,NY,14.1,51838.47689,07/17/2014,,
14511,NY,6.24,28148.2962,10/30/2013,,
12306,NY,4.41,24720.40563,10/16/2013,,
10707,NY,3.5,15286.78975,11/14/2013,,
14004,NY,7,28342.28248,08/22/2013,,
12455,NY,9.36,48185.19188,10/07/2013,,
12065,NY,4.16,13771.94687,09/10/2013,,
10314,NY,9.81,54750.50225,09/04/2014,,
10603,NY,5.75,22932.05641,09/15/2014,,
10304,NY,4.165,19780.50022,02/06/2014,,
10924,NY,23.04,157059.6543,05/03/2012,,
10990,NY,7.25,31894.64507,08/20/2014,,
12548,NY,6.615,33440.42981,09/30/2013,,
12871,NY,10.485,53041.07823,12/27/2013,,
12804,NY,29.7,120679.5,12/31/2013,,
10314,NY,12.426,61705.37503,07/21/2014,,
14559,NY,7.02,28980.51395,11/28/2014,,
13421,NY,6.36,27007.12808,09/18/2013,,
12553,NY,10.5,41733.10388,07/10/2014,,
12561,NY,10.14,36135.68179,12/03/2014,,
12010,NY,7.105,35820.81344,02/27/2014,,
12123,NY,2.75,13709.63598,10/15/2014,,
10305,NY,3.825,16042.37957,12/17/2014,,
12023,NY,6.75,31453.87238,12/31/2013,,
10598,NY,8,33019.37647,09/15/2014,,
11229,NY,8.7,33838.59173,07/17/2014,,
12514,NY,8.75,43621.56903,10/15/2014,,
12549,NY,6.37,32353.88953,12/03/2013,,
14470,NY,7.95,26620.11238,05/28/2014,,
12144,NY,3.185,15817.62754,06/09/2014,,
12514,NY,3.675,15716.96543,07/17/2013,,
10309,NY,10.791,62323.3939,12/31/2013,,
10962,NY,7.848,39324.74945,02/07/2014,,
10901,NY,4.41,24656.74358,09/30/2013,,
12151,NY,6.615,34189.9864,07/09/2013,,
12567,NY,8.97,46156.4135,08/13/2014,,
14072,NY,5.88,28132.95132,12/31/2013,,
12205,NY,109.76,427074.7549,12/30/2013,,
10992,NY,6.24,26996.02406,08/22/2013,,
10710,NY,6.63,24730.20759,06/02/2014,,
10301,NY,51.45,288873.209,10/07/2011,,
14031,NY,6.867,34875.21103,11/06/2013,,
14057,NY,6.867,34810.2412,06/05/2013,,
10901,NY,3.75,18647.333,07/19/2013,,
10308,NY,13.08,65208.01405,10/21/2014,,
10605,NY,4.41,22448.74361,04/09/2013,,
10918,NY,15.5,76977.46525,06/02/2014,,
10989,NY,6.37,32201.89537,09/10/2013,,
10511,NY,9.81,48381.9222,08/13/2014,,
11419,NY,2.695,12894.26936,12/31/2013,,
13021,NY,8.1,38346.35667,09/05/2014,,
10913,NY,6.86,28006.04401,09/30/2013,,
12414,NY,3.43,17384.2515,10/17/2013,,
12526,NY,8.85,41046.26732,12/31/2013,,
12010,NY,8.085,40871.63644,09/20/2013,,
11370,NY,62.7,230679.7317,07/11/2014,,
12140,NY,5.88,28720.38815,11/13/2012,,
12401,NY,49.68,328489.9734,09/13/2011,,
10306,NY,8.502,43929.06006,07/14/2014,,
10573,NY,4.68,23658.53538,09/16/2013,,
10312,NY,10.35,59624.45321,10/06/2014,,
12168,NY,9.6,49363.93312,06/28/2013,,
12508,NY,6.615,32913.17024,05/28/2014,,
10522,NY,3.675,19039.10087,12/26/2013,,
10314,NY,3.5,16645.99074,10/09/2014,,
11357,NY,5.64,37833.69296,03/12/2012,,
12409,NY,7.848,47731.17402,10/09/2013,,
12020,NY,8.33,42305.30186,11/18/2013,,
12053,NY,10.6,46498.17705,12/31/2013,,
10980,NY,4.94,25060.26853,02/13/2013,,
12726,NY,7.5,32994.46042,08/13/2014,,
10923,NY,6.37,25049.8654,02/03/2014,,
12303,NY,5.25,20517.6134,06/24/2013,,
10562,NY,2.295,14140.54276,10/23/2013,,
10309,NY,4.578,23963.44663,10/21/2014,,
12198,NY,12,60491.62734,12/17/2014,,
13045,NY,4.41,24715.11435,07/18/2013,,
10306,NY,5.559,28600.85306,06/30/2014,,
14851,NY,19.32,125401.5772,04/29/2014,,
12866,NY,8.16,36240.41692,10/23/2013,,
12158,NY,6,29911.93305,10/03/2014,,
10533,NY,4.56,23623.92637,12/31/2013,,
13142,NY,49.35,325849.8874,12/10/2013,,
12504,NY,9,77523.25406,08/20/2010,,
12524,NY,7.105,33251.89385,07/16/2014,,
12446,NY,10.14,50994.1995,12/03/2013,,
10303,NY,5.232,28718.79344,05/19/2014,,
12547,NY,3.825,17233.54039,04/30/2014,,
10606,NY,5.145,26678.24138,11/25/2013,,
12188,NY,8.33,43063.27442,10/23/2013,,
10026,NY,4.5,28358.37587,02/26/2013,,
14590,NY,7.92,38474.10972,05/15/2013,,
14850,NY,5,18126.95149,06/09/2014,,
12452,NY,8.6,67614.47766,12/13/2010,,
12553,NY,4.59,17969.67834,07/03/2014,,
13068,NY,10.4,42417.86299,10/28/2014,,
12159,NY,5.25,23136.88021,10/29/2014,,
10312,NY,4.905,28161.03098,04/09/2014,,
12043,NY,5.25,26073.01242,06/17/2014,,
10314,NY,9.81,49235.12613,07/21/2014,,
12514,NY,7,30794.82973,08/27/2014,,
12309,NY,3.015,19543.98294,11/07/2013,,
12047,NY,52.14,208264.4098,04/10/2014,,
10801,NY,3.675,18665.7055,12/03/2013,,
13078,NY,12.75,47921.34186,12/31/2013,,
12401,NY,5.88,29724.8265,09/30/2013,,
12553,NY,7.25,29090.5655,12/31/2013,,
14030,NY,7.05,29733.13508,05/17/2013,,
12010,NY,44.59,329475.7863,07/17/2012,,
10018,NY,4.284,49271.86083,10/18/2011,,
12201,NY,3.29,14209.30005,12/09/2013,,
10310,NY,10.464,55450.6584,12/16/2014,,
10522,NY,48.4,190060.0543,12/12/2013,,
14850,NY,5.175,28014.4152,12/13/2013,,
12477,NY,7.25,36143.58577,10/06/2014,,
12540,NY,14.85,55481.18068,07/21/2014,,
10308,NY,8.502,46498.59846,10/28/2014,,
11422,NY,7.56,34586.80229,09/30/2014,,
10301,NY,4.251,23143.08843,12/15/2014,,
12870,NY,14,39782.38129,09/19/2014,,
14522,NY,4.86,18978.62581,07/07/2014,,
10923,NY,7,33435.4221,05/20/2013,,
12788,NY,4.14,30807.22743,09/22/2014,,
12138,NY,28.78,201032.8333,12/09/2014,,
10314,NY,3.924,20338.74243,09/30/2014,,
13073,NY,9.54,38349.33445,12/31/2013,,
14476,NY,6.12,24312.47384,07/03/2013,,
10567,NY,5.75,23029.02597,09/17/2014,,
10312,NY,6.867,34616.33375,12/08/2014,,
12062,NY,8.82,32950.07128,09/18/2013,,
12477,NY,3.92,19910.08586,12/03/2013,,
10301,NY,11.772,58463.14329,06/27/2014,,
13040,NY,7.2,46102.59928,08/09/2013,,
10309,NY,6.75,33630.60482,11/14/2014,,
13063,NY,24.75,86373.88163,10/16/2013,,
10950,NY,6.54,36491.72326,10/22/2013,,
12828,NY,5.88,29358.33165,04/29/2014,,
14425,NY,49.82,221057.6086,05/19/2014,,
13108,NY,10.6,41333.89416,09/19/2014,,
12582,NY,9.18,35656.08886,03/14/2013,,
12466,NY,4.41,22802.30478,06/24/2013,,
12561,NY,7.28,27126.51752,07/31/2014,,
14886,NY,6.615,37080.60844,10/31/2013,,
14850,NY,22.68,160531.6322,06/25/2013,,
13021,NY,7.56,29361.5862,08/12/2014,,
14882,NY,8.25,30769.18553,09/03/2014,,
10923,NY,7.5,31778.209,10/17/2013,,
12020,NY,4.5,17617.37853,12/02/2013,,
12572,NY,16.96,91586.11611,10/18/2013,,
12205,NY,54.88,249217.2033,10/04/2013,,
10580,NY,8.07,52549.8356,03/11/2014,,
12603,NY,6,29316.58561,12/03/2013,,
10312,NY,20.274,92334.49234,07/30/2014,,
12529,NY,9.81,63741.35431,07/15/2014,,
12309,NY,7.2,30657.36861,03/18/2014,,
12524,NY,9,42191.1064,08/11/2014,,
12033,NY,8.415,32988.49112,09/18/2013,,
11357,NY,10,71615.35986,12/16/2013,,
12153,NY,33.6,168721.325,02/18/2014,,
12603,NY,4,15898.32529,07/08/2014,,
13684,NY,5.04,19487.32976,12/19/2012,,
12838,NY,7.848,45103.37317,12/12/2012,,
11232,NY,4.485,32610.6125,09/19/2014,,
10901,NY,7.05,27046.02317,12/31/2013,,
12018,NY,6.867,39110.31202,11/12/2013,,
13440,NY,7.5,31202.90601,08/28/2014,,
10956,NY,14.25,46095.20206,08/20/2014,,
13078,NY,9.01,41378.17405,10/27/2014,,
10573,NY,6.5,32293.47324,07/01/2014,,
12184,NY,5.39,27247.75762,09/30/2013,,
13068,NY,7,26073.01242,06/19/2014,,
12059,NY,14.85,64310.65606,10/29/2014,,
12157,NY,8.502,67703.41889,06/27/2014,,
12540,NY,25.179,124677.5485,07/23/2014,,
14817,NY,5.25,21437.22454,12/16/2014,,
10901,NY,15.19,78416.01006,08/12/2013,,
10306,NY,7.521,37494.60808,10/14/2014,,
14043,NY,35.91,231003.0291,03/21/2013,,
14610,NY,4.4,15245.60307,09/05/2014,,
11368,NY,21.15,172259.7469,04/15/2013,,
12144,NY,6,30074.31686,11/18/2014,,
10465,NY,6.58,45641.33611,12/04/2014,,
12065,NY,7.05,30434.424,11/18/2013,,
10459,NY,6,32848.82262,11/13/2013,,
12205,NY,50.4,255265.1816,03/08/2013,,
10312,NY,5.145,32888.29256,05/29/2014,,
14424,NY,11.475,57244.2962,04/11/2013,,
12590,NY,12,59823.8661,10/15/2014,,
12401,NY,6.86,38354.93446,09/11/2013,,
11362,NY,1.96,10958.5527,09/10/2013,,
14092,NY,5,19002.03771,07/29/2013,,
13118,NY,6.86,32105.27682,07/11/2014,,
10950,NY,3.92,19867.716,10/31/2013,,
13116,NY,5.2,24377.0837,08/12/2014,,
10977,NY,7.68,39309.56647,09/16/2013,,
12134,NY,6.86,35456.2822,07/22/2013,,
14850,NY,3,12962.01189,06/11/2014,,
13140,NY,11,52768.37631,11/10/2014,,
10312,NY,5.232,28484.49912,12/08/2014,,
12850,NY,8.82,44793.84903,11/18/2013,,
14525,NY,5.5,21614.49562,02/27/2014,,
14222,NY,7.05,28544.72736,08/15/2013,,
14546,NY,7.848,41010.52297,03/08/2013,,
14098,NY,9.88,44159.75778,12/17/2013,,
11358,NY,4.59,24695.46374,05/30/2013,,
12173,NY,11.25,41989.55653,08/26/2014,,
10941,NY,7.5,28366.27819,08/19/2014,,
10536,NY,6.867,33761.81963,06/13/2014,,
13042,NY,24.36,121026.0013,07/10/2014,,
10595,NY,6.9,36071.70713,10/07/2011,,
10314,NY,7.245,37779.54669,06/12/2014,,
12883,NY,10,46648.00753,12/15/2014,,
12309,NY,5,21979.76566,09/05/2014,,
10604,NY,8.5,39339.54896,08/21/2014,,
10562,NY,6.24,31067.34187,06/27/2013,,
10312,NY,10.137,50839.89108,06/12/2014,,
10940,NY,3.92,17042.23386,09/23/2013,,
14580,NY,5.04,19810.5939,05/15/2014,,
10918,NY,3.92,18437.03227,04/10/2014,,
14052,NY,25.245,105448.0735,11/13/2014,,
10913,NY,7.14,30021.88986,04/14/2014,,
10956,NY,5.39,26818.13871,05/28/2014,,
12065,NY,4.5,22433.94979,10/06/2014,,
