Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MA
02131,MA,2.94,14679.16582,04/16/2014,,
01801,MA,4.08,28909.12813,08/19/2013,,
01262,MA,9.045,48315.39721,11/25/2013,,
02130,MA,3.43,17125.69346,04/24/2014,,
02535,MA,1.68,12805.05527,05/13/2013,,
01031,MA,4.8,58324.00663,12/26/2007,,
02639,MA,5.3,27277.56314,10/10/2013,,
01803,MA,6.615,35880.37158,04/26/2013,,
02493,MA,8.085,49296.27426,09/25/2012,,
01062,MA,8.25,30293.05301,05/14/2014,,
01370,MA,7.65,34374.28943,06/17/2013,,
01519,MA,6.03,47834.10893,04/28/2014,,
01844,MA,4.5,19974.94204,07/19/2013,,
02324,MA,7.65,37271.10088,11/10/2014,,
02150,MA,3.6,25696.04163,02/26/2013,,
01501,MA,8.04,55188.64464,05/13/2014,,
01451,MA,5,26817.95564,06/26/2014,,
02136,MA,3.36,13173.55499,02/11/2013,,
02740,MA,2.25,17313.16073,04/07/2011,,
01035,MA,15,67626.5484,03/19/2014,,
02420,MA,5.76,41113.6666,02/11/2013,,
02364,MA,6.36,25966.21217,11/15/2013,,
01906,MA,8.415,27803.83431,09/06/2013,,
02748,MA,5.06,29047.28777,09/26/2011,,
01803,MA,4.08,28909.12813,08/19/2013,,
02124,MA,2.5,9559.539295,02/15/2013,,
02743,MA,5.94,28590.22249,08/11/2014,,
02136,MA,4.32,30786.84838,04/29/2013,,
01220,MA,8.75,36488.21219,04/29/2014,,
02630,MA,6.25,34376.20976,04/09/2014,,
02131,MA,5.695,36396.34258,04/16/2014,,
02746,MA,5.76,18973.07147,04/24/2014,,
02360,MA,6.5,25463.85908,04/09/2014,,
01351,MA,4.9,22668.18134,01/08/2013,,
02420,MA,6.72,47615.03457,08/05/2013,,
01431,MA,9.555,40474.34031,07/15/2013,,
02474,MA,3.5,15258.31163,06/11/2013,,
01605,MA,3.5,19127.85102,01/17/2014,,
01453,MA,9.69,48979.10701,08/19/2014,,
01606,MA,2.45,12647.74356,08/27/2013,,
02451,MA,4.335,23235.73062,03/20/2014,,
01069,MA,5.33,23882.60476,09/14/2012,,
02368,MA,7.84,39971.62031,02/01/2013,,
02740,MA,5.5,19554.54861,12/23/2013,,
01906,MA,3.92,27743.1714,09/16/2013,,
02324,MA,3.445,13805.83462,03/17/2014,,
01760,MA,6.86,23646.83459,06/19/2013,,
02459,MA,5.1,21250.2941,05/17/2013,,
02492,MA,6.867,37231.8326,07/05/2013,,
01370,MA,0.84,19002.61605,07/23/2007,,
01772,MA,6.365,46055.18227,03/07/2014,,
01220,MA,8,31506.13158,06/12/2014,,
01541,MA,6.03,34479.15582,01/28/2014,,
01906,MA,3.84,27366.08745,04/12/2013,,
01852,MA,2.88,20406.44339,08/20/2013,,
01341,MA,2.25,11656.54262,12/17/2013,,
02745,MA,7.25,29091.07341,12/03/2013,,
01760,MA,6.37,32368.33416,05/23/2013,,
01756,MA,5,19221.77572,03/13/2013,,
02662,MA,7.2,39612.90827,04/30/2012,,
02131,MA,3.675,18971.61534,08/29/2013,,
02534,MA,4.2,26616.58119,01/26/2011,,
01902,MA,4.655,21986.31423,11/15/2013,,
01890,MA,10.4,46094.75354,04/22/2013,,
01604,MA,3.35,25398.54758,01/14/2014,,
02052,MA,8.64,32032.68385,07/18/2012,,
01760,MA,4.905,35201.90825,07/26/2013,,
02575,MA,7.2,36185.03627,09/05/2012,,
01906,MA,4.56,32349.06899,07/23/2013,,
01543,MA,7.75,35960.686,05/07/2014,,
01721,MA,8.25,32264.65193,08/27/2013,,
02072,MA,3.5,15418.48994,09/03/2013,,
02093,MA,8.82,44573.70472,12/09/2013,,
02638,MA,6.37,28119.72894,03/14/2013,,
01238,MA,7.5,27868.62419,08/07/2014,,
02747,MA,11.25,46794.91551,05/22/2014,,
02725,MA,744.485,3345676.305,06/13/2013,,
01742,MA,11.96,46845.41662,09/04/2013,,
01720,MA,2.45,13582.37115,03/14/2013,,
02663,MA,3.2,25301.24076,07/12/2010,,
02666,MA,3.36,21431.43758,09/12/2011,,
02155,MA,3.27,16514.015,01/22/2014,,
01906,MA,5.28,37368.35331,09/03/2013,,
01821,MA,6.72,47840.86402,03/26/2013,,
01801,MA,2.94,20861.1018,10/10/2013,,
02744,MA,4,14221.4899,12/19/2013,,
01810,MA,5.035,19604.12555,07/10/2014,,
02026,MA,7.105,27880.41564,05/13/2014,,
01007,MA,9.54,43517.37916,01/31/2014,,
01360,MA,9.54,32466.36711,05/16/2014,,
01907,MA,2.64,18814.18512,04/11/2013,,
02631,MA,28.56,94681.77576,04/01/2013,,
02360,MA,7.84,39480.7995,08/30/2013,,
02072,MA,7.35,37331.41099,12/18/2013,,
02136,MA,7.14,36942.12917,03/24/2014,,
02532,MA,6.375,33656.46045,08/13/2013,,
02370,MA,13.75,48656.71004,09/12/2013,,
01810,MA,6.86,29546.56742,12/26/2013,,
02474,MA,7.37,54824.59232,03/14/2014,,
02053,MA,7.75,36323.90013,05/19/2014,,
02149,MA,3.675,12720.95471,04/16/2013,,
02575,MA,5.04,48356.44804,03/08/2010,,
02642,MA,2.55,19472.25519,07/12/2012,,
02453,MA,5.39,29096.59878,01/28/2014,,
02476,MA,2.5,12214.03933,10/08/2014,,
01741,MA,8.04,42651.24725,08/07/2014,,
01605,MA,5.5,26677.13707,04/02/2014,,
02151,MA,2.45,11678.61571,01/21/2014,,
01431,MA,9.8,48598.91038,01/10/2014,,
01913,MA,4.578,32475.74924,07/23/2013,,
02176,MA,4.8,34172.04573,03/15/2013,,
01060,MA,6.24,26336.1159,01/14/2014,,
02638,MA,4.8,30453.52519,01/12/2012,,
02151,MA,3.43,24303.50723,08/16/2013,,
02702,MA,6.7,49953.90529,06/04/2014,,
01906,MA,12.005,59755.14519,12/26/2013,,
01760,MA,7,31087.82863,05/28/2013,,
01507,MA,10.2,38570.3546,05/12/2014,,
01852,MA,2.4,17005.36949,08/01/2013,,
01770,MA,10,39048.14799,12/02/2013,,
01451,MA,10,54629.16889,06/26/2014,,
01906,MA,2.88,20477.18813,11/07/2013,,
01801,MA,4.08,28943.90383,07/17/2013,,
02066,MA,2995.575,10616572.53,10/10/2013,,
01890,MA,4.9,17119.72427,06/21/2013,,
01803,MA,8.085,40855.72822,11/14/2013,,
01886,MA,6.24,43471.72389,03/11/2013,,
01267,MA,1.82,8917.643182,02/25/2014,,
01606,MA,5.145,22571.4506,05/29/2013,,
02631,MA,6.213,32959.80576,05/16/2013,,
01844,MA,8.16,57887.80767,07/24/2013,,
02717,MA,1953.12,6605914.118,01/30/2013,,
02745,MA,4.8,24549.48619,01/22/2013,,
01543,MA,5.98,25599.13241,05/27/2014,,
01760,MA,4.41,15238.01577,05/17/2013,,
01951,MA,0.48,5613.055592,02/07/2007,,
02666,MA,4.95,26370.13199,07/02/2012,,
01886,MA,4.41,25921.81976,07/02/2013,,
02122,MA,23.4,131233.3554,02/01/2013,,
02575,MA,1.28,14160.39152,07/22/2003,,
02030,MA,7.68,38858.49771,03/18/2013,,
01854,MA,5.04,35085.85144,05/03/2013,,
02155,MA,5.04,35203.57703,02/25/2013,,
02189,MA,5.5,23107.14518,06/12/2014,,
02743,MA,2.695,13044.09547,10/01/2014,,
02563,MA,6.5,30440.69995,04/19/2013,,
02379,MA,5.39,33540.39603,04/22/2014,,
01360,MA,5.4,16337.61371,01/17/2014,,
01740,MA,9.8,49420.94354,10/15/2013,,
01069,MA,5,23924.96484,04/26/2013,,
01830,MA,5.28,37411.81288,08/22/2013,,
02038,MA,10.05,49275.97726,09/23/2013,,
01983,MA,3.675,12720.95471,04/10/2013,,
01453,MA,7.35,41497.47547,09/11/2013,,
02149,MA,3.12,22211.82972,03/11/2013,,
02571,MA,4.9,24887.60733,12/02/2013,,
02666,MA,3,11764.54064,08/08/2014,,
01803,MA,4.08,29024.79195,05/21/2013,,
01906,MA,3.12,22106.98034,08/13/2013,,
02151,MA,6,42683.51757,05/08/2013,,
02053,MA,2.943,13653.63152,09/29/2014,,
02476,MA,8,30529.34469,02/26/2013,,
01821,MA,3.6,25508.05423,08/27/2013,,
01862,MA,10.26,40765.59996,01/28/2014,,
02532,MA,9.6,47865.32986,01/18/2013,,
01748,MA,5,21509.76795,08/22/2013,,
01569,MA,10.4,42082.21614,08/26/2013,,
01950,MA,7.68,35044.1842,05/29/2013,,
02769,MA,8.82,42410.90638,07/24/2013,,
02150,MA,5.52,39338.7507,04/29/2013,,
02364,MA,3.92,23185.00237,05/20/2014,,
01002,MA,25,114017.6748,03/13/2013,,
02143,MA,4.355,28391.16089,08/29/2014,,
02790,MA,5.28,27845.30579,11/16/2012,,
01906,MA,5.145,36581.64338,11/06/2013,,
02451,MA,3.92,17789.40748,01/29/2014,,
01830,MA,4.9,34719.29604,08/26/2013,,
02645,MA,6,31642.03861,04/24/2013,,
01801,MA,5.635,30221.59545,06/05/2013,,
01915,MA,6.37,32206.49249,05/09/2013,,
01778,MA,6,24293.38498,08/20/2013,,
01879,MA,2.76,19449.90651,10/31/2005,,
02191,MA,3.185,15206.25313,10/08/2013,,
02476,MA,5,19343.5886,04/24/2013,,
01720,MA,8.25,38625.63717,02/26/2013,,
01702,MA,6.27,22286.65394,07/11/2013,,
01451,MA,5,26817.95564,06/26/2014,,
01543,MA,9.6,40265.20679,04/02/2013,,
02115,MA,11.772,64441.4506,03/14/2013,,
02081,MA,7.5,26444.48511,03/14/2014,,
01507,MA,17.92,112087.9512,04/02/2013,,
02132,MA,2.65,11908.09881,04/16/2014,,
02474,MA,7,29208.9629,03/04/2013,,
02540,MA,8.82,30044.22123,03/19/2014,,
02748,MA,6.25,26697.52396,05/20/2013,,
02149,MA,4.655,23318.63576,03/07/2014,,
01701,MA,8.16,33233.33149,03/27/2013,,
02780,MA,5.886,33124.17132,12/18/2012,,
02050,MA,5.559,34282.46707,09/12/2014,,
02715,MA,9.8,39204.50418,01/31/2014,,
02143,MA,5.4,30370.40564,03/25/2013,,
01778,MA,13.5,50800.40726,03/25/2013,,
01801,MA,3.84,27337.63658,03/01/2013,,
02360,MA,9.88,36440.07748,08/30/2013,,
01852,MA,4.165,29046.17992,04/12/2013,,
01516,MA,5.88,22448.74361,04/23/2013,,
01824,MA,5,20470.94554,04/22/2014,,
02145,MA,2.94,10158.67718,05/20/2013,,
02664,MA,5.5,27655.88629,02/04/2014,,
02630,MA,6.213,33570.98385,03/20/2013,,
01301,MA,4.905,24504.2211,04/09/2014,,
01890,MA,3.84,27041.44409,01/09/2013,,
01379,MA,5.88,19843.64663,08/14/2013,,
01430,MA,3981.25,9076451.475,12/20/2013,,
01267,MA,12.74,55412.77796,08/19/2014,,
02339,MA,9.275,35421.94634,01/02/2014,,
01832,MA,5.28,37411.81288,08/16/2013,,
02143,MA,3.43,19310.90811,04/02/2013,,
02646,MA,3.075,21886.5622,11/26/2009,,
01830,MA,5.635,39880.80889,09/25/2013,,
01201,MA,7,32239.34632,08/12/2013,,
02108,MA,3.15,28320.0396,05/07/2010,,
01523,MA,9,37645.02937,08/27/2013,,
02467,MA,5.5,21389.64163,04/24/2014,,
02747,MA,22.54,113375.4424,09/13/2013,,
02642,MA,6.24,28270.14569,04/25/2013,,
01879,MA,6.96,49315.57152,08/27/2013,,
01235,MA,4,19852.6304,04/08/2013,,
01730,MA,10.75,42038.67181,11/27/2013,,
02050,MA,21.84,108436.6123,01/08/2013,,
01810,MA,7.848,39545.87252,05/21/2013,,
02155,MA,9.6,68522.77767,02/25/2013,,
02745,MA,4,17267.47015,11/04/2013,,
02715,MA,5.635,29131.03858,10/09/2013,,
02169,MA,5.635,28372.09853,01/02/2014,,
02476,MA,6.75,27723.43479,04/08/2013,,
02653,MA,4,19956.87465,05/09/2014,,
02332,MA,4.655,21670.92773,04/19/2013,,
01886,MA,5.145,29893.31389,08/13/2013,,
02132,MA,3.43,13465.43959,02/15/2013,,
01742,MA,6.625,23714.58849,02/06/2014,,
01453,MA,5.88,35768.32123,06/11/2013,,
02474,MA,5.25,23663.3988,04/12/2013,,
01089,MA,80.115,347500.0741,12/10/2013,,
01002,MA,4.8,24818.83514,06/07/2013,,
01534,MA,11.385,64256.75466,12/24/2013,,
01420,MA,6,28193.08799,09/17/2013,,
02745,MA,7,25454.40634,08/14/2013,,
02301,MA,6,28099.10765,04/18/2013,,
02067,MA,6.76,29418.63314,06/21/2013,,
01801,MA,4.165,29553.22754,10/07/2013,,
01568,MA,3.92,20985.10066,02/06/2013,,
02121,MA,2.205,11423.41176,12/17/2013,,
02420,MA,6.96,48451.89009,05/22/2013,,
01366,MA,2.45,12323.41765,09/19/2013,,
01801,MA,3.36,23807.51728,08/19/2013,,
01966,MA,6.24,23289.42369,01/14/2014,,
01906,MA,5.39,37589.17402,04/11/2013,,
01701,MA,18.046,84162.00822,06/24/2013,,
01342,MA,4.41,21788.93617,02/27/2014,,
01801,MA,115.44,605259.9926,05/14/2013,,
01267,MA,6.5,23584.04035,05/13/2014,,
02745,MA,5.72,26480.35471,04/22/2013,,
02364,MA,5.635,28475.20605,11/06/2013,,
01944,MA,5.83,23977.34685,06/18/2013,,
02743,MA,9,44123.63364,09/22/2014,,
01093,MA,93.31,518788.9133,12/28/2011,,
02140,MA,5.232,26331.08855,12/27/2013,,
02053,MA,7.194,32513.00311,11/05/2014,,
01886,MA,5.39,26911.80401,04/17/2014,,
01082,MA,3.84,21036.87652,05/19/2013,,
02472,MA,3.25,16146.73662,07/16/2014,,
02459,MA,5.5,18991.08562,06/16/2014,,
02132,MA,4.9,29310.15212,06/28/2013,,
01002,MA,10.791,58979.61972,04/19/2013,,
01201,MA,10,38646.95648,03/26/2013,,
01001,MA,9,29878.4623,05/17/2013,,
02474,MA,4.5,18394.56352,05/22/2013,,
01742,MA,4.505,16125.92017,02/03/2014,,
01851,MA,5.88,41407.21126,01/28/2013,,
02770,MA,5,24796.40108,03/20/2014,,
02026,MA,6.89,26792.11843,10/01/2014,,
02770,MA,12.19,57427.55596,09/19/2013,,
01532,MA,10,50299.66389,09/26/2013,,
01760,MA,5,23359.83835,07/15/2013,,
01776,MA,7.5,37193.04366,01/10/2014,,
02144,MA,3.43,17182.15267,03/19/2014,,
01238,MA,4,19276.71941,07/28/2014,,
02131,MA,5,24964.56773,04/15/2014,,
02136,MA,5.36,30029.71405,01/16/2014,,
01810,MA,7.035,50240.95674,06/09/2014,,
02638,MA,2.12,10337.17347,05/27/2014,,
01843,MA,8.16,56669.67356,06/25/2013,,
02090,MA,6,25548.80088,06/21/2013,,
01832,MA,7.25,33274.78799,02/12/2014,,
02155,MA,7,32645.69001,06/10/2013,,
02170,MA,2.695,9319.001637,03/22/2013,,
01970,MA,3.99,24167.40765,05/02/2013,,
01701,MA,7.848,43857.08721,04/05/2013,,
01240,MA,9.36,26540.5431,03/22/2013,,
02493,MA,8.96,54256.94529,08/01/2012,,
01721,MA,9.75,37535.17632,09/06/2013,,
02066,MA,3.18,17506.65407,12/18/2013,,
01801,MA,6.24,44469.8921,04/03/2013,,
01773,MA,8.5,32331.71443,01/25/2013,,
02459,MA,8.502,41667.62516,11/12/2014,,
01810,MA,8.67,35751.25815,04/30/2014,,
02638,MA,6.5,33914.79313,01/30/2014,,
01773,MA,6,22822.38666,01/30/2013,,
02540,MA,5,19472.36283,04/24/2014,,
01223,MA,17.64,47832.11176,04/01/2014,,
02790,MA,9.065,35145.65516,01/31/2014,,
02180,MA,8.4,59801.08002,03/26/2013,,
01096,MA,5.145,21094.69241,04/10/2013,,
01201,MA,4,15051.97252,03/29/2013,,
01832,MA,7.2,36824.22929,01/24/2013,,
01801,MA,17.5,80058.25951,01/17/2013,,
02176,MA,4.5,21292.68184,09/06/2013,,
02081,MA,7.25,31328.34439,08/23/2013,,
02645,MA,14.715,89940.26916,05/01/2013,,
01852,MA,3.995,28132.96071,01/09/2013,,
01002,MA,13.4,68090.51462,10/18/2013,,
02667,MA,10,52203.43744,10/04/2013,,
02540,MA,5.04,30727.65181,11/24/2010,,
01701,MA,7.68,39694.49669,07/03/2013,,
01562,MA,6.49,31332.00294,03/07/2013,,
02186,MA,10,44031.76028,08/19/2013,,
02535,MA,7.95,34027.07353,11/21/2013,,
02025,MA,5.52,28002.56727,02/05/2013,,
01001,MA,7,26225.22422,11/14/2013,,
01524,MA,11.772,69839.47211,06/05/2013,,
02324,MA,5.2,38046.91163,03/07/2013,,
01001,MA,5.875,36577.63348,04/26/2012,,
02575,MA,9.84,48330.04808,11/14/2012,,
02148,MA,3,11777.35241,02/01/2013,,
02081,MA,2.205,10512.50685,08/14/2013,,
01033,MA,6.25,27813.2459,05/06/2014,,
01821,MA,2.4,17103.80465,04/16/2013,,
02476,MA,6,24673.03063,03/01/2013,,
01370,MA,4.32,25405.83942,05/28/2013,,
02072,MA,343.97,1300539.341,05/29/2013,,
01701,MA,90.72,449212.9852,02/04/2010,,
02151,MA,10.71,55125.25692,07/24/2014,,
01720,MA,5,23593.41324,01/31/2013,,
01463,MA,12.24,62092.64916,02/14/2013,,
02536,MA,9.81,47631.77452,07/03/2013,,
01093,MA,5,35251.64217,01/27/2012,,
02343,MA,4.9,20271.22899,04/04/2014,,
01238,MA,3.5,13580.72484,04/24/2014,,
01906,MA,5.28,37589.2503,03/07/2013,,
01862,MA,6.72,47615.03457,08/22/2013,,
01035,MA,9.66,44941.58451,10/24/2013,,
02649,MA,9.28,37488.79206,04/02/2014,,
01970,MA,4,17571.72049,06/25/2014,,
01821,MA,4,17228.51419,07/31/2013,,
02130,MA,6.58,28179.99232,02/11/2013,,
01301,MA,4.905,27186.51012,02/24/2014,,
01742,MA,10.05,52901.70838,11/05/2013,,
02460,MA,3.5,12571.23249,09/05/2014,,
01702,MA,9.8,49350.99937,08/02/2013,,
01760,MA,3.675,14528.26732,10/21/2013,,
02557,MA,7.65,48569.43547,12/10/2013,,
02474,MA,4,15891.92268,08/07/2013,,
01201,MA,3.84,19337.53445,08/08/2013,,
01370,MA,3.055,23382.59236,05/14/2012,,
02474,MA,4.255,25742.02294,05/13/2013,,
01379,MA,2.22,33002.48602,08/26/2003,,
02702,MA,143,394767.506,08/08/2013,,
02180,MA,3.84,27366.08745,04/03/2013,,
02136,MA,6.86,23703.58009,05/06/2013,,
02370,MA,3.75,23644.81501,01/10/2013,,
01830,MA,78.75,448921.5277,09/13/2010,,
01852,MA,5.52,39297.85259,03/14/2013,,
02144,MA,6.03,37321.06433,08/12/2014,,
02474,MA,2.75,12212.98967,07/18/2013,,
01778,MA,8.25,32264.65193,08/08/2013,,
01970,MA,3.84,27366.08745,04/09/2013,,
01950,MA,3.84,15593.24148,01/24/2013,,
01590,MA,6.5,27731.25586,01/22/2013,,
02030,MA,8.085,37300.54732,04/19/2013,,
02451,MA,5,27464.2785,07/03/2013,,
02180,MA,7.84,27180.70181,02/26/2013,,
01824,MA,4.655,32514.41489,02/27/2013,,
01742,MA,5.3,19041.8263,01/10/2014,,
01754,MA,10.14,39996.23325,04/24/2014,,
02132,MA,4.69,32039.65649,01/23/2014,,
02780,MA,5.565,19709.02079,08/09/2013,,
01844,MA,6.48,33141.80636,01/18/2013,,
01267,MA,7.685,29853.22924,04/18/2014,,
02053,MA,9.156,39346.5099,06/16/2014,,
01527,MA,6,20438.24574,03/28/2014,,
01096,MA,10.56,53263.16678,06/25/2013,,
02746,MA,5,17776.86238,12/19/2013,,
02131,MA,4.02,29741.76811,10/15/2013,,
02130,MA,1.715,10358.39079,07/15/2013,,
01950,MA,2.12,9994.447581,06/12/2013,,
02150,MA,6.48,46098.19897,05/29/2013,,
01473,MA,6,25610.11054,05/29/2013,,
02151,MA,4.32,30835.24995,02/27/2013,,
02072,MA,3.35,24325.51993,03/20/2014,,
02420,MA,3.6,25508.05423,08/12/2013,,
01451,MA,10,53635.91127,06/26/2014,,
02169,MA,3,14679.16582,04/30/2014,,
01741,MA,11.25,40293.81089,04/18/2014,,
01354,MA,1.2,12669.71655,10/24/2006,,
02540,MA,3.36,17184.64033,01/08/2013,,
01351,MA,3.675,16806.63504,05/03/2013,,
01451,MA,7.98,36744.04252,01/09/2013,,
02743,MA,9.8,41319.94141,04/10/2013,,
01238,MA,9,34131.86587,02/21/2014,,
02360,MA,4.9,24774.22499,05/01/2013,,
02188,MA,5.88,32268.73928,05/02/2013,,
02420,MA,5.695,43915.11702,01/20/2014,,
02180,MA,4.165,29091.8449,02/11/2013,,
01054,MA,3.92,22074.95696,01/13/2014,,
02557,MA,6.54,47202.64319,12/07/2012,,
01060,MA,2,7967.691436,04/17/2014,,
02382,MA,6.37,32116.73741,07/31/2013,,
02119,MA,7.37,48118.36842,02/20/2014,,
01453,MA,3.75,18950.13529,12/19/2013,,
01223,MA,5.145,26592.21165,07/26/2013,,
01742,MA,13.78,51924.41886,09/13/2013,,
01906,MA,7.68,54482.64251,07/31/2013,,
02368,MA,3.06,16043.521,01/25/2013,,
01050,MA,6,33600.24624,01/23/2014,,
01061,MA,2.07,16230.40621,11/06/2013,,
02652,MA,4.935,38261.11992,11/19/2010,,
02465,MA,5.5,19422.49192,12/16/2013,,
02446,MA,3.57,19550.00904,10/04/2012,,
01420,MA,5.355,27067.40124,08/26/2014,,
01906,MA,7.68,54482.64251,07/23/2013,,
01523,MA,3.6,18606.79532,07/19/2013,,
01983,MA,4.5,22693.2904,10/30/2013,,
01760,MA,13.08,63927.50464,01/24/2014,,
01247,MA,5.5,27698.68718,04/22/2014,,
01810,MA,8.88,62919.86711,08/16/2013,,
02476,MA,2.5,10767.6995,12/16/2013,,
01982,MA,4.8,20678.64318,10/07/2013,,
01852,MA,4.41,30754.77874,04/09/2013,,
01826,MA,13.8,74022.27952,09/25/2013,,
01062,MA,2,8772.444107,02/19/2014,,
02466,MA,5.52,30745.53359,03/26/2014,,
02493,MA,7.875,60663.33579,12/06/2012,,
02719,MA,3.35,17951.16648,09/09/2013,,
01803,MA,4.02,33007.58136,02/14/2014,,
01801,MA,3.12,22133.57352,07/23/2013,,
01451,MA,5,26817.95564,06/26/2014,,
01225,MA,5.145,26652.34017,11/18/2013,,
02038,MA,8.75,36067.49248,03/21/2014,,
02169,MA,18.72,95791.05206,12/13/2012,,
02664,MA,5.88,29610.59962,08/30/2013,,
02347,MA,8.84,30472.00614,11/07/2013,,
01225,MA,8.575,44337.81486,06/11/2013,,
02748,MA,7.84,39666.73616,06/12/2014,,
01876,MA,4.41,15289.14477,02/15/2013,,
01741,MA,15,52512.7433,09/11/2014,,
02766,MA,5.635,26834.08712,09/30/2013,,
02364,MA,9.8,42709.92234,03/07/2014,,
02186,MA,3.43,17125.69346,04/24/2014,,
01007,MA,5.98,30154.96704,07/19/2013,,
02673,MA,2,10018.74791,03/03/2014,,
02360,MA,3.92,20212.88202,09/04/2013,,
01002,MA,50,225196.234,02/28/2013,,
01772,MA,9,43462.04676,07/10/2014,,
01342,MA,6,23779.25861,01/21/2014,,
01420,MA,168,488287.0187,01/11/2013,,
01801,MA,4.9,34719.29604,08/26/2013,,
01360,MA,9.68,62855.89793,06/30/2010,,
02474,MA,2.75,11920.55202,03/19/2013,,
01760,MA,5.39,32787.62779,06/06/2013,,
01096,MA,7.2,35498.58748,01/04/2012,,
02155,MA,5.425,32917.69737,04/10/2013,,
01905,MA,6.125,43399.12005,08/26/2013,,
01930,MA,6.5,27750.61348,04/17/2014,,
02459,MA,9.25,32396.40609,01/10/2014,,
01453,MA,10,43676.54214,11/26/2013,,
02702,MA,11.515,58361.41574,10/29/2013,,
02575,MA,5.04,48356.44804,03/08/2010,,
01876,MA,9,45084.3656,03/11/2014,,
02446,MA,5.145,26391.80411,12/31/2012,,
02673,MA,7.75,27960.31585,04/25/2014,,
01604,MA,4.08,22374.12592,10/01/2014,,
02050,MA,4.02,32085.46102,04/08/2014,,
02747,MA,9.945,50489.90433,01/14/2013,,
01844,MA,9,37366.35152,06/02/2014,,
01451,MA,10,54629.16889,06/26/2014,,
01832,MA,6.96,49315.57152,08/16/2013,,
01330,MA,3.68,20846.26268,12/21/2011,,
02476,MA,2.5,11677.61041,09/04/2013,,
02030,MA,7.705,62178.74954,04/02/2014,,
02093,MA,10.78,54363.03789,10/09/2013,,
02702,MA,11.76,58716.66329,04/07/2014,,
02151,MA,4.465,27092.22296,04/11/2013,,
02747,MA,21.12,114724.1488,05/24/2013,,
02474,MA,3.675,14545.41636,01/25/2013,,
02719,MA,4,18504.63783,01/21/2013,,
01754,MA,7.5,30871.46773,06/21/2013,,
01886,MA,8.575,42524.04658,01/08/2014,,
02746,MA,9,31455.35534,04/24/2014,,
02476,MA,3,11828.33662,02/12/2013,,
02563,MA,2.4,23816.92125,10/06/2003,,
02132,MA,6.7,38261.59827,03/07/2014,,
02539,MA,5.355,33998.50325,12/04/2013,,
02053,MA,11.395,45840.81001,02/25/2014,,
02189,MA,6.75,37626.59648,04/22/2014,,
01002,MA,15,64458.51387,04/15/2014,,
02745,MA,6.48,23695.68236,02/20/2014,,
02176,MA,3.92,14939.23115,05/21/2013,,
01607,MA,5.61,27717.8984,02/25/2014,,
01527,MA,11.772,59077.54666,06/06/2013,,
02464,MA,5.28,37561.49546,05/31/2013,,
01938,MA,10,47388.55729,10/17/2013,,
01913,MA,7,34132.17654,05/01/2014,,
01906,MA,4.9,20271.22899,04/22/2014,,
01775,MA,6,26578.73633,03/04/2014,,
01605,MA,4.75,25863.58521,02/07/2014,,
01005,MA,11.27,62070.40619,06/14/2013,,
02072,MA,9.8,49548.44998,05/09/2013,,
01944,MA,14.7,62682.64397,10/17/2013,,
01832,MA,3.43,11860.54754,03/04/2013,,
01923,MA,165.495,626441.5968,05/22/2013,,
02743,MA,6.12,24922.68678,04/04/2013,,
02053,MA,9.156,40149.66291,01/31/2014,,
02339,MA,6.24,23363.87627,12/19/2013,,
01035,MA,5.2,27251.208,10/04/2013,,
01748,MA,7,28306.95571,01/30/2013,,
01801,MA,6.48,46073.67329,11/15/2013,,
01469,MA,29.43,133898.2108,09/16/2013,,
01237,MA,4.6,24558.93675,12/05/2011,,
02053,MA,10.791,47664.25471,09/25/2013,,
01862,MA,6.96,49315.57152,08/22/2013,,
02180,MA,7.68,54675.27316,03/22/2013,,
02459,MA,6.96,35596.75498,01/11/2013,,
01469,MA,3.43,11891.55704,02/01/2013,,
02132,MA,4.9,30999.21173,06/18/2013,,
01245,MA,10,64214.92844,01/06/2014,,
02633,MA,5.52,34657.02862,11/30/2011,,
01541,MA,9,32790.60175,01/24/2014,,
02169,MA,5.5,23212.79063,10/31/2013,,
01906,MA,6.48,46132.26173,03/22/2013,,
02364,MA,7.5,35042.80707,11/01/2013,,
02779,MA,9.54,35477.05062,10/22/2013,,
01238,MA,8.33,41728.08505,03/11/2014,,
01570,MA,7.5,30375.64691,05/06/2014,,
01801,MA,5.04,35754.23415,07/24/2013,,
02139,MA,5.886,35158.33025,07/17/2013,,
02345,MA,4,19038.24453,07/23/2014,,
02124,MA,5.36,28471.27781,03/14/2014,,
01420,MA,6.45,37255.19295,06/21/2012,,
02575,MA,9.2,52735.49734,02/18/2014,,
01077,MA,10,44387.55562,11/19/2013,,
02136,MA,3.36,23845.54749,06/06/2013,,
01906,MA,8.82,32291.60593,06/17/2013,,
02467,MA,5.025,28218.94878,04/02/2014,,
02140,MA,3.71,15402.31316,09/04/2013,,
02420,MA,7.2,51077.47735,07/23/2013,,
01060,MA,5,19158.21127,02/24/2014,,
02571,MA,4.75,24133.82887,11/19/2013,,
01540,MA,8.415,31773.79673,07/29/2014,,
01730,MA,5.36,46998.58993,08/22/2013,,
02067,MA,8.48,31480.17804,08/13/2013,,
01821,MA,4.32,30786.84838,04/16/2013,,
02421,MA,4.8,34172.04573,03/25/2013,,
02144,MA,4.9,16931.12864,05/09/2013,,
02127,MA,4.335,17007.04721,01/09/2013,,
