Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MA
01803,MA,7,28376.37631,07/11/2013,,
02420,MA,5.61,30614.05627,07/05/2013,,
01351,MA,5.88,33064.55905,07/08/2013,,
02739,MA,4.75,22392.92399,02/19/2014,,
01060,MA,4.68,18889.39346,11/04/2013,,
01876,MA,4.8,33415.09661,05/02/2013,,
02144,MA,3.76,19479.37788,12/12/2013,,
02638,MA,9.18,84060.07218,09/20/2007,,
02148,MA,6,30694.72203,11/28/2012,,
02301,MA,8.16,36806.52058,02/25/2013,,
01469,MA,5.67,30848.32282,05/02/2014,,
02030,MA,13.2,66788.04294,03/29/2013,,
02445,MA,4.75,17332.3454,06/09/2014,,
02333,MA,5.635,28618.29244,11/13/2013,,
02186,MA,3.92,15861.24594,05/21/2013,,
01776,MA,5.36,42945.04799,04/01/2014,,
02458,MA,13.08,72303.84621,05/06/2013,,
01007,MA,3.675,18485.13153,09/03/2013,,
02038,MA,4.9,25295.48712,08/14/2013,,
02745,MA,5.2,24495.09167,04/29/2013,,
02721,MA,5.635,22915.38116,03/17/2014,,
02571,MA,6.37,38253.35793,07/16/2014,,
01473,MA,0.96,4984.537356,04/09/2013,,
01701,MA,8.575,42814.23365,04/11/2014,,
01368,MA,6.867,37425.81645,01/31/2014,,
01510,MA,7.84,27089.80582,05/07/2013,,
01824,MA,4.5,16711.28164,04/08/2014,,
02653,MA,7.848,40291.59122,08/30/2013,,
01810,MA,8.085,39690.77266,03/10/2014,,
01060,MA,3,12232.63819,04/22/2014,,
02770,MA,7.155,32851.64167,12/23/2013,,
02421,MA,5.04,35854.15476,05/01/2013,,
02575,MA,39.184,200563.8041,12/19/2012,,
02130,MA,6.03,37003.24353,03/12/2014,,
02119,MA,2.94,13967.53472,12/02/2013,,
02631,MA,5.1,20221.29986,04/17/2014,,
02535,MA,7.92,47508.91866,12/27/2013,,
01331,MA,4,17045.85846,08/15/2013,,
02445,MA,5.92,31653.82321,07/06/2011,,
01742,MA,4.08,16313.00802,08/05/2013,,
02745,MA,4.41,15931.56516,02/18/2014,,
02747,MA,8.82,45531.87681,08/30/2013,,
02638,MA,9.66,49091.86476,03/21/2014,,
01775,MA,5.035,47989.55759,08/02/2013,,
01060,MA,12.75,44433.14698,03/17/2014,,
01230,MA,3.72,30251.01398,06/27/2007,,
02766,MA,8.75,37476.80907,04/07/2014,,
02155,MA,4.8,33527.21622,02/25/2013,,
02190,MA,7,31497.89702,11/26/2013,,
02474,MA,3.75,17461.152,04/19/2013,,
01238,MA,6,27424.61112,07/24/2014,,
01475,MA,10.78,39764.6754,02/25/2013,,
02540,MA,9.6,41680.84228,04/24/2014,,
01585,MA,37.445,203616.7221,04/16/2013,,
02492,MA,5.04,35384.18991,12/20/2010,,
02176,MA,3.92,14500.32829,07/19/2013,,
02067,MA,4.5,21768.59396,05/23/2013,,
01062,MA,4,13224.63758,08/29/2014,,
02150,MA,3.36,23902.76984,05/16/2013,,
01569,MA,3.5,14807.1155,05/13/2013,,
02132,MA,6.125,21201.59119,04/18/2013,,
02126,MA,5.3,26462.44179,04/24/2014,,
02790,MA,7.035,49079.34157,04/07/2014,,
01775,MA,7.2,47618.47542,10/16/2013,,
02459,MA,5,17862.17402,05/12/2014,,
01803,MA,4.165,29616.25272,12/11/2013,,
01007,MA,4.8,24609.58464,07/26/2013,,
02122,MA,3.675,22479.27983,01/22/2013,,
01420,MA,4.75,24805.48299,01/21/2014,,
02649,MA,8.085,41904.54337,05/06/2013,,
02675,MA,7.02,29809.75458,09/27/2013,,
02739,MA,6.12,26355.74127,04/08/2013,,
01062,MA,7.5,28053.01225,10/11/2013,,
01890,MA,5.28,37561.49546,05/06/2013,,
02122,MA,3.36,16988.03999,05/03/2013,,
02715,MA,4.02,29231.79549,11/18/2013,,
02738,MA,4,12981.57522,04/18/2014,,
02646,MA,3.075,21902.05248,10/01/2009,,
01748,MA,7.5,28307.81479,04/19/2013,,
01341,MA,8.28,44946.65281,10/01/2013,,
02125,MA,6.7,39879.32925,02/20/2014,,
01720,MA,0.995,4410.430219,10/31/2013,,
02453,MA,4.5,20388.152,03/25/2014,,
01862,MA,2.45,17339.48212,09/23/2013,,
01701,MA,5.25,26407.32354,09/12/2013,,
01730,MA,9,31992.69609,05/28/2014,,
02155,MA,3.92,18763.67432,05/31/2013,,
01749,MA,6.27,29993.96186,01/17/2013,,
01027,MA,5,25914.99281,05/28/2013,,
02155,MA,4.8,24646.83531,09/11/2013,,
02474,MA,1.5,6331.463462,08/12/2013,,
02090,MA,2.4,39149.55198,11/21/2003,,
02139,MA,3.18,14818.9674,04/18/2014,,
02652,MA,3.12,31146.38652,10/19/2006,,
02474,MA,5.25,24069.56215,06/12/2014,,
02066,MA,2.805,15228.38631,04/07/2014,,
02125,MA,5.145,26652.34017,11/22/2013,,
02144,MA,5,21232.01893,09/26/2013,,
01843,MA,4.165,29046.17992,04/10/2013,,
01905,MA,3.75,18723.42579,04/15/2014,,
01721,MA,9.31,48119.24012,07/19/2013,,
01510,MA,5.61,21880.93188,11/15/2013,,
02745,MA,8,31943.77681,08/16/2013,,
01803,MA,10.137,61665.43703,11/13/2013,,
01245,MA,4.18,21390.80068,08/03/2012,,
01803,MA,5.025,34764.01656,06/16/2014,,
02143,MA,4.355,30224.10285,04/24/2014,,
02339,MA,6.75,34729.25255,06/16/2014,,
02481,MA,8.695,52686.93457,12/14/2012,,
01720,MA,3.924,22760.19305,05/29/2013,,
01364,MA,2.82,17016.95102,08/20/2012,,
02155,MA,2.385,10329.03955,01/21/2014,,
01778,MA,8.75,33381.07412,12/27/2012,,
01534,MA,4.165,21109.44825,10/31/2013,,
02638,MA,5.55,51645.2904,12/17/2012,,
01851,MA,2.86,14782.06517,07/30/2013,,
02740,MA,8.33,37147.77165,02/21/2014,,
01852,MA,3.5,19482.07049,01/17/2014,,
01824,MA,38.87,265570.9176,04/05/2011,,
01772,MA,5.5,27664.81514,09/23/2013,,
01801,MA,4.08,28909.12813,08/15/2013,,
02090,MA,6,30777.60811,12/12/2012,,
02536,MA,1.8,19886.71879,09/05/2003,,
01748,MA,4.655,16138.5417,02/12/2013,,
01083,MA,9.81,51329.6634,10/07/2013,,
02568,MA,1.25,10120.37125,10/16/2013,,
02066,MA,2.53,17030.02137,07/17/2012,,
02151,MA,4.32,30609.66508,08/13/2013,,
02744,MA,6.25,26867.89407,05/28/2014,,
01507,MA,2.85,15983.5497,02/25/2013,,
02743,MA,5.25,24606.51299,05/22/2014,,
01886,MA,5.88,33842.02275,06/07/2013,,
01801,MA,2.88,20477.18813,11/14/2013,,
01474,MA,7.05,37355.84302,03/04/2013,,
02563,MA,4,21484.60796,12/04/2013,,
01760,MA,3.685,29319.38692,04/24/2014,,
01864,MA,197.945,715521.2204,11/21/2012,,
01035,MA,8.175,39617.7704,04/15/2014,,
01773,MA,5.25,19807.36542,02/06/2013,,
02630,MA,5.75,28516.36218,03/20/2014,,
02474,MA,5.5,22141.9626,09/05/2013,,
02719,MA,6.75,32569.75143,12/03/2013,,
02136,MA,4.355,28534.40367,12/24/2013,,
02360,MA,5.88,29358.33165,04/24/2014,,
02745,MA,6.37,32201.89537,09/27/2013,,
02451,MA,4.02,31779.22266,10/16/2013,,
02067,MA,6.76,26688.3585,06/13/2013,,
02056,MA,4.41,15238.01577,05/10/2013,,
01451,MA,5,26817.95564,06/26/2014,,
01469,MA,7.35,37161.33748,05/13/2013,,
02180,MA,5.28,37456.81673,07/24/2013,,
02339,MA,9.18,42012.56982,06/25/2013,,
01453,MA,8.4,43614.70187,04/26/2013,,
02148,MA,7,31494.16141,09/05/2013,,
01060,MA,4.5,15381.62972,07/30/2014,,
02124,MA,5.025,34475.51343,03/12/2014,,
02766,MA,6.25,28521.79775,11/26/2013,,
01913,MA,4.69,38024.81951,07/23/2014,,
02151,MA,3.185,15790.70024,08/19/2013,,
01257,MA,6.75,34031.03318,02/12/2014,,
02539,MA,4.8,24616.41631,09/06/2011,,
02188,MA,4.41,17213.50459,06/17/2013,,
01879,MA,3.6,25079.8407,03/13/2013,,
02630,MA,4.905,29996.8096,05/28/2014,,
02631,MA,7.28,34888.25129,09/25/2013,,
02025,MA,5.88,27655.54841,04/22/2014,,
01532,MA,8.085,37205.05107,04/05/2013,,
02649,MA,7.25,36198.6232,04/24/2014,,
02053,MA,8.175,37456.31969,02/21/2014,,
01610,MA,10.464,36692.66235,03/06/2014,,
01002,MA,3,19006.10586,10/24/2013,,
01240,MA,21.42,86792.64587,04/22/2013,,
02769,MA,6.5,25252.73498,03/13/2013,,
02675,MA,6.86,26771.7473,10/09/2013,,
01752,MA,8.16,58049.58389,05/09/2013,,
01832,MA,4.9,27323.02316,06/14/2013,,
01606,MA,7.595,38291.21437,02/10/2014,,
02151,MA,6.75,29079.8488,10/10/2013,,
01702,MA,3.5,20797.14419,11/18/2013,,
01057,MA,10.78,42836.00952,05/09/2013,,
01611,MA,4.9,24055.01373,03/11/2014,,
01036,MA,8.085,40859.23441,12/09/2013,,
02053,MA,9.156,48937.0594,05/28/2013,,
01803,MA,7.705,55641.2984,06/23/2014,,
02126,MA,1,4187.670627,10/01/2014,,
01810,MA,4.56,32310.20203,08/29/2013,,
01760,MA,5.145,26529.40765,09/03/2013,,
02360,MA,6.9,39137.90671,09/24/2014,,
02421,MA,6.86,23745.78213,04/19/2013,,
01854,MA,2.94,20535.41993,02/06/2013,,
02122,MA,3.12,16132.24284,06/04/2013,,
02128,MA,6.54,39525.22396,07/24/2014,,
01462,MA,4.75,24059.45349,11/20/2014,,
01238,MA,8.5,31659.2434,03/07/2014,,
02144,MA,3.924,27803.77911,08/19/2013,,
02180,MA,8.82,62583.30539,10/16/2013,,
01886,MA,9.065,45714.37784,10/01/2013,,
02421,MA,5.886,32322.12513,04/17/2014,,
02131,MA,3.92,17372.83325,04/20/2013,,
01027,MA,6.5,27613.40374,07/10/2014,,
02359,MA,6.615,48333.13298,11/06/2012,,
01077,MA,8.5,39384.55747,09/15/2014,,
01748,MA,6,22538.95032,07/11/2013,,
01906,MA,3.36,23902.76984,05/02/2013,,
02359,MA,8.5,35260.64537,06/18/2014,,
02492,MA,8.5,43942.11676,10/30/2013,,
02053,MA,10.29,25291.09131,12/20/2013,,
02790,MA,9.555,48526.66978,11/26/2013,,
02739,MA,4.16,20194.85895,07/23/2013,,
01913,MA,5.695,39042.05873,03/13/2014,,
02474,MA,5.28,37471.57462,06/11/2013,,
02540,MA,5.232,34844.84462,04/24/2014,,
02131,MA,5.36,33720.14092,04/08/2014,,
02186,MA,4.5,19890.79223,07/09/2014,,
02421,MA,3.84,27317.45124,05/31/2013,,
02745,MA,7.65,43096.46496,08/14/2013,,
01966,MA,3.06,16075.42574,05/07/2013,,
02474,MA,3,11681.06928,08/21/2013,,
02474,MA,6.885,30076.20469,01/07/2013,,
02021,MA,5.39,22198.3169,02/13/2014,,
01801,MA,8.33,58660.21595,01/09/2013,,
02666,MA,1.92,9708.09994,06/12/2014,,
01451,MA,5.88,43620.43914,11/30/2012,,
02740,MA,6,27126.47617,12/13/2013,,
02360,MA,8.84,38895.1087,10/02/2013,,
01745,MA,12.5,62411.41932,04/08/2014,,
02119,MA,5.76,29777.24618,10/18/2013,,
01756,MA,10,39329.81262,05/14/2013,,
02745,MA,8.82,44415.89943,08/23/2013,,
02129,MA,3.74,18864.03823,06/21/2013,,
01301,MA,3.92,24861.93996,02/14/2013,,
02466,MA,10.78,41437.42921,08/08/2013,,
02474,MA,5,22572.60355,08/05/2013,,
01301,MA,39.75,252801.83,04/19/2011,,
01950,MA,9.483,51591.38695,04/16/2013,,
01504,MA,7.2,38761.61408,07/30/2012,,
02360,MA,11.75,58353.88495,06/23/2014,,
01702,MA,14.388,68159.86683,05/13/2014,,
01760,MA,4.25,21343.08875,07/11/2013,,
02053,MA,6.125,21299.64554,02/11/2014,,
01253,MA,2.76,23545.88563,08/17/2006,,
01906,MA,4.8,33439.7876,03/04/2013,,
01801,MA,4.9,16890.59614,06/20/2013,,
02180,MA,5.28,37471.57462,06/28/2013,,
02445,MA,8,32506.7595,08/25/2014,,
01053,MA,4.5,17115.84363,05/20/2014,,
01089,MA,11,50422.02857,11/01/2013,,
02056,MA,80.5,520049.2242,02/15/2011,,
02121,MA,4.9,20525.97549,07/16/2012,,
02474,MA,3.9,19951.56932,11/07/2012,,
01776,MA,3.6,18658.79482,05/10/2013,,
01862,MA,4.165,29477.11961,09/30/2013,,
02026,MA,4.9,16961.27295,04/29/2013,,
01037,MA,2.64,32909.5018,11/18/2004,,
01432,MA,5,23414.6673,12/17/2013,,
02635,MA,6,30389.79577,04/29/2013,,
02090,MA,4,17918.27154,04/30/2013,,
02180,MA,8.16,57818.25626,08/12/2013,,
01970,MA,7.68,54417.18237,08/16/2013,,
01906,MA,3.6,25508.05423,08/02/2013,,
01950,MA,4.578,22967.33966,01/08/2013,,
02451,MA,6.5,33000.53447,06/26/2013,,
01267,MA,9,34259.09444,01/14/2014,,
02072,MA,4.9,22257.6554,07/16/2014,,
02155,MA,4,16169.4967,05/21/2014,,
02745,MA,7.56,19865.15232,06/04/2014,,
01754,MA,1197.56,3817791.545,01/17/2014,,
02719,MA,8.25,34776.17701,11/15/2013,,
02053,MA,9.156,40295.61211,11/14/2013,,
01854,MA,5.39,37550.09483,03/11/2013,,
01803,MA,3.76,26478.08067,01/16/2013,,
02721,MA,7.35,36818.89857,03/27/2014,,
01913,MA,8.375,56169.08634,01/28/2014,,
02575,MA,5.04,48356.44804,03/08/2010,,
02053,MA,9.156,40149.7034,01/20/2014,,
01038,MA,5.25,25212.08414,09/19/2014,,
01534,MA,9.75,88229.67716,03/02/2009,,
01351,MA,4.41,20182.86451,03/08/2013,,
01742,MA,10.2,36588.11529,08/01/2013,,
02770,MA,20.4,90179.26837,01/04/2013,,
02053,MA,9.81,44281.5837,02/20/2014,,
02714,MA,6.63,34254.30547,07/19/2012,,
01810,MA,4.9,16890.59614,06/05/2013,,
01748,MA,6.75,25453.10834,04/19/2013,,
01741,MA,7,25010.22677,06/19/2014,,
01060,MA,5.886,31569.77554,05/13/2014,,
01590,MA,9.156,46681.14229,02/26/2013,,
02630,MA,3.25,14672.71373,10/08/2013,,
02790,MA,6.67,37435.77911,12/19/2012,,
02339,MA,15.84,79234.01516,12/19/2013,,
01840,MA,67.38,523375.7371,11/01/2008,,
01985,MA,5.98,25378.8461,03/05/2013,,
01342,MA,2.52,22765.18974,03/22/2010,,
01760,MA,6.03,34623.23299,12/19/2013,,
02035,MA,14.58,54974.86072,01/13/2014,,
01854,MA,8.4,58580.53094,04/09/2013,,
01451,MA,10,53635.91127,06/26/2014,,
01060,MA,26.25,99379.43773,07/21/2014,,
02747,MA,9,33087.52,11/12/2013,,
02035,MA,5.88,17215.5659,04/10/2014,,
01801,MA,3.12,22234.94605,04/29/2013,,
02739,MA,16.065,45374.7109,02/14/2014,,
02180,MA,5.04,35838.15455,12/03/2013,,
01266,MA,11.5,40053.06431,05/20/2014,,
01970,MA,8,33637.48249,04/09/2013,,
01093,MA,3.42,40473.56484,03/02/2007,,
02738,MA,4.16,19061.85711,10/29/2013,,
01906,MA,7.105,50284.49816,09/11/2013,,
01832,MA,8.16,57887.80767,07/24/2013,,
01201,MA,10.25,39613.13039,03/26/2013,,
02575,MA,5.04,48356.44804,03/08/2010,,
02476,MA,2.75,12438.60934,10/04/2013,,
01034,MA,5.5,21433.85113,08/20/2013,,
01748,MA,6,22397.06844,07/10/2013,,
02763,MA,181.72,419959.4893,04/23/2013,,
01243,MA,8,37913.09177,02/28/2014,,
01748,MA,7.92,42612.60236,02/07/2013,,
02053,MA,6.213,27936.50161,11/14/2013,,
01603,MA,4.9,19836.01368,09/03/2013,,
01850,MA,1.96,13668.79055,04/10/2013,,
01267,MA,7.5,28110.42567,11/18/2013,,
02143,MA,3.25,16801.39758,10/01/2013,,
02719,MA,4.41,20733.06648,09/12/2013,,
02360,MA,4.5,22018.74873,04/24/2014,,
02026,MA,7.84,27138.03672,04/05/2013,,
01240,MA,7.5,40300.19186,06/28/2013,,
01701,MA,9,40175.18542,08/02/2013,,
01701,MA,5.46,27534.52569,10/17/2013,,
01824,MA,5.635,39256.91732,03/05/2013,,
02136,MA,2.88,20524.56558,04/22/2013,,
02667,MA,5.232,28636.37772,03/20/2013,,
02324,MA,6.6,33067.53082,05/21/2013,,
02556,MA,4.94,33772.73236,05/26/2011,,
01833,MA,6.63,30122.27542,10/22/2013,,
02169,MA,4.41,15265.14565,04/10/2013,,
01060,MA,4,20607.60473,03/26/2013,,
02748,MA,31.96,236494.5115,03/12/2010,,
02128,MA,3.35,23448.8258,06/05/2014,,
02032,MA,4.25,18153.89929,03/14/2013,,
02155,MA,6.54,29550.83505,02/25/2014,,
01970,MA,6.37,31804.85928,04/15/2014,,
02721,MA,7.42,32211.04139,10/15/2013,,
01201,MA,6,23860.61008,02/22/2013,,
01826,MA,7.8,27551.08922,12/18/2013,,
01701,MA,8.829,47355.54336,06/09/2014,,
02130,MA,3.18,18877.18335,05/28/2014,,
02067,MA,10.335,39563.49326,08/29/2014,,
02021,MA,5.23,35388.25488,08/20/2013,,
02575,MA,8.82,36766.34661,06/28/2013,,
02360,MA,3.43,17292.80649,02/21/2014,,
01342,MA,9,36932.07145,11/08/2013,,
02135,MA,3.92,15891.16351,08/23/2013,,
02421,MA,1.68,11972.66326,04/29/2013,,
02130,MA,6.25,29728.82724,05/29/2014,,
01238,MA,7,35904.20651,10/25/2013,,
01341,MA,9.483,49527.7052,04/15/2014,,
02330,MA,99,513796.8304,08/10/2012,,
01890,MA,6.63,29875.8816,01/22/2014,,
02747,MA,6,28127.40427,08/08/2014,,
01451,MA,3,16090.77338,06/26/2014,,
02652,MA,5.76,29854.07172,05/13/2013,,
02719,MA,5.75,28889.28091,10/04/2013,,
02476,MA,3,13962.58007,09/04/2013,,
01201,MA,10,38687.17719,04/09/2013,,
01339,MA,15.84,182386.5778,05/03/2005,,
02662,MA,6.15,47011.14336,11/15/2010,,
01532,MA,468,2454299.195,12/28/2012,,
01930,MA,4,19755.0088,04/23/2012,,
02791,MA,9.975,48409.00316,09/23/2013,,
01772,MA,9.5,46322.2396,05/13/2014,,
02149,MA,3.84,27337.63658,03/11/2013,,
02703,MA,5,18608.50441,05/27/2014,,
02459,MA,5.865,22213.14009,07/31/2014,,
02201,MA,5,23434.77427,05/28/2014,,
02474,MA,4.5,19985.07646,07/18/2013,,
02474,MA,3.18,14336.82826,03/14/2014,,
01930,MA,8.82,45586.64854,07/19/2013,,
01772,MA,11.88,57322.41528,10/29/2013,,
02492,MA,7,30542.50831,04/26/2013,,
02053,MA,6.54,28895.36229,09/16/2013,,
01569,MA,1209.6,4544887.441,08/15/2013,,
02090,MA,4.5,19002.03771,07/03/2013,,
02644,MA,11.04,75529.93725,12/01/2011,,
02465,MA,4.578,26384.20611,06/12/2013,,
01057,MA,7.5,38899.16333,10/18/2013,,
01852,MA,5.52,39297.85259,03/14/2013,,
01748,MA,6,23098.96022,08/02/2013,,
01344,MA,5.88,29610.59962,08/22/2013,,
01452,MA,4,19093.24749,07/30/2013,,
02420,MA,39.52,141795.9716,02/19/2014,,
01801,MA,6,42564.56446,07/24/2013,,
01854,MA,3.185,16094.68389,11/26/2013,,
01330,MA,14.75,50373.50476,04/15/2014,,
01240,MA,4.655,22255.66811,07/29/2014,,
01062,MA,6,24066.84187,04/24/2014,,
02474,MA,4.5,17582.90258,03/07/2014,,
02360,MA,3.92,15499.60587,06/03/2013,,
02180,MA,6,42683.51757,05/06/2013,,
02119,MA,8.93,56150.50541,12/30/2013,,
01742,MA,5.865,24072.28809,07/19/2013,,
01778,MA,6.25,23773.31944,01/25/2013,,
02131,MA,24.57,226904.0936,12/16/2008,,
02571,MA,8.58,28617.18484,02/28/2014,,
02343,MA,4.25,21219.88257,04/08/2014,,
01351,MA,5.88,33375.73556,10/11/2013,,
02458,MA,10.5,37605.68258,12/17/2013,,
02670,MA,7.392,38728.35817,06/14/2012,,
02571,MA,5,27077.00201,08/02/2013,,
01824,MA,5.52,39105.82876,01/02/2014,,
02747,MA,8.415,43840.03711,03/19/2014,,
02021,MA,300.3,1117495.709,08/06/2013,,
02474,MA,2.88,20430.99094,07/23/2013,,
01060,MA,14.07,66827.87421,02/20/2014,,
01701,MA,5,24930.67347,07/11/2013,,
02630,MA,3.01,13487.81766,05/11/2012,,
02719,MA,8.085,27936.36225,05/08/2013,,
01201,MA,6.525,25848.99425,02/04/2013,,
01730,MA,4.32,30835.24995,02/15/2013,,
01844,MA,7.35,38004.07541,07/17/2013,,
02575,MA,1.08,12044.04853,06/12/2007,,
02151,MA,4.32,30835.24995,02/25/2013,,
01238,MA,12.25,44225.94127,10/21/2013,,
01862,MA,8.33,58954.23922,09/20/2013,,
02642,MA,9.405,36827.45089,11/07/2013,,
02535,MA,5.36,30069.83791,07/26/2013,,
01569,MA,4,19998.97017,12/26/2013,,
02176,MA,5.39,44663.47383,05/29/2013,,
02540,MA,7.2,34117.42628,05/31/2012,,
01951,MA,6.5,28236.17843,02/03/2014,,
01760,MA,3.43,16761.72856,04/26/2013,,
01983,MA,14.061,66280.11969,10/24/2013,,
01026,MA,7.68,46359.27487,12/26/2012,,
02482,MA,10.53,47988.88925,04/01/2014,,
02747,MA,7,31225.29834,06/03/2013,,
01062,MA,6.54,34435.66004,04/29/2013,,
01950,MA,1.5,8330.49333,07/02/2013,,
02721,MA,3.5,17277.62748,11/21/2013,,
01420,MA,2.94,10176.76377,04/19/2013,,
02021,MA,5.36,31465.66172,07/25/2013,,
02131,MA,4.41,15201.53652,06/13/2013,,
01908,MA,5.39,27174.4102,02/10/2014,,
01748,MA,3.525,16195.58999,08/08/2013,,
02476,MA,5.635,28343.86566,09/26/2013,,
01720,MA,4.41,21991.66615,05/22/2013,,
01824,MA,5,18907.03657,05/22/2014,,
01821,MA,4.02,31473.25014,05/05/2014,,
02459,MA,7.84,39480.7995,08/20/2013,,
01607,MA,5.28,26883.37324,10/11/2012,,
01904,MA,5.145,36449.18278,01/07/2014,,
02143,MA,4.41,17491.81591,03/14/2013,,
02125,MA,5.46,42572.32378,07/28/2010,,
01826,MA,6.37,22084.32022,02/07/2013,,
02646,MA,22.05,67478.58169,04/23/2013,,
02090,MA,3.12,16518.20296,04/09/2013,,
01801,MA,5.145,24880.94535,04/08/2013,,
01760,MA,3.92,20434.78567,08/20/2013,,
01801,MA,4.56,32349.06899,07/23/2013,,
01036,MA,9.25,37500.17477,07/23/2014,,
02645,MA,9.5,42130.06386,11/20/2012,,
02090,MA,6,27531.47317,02/21/2013,,
01238,MA,13,40595.96653,03/05/2014,,
02148,MA,6.9,47071.41198,10/13/2014,,
02492,MA,5.72,25747.26347,03/18/2013,,
01351,MA,8.88,41115.11207,04/26/2012,,
02539,MA,300,740398.316,02/04/2014,,
02136,MA,3.675,13116.19776,02/20/2013,,
02155,MA,4.08,29024.79195,05/29/2013,,
02132,MA,3.92,18913.15651,04/24/2014,,
02139,MA,2.94,13524.18943,09/04/2013,,
01341,MA,12,56581.21339,12/17/2013,,
01432,MA,5.88,24039.31208,03/14/2013,,
02072,MA,1.75,8846.674553,09/25/2013,,
01060,MA,5,20494.1261,01/31/2014,,
02360,MA,6.5,26256.71196,11/27/2013,,
02145,MA,3.92,19910.08586,12/04/2013,,
01095,MA,9.36,47871.49807,01/14/2013,,
02122,MA,3.43,15821.58513,12/15/2014,,
01560,MA,5.52,28231.90912,01/14/2013,,
02090,MA,8.575,29629.47511,05/13/2013,,
02770,MA,3.35,20239.27435,04/09/2014,,
01890,MA,3.12,15618.42067,04/22/2013,,
01238,MA,9.065,45409.9749,03/12/2014,,
01434,MA,7.92,48455.39278,02/14/2013,,
01027,MA,3.5,14558.33732,04/01/2014,,
01431,MA,7.14,26897.74729,05/05/2014,,
02343,MA,14.75,75919.47148,07/29/2014,,
02360,MA,5.04,31356.71666,05/22/2012,,
01571,MA,5,23143.30767,03/10/2014,,
02324,MA,4.165,20949.81507,09/19/2013,,
01569,MA,14.945,61112.49851,06/11/2013,,
01915,MA,5.28,37411.81288,08/01/2013,,
02743,MA,4.655,23522.99719,11/05/2013,,
01867,MA,5,22374.55375,03/26/2013,,
01913,MA,7.035,53647.04376,01/21/2014,,
01237,MA,109.2,615833.8443,03/04/2010,,
01906,MA,3.43,24275.27497,09/25/2013,,
02747,MA,6.5,21329.72667,04/24/2014,,
01906,MA,2.64,18705.90644,08/15/2013,,
02474,MA,3.75,16475.93504,06/19/2013,,
01810,MA,6.72,47559.7224,09/24/2013,,
02664,MA,6.615,33595.38677,11/12/2013,,
01801,MA,3.185,17921.41928,06/20/2013,,
02540,MA,4.251,23651.31598,02/20/2014,,
02739,MA,53.55,213575.2858,03/06/2013,,
01748,MA,5.5,21611.16212,09/03/2013,,
02148,MA,7.2,51192.97032,11/18/2013,,
02081,MA,7.5,32341.40042,03/19/2013,,
01451,MA,10,53635.91127,06/26/2014,,
02638,MA,6.36,25336.05027,07/26/2013,,
02703,MA,6.5,31694.16393,05/02/2014,,
02148,MA,4.41,15249.27541,03/21/2013,,
02747,MA,7.35,37936.90453,01/30/2014,,
02445,MA,6.25,22397.43238,11/19/2013,,
01854,MA,6.96,49315.57152,08/19/2013,,
02766,MA,8.085,38592.22648,07/31/2013,,
01341,MA,6.867,38479.19109,05/17/2013,,
01701,MA,7,37199.24576,08/15/2013,,
01915,MA,7.2,51077.47735,07/31/2013,,
01464,MA,4.5,22668.18134,01/08/2013,,
02072,MA,4.9,23342.76794,02/24/2014,,
01524,MA,9,29269.88703,09/22/2014,,
02715,MA,9.5,34317.22476,08/05/2014,,
01060,MA,3.25,12380.82278,12/18/2013,,
02382,MA,5,24964.56773,04/22/2014,,
01854,MA,5.39,27864.47168,10/07/2013,,
01843,MA,6,42564.56446,07/24/2013,,
01609,MA,6.72,34001.1855,03/07/2013,,
02664,MA,6.615,33311.92964,08/21/2013,,
01801,MA,4.165,29330.10797,01/14/2013,,
02532,MA,5,18752.69112,10/22/2013,,
02038,MA,2250,7492609.879,07/03/2013,,
02050,MA,3.315,14860.96646,04/02/2013,,
02446,MA,7,25483.56025,01/20/2014,,
02790,MA,6.25,25740.38229,07/09/2014,,
02467,MA,5,18538.72791,12/31/2013,,
01742,MA,5.3,18971.67079,02/06/2014,,
01503,MA,9.8,50467.73658,11/15/2013,,
01756,MA,6.75,26166.94676,09/11/2013,,
02630,MA,4.69,33703.11972,08/21/2014,,
02176,MA,3.84,27366.08745,04/12/2013,,
01507,MA,4.8,24818.83514,06/06/2013,,
02762,MA,6.5,33014.17299,12/27/2013,,
01720,MA,4,18925.33859,02/11/2013,,
02748,MA,8.75,34451.46844,03/07/2014,,
01904,MA,4,18177.60763,06/24/2014,,
02726,MA,5.88,28866.01648,03/06/2014,,
02559,MA,10,47164.24971,12/28/2011,,
01756,MA,4,15975.83086,05/31/2013,,
01863,MA,5.52,38556.29865,02/01/2013,,
02645,MA,3.92,19836.28995,01/14/2014,,
01748,MA,9,35480.6048,07/02/2013,,
02144,MA,5.36,27396.78905,07/31/2014,,
01564,MA,12.1,69435.11127,01/14/2014,,
02067,MA,2.805,14411.1454,07/10/2013,,
01741,MA,13.5,47720.3652,05/12/2014,,
02155,MA,3.6,25696.04163,02/25/2013,,
02379,MA,8.25,37806.14225,06/26/2013,,
02155,MA,2.75,11984.14479,12/26/2013,,
02540,MA,8.28,48480.37438,10/01/2011,,
02769,MA,5.39,26828.8407,12/18/2013,,
01773,MA,7.92,77670.78608,03/28/2007,,
01930,MA,4.69,31689.1884,05/05/2014,,
02131,MA,4,18323.03156,07/30/2013,,
01760,MA,8.04,51372.08481,12/19/2013,,
01775,MA,6.9,34397.83598,09/11/2014,,
