Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=AZ
85132,AZ,5.46,,02/13/2014,,
85326,AZ,8.67,43866.39857,11/24/2014,,
85029,AZ,4.335,18984.50492,08/25/2014,,
85388,AZ,9,,02/28/2014,,
85255,AZ,8.14,22802.50643,08/25/2014,,
85383,AZ,8,38464.52623,08/12/2013,,
86327,AZ,5.75,13160.66341,06/10/2014,,
85331,AZ,7.74,63550.62863,04/04/2012,,
85086,AZ,7.5,27976.49132,06/12/2014,,
86322,AZ,5.52,12917.3893,07/02/2014,,
86314,AZ,7.25,26192.3052,04/24/2014,,
85374,AZ,5.76,30837.67473,08/27/2012,,
86305,AZ,6.86,25842.77128,07/10/2013,,
85338,AZ,4.5,13704.65066,10/02/2014,,
85338,AZ,5.52,43116.2404,06/26/2014,,
85308,AZ,3.5,17439.6014,09/16/2014,,
85255,AZ,10.464,47134.22799,08/16/2013,,
86315,AZ,9,39348.35509,07/24/2014,,
85396,AZ,5.17,29382.23759,07/10/2012,,
85028,AZ,5.5,24046.217,07/15/2014,,
85028,AZ,8.502,34041.60814,10/24/2013,,
85326,AZ,3.75,17694.68456,10/21/2013,,
85254,AZ,5.2,,01/08/2014,,
85338,AZ,5.7,26865.1888,07/15/2014,,
85338,AZ,6.12,,01/29/2014,,
85375,AZ,10.78,47335.06607,11/21/2012,,
85395,AZ,5.28,14827.40641,10/22/2012,,
85259,AZ,4.9,23587.86281,07/05/2013,,
85122,AZ,5.04,25651.42137,09/27/2012,,
85254,AZ,8.97,,02/05/2014,,
85383,AZ,8.64,46256.51209,08/06/2012,,
85326,AZ,8.82,42458.15305,07/26/2013,,
85086,AZ,10.464,53191.33067,08/16/2012,,
85387,AZ,5.865,,02/27/2014,,
85395,AZ,5.72,,07/11/2014,,
86305,AZ,4.9,18076.77821,10/08/2014,,
85349,AZ,4.7,,03/21/2014,,
85338,AZ,3,,02/07/2014,,
85326,AZ,6.25,34081.06865,04/22/2014,,
85338,AZ,6.615,31768.40832,09/12/2013,,
85388,AZ,11.5,52564.2106,11/09/2013,,
85006,AZ,4.75,21237.48009,11/03/2014,,
85396,AZ,6.09,,01/29/2014,,
86001,AZ,2.45,12453.84722,12/28/2012,,
85122,AZ,4.5,19666.5008,06/20/2014,,
85367,AZ,3,8359.1886,12/10/2013,,
85326,AZ,7,30649.30139,05/01/2014,,
85085,AZ,11.772,41960.01731,12/02/2014,,
85374,AZ,7.65,20877.7937,09/12/2014,,
86314,AZ,7.5,32759.16961,08/01/2014,,
85375,AZ,8.415,27861.1177,12/30/2013,,
85382,AZ,378,2065636.352,11/04/2013,,
85050,AZ,4.42,14308.49276,07/18/2014,,
85028,AZ,13.5,61421.19761,09/03/2013,,
85326,AZ,6.24,20240.7425,10/10/2013,,
85395,AZ,6.63,18316.43492,09/09/2014,,
85378,AZ,9.25,,03/13/2014,,
85379,AZ,12.25,40333.07636,02/06/2014,,
85326,AZ,4.32,23025.51133,09/20/2012,,
86324,AZ,13.08,46258.65391,08/26/2013,,
85053,AZ,5,24115.18877,05/23/2014,,
85132,AZ,8.82,42407.14016,08/08/2013,,
85351,AZ,8.42,33268.73803,02/26/2014,,
86315,AZ,5,21851.66755,06/11/2014,,
85365,AZ,5.28,,01/14/2014,,
85349,AZ,5.405,,03/06/2014,,
86305,AZ,3.36,18149.91434,04/26/2012,,
85374,AZ,9.81,39217.15488,01/06/2014,,
85365,AZ,25.62,71542.4638,07/01/2014,,
85335,AZ,5,13187.83109,08/06/2014,,
85331,AZ,12.74,,03/28/2014,,
85541,AZ,10.78,49103.0044,08/22/2013,,
85387,AZ,4.845,21182.53116,07/16/2014,,
85396,AZ,9.945,43519.93601,09/02/2014,,
85392,AZ,6,,12/20/2013,,
85254,AZ,7.5,23719.62012,10/28/2013,,
86305,AZ,6.24,30175.99821,04/24/2013,,
85383,AZ,6.6,33764.19423,11/28/2012,,
85122,AZ,7.75,,04/22/2014,,
85395,AZ,15.042,34278.58883,12/11/2014,,
85388,AZ,9.555,43674.00281,11/05/2013,,
85395,AZ,3.5,17483.52487,10/03/2014,,
85122,AZ,12,,01/28/2014,,
85338,AZ,12,32845.16422,08/18/2014,,
85340,AZ,12.74,39477.02267,03/27/2014,,
85375,AZ,8.085,,01/06/2014,,
85083,AZ,5.1,25431.11488,08/04/2014,,
85308,AZ,11.475,50341.78332,10/28/2014,,
85383,AZ,9.18,40722.96353,12/03/2014,,
85024,AZ,11,50278.81014,11/19/2013,,
85326,AZ,5.5,,04/07/2014,,
85331,AZ,9.87,,04/16/2014,,
85326,AZ,8.25,24121.0364,12/12/2014,,
85388,AZ,5.3,21493.00955,08/12/2014,,
85395,AZ,12.24,32136.47728,07/22/2014,,
85050,AZ,7,27216.41086,06/11/2014,,
85326,AZ,14.7,67190.77355,11/15/2013,,
85387,AZ,5.1,22297.40122,07/23/2014,,
85396,AZ,5.39,25956.872,06/27/2013,,
86301,AZ,4,17504.24777,09/30/2014,,
85028,AZ,2.34,,02/13/2014,,
85379,AZ,5,21896.77615,08/26/2014,,
85382,AZ,4.08,,04/16/2014,,
85027,AZ,4.5,,01/10/2014,,
85308,AZ,3,15334.61615,09/16/2014,,
85375,AZ,5.76,29327.31626,10/09/2012,,
85132,AZ,2,8756.943253,05/01/2014,,
85296,AZ,5.28,28142.29162,09/25/2012,,
85331,AZ,5.76,14875.02606,06/09/2014,,
85379,AZ,3.5,9648.843325,11/18/2014,,
85020,AZ,10.44,31637.05251,11/22/2013,,
85086,AZ,9.945,43856.37379,11/06/2014,,
85379,AZ,5.4,21558.07242,09/24/2014,,
85351,AZ,3.825,16738.43693,09/03/2014,,
85383,AZ,3,15886.09941,09/23/2014,,
85396,AZ,8.085,36954.92545,11/14/2013,,
85335,AZ,5.5,,07/02/2014,,
85396,AZ,9,,04/09/2014,,
85260,AZ,5.635,27131.59624,10/28/2013,,
85374,AZ,6.867,32551.74988,09/28/2012,,
85387,AZ,6,23130.79729,01/10/2013,,
85338,AZ,4.085,18604.11225,01/08/2014,,
85085,AZ,7.56,22520.80605,09/09/2014,,
85306,AZ,7.26,54852.98384,02/26/2014,,
85375,AZ,4.5,13588.7135,04/30/2014,,
85379,AZ,6.24,30050.25627,06/06/2013,,
85020,AZ,7.5,34281.00691,11/12/2013,,
85032,AZ,57.552,250313.8499,12/04/2014,,
86326,AZ,6,19502.08393,11/07/2013,,
85308,AZ,11.22,35545.54019,02/06/2014,,
85338,AZ,9.945,26014.28408,11/05/2014,,
85379,AZ,10.25,,01/23/2014,,
85375,AZ,8.67,38036.01407,10/06/2014,,
85255,AZ,6.45,18128.93854,08/09/2013,,
85383,AZ,3.48,,04/08/2014,,
86305,AZ,3.85,,04/03/2014,,
85018,AZ,10.24,38389.3737,10/14/2014,,
85364,AZ,6.5,35086.703,11/21/2014,,
85373,AZ,4,18149.88436,02/05/2014,,
85310,AZ,10.2,,05/30/2014,,
85383,AZ,7.5,34283.94887,12/12/2013,,
85086,AZ,5.6,20244.48749,08/29/2013,,
85539,AZ,4.335,10081.93789,12/24/2014,,
86326,AZ,6.75,30472.00614,11/19/2013,,
85379,AZ,6.86,33023.00793,07/02/2013,,
85131,AZ,4.5,32790.29591,07/07/2014,,
85254,AZ,3.06,16442.98253,06/11/2014,,
85379,AZ,10.78,51913.744,06/20/2013,,
85396,AZ,1.84,8075.898797,02/25/2013,,
85355,AZ,5.5,,04/14/2014,,
85354,AZ,10.78,49273.23394,11/14/2013,,
85388,AZ,8.25,,02/03/2014,,
85395,AZ,8.415,22533.77327,08/11/2014,,
85395,AZ,7.2,22727.86141,04/25/2013,,
85383,AZ,5.1,25388.63184,07/09/2014,,
86001,AZ,2.45,12453.84722,12/28/2012,,
85022,AZ,8.25,,01/23/2014,,
86322,AZ,10.464,38801.02116,11/18/2013,,
85364,AZ,8.25,,05/01/2014,,
85326,AZ,7.25,31750.32541,08/11/2014,,
85351,AZ,6,,01/22/2014,,
85132,AZ,9,,01/10/2014,,
85373,AZ,8.71,24059.45349,11/14/2014,,
85254,AZ,9.75,,05/21/2014,,
85335,AZ,5.25,23067.26058,04/28/2014,,
85349,AZ,6,32820.46456,09/24/2014,,
85340,AZ,6,,01/27/2014,,
85375,AZ,7,,01/08/2014,,
85383,AZ,10.5,31676.25141,05/28/2013,,
85383,AZ,5.5,,04/02/2014,,
86001,AZ,4.7,23701.88109,10/16/2013,,
85383,AZ,3.36,17235.46054,12/19/2012,,
85383,AZ,13.08,46949.77012,10/09/2014,,
85338,AZ,9.75,,03/21/2014,,
85338,AZ,5.28,27084.29514,12/19/2012,,
85375,AZ,7.848,39506.04381,08/29/2012,,
85254,AZ,7.105,32238.7321,02/19/2014,,
85374,AZ,10.78,33503.79857,12/17/2013,,
85395,AZ,8.25,34656.18852,06/20/2014,,
85374,AZ,8.25,36055.25147,06/10/2014,,
85255,AZ,8.75,39912.82231,10/30/2013,,
85266,AZ,7.28,30870.28891,12/05/2014,,
85122,AZ,4.5,19849.04913,11/13/2014,,
86314,AZ,30.084,151568.1203,12/03/2012,,
85338,AZ,3.36,16174.5345,07/30/2013,,
85307,AZ,108,344804.6406,05/30/2014,,
85396,AZ,11.5,,01/24/2014,,
85379,AZ,4.165,20025.59397,08/27/2013,,
85383,AZ,6,27224.82654,02/25/2014,,
85383,AZ,8.25,37572.56451,01/13/2014,,
85383,AZ,11.118,,03/29/2014,,
85296,AZ,14.25,62301.56222,07/16/2014,,
85028,AZ,6.24,20570.84594,07/05/2013,,
85367,AZ,6.72,22265.22341,01/08/2014,,
85345,AZ,10.66,,06/02/2014,,
85379,AZ,8.25,37572.56451,01/03/2014,,
85083,AZ,9.57,50183.85404,12/24/2014,,
85338,AZ,11.22,28373.14603,10/08/2013,,
85375,AZ,9.465,,06/20/2014,,
85361,AZ,13.734,57078.52893,10/02/2013,,
85340,AZ,14.025,61374.26873,09/02/2014,,
85306,AZ,5.52,43197.69872,09/17/2014,,
85383,AZ,6.48,32980.3989,09/20/2012,,
85225,AZ,5.635,25703.85757,10/04/2013,,
85383,AZ,7,20803.00973,06/18/2013,,
85296,AZ,13.75,,01/23/2014,,
85375,AZ,7.848,31490.44192,12/18/2013,,
85395,AZ,8.28,,02/27/2014,,
85395,AZ,6,36637.76229,12/12/2014,,
85383,AZ,7,31052.3687,12/15/2014,,
85122,AZ,6.885,30369.04516,11/26/2014,,
85338,AZ,11.25,49905.59256,12/22/2014,,
86326,AZ,3,9325.792549,12/12/2014,,
85379,AZ,5.865,25869.92736,11/14/2014,,
85006,AZ,6,12443.12774,12/01/2014,,
85379,AZ,9.435,41854.15696,12/16/2014,,
86314,AZ,6.375,28279.83578,12/03/2014,,
85326,AZ,6.63,29086.3637,10/31/2014,,
85326,AZ,3.06,13497.35341,11/19/2014,,
85379,AZ,19.125,106750.4217,12/30/2014,,
85355,AZ,14,62104.73741,12/19/2014,,
85395,AZ,3,29344.48842,12/17/2014,,
85260,AZ,5.25,47216.31657,11/20/2014,,
85032,AZ,8,35488.42138,12/15/2014,,
85086,AZ,7.25,26839.52334,11/19/2014,,
85086,AZ,6.75,29943.35554,12/16/2014,,
85023,AZ,12,53232.63206,12/24/2014,,
85383,AZ,8.25,36597.43454,12/23/2014,,
85022,AZ,6,,12/22/2014,,
85027,AZ,6,26616.31603,12/17/2014,,
85023,AZ,9.25,41033.48722,12/15/2014,,
85388,AZ,9.945,25860.17069,12/02/2014,,
85086,AZ,10.75,47687.56622,12/15/2014,,
85326,AZ,13,57668.68474,12/31/2014,,
86004,AZ,6.12,19644.63399,11/18/2014,,
85351,AZ,4.08,18099.0949,12/19/2014,,
86326,AZ,8.5,37492.64835,11/10/2014,,
85087,AZ,3.6,17114.08957,12/05/2014,,
85053,AZ,6.5,28834.34237,12/08/2014,,
85053,AZ,5.25,23157.22398,11/20/2014,,
86305,AZ,6.5,28834.34237,12/22/2014,,
85326,AZ,5.865,25869.92736,11/19/2014,,
85032,AZ,13,57668.68474,12/17/2014,,
85383,AZ,4.08,18099.0949,12/19/2014,,
85338,AZ,11,48519.89786,11/21/2014,,
85083,AZ,7.5,33081.74854,11/14/2014,,
86314,AZ,4.335,19230.28833,12/23/2014,,
85310,AZ,7.25,31979.02359,11/10/2014,,
85340,AZ,5.75,25507.30286,12/18/2014,,
85382,AZ,8.25,36597.43454,12/26/2014,,
85383,AZ,10,44108.99806,11/19/2014,,
85009,AZ,16.25,72085.85592,12/23/2014,,
85032,AZ,9,39698.09825,11/19/2014,,
86314,AZ,5.25,23289.27653,12/23/2014,,
85338,AZ,3.64,10384.39603,12/03/2014,,
85379,AZ,10.965,48365.51637,11/14/2014,,
85351,AZ,5.75,25362.67388,11/21/2014,,
85335,AZ,4.59,20361.48176,12/29/2014,,
85326,AZ,6.63,29411.02921,12/09/2014,,
85331,AZ,4,12259.63648,12/22/2014,,
85396,AZ,11,48796.57939,12/15/2014,,
85306,AZ,12.24,35772.73202,12/16/2014,,
85340,AZ,7.905,35066.99637,12/15/2014,,
85338,AZ,10.75,47417.17291,11/17/2014,,
86323,AZ,9.75,38729.76441,12/17/2014,,
85326,AZ,4.5,39869.78962,12/18/2014,,
85355,AZ,8.25,25031.47572,12/08/2014,,
85029,AZ,9,39924.47405,12/18/2014,,
86333,AZ,6.375,28119.48626,11/12/2014,,
85009,AZ,7.5,33270.39504,12/19/2014,,
85132,AZ,14.79,65609.21902,12/08/2014,,
85382,AZ,7.5,33270.39504,12/17/2014,,
85254,AZ,3.12,12003.95853,12/30/2014,,
85122,AZ,6.5,28670.84874,11/19/2014,,
85375,AZ,8,27676.39133,11/18/2014,,
85032,AZ,2.25,9924.524563,11/14/2014,,
85296,AZ,9.69,42741.61912,11/18/2014,,
85374,AZ,10.71,47240.73692,11/17/2014,,
86314,AZ,4,17744.21069,12/11/2014,,
85013,AZ,5.635,24997.15681,12/19/2014,,
85023,AZ,8.25,36597.43454,12/15/2014,,
86305,AZ,6.12,27148.64235,12/24/2014,,
85379,AZ,11.985,52864.63417,11/14/2014,,
86301,AZ,9.18,40492.06022,11/18/2014,,
85032,AZ,9.5,42142.50038,12/23/2014,,
86329,AZ,5.5,24398.2897,12/30/2014,,
85326,AZ,7.92,21638.86329,12/18/2014,,
85392,AZ,9,34480.22759,12/18/2014,,
85381,AZ,7,20397.60466,11/05/2014,,
85053,AZ,5.25,23289.27653,12/26/2014,,
85365,AZ,11,30512.98503,12/19/2014,,
85387,AZ,9.75,33421.62411,12/08/2014,,
85355,AZ,7,31052.3687,12/19/2014,,
85087,AZ,12.753,35286.78262,12/22/2014,,
85194,AZ,9.25,40800.8232,11/17/2014,,
85396,AZ,4.5,,02/27/2014,,
85260,AZ,4.335,19230.28833,12/04/2014,,
85374,AZ,6.12,18883.16721,12/24/2014,,
85310,AZ,3.445,21812.16173,12/24/2014,,
85024,AZ,4.5,19962.23702,12/03/2014,,
86301,AZ,7.395,32618.60406,11/07/2014,,
85259,AZ,9,39924.47405,12/08/2014,,
85388,AZ,9.945,44116.54382,12/18/2014,,
85373,AZ,6.25,27725.3292,12/23/2014,,
85024,AZ,8.75,38815.46088,12/15/2014,,
85053,AZ,10,44360.52672,12/19/2014,,
85379,AZ,7.905,34868.16296,11/24/2014,,
85335,AZ,7.5,26133.37838,11/18/2014,,
86315,AZ,9.18,38713.67363,12/15/2014,,
85395,AZ,8.415,22481.7133,12/15/2014,,
85355,AZ,9.81,36594.40996,12/31/2014,,
85382,AZ,4.5,19962.23702,12/11/2014,,
85053,AZ,6.75,29943.35554,12/17/2014,,
85379,AZ,6.63,29244.26571,11/06/2014,,
85032,AZ,6.25,27725.3292,12/18/2014,,
85355,AZ,5,22180.26336,12/08/2014,,
85029,AZ,5.5,22499.43852,11/20/2014,,
85006,AZ,8.16,36198.1898,12/16/2014,,
85382,AZ,7.65,33935.80294,12/18/2014,,
85373,AZ,12,53232.63206,12/18/2014,,
85323,AZ,11.22,49490.29582,11/10/2014,,
85382,AZ,9.156,36055.02628,12/23/2014,,
85260,AZ,33.66,149317.5329,12/04/2014,,
85331,AZ,3.22,21031.97226,11/19/2014,,
85388,AZ,7.14,31493.82461,11/07/2014,,
85122,AZ,12.75,56559.67157,12/05/2014,,
85379,AZ,9.945,44116.54382,12/03/2014,,
85338,AZ,6.5,28834.34237,12/22/2014,,
85379,AZ,10.965,48641.31755,12/05/2014,,
85373,AZ,4,17643.59922,11/19/2014,,
85379,AZ,9.435,41854.15696,12/03/2014,,
85387,AZ,10,44360.52672,12/22/2014,,
85308,AZ,12.15,39755.09749,12/31/2014,,
85306,AZ,9.75,43251.51355,12/03/2014,,
85308,AZ,5.7,24069.61852,12/05/2014,,
85029,AZ,9.18,40722.96353,12/19/2014,,
85387,AZ,8.67,38242.50131,11/14/2014,,
85338,AZ,5.61,24886.25549,12/04/2014,,
85260,AZ,6.25,44116.54382,12/18/2014,,
85029,AZ,8.5,37492.64835,11/26/2014,,
85258,AZ,8.37,26965.68543,12/22/2014,,
85259,AZ,11.76,34386.46556,12/31/2014,,
85326,AZ,8.75,38815.46088,12/03/2014,,
85373,AZ,10.5,46578.55306,12/19/2014,,
86001,AZ,4.08,14233.09516,12/05/2014,,
85085,AZ,9,39924.47405,12/22/2014,,
85373,AZ,2.75,12199.14485,12/02/2014,,
85379,AZ,7,20423.48568,12/18/2014,,
85050,AZ,7.92,24612.82092,11/21/2014,,
85029,AZ,6,26616.31603,12/22/2014,,
85326,AZ,3,10797.75548,12/31/2014,,
85382,AZ,3,13308.15802,12/17/2014,,
85335,AZ,9.18,36662.88648,12/08/2014,,
86301,AZ,5,22180.26336,12/22/2014,,
85335,AZ,3,13308.15802,12/15/2014,,
85262,AZ,6.63,29244.26571,11/19/2014,,
85020,AZ,9,39924.47405,12/11/2014,,
86322,AZ,8.75,38815.46088,12/22/2014,,
85335,AZ,4.845,21370.80956,11/21/2014,,
85338,AZ,10.5,46314.44796,11/19/2014,,
85388,AZ,11.22,49490.29582,11/14/2014,,
85308,AZ,8.5,37492.64835,11/26/2014,,
85306,AZ,5.25,23289.27653,12/30/2014,,
85338,AZ,9.18,40722.96353,12/22/2014,,
85022,AZ,8.67,30245.81367,12/30/2014,,
85306,AZ,7.5,33081.74854,11/24/2014,,
85382,AZ,6.5,28834.34237,12/10/2014,,
85377,AZ,3.24,6956.537145,12/01/2014,,
86301,AZ,4.75,21071.25019,12/26/2014,,
86324,AZ,9.18,22531.1148,12/24/2014,,
86314,AZ,6,26616.31603,12/15/2014,,
86326,AZ,3.06,13574.32118,12/11/2014,,
86326,AZ,5.5,24398.2897,12/19/2014,,
85122,AZ,6.25,27725.3292,12/30/2014,,
85388,AZ,7.395,30369.04516,11/14/2014,,
85308,AZ,8,35488.42138,12/15/2014,,
85335,AZ,5.1,22623.86863,12/15/2014,,
86334,AZ,6.5,16131.10063,12/15/2014,,
85338,AZ,10.5,46578.55306,12/09/2014,,
85122,AZ,8.16,36198.1898,12/03/2014,,
85307,AZ,8.75,37492.64835,11/07/2014,,
85259,AZ,19.32,69923.28024,12/29/2014,,
85340,AZ,9.18,40492.06022,11/24/2014,,
85379,AZ,5,22180.26336,12/22/2014,,
85379,AZ,10.2,45247.73725,12/02/2014,,
85326,AZ,9.18,40722.96353,12/17/2014,,
85382,AZ,15.3,67871.60588,12/30/2014,,
85361,AZ,10.71,47510.12412,12/19/2014,,
85374,AZ,13.005,57690.865,12/18/2014,,
85308,AZ,4.08,18099.0949,12/22/2014,,
85338,AZ,10,44360.52672,12/15/2014,,
86301,AZ,3.5,15526.18435,12/20/2014,,
86323,AZ,3.5,24650.33814,12/05/2014,,
85361,AZ,7.65,27693.067,12/24/2014,,
85379,AZ,11,48257.91865,10/22/2014,,
85051,AZ,10.25,45469.53989,12/04/2014,,
85383,AZ,4.08,18099.0949,12/15/2014,,
85006,AZ,7.25,32161.38187,12/15/2014,,
85085,AZ,8.5,37492.64835,11/19/2014,,
85053,AZ,6.25,27725.3292,12/19/2014,,
85254,AZ,10.71,47510.12412,12/11/2014,,
86315,AZ,6,26616.31603,12/03/2014,,
85338,AZ,10.5,46314.44796,11/26/2014,,
85132,AZ,7.25,32161.38187,12/11/2014,,
85050,AZ,8.75,38815.46088,12/08/2014,,
85024,AZ,6.54,23864.57191,11/10/2014,,
85340,AZ,8.925,39591.7701,12/04/2014,,
85379,AZ,6.375,28279.83578,12/09/2014,,
86322,AZ,7.848,28733.52299,12/08/2014,,
86314,AZ,2.805,12372.57395,11/18/2014,,
85132,AZ,15,66540.79008,12/30/2014,,
85388,AZ,9.69,42741.61912,11/14/2014,,
85308,AZ,6,18567.14887,12/05/2014,,
85024,AZ,6.75,29943.35554,12/19/2014,,
85373,AZ,14.5,63958.04718,11/21/2014,,
85363,AZ,8.16,27725.3292,12/22/2014,,
85379,AZ,5.25,23289.27653,12/16/2014,,
85326,AZ,6.885,30369.04516,11/19/2014,,
85338,AZ,11.5,51014.60573,12/04/2014,,
85388,AZ,5.355,23492.83222,10/31/2014,,
85375,AZ,6.375,28119.48626,11/24/2014,,
86305,AZ,4.75,20951.77408,11/22/2014,,
85335,AZ,4.59,20361.48176,12/05/2014,,
85395,AZ,9,27085.94226,11/07/2014,,
85326,AZ,5.1,22495.58901,11/12/2014,,
85379,AZ,6.375,28279.83578,12/02/2014,,
85024,AZ,4.5,19962.23702,12/19/2014,,
85382,AZ,12.24,54297.2847,12/05/2014,,
86315,AZ,14.79,65609.21902,12/30/2014,,
85016,AZ,7,53484.88215,12/18/2014,,
85014,AZ,3.825,16780.59444,10/21/2014,,
85326,AZ,12,53232.63206,12/03/2014,,
85374,AZ,14.025,61862.86977,11/26/2014,,
86315,AZ,9.18,40492.06022,11/06/2014,,
85027,AZ,6.12,26994.70681,11/19/2014,,
85379,AZ,8.415,37329.38323,12/12/2014,,
86336,AZ,3.06,13574.32118,12/22/2014,,
85363,AZ,8.415,48104.37073,10/31/2014,,
85375,AZ,9.156,34154.78263,12/15/2014,,
86324,AZ,6.885,30369.04516,11/20/2014,,
85388,AZ,6,26616.31603,12/16/2014,,
85338,AZ,6.75,30705.55004,12/22/2014,,
85083,AZ,9,42142.50038,12/15/2014,,
85338,AZ,3.825,16967.90147,12/02/2014,,
85029,AZ,5,22180.26336,12/03/2014,,
86334,AZ,4.08,18099.0949,12/05/2014,,
85086,AZ,15.25,72181.75531,12/16/2014,,
85260,AZ,5.1,22623.86863,12/11/2014,,
85308,AZ,7.5,44360.52672,12/22/2014,,
85355,AZ,12,52930.79767,11/21/2014,,
85338,AZ,2,8872.105344,12/03/2014,,
85340,AZ,10.965,48104.37073,10/31/2014,,
86323,AZ,6.75,29943.35554,12/19/2014,,
85027,AZ,9,39924.47405,12/05/2014,,
86314,AZ,9.945,43629.54555,10/21/2014,,
85023,AZ,4.5,40338.47874,12/26/2014,,
85340,AZ,7.75,29157.65168,11/19/2014,,
85326,AZ,4.59,20361.48176,12/09/2014,,
85345,AZ,15.3,67871.60588,12/03/2014,,
85050,AZ,8.25,36597.43454,12/23/2014,,
86314,AZ,5.75,25507.30286,12/08/2014,,
86314,AZ,5.25,23289.27653,12/22/2014,,
86315,AZ,6.25,27568.12379,11/05/2014,,
85225,AZ,5.5,24398.2897,12/03/2014,,
85086,AZ,7.5,33081.74854,11/20/2014,,
85022,AZ,5.94,37303.1702,12/09/2014,,
85323,AZ,4.5,19849.04913,11/26/2014,,
85355,AZ,9.75,43006.2731,11/21/2014,,
85032,AZ,11.475,50903.70441,12/04/2014,,
85395,AZ,4.08,11311.93431,12/12/2014,,
85373,AZ,8.5,37706.44771,12/19/2014,,
85086,AZ,5.88,22645.64561,12/22/2014,,
85083,AZ,5.25,23289.27653,12/19/2014,,
86335,AZ,6.375,28119.48626,11/19/2014,,
85340,AZ,8.5,37706.44771,12/23/2014,,
85020,AZ,7,31052.3687,12/17/2014,,
85032,AZ,4,17643.59922,11/19/2014,,
85375,AZ,6.75,29943.35554,12/19/2014,,
86315,AZ,7,31052.3687,12/11/2014,,
85378,AZ,4.75,21071.25019,12/23/2014,,
85304,AZ,3.22,21151.90569,12/19/2014,,
85053,AZ,6,52501.93791,11/18/2014,,
85373,AZ,7.5,32903.12636,10/21/2014,,
85266,AZ,8.25,31506.05591,12/18/2014,,
85383,AZ,4.08,18099.0949,12/30/2014,,
85541,AZ,7.14,31673.41608,12/18/2014,,
85335,AZ,7.14,31493.82461,11/10/2014,,
85388,AZ,5,22180.26336,12/22/2014,,
85381,AZ,8.75,38815.46088,12/18/2014,,
86326,AZ,5.75,16514.21427,12/18/2014,,
85254,AZ,10.92,47806.53309,12/16/2014,,
85085,AZ,9,39698.09825,11/26/2014,,
86336,AZ,5.5,10024.77229,11/19/2014,,
85338,AZ,4.5,19962.23702,12/12/2014,,
86314,AZ,7,31052.3687,12/03/2014,,
85379,AZ,9.75,43251.51355,12/12/2014,,
85388,AZ,7,31052.3687,12/16/2014,,
85388,AZ,9.435,41616.83967,11/24/2014,,
85132,AZ,5.75,25869.92736,11/20/2014,,
85308,AZ,8.25,36597.43454,12/15/2014,,
85086,AZ,10.64,29681.22515,12/05/2014,,
85331,AZ,11.76,13528.95246,12/08/2014,,
86314,AZ,4.59,20361.48176,12/03/2014,,
85023,AZ,2.5,11090.13168,12/19/2014,,
85086,AZ,8,35096.66811,10/31/2014,,
85383,AZ,3.75,16635.19752,12/29/2014,,
85351,AZ,6,26616.31603,12/10/2014,,
85260,AZ,6,45111.47528,11/25/2014,,
85395,AZ,8.415,23308.43221,12/15/2014,,
86325,AZ,9.18,40722.96353,12/03/2014,,
85308,AZ,11,48796.57939,12/08/2014,,
86326,AZ,4.845,21255.41963,10/20/2014,,
85379,AZ,6.375,28119.48626,11/20/2014,,
85388,AZ,4.59,20361.48176,12/03/2014,,
85382,AZ,5.5,24259.94893,11/26/2014,,
85087,AZ,9,39924.47405,12/03/2014,,
85374,AZ,5.355,23620.36846,11/19/2014,,
85083,AZ,7,31052.3687,12/15/2014,,
85050,AZ,11,48796.57939,12/03/2014,,
85373,AZ,8.5,37492.64835,11/07/2014,,
85374,AZ,4.86,26918.77417,12/19/2014,,
85383,AZ,6.25,27568.12379,11/04/2014,,
85132,AZ,11.475,50615.07527,11/26/2014,,
85388,AZ,3.06,13497.35341,11/19/2014,,
85086,AZ,10,44108.99806,11/05/2014,,
85338,AZ,5.5,24398.2897,12/19/2014,,
85387,AZ,4.25,18853.22386,12/01/2014,,
86325,AZ,5,22180.26336,12/17/2014,,
85029,AZ,6,26616.31603,12/18/2014,,
85331,AZ,7,60863.31978,11/14/2014,,
85254,AZ,10.5,46578.55306,12/02/2014,,
85345,AZ,11.22,49772.51098,12/18/2014,,
85083,AZ,11.5,42388.49967,12/12/2014,,
85395,AZ,6.25,27725.3292,12/08/2014,,
85083,AZ,4,11090.13168,12/26/2014,,
85365,AZ,9.36,34401.27924,11/06/2014,,
85338,AZ,9,34630.44846,12/19/2014,,
85379,AZ,6.75,29943.35554,12/17/2014,,
85355,AZ,13.26,58488.53142,11/05/2014,,
85364,AZ,10.92,33422.20886,12/18/2014,,
85032,AZ,7,28229.42609,12/29/2014,,
85032,AZ,3,13308.15802,12/19/2014,,
86314,AZ,4.5,19962.23702,12/16/2014,,
86327,AZ,5.1,22623.86863,12/15/2014,,
85308,AZ,5,22180.26336,12/04/2014,,
85379,AZ,3.57,15746.91231,11/05/2014,,
85086,AZ,12.495,46583.59402,12/31/2014,,
86315,AZ,3.825,16871.69176,11/20/2014,,
86325,AZ,7.65,33743.38351,11/13/2014,,
85351,AZ,4.08,18099.0949,12/03/2014,,
85085,AZ,7.25,32161.38187,12/09/2014,,
85262,AZ,7.25,32161.38187,12/15/2014,,
85351,AZ,8,35488.42138,12/03/2014,,
85014,AZ,6.25,27725.3292,12/03/2014,,
85331,AZ,6.25,27725.3292,12/10/2014,,
