Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=AZ
85268,AZ,2,17272,01/18/2006,,
85201,AZ,3.8,0.0,01/21/2009,,
85041,AZ,3.01,19146,06/01/2005,,
85262,AZ,9.24,56867,03/13/2007,,
85203,AZ,4.62,31776,02/03/2009,,
85213,AZ,2.67,19017,03/14/2005,,
85037,AZ,3.28,25419,07/13/2007,,
85242,AZ,3.01,18633,08/19/2005,,
85219,AZ,5.94,39388,09/17/2008,,
85297,AZ,4.4,28764,01/21/2008,,
85248,AZ,6.3,42736,02/20/2009,,
85226,AZ,2.94,0.0,09/17/2008,,
85248,AZ,3.08,22119.31,04/18/2008,,
85218,AZ,1.58,0.0,01/28/2008,,
85248,AZ,5.6,35791,11/16/2007,,
85263,AZ,3.06,21897,02/03/2006,,
85019,AZ,3.2,24963,03/27/2006,,
85296,AZ,4.6,40895,10/06/2008,,
85251,AZ,4.4,29370,10/17/2007,,
85226,AZ,3.6,0.0,07/07/2008,,
85219,AZ,2.6,18297,05/25/2007,,
85248,AZ,5.32,0.0,01/21/2009,,
85042,AZ,5.1,39150,11/29/2006,,
85213,AZ,8.4,50720,09/21/2007,,
85249,AZ,3,26154,05/12/2005,,
85248,AZ,6.3,41596,04/03/2009,,
85045,AZ,8.1,0.0,07/29/2008,,
85283,AZ,3.87,31278,03/06/2007,,
85249,AZ,4.31,31901,07/13/2007,,
85209,AZ,3.24,23121,10/06/2008,,
85257,AZ,6.12,38074,01/25/2006,,
85282,AZ,3.5,25520,02/04/2009,,
85242,AZ,7.49,45958,10/31/2007,,
85240,AZ,5.07,37525,04/03/2009,,
85225,AZ,10.8,72103,11/05/2008,,
85218,AZ,3.5,22862,03/03/2008,,
85263,AZ,1.04,7207,12/18/2007,,
85248,AZ,2.53,21050,04/02/2009,,
85268,AZ,4.86,32467,04/04/2008,,
85015,AZ,10.2,0.0,08/14/2008,,
85018,AZ,3.36,30350,05/25/2007,,
85296,AZ,6.45,22010,11/05/2008,,
85048,AZ,3.15,28752,07/13/2006,,
85234,AZ,8.61,54632.3,05/30/2008,,
85207,AZ,5.33,36195.67,02/03/2009,,
85282,AZ,7,50635,03/02/2009,,
85323,AZ,501.84,3278400,02/20/2009,,
85249,AZ,5.25,34705,11/29/2006,,
85215,AZ,43.2,350320,02/18/2009,,
85207,AZ,3.36,0.0,01/02/2008,,
85044,AZ,8.19,53672,03/02/2009,,
85250,AZ,1.4,13074,09/27/2006,,
85018,AZ,3.72,21371.9,06/12/2006,,
85204,AZ,48.38,381679.64,02/19/2009,,
85284,AZ,5.1,36975,10/12/2007,,
85215,AZ,7.65,55213.69,08/20/2008,,
85249,AZ,4.56,0.0,01/21/2009,,
85031,AZ,3.96,0.0,07/29/2008,,
85219,AZ,2,17368,05/02/2006,,
85048,AZ,6.08,0.0,11/05/2008,,
85224,AZ,5.61,32824.61,06/01/2007,,
85016,AZ,15.3,99534,05/30/2008,,
85208,AZ,4.58,29345,05/18/2007,,
85304,AZ,1.12,8879,11/16/2005,,
85226,AZ,3.6,26520,03/03/2009,,
85016,AZ,8,81464,08/02/2006,,
85249,AZ,5.78,44704,05/25/2007,,
85234,AZ,4.51,31744,04/21/2009,,
85019,AZ,4.8,45199,11/09/2006,,
85296,AZ,3.96,32281,12/15/2006,,
85248,AZ,2.6,18948,06/15/2007,,
85253,AZ,8.4,52484,09/17/2008,,
85233,AZ,5.76,39951,10/17/2007,,
85282,AZ,3.2,24262,04/21/2006,,
85218,AZ,5.74,37896.05,06/20/2008,,
85282,AZ,3.01,20659,03/17/2006,,
85042,AZ,2.6,18878,08/16/2007,,
85044,AZ,3.01,18808.2,07/25/2005,,
85218,AZ,1.98,21456,03/02/2009,,
85207,AZ,4.2,0.0,02/04/2009,,
85224,AZ,6.3,43482,08/02/2006,,
85044,AZ,2.62,18699,02/10/2005,,
85248,AZ,8.19,53072,04/03/2009,,
85224,AZ,3.44,26518,12/08/2006,,
85041,AZ,3.24,24402,03/02/2009,,
85297,AZ,2.24,14809,10/31/2007,,
85232,AZ,10.32,69127,10/28/2008,,
85208,AZ,8.64,68256,03/03/2009,,
85051,AZ,2.37,18111,03/14/2005,,
85208,AZ,6.88,43958.48,01/09/2007,,
85207,AZ,4.3,32030.24,03/02/2009,,
85037,AZ,3.06,23331,04/14/2006,,
85283,AZ,8.32,51650,03/02/2009,,
85018,AZ,18.63,160218,09/24/2008,,
85304,AZ,3.01,19975,01/09/2006,,
85219,AZ,3.06,20957,03/06/2006,,
85203,AZ,6.83,45000,04/02/2009,,
85043,AZ,5.74,38241.05,05/30/2008,,
85283,AZ,2,17102,01/09/2006,,
85281,AZ,3.4,0.0,03/26/2007,,
85219,AZ,3.01,23774,02/23/2007,,
85048,AZ,3.06,23928,11/09/2006,,
85268,AZ,5.28,37938,10/16/2006,,
85242,AZ,1.05,0.0,09/17/2008,,
85213,AZ,10.5,75600,04/22/2008,,
85249,AZ,3.87,26346,05/18/2007,,
85268,AZ,7.2,46770,06/06/2008,,
85041,AZ,3.01,20475,01/09/2006,,
85268,AZ,2.15,17515,03/30/2007,,
85257,AZ,1.92,19374,04/24/2007,,
85218,AZ,4.51,31095.05,08/20/2008,,
85045,AZ,8.8,55060,08/16/2007,,
85339,AZ,7.2,44915,07/20/2007,,
85282,AZ,2.85,29573.48,05/24/2006,,
85213,AZ,5.04,0.0,02/04/2009,,
85296,AZ,5.04,0.0,02/04/2009,,
85257,AZ,5.08,40835,08/02/2006,,
85218,AZ,6.88,43983,03/26/2007,,
85018,AZ,3.28,24099,02/03/2009,,
85281,AZ,4.95,0.0,06/10/2008,,
85253,AZ,11.07,73019.57,01/28/2009,,
85201,AZ,5.28,44893,12/15/2006,,
85282,AZ,4.2,31293,06/12/2006,,
85298,AZ,3.08,23978.06,06/20/2008,,
85206,AZ,6.15,39998.49,09/17/2008,,
85251,AZ,5.1,33813,08/30/2007,,
85240,AZ,4.03,28697,04/03/2009,,
85242,AZ,2.99,25564,11/16/2007,,
85209,AZ,5.46,37481.9,04/02/2009,,
85212,AZ,7.4,0.0,01/21/2009,,
85282,AZ,5.88,42986,04/02/2009,,
85210,AZ,3.01,18684,06/28/2005,,
85205,AZ,8,51400.32,07/29/2008,,
85284,AZ,3.85,27557.7,07/29/2008,,
85040,AZ,3.04,22400,03/02/2009,,
85208,AZ,6.15,38961,07/25/2008,,
85282,AZ,2.45,18704,02/25/2005,,
85018,AZ,2.51,19294,02/28/2005,,
85018,AZ,8.19,53087,04/03/2009,,
85286,AZ,8.61,55270.23,09/17/2008,,
85042,AZ,4.86,37271,01/02/2008,,
85302,AZ,7.6,0.0,01/21/2009,,
85253,AZ,3.6,32626.2,01/09/2009,,
85013,AZ,2.03,17578,04/03/2009,,
85258,AZ,8.61,54104.78,07/07/2008,,
85207,AZ,3,45107,12/15/2006,,
85044,AZ,9.03,59155,01/04/2007,,
85219,AZ,4.62,32993,03/02/2009,,
85042,AZ,4.2,36400,07/11/2008,,
85392,AZ,9.88,0.0,11/05/2008,,
85240,AZ,2.99,28435,04/02/2009,,
85206,AZ,2.16,20864,10/28/2008,,
85240,AZ,4.03,35764,04/02/2009,,
85284,AZ,2,13723,02/28/2005,,
85048,AZ,3,19600,01/09/2007,,
85257,AZ,2.52,19410,01/21/2009,,
85048,AZ,3.2,23150,06/06/2006,,
85207,AZ,2.08,15880,10/12/2007,,
85249,AZ,3.06,25560,03/06/2007,,
85282,AZ,3.06,19711,04/14/2006,,
85298,AZ,8.19,53122,02/03/2009,,
85248,AZ,6.3,0.0,02/03/2009,,
85243,AZ,6.88,45207,05/18/2007,,
85268,AZ,4.51,36318,11/29/2006,,
85248,AZ,9.03,60460,05/25/2007,,
85224,AZ,7.2,51120,11/05/2008,,
85207,AZ,3.87,0.0,03/18/2008,,
85225,AZ,4.4,29351,03/30/2007,,
85219,AZ,4.3,31591,06/06/2008,,
85268,AZ,7.8,0.0,10/28/2008,,
85224,AZ,3.01,18407,09/14/2005,,
85282,AZ,3.36,25000,03/02/2009,,
85218,AZ,4.08,31750,12/08/2006,,
85220,AZ,2.27,0.0,03/10/2008,,
85381,AZ,6.3,43806,12/28/2006,,
85224,AZ,2.7,18837.38,02/13/2009,,
85224,AZ,3.01,19980,02/09/2006,,
85213,AZ,5.61,0.0,07/25/2007,,
85207,AZ,8.16,56867,03/14/2008,,
85219,AZ,3.4,25490,04/18/2008,,
85302,AZ,2.99,20089,03/03/2005,,
85262,AZ,5.6,36568.03,03/18/2008,,
85018,AZ,2.66,0.0,01/21/2009,,
85218,AZ,8.55,0.0,01/21/2009,,
85044,AZ,3.87,26927,04/16/2007,,
85268,AZ,4.08,24687,04/02/2009,,
85224,AZ,6.15,40948,02/13/2009,,
85268,AZ,6.8,51959,06/12/2006,,
85018,AZ,3.33,27912,06/01/2007,,
85242,AZ,3.63,27573,09/27/2006,,
85249,AZ,3.4,24800,04/18/2008,,
85207,AZ,3.06,24933.6,10/20/2006,,
85297,AZ,7.38,65094,01/18/2008,,
85248,AZ,5.28,33226,06/15/2007,,
85248,AZ,3.15,27800,02/04/2009,,
85240,AZ,4.03,28641,04/03/2009,,
85207,AZ,5.04,0.0,09/17/2008,,
85044,AZ,3.06,20047,01/31/2006,,
85212,AZ,9.1,39568,08/24/2006,,
85283,AZ,2.96,21946,11/28/2005,,
85381,AZ,3.01,20439.01,02/09/2006,,
85218,AZ,6.15,40353.25,02/03/2009,,
85242,AZ,6.4,70776,05/19/2008,,
85226,AZ,4.4,29323,05/25/2007,,
85213,AZ,2.52,19771,03/02/2009,,
85305,AZ,4.68,29429,02/03/2005,,
85205,AZ,8.4,52428,01/11/2008,,
85018,AZ,8.68,63699,03/17/2009,,
85345,AZ,6.3,41120,04/03/2009,,
85283,AZ,3.2,27057,06/06/2006,,
85218,AZ,7,54440,07/20/2007,,
85207,AZ,3.87,23955,03/06/2007,,
85302,AZ,3.06,21499,05/24/2006,,
85044,AZ,4.2,31080,12/29/2008,,
85283,AZ,4.1,28666,09/05/2008,,
85286,AZ,8.61,54255.96,04/18/2008,,
85018,AZ,4.32,28449.9,05/19/2008,,
85242,AZ,6,39921.43,04/18/2008,,
85234,AZ,3.01,20439,02/09/2006,,
85242,AZ,2.16,0.0,08/20/2008,,
85268,AZ,3.74,27057,05/25/2007,,
85226,AZ,8.64,57224.35,04/21/2009,,
85018,AZ,2.97,25092,02/03/2006,,
85242,AZ,3.2,24356,04/14/2006,,
85208,AZ,8.55,0.0,12/29/2008,,
85297,AZ,4.2,27117,05/19/2008,,
85206,AZ,2.6,21313,10/24/2006,,
85302,AZ,6.96,40976.17687,05/17/2013,,
85212,AZ,6.75,30852.90622,11/18/2013,,
85120,AZ,3.91,29376.03021,03/16/2012,,
85901,AZ,19.35,151227.7816,06/08/2011,,
85215,AZ,4.5,21718.21438,05/22/2014,,
85035,AZ,11.76,56622.99059,10/16/2013,,
85120,AZ,8.25,36248.55234,04/29/2014,,
85140,AZ,6.86,33023.00793,07/09/2013,,
85209,AZ,5.5,27828.35123,03/07/2013,,
85375,AZ,5.59,46743.41957,07/19/2011,,
85032,AZ,5.85,43463.37433,06/12/2009,,
85383,AZ,4.03,30409.39135,01/15/2009,,
85205,AZ,10.08,21323.11032,06/05/2013,,
85395,AZ,4.356,26410.20704,02/04/2010,,
85382,AZ,11,48796.57939,12/29/2014,,
85212,AZ,6.885,30129.18647,09/03/2014,,
85142,AZ,5.89,46969.7272,06/26/2012,,
85326,AZ,2.115,11808.32417,08/05/2011,,
85305,AZ,7,31998.35228,12/26/2013,,
85284,AZ,9.75,44403.93988,01/14/2014,,
85043,AZ,2.75,8281.999586,08/09/2013,,
85203,AZ,6,27325.50146,01/06/2014,,
85224,AZ,4,17504.24777,09/25/2014,,
85119,AZ,4.9,16526.81985,11/14/2012,,
85020,AZ,7.56,49682.45058,12/28/2009,,
85033,AZ,7,31762.29763,02/21/2014,,
85120,AZ,3.5,20314.67076,11/11/2013,,
85041,AZ,5.38,26411.9706,08/20/2013,,
85043,AZ,5.17,27324.45776,12/16/2010,,
85143,AZ,7.5,33061.8681,03/10/2014,,
85207,AZ,4.23,18696.30924,09/16/2013,,
85016,AZ,3.06,10964.313,08/06/2014,,
85234,AZ,11.22,49223.07703,10/09/2014,,
85339,AZ,6,28161.53342,05/02/2014,,
85118,AZ,5.1,12935.64041,04/24/2014,,
85249,AZ,6.615,31850.43221,10/03/2013,,
85248,AZ,3.36,22234.94605,04/26/2013,,
85750,AZ,8.97,54665.47205,06/02/2010,,
85387,AZ,8.19,54505.43117,06/25/2009,,
85295,AZ,6.885,16475.19799,11/01/2013,,
85716,AZ,3.78,29507.89947,06/18/2009,,
85387,AZ,2.94,38059.1966,10/27/2009,,
85021,AZ,3,29966.99974,07/01/2009,,
85043,AZ,8.75,38595.3733,11/19/2014,,
85395,AZ,8.82,75289.89752,02/01/2011,,
85901,AZ,2.76,17265.89894,07/01/2011,,
85086,AZ,2.585,21568.05786,10/07/2011,,
85297,AZ,12,54854.31819,12/23/2013,,
85119,AZ,2,8756.943253,05/27/2014,,
85045,AZ,9.555,45941.06851,08/26/2013,,
86301,AZ,3.92,19783.17529,12/28/2010,,
85297,AZ,16.5,74389.20323,03/04/2014,,
85016,AZ,7.92,38140.70988,06/24/2013,,
85249,AZ,9.5,41878.36627,03/07/2014,,
86305,AZ,11.04,83687.3035,12/29/2009,,
85263,AZ,11.28,70122.42379,12/20/2012,,
85262,AZ,5.06,30635.28836,06/01/2011,,
85032,AZ,5.06,25616.13985,10/31/2011,,
85207,AZ,9,41140.73864,12/19/2013,,
85140,AZ,6.75,29511.26632,07/22/2014,,
85143,AZ,8.82,42554.15658,11/06/2013,,
85295,AZ,4,17643.59922,11/03/2014,,
85248,AZ,4.68,16408.03153,07/26/2013,,
85326,AZ,3.33,21886.13655,05/25/2011,,
85204,AZ,6.63,29086.3637,10/01/2014,,
85282,AZ,2.59,16061.51534,08/04/2011,,
85395,AZ,6.3,42235.58283,08/13/2009,,
85120,AZ,11.5,50725.34776,11/13/2014,,
85143,AZ,3.675,17694.68456,10/30/2013,,
85118,AZ,6.28,28094.52537,04/22/2014,,
85331,AZ,9.66,49844.8157,01/25/2011,,
85295,AZ,2.25,9712.599699,06/24/2013,,
85375,AZ,5.17,43136.11572,10/07/2011,,
85286,AZ,5.72,14443.98083,05/23/2014,,
85140,AZ,7.5,34156.87683,01/07/2014,,
85209,AZ,7,31995.60645,11/21/2013,,
85374,AZ,6.88,45537.75563,05/12/2010,,
85710,AZ,106.2,530853.5504,11/04/2013,,
85284,AZ,5,13915.76463,01/10/2014,,
85142,AZ,9.84,49631.58723,06/03/2013,,
85013,AZ,5.5,25141.5625,12/09/2013,,
85207,AZ,6.5,32020.99979,11/14/2013,,
85140,AZ,7.92,38140.70988,06/12/2013,,
85207,AZ,3.924,18836.60795,03/06/2013,,
85298,AZ,8,35150.11136,04/08/2014,,
85747,AZ,1.52,12658.23275,06/06/2008,,
85381,AZ,8.64,41707.89431,05/03/2013,,
85202,AZ,9.75,50722.22953,12/10/2014,,
85234,AZ,10.2,44635.8318,09/05/2014,,
85257,AZ,4.25,18673.49666,04/14/2014,,
85086,AZ,8.93,84201.34322,05/19/2011,,
85140,AZ,5.88,28305.43537,07/01/2013,,
85205,AZ,5,18676.01393,10/17/2014,,
85224,AZ,1.15,14827.85713,06/02/2011,,
85383,AZ,7.56,65161.34665,12/21/2010,,
85208,AZ,13.475,61368.52203,01/08/2014,,
85142,AZ,6.24,27208.13611,07/13/2011,,
85255,AZ,3.22,30307.61141,10/15/2010,,
85250,AZ,6.24,24921.18478,03/06/2013,,
85248,AZ,3.36,28207.13652,12/20/2012,,
85297,AZ,5,22667.8275,04/04/2014,,
85142,AZ,6.37,30733.55753,11/26/2013,,
85901,AZ,6.9,43400.19155,02/18/2011,,
85043,AZ,10.71,46985.66444,10/27/2014,,
85206,AZ,12,54651.00292,01/17/2014,,
85051,AZ,9.36,29674.24283,01/07/2013,,
85295,AZ,3.825,16967.90147,12/11/2014,,
85339,AZ,3,8609.346796,05/13/2013,,
85282,AZ,6.72,33976.07998,05/16/2013,,
85122,AZ,8.19,69912.04769,02/24/2011,,
85142,AZ,15.75,68960.92812,05/23/2014,,
85301,AZ,19.32,181876.5776,05/25/2011,,
85719,AZ,72.351,377342.8548,12/20/2013,,
85295,AZ,9.555,45941.06851,08/09/2013,,
85234,AZ,9.75,44565.30899,11/12/2013,,
85743,AZ,4.23,26270.81682,12/21/2010,,
85249,AZ,6.86,38445.73344,07/03/2013,,
85388,AZ,8.28,61008.68167,04/22/2011,,
85085,AZ,5.16,35062.84707,01/21/2010,,
85018,AZ,3.6,14690.74618,08/28/2014,,
85387,AZ,4.935,32128.59665,05/21/2010,,
85301,AZ,5.06,42776.40814,03/30/2011,,
85140,AZ,7.26,37131.09786,01/17/2013,,
85207,AZ,7.5,32953.2294,04/04/2014,,
85283,AZ,11.445,41081.04885,10/24/2014,,
85718,AZ,5.76,31779.31652,11/18/2010,,
85032,AZ,9.66,65779.88954,08/15/2011,,
85345,AZ,5.88,26878.61591,12/03/2013,,
85323,AZ,4.08,17996.47121,11/17/2014,,
85297,AZ,3.22,19594.12033,09/13/2013,,
85140,AZ,5.72,29035.50735,02/19/2013,,
85282,AZ,5.88,28305.43537,07/09/2013,,
85323,AZ,5.39,32670.91658,03/25/2013,,
85019,AZ,4.14,32455.34132,05/12/2014,,
85296,AZ,13.5,61711.10796,12/10/2013,,
85209,AZ,5.06,42609.23799,04/06/2011,,
85296,AZ,9.75,44569.13353,12/26/2013,,
85298,AZ,9.36,28058.08055,10/04/2013,,
86351,AZ,6.3,47734.48798,10/11/2010,,
85353,AZ,4.6,33986.9307,05/16/2014,,
85021,AZ,8.19,46001.15437,01/04/2010,,
85383,AZ,8.19,49966.47445,01/08/2010,,
85043,AZ,8.5,38855.14205,12/02/2013,,
85260,AZ,16.2,83959.68358,12/17/2010,,
85041,AZ,5.95,36103.28099,04/22/2013,,
85234,AZ,3.36,22452.2939,01/18/2013,,
85140,AZ,2.5,11385.62561,01/28/2014,,
85204,AZ,4.14,21996.39985,10/09/2013,,
85042,AZ,5.035,14976.93166,02/07/2014,,
85337,AZ,10.34,86224.80111,08/17/2011,,
85396,AZ,8.19,68545.22538,06/03/2011,,
85233,AZ,5.25,23909.81378,01/23/2014,,
85251,AZ,6.24,31914.33205,01/14/2013,,
85142,AZ,8.82,42554.15658,11/11/2013,,
85204,AZ,8.25,37572.56451,01/24/2014,,
85043,AZ,8.25,36193.43899,10/15/2014,,
85226,AZ,7.92,23648.51824,08/20/2014,,
85225,AZ,3.92,18874.3302,10/02/2013,,
85203,AZ,7.245,24138.70577,09/05/2014,,
85120,AZ,9.75,43006.2731,11/04/2014,,
85297,AZ,6.24,31914.33205,01/23/2013,,
85048,AZ,13.44,68002.371,03/04/2013,,
85323,AZ,10.32,49698.50075,06/24/2013,,
85297,AZ,11.22,49099.41498,09/18/2014,,
85024,AZ,147.78,594252.2015,12/20/2012,,
85083,AZ,8.82,75661.17948,01/07/2011,,
85140,AZ,6.125,26778.74166,07/21/2014,,
85202,AZ,5,18190.50203,08/06/2013,,
85043,AZ,6.125,27938.97562,10/24/2013,,
85213,AZ,9.555,45941.06851,08/14/2013,,
85142,AZ,10.045,45913.69526,11/12/2013,,
85253,AZ,8.39,69530.39429,09/09/2008,,
85205,AZ,8.75,45017.45924,10/28/2014,,
85338,AZ,2.07,11449.09686,12/13/2010,,
85015,AZ,9.02,43619.79229,04/24/2013,,
85014,AZ,12.69,70372.17104,02/07/2012,,
85140,AZ,7.59,50775.39669,01/22/2014,,
86305,AZ,4.2,50004.22865,11/10/2009,,
85351,AZ,2.8,21809.68567,05/06/2010,,
85541,AZ,4.8,36275.11299,01/05/2010,,
85379,AZ,3.74,27152.98328,06/04/2010,,
85118,AZ,4.75,21713.16762,12/31/2013,,
85234,AZ,5.635,27061.97746,09/06/2013,,
85087,AZ,4.032,34800.14764,11/24/2010,,
85212,AZ,8.5,37217.00883,05/08/2014,,
85201,AZ,10,43870.83514,10/30/2014,,
85306,AZ,31.5,128236.1078,06/10/2011,,
85295,AZ,11,48257.91865,10/02/2014,,
85033,AZ,6.28,21136.52207,06/06/2014,,
85203,AZ,5.76,30755.39166,11/26/2012,,
85119,AZ,7.92,22122.67646,11/22/2013,,
85206,AZ,4.41,21229.07653,07/23/2013,,
85208,AZ,2.45,11796.45637,10/02/2013,,
85296,AZ,7.5,32953.2294,04/02/2014,,
85298,AZ,2.5,6138.515086,06/24/2013,,
85396,AZ,1.84,11394.8207,01/04/2011,,
85234,AZ,6.72,44539.80548,02/01/2013,,
85086,AZ,12.22,103036.3842,03/12/2012,,
85260,AZ,9.66,44531.19217,12/23/2011,,
85249,AZ,9,39483.75163,10/28/2014,,
85207,AZ,7.848,30074.31686,11/07/2014,,
86004,AZ,4.23,,11/15/2010,,
85205,AZ,5.5,19644.1635,10/09/2014,,
85303,AZ,8.5,37290.20987,10/28/2014,,
85257,AZ,4.5,22196.57434,03/14/2013,,
85614,AZ,2.205,18093.43811,02/23/2012,,
85351,AZ,5.425,35353.18423,06/18/2010,,
85032,AZ,6.15,60717.87203,06/03/2010,,
85268,AZ,2.94,14207.5137,05/13/2013,,
85339,AZ,3,8615.708391,03/12/2013,,
85268,AZ,3.22,21580.62366,08/08/2013,,
85383,AZ,2.99,23195.37862,11/06/2009,,
85249,AZ,9.81,41352.03594,11/11/2013,,
85206,AZ,5,22687.35545,02/14/2014,,
85339,AZ,10.08,38879.48923,09/25/2012,,
85205,AZ,5.25,23067.26058,04/15/2014,,
85374,AZ,6.3,43128.31714,10/16/2009,,
86322,AZ,5.46,33472.86242,01/12/2010,,
85022,AZ,8.16,42353.69591,09/09/2011,,
85226,AZ,9.165,56729.24045,06/12/2012,,
85017,AZ,7.35,35298.23147,09/11/2013,,
85396,AZ,3.04,23454.78835,09/17/2010,,
85215,AZ,10.92,72180.03096,06/06/2014,,
85086,AZ,4.95,25863.36489,08/05/2011,,
85140,AZ,8.085,36958.09688,12/17/2013,,
85132,AZ,3.36,19897.23562,03/21/2011,,
85207,AZ,7.84,37846.05224,05/08/2013,,
85392,AZ,9.69,42404.04021,09/10/2014,,
85396,AZ,2.7,14674.38868,10/07/2011,,
85224,AZ,6.867,24049.59751,08/06/2014,,
85209,AZ,4.75,20870.37862,04/10/2014,,
85373,AZ,6.66,53736.6682,07/07/2011,,
85204,AZ,4.6,21631.17791,08/26/2011,,
85339,AZ,3,7974.192552,12/23/2013,,
85132,AZ,7.14,31323.77629,10/06/2014,,
85043,AZ,31.185,331333.3856,05/23/2011,,
85295,AZ,5.5,18374.22381,01/27/2014,,
85396,AZ,6.58,55084.5734,11/17/2011,,
85298,AZ,9.156,38052.75809,10/29/2013,,
85037,AZ,3.5,12074.45031,10/28/2014,,
85042,AZ,6.72,32310.20203,08/21/2013,,
85286,AZ,6.75,30855.55398,12/19/2013,,
85383,AZ,2.99,20789.73022,05/24/2010,,
85701,AZ,7.59,81554.08847,03/15/2011,,
85142,AZ,7,18973.07147,04/25/2014,,
85234,AZ,4.41,20158.96194,12/09/2013,,
85143,AZ,5,14620.02512,09/18/2014,,
85339,AZ,3,7973.508274,11/11/2013,,
85249,AZ,10.34,42605.57823,05/07/2012,,
85295,AZ,2.94,13376.17192,09/30/2013,,
85339,AZ,2.75,8315.135407,05/22/2013,,
85297,AZ,2.205,9806.474889,10/26/2012,,
85704,AZ,3.78,26830.01429,10/29/2009,,
85212,AZ,17.5,77190.7466,11/03/2014,,
85255,AZ,478.56,2606793.727,09/25/2012,,
85249,AZ,10.335,25642.95901,01/09/2014,,
85255,AZ,8.19,56371.02084,01/13/2010,,
85298,AZ,6.384,33439.50227,07/27/2011,,
85048,AZ,7.26,58097.24607,10/30/2013,,
85224,AZ,11.76,34431.25736,09/23/2013,,
85339,AZ,3,7463.303909,05/20/2014,,
85040,AZ,3.92,18923.02612,05/17/2013,,
85209,AZ,5.06,21746.90782,01/07/2011,,
85295,AZ,9,39406.24464,05/09/2014,,
85263,AZ,8.46,45425.1037,11/16/2012,,
85122,AZ,5,49090.70303,12/15/2010,,
85396,AZ,2.115,12087.7,02/28/2011,,
85119,AZ,3.22,27231.18684,07/30/2013,,
85614,AZ,6.3,40942.3543,06/03/2010,,
85286,AZ,8,37495.63884,05/07/2014,,
85086,AZ,10.92,90490.52585,06/16/2009,,
85310,AZ,3.28,25837.09799,03/16/2010,,
85008,AZ,4.9,23643.22696,12/19/2013,,
85338,AZ,2.025,11473.59575,10/27/2010,,
85209,AZ,6,29830.8219,03/26/2014,,
85233,AZ,11.515,55453.31746,06/13/2013,,
85043,AZ,8.415,36824.56124,09/18/2014,,
85374,AZ,7.755,38935.55985,07/29/2011,,
85019,AZ,13,57032.08568,10/23/2014,,
85119,AZ,6.885,27878.57466,12/05/2014,,
85296,AZ,4.8,23932.66493,01/22/2013,,
85302,AZ,9.065,41434.31035,11/20/2013,,
85248,AZ,7.84,46565.91604,10/26/2012,,
85633,AZ,320.16,1395867.534,08/19/2013,,
85248,AZ,6,19229.05658,01/29/2014,,
85374,AZ,10.56,88621.79304,12/05/2011,,
85203,AZ,8.25,36248.55234,04/22/2014,,
85383,AZ,2.07,12205.16929,12/02/2010,,
85234,AZ,24,65465.3917,09/13/2013,,
85339,AZ,3,6890.220692,04/09/2014,,
85395,AZ,8.19,50917.07029,10/19/2009,,
85086,AZ,8.19,52394.36373,10/08/2009,,
85340,AZ,7.36,58979.56404,05/06/2010,,
85257,AZ,3.36,23472.1104,02/26/2013,,
85225,AZ,5.04,42136.50197,05/05/2011,,
85737,AZ,11.2,60615.22283,10/07/2010,,
85045,AZ,9.69,42435.95217,08/28/2014,,
85375,AZ,6.11,50979.04585,10/04/2011,,
85282,AZ,4.905,19390.78945,10/01/2013,,
85365,AZ,2.795,13445.54594,06/30/2011,,
85353,AZ,16.25,71150.16393,05/20/2014,,
85027,AZ,8.28,43016.20108,12/23/2010,,
85201,AZ,10.5,47997.52842,12/23/2013,,
85140,AZ,6.75,30331.94979,04/28/2014,,
85282,AZ,4.2,35159.18579,12/22/2011,,
85210,AZ,8.82,40232.12489,10/21/2013,,
85304,AZ,8.085,36498.28697,06/17/2013,,
85033,AZ,5,22854.00461,11/07/2013,,
85248,AZ,6.45,34798.71335,08/02/2011,,
85282,AZ,14,61208.55236,07/31/2014,,
85298,AZ,16.66,80102.37586,08/19/2013,,
85268,AZ,5.17,29219.62575,08/23/2012,,
85375,AZ,5.04,29833.47988,05/20/2010,,
85266,AZ,6.3,33323.35247,12/16/2010,,
85283,AZ,17.595,77609.78208,11/25/2014,,
85024,AZ,5.74,57759.3066,05/15/2009,,
85143,AZ,2.3,11688.9461,07/14/2011,,
85298,AZ,8.06,17318.35932,08/13/2014,,
85207,AZ,34.25,149962.6532,05/09/2014,,
85374,AZ,5.17,28485.2534,02/03/2011,,
85208,AZ,4.23,33805.52173,11/07/2013,,
85041,AZ,11.76,56633.17528,06/10/2013,,
85041,AZ,4.14,36356.55954,05/21/2014,,
85339,AZ,5.88,19040.04349,03/12/2013,,
85203,AZ,7.5,36677.89131,02/14/2014,,
85295,AZ,14.4,72805.88568,05/28/2013,,
85295,AZ,2.34,9848.579468,01/09/2013,,
85202,AZ,3.36,28445.25607,04/25/2013,,
85624,AZ,40.221,148621.0618,04/16/2014,,
85212,AZ,3.924,18837.1368,03/28/2013,,
85226,AZ,10.71,46985.66444,10/30/2014,,
85308,AZ,142.14,840370.396,07/02/2010,,
85205,AZ,4.32,37109.25343,05/21/2013,,
85201,AZ,5.28,44898.73432,02/12/2013,,
85044,AZ,4,17632.99632,03/06/2014,,
85043,AZ,4.5,20568.60415,11/13/2013,,
