Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=HI
96719,HI,4.56,,08/08/2008,,
96719,HI,5.25,,08/01/2008,,
96719,HI,24.0,,03/12/2008,,
96719,HI,6.0,,05/07/2007,,
96719,HI,2.0,,12/12/2006,,
96719,HI,4.0,,11/01/2006,,
96719,HI,6.0,,05/23/2005,,
96701,HI,2.0,,12/23/2009,,
96701,HI,5.0,,12/04/2009,,
96701,HI,2.2,,11/23/2009,,
96704,HI,2.16,,12/10/2009,,
96704,HI,2.76,,12/09/2009,,
96704,HI,4.6,,12/01/2009,,
96704,HI,2.1,,11/07/2009,,
96704,HI,4.0,,08/04/2009,,
96704,HI,1.8,,07/15/2009,,
96704,HI,7.0,,06/05/2009,,
96704,HI,3.7,,03/27/2009,,
96704,HI,4.05,,02/23/2009,,
96704,HI,100.0,,11/15/2008,,
96704,HI,4.0,,04/30/2008,,
96704,HI,1.8,,04/10/2008,,
96704,HI,3.8,,02/27/2008,,
96704,HI,2.0,,12/13/2006,,
96704,HI,1.7,,10/04/2006,,
96704,HI,5.0,,07/05/2002,,
96795,HI,9.28,,12/07/2007,,
96791,HI,19.95,,02/21/2008,,
96789,HI,50.0,,05/13/2008,,
96707,HI,17.1,,02/21/2008,,
96707,HI,45.0,,02/19/2008,,
96707,HI,1500.0,,02/11/2008,,
96707,HI,800.0,,01/24/2008,,
96744,HI,0.69,,02/16/2006,,
96744,HI,1.0,,09/12/2002,,
96819,HI,154.0,,10/29/2008,,
96819,HI,103.0,,09/23/2008,,
96734,HI,7.5,,02/19/2008,,
96734,HI,1.89,,05/14/2007,,
96734,HI,1.89,,05/14/2007,,
96822,HI,87.0,,08/04/2008,,
96822,HI,218.0,,06/10/2008,,
96822,HI,10.0,,02/21/2008,,
96822,HI,34.5,,02/19/2008,,
96822,HI,283.0,,02/01/2008,,
96822,HI,93.0,,02/01/2008,,
96822,HI,50.0,,01/15/2008,,
96822,HI,1.5,,01/11/2008,,
96822,HI,14.0,,01/11/2008,,
96819,HI,23.1,,07/26/2007,,
96825,HI,45.0,,12/07/2007,,
96712,HI,34.0,,10/09/2008,,
96708,HI,7.34,,11/16/2009,,
96746,HI,4.8,26858.42,12/31/2007,,
96768,HI,3.6,,10/07/2008,,
96768,HI,2.4,,02/04/2009,,
96761,HI,3.22,,12/31/2009,,
96708,HI,4.93,,08/27/2008,,
96753,HI,2.04,,01/10/2008,,
96753,HI,7.2,,03/16/2009,,
96732,HI,5.04,,10/06/2009,,
96732,HI,7.78,,12/15/2008,,
96748,HI,20.3,,08/27/2007,,
96779,HI,2.45,,01/13/2005,,
96768,HI,1.84,,11/25/2009,,
96779,HI,1.98,,06/17/2005,,
96763,HI,7.68,,03/12/2009,,
96732,HI,1.61,,12/24/2009,,
96753,HI,29.4,,06/30/2009,,
96753,HI,7.14,,01/27/2009,,
96761,HI,2,,03/11/2008,,
96753,HI,2.88,,05/13/2009,,
96768,HI,1.4,,10/29/2007,,
96779,HI,3.06,,09/06/2006,,
96708,HI,2,,12/02/2005,,
96753,HI,5.63,,02/09/2009,,
96732,HI,3.4,,03/18/2009,,
96753,HI,3.6,,07/01/2008,,
96790,HI,5.44,,12/23/2008,,
96753,HI,3.6,,02/02/2009,,
96761,HI,2.2,,08/29/2007,,
96753,HI,101.01,,07/02/2009,,
96708,HI,2.34,,03/31/2008,,
96790,HI,8.91,,10/29/2009,,
96761,HI,9.91,,02/01/2008,,
96757,HI,4.2,,12/18/2007,,
96708,HI,1.36,,12/28/2006,,
96732,HI,49.98,,08/20/2008,,
96779,HI,7.01,,02/14/2007,,
96761,HI,1.72,,12/30/2009,,
96763,HI,4.68,,09/03/2009,,
96761,HI,7.43,,10/19/2009,,
96732,HI,1.8,,01/07/2010,,
96708,HI,2.1,,04/24/2009,,
96790,HI,3.24,,09/24/2009,,
96761,HI,2.28,,10/26/2009,,
96753,HI,8.96,,10/21/2009,,
96732,HI,20.37,,12/31/2009,,
96768,HI,4.2,,02/09/2009,,
96761,HI,0.875,,11/23/2009,,
96753,HI,1.75,,10/27/2009,,
96748,HI,4.2,,08/26/2009,,
96790,HI,1.8,,11/30/2009,,
96708,HI,4.68,,12/19/2006,,
96768,HI,1.58,,02/08/2008,,
96708,HI,2.4,,03/16/2009,,
96768,HI,1.8,,05/07/2009,,
96753,HI,2.51,,11/27/2007,,
96753,HI,3.24,,02/13/2009,,
96779,HI,4.2,,05/13/2009,,
96753,HI,5.12,,02/05/2009,,
96779,HI,4.2,,06/04/2009,,
96753,HI,5.68,,05/23/2008,,
96761,HI,1.8,,12/13/2009,,
96708,HI,2.38,,09/06/2006,,
96753,HI,6.3,,12/15/2009,,
96753,HI,4.55,,01/21/2009,,
96790,HI,3.3,,07/23/2008,,
96768,HI,2.11,,09/24/2008,,
96768,HI,4.6,,12/31/2009,,
96753,HI,2.07,,12/17/2009,,
96748,HI,4.2,,07/23/2008,,
96793,HI,1.8,,08/26/2009,,
96793,HI,2.1,,01/11/2010,,
96753,HI,10,,01/26/2010,,
96708,HI,5.94,,03/06/2008,,
96768,HI,4.22,,12/18/2009,,
96753,HI,7.82,,12/24/2009,,
96768,HI,3.17,,03/30/2009,,
96768,HI,85.14,,01/15/2009,,
96708,HI,2.17,,09/03/2008,,
96753,HI,3.5,,03/30/2009,,
96708,HI,4.2,,02/05/2009,,
96708,HI,3.85,,09/25/2009,,
96790,HI,3.5,,10/02/2007,,
96748,HI,30.75,,03/25/2008,,
96761,HI,3.24,,05/22/2009,,
96732,HI,4.16,,07/13/2009,,
96748,HI,5.25,,11/17/2006,,
96761,HI,4.18,,05/15/2008,,
96769,HI,3.34,,02/09/2009,,
96768,HI,1.23,,01/22/2009,,
96732,HI,33.84,,12/23/2009,,
96761,HI,18,,01/04/2006,,
96708,HI,2.5,,10/09/2003,,
96708,HI,2.8,,02/09/2009,,
96790,HI,7.56,,09/28/2009,,
96768,HI,2.99,,12/18/2008,,
96753,HI,3.12,,09/17/2007,,
96790,HI,3.15,,02/10/2005,,
96708,HI,4.8,,01/26/2009,,
96768,HI,1.8,,09/15/2008,,
96748,HI,5.28,,10/13/2006,,
96768,HI,5.56,,12/28/2006,,
96768,HI,8.8,,06/17/2005,,
96790,HI,1.75,,05/30/2008,,
96708,HI,4.68,,04/29/2009,,
96753,HI,4,,12/05/2001,,
96768,HI,2.02,,12/28/2009,,
96793,HI,1.8,,03/12/2009,,
96753,HI,3.06,,03/10/2009,,
96793,HI,6.34,,10/16/2008,,
96790,HI,4.32,,02/27/2009,,
96732,HI,3.46,,02/17/2009,,
96713,HI,1.56,,07/31/2007,,
96753,HI,7.75,,04/14/2009,,
96768,HI,2.45,,12/31/2009,,
96768,HI,2.16,,06/01/2009,,
96793,HI,2.5,,04/30/2009,,
96768,HI,3.85,,09/03/2009,,
96753,HI,2.62,,12/26/2007,,
96779,HI,2.04,,07/19/2006,,
96708,HI,2.94,,12/18/2008,,
96753,HI,5.18,,02/05/2009,,
96748,HI,3.68,,12/31/2009,,
96790,HI,4.2,,04/07/2009,,
96753,HI,4.8,,04/28/2008,,
96790,HI,4.08,,10/20/2006,,
96753,HI,3.15,,07/02/2009,,
96753,HI,4.2,,04/25/2008,,
96793,HI,6.6,,03/12/2007,,
96768,HI,10,,04/06/2009,,
96753,HI,3.01,,06/19/2007,,
96708,HI,3.5,,03/18/2008,,
96753,HI,10.25,,04/24/2009,,
96768,HI,2.24,,11/14/2007,,
96793,HI,11.02,,01/29/2009,,
96708,HI,1.8,,05/26/2009,,
96793,HI,3.87,,12/28/2009,,
96753,HI,80.41,,01/09/2009,,
96761,HI,17.94,,12/28/2009,,
96753,HI,5.15,,02/02/2009,,
96753,HI,3.51,,07/09/2009,,
96708,HI,2.16,,10/20/2006,,
96790,HI,6.34,,03/31/2009,,
96748,HI,3.5,,09/13/2006,,
96732,HI,52.2,,11/04/2005,,
96790,HI,11.28,,12/31/2009,,
96753,HI,2.84,,09/09/2009,,
96790,HI,1.78,,11/25/2009,,
96790,HI,6.48,,06/01/2009,,
96790,HI,3.5,,12/04/2006,,
96708,HI,3,,04/02/2009,,
96768,HI,1.75,,09/17/2008,,
96768,HI,1.7,,02/02/2009,,
96793,HI,15.18,,12/31/2009,,
96732,HI,70.56,,12/04/2008,,
96790,HI,2,,05/13/2008,,
96753,HI,2.1,,12/15/2009,,
96732,HI,51.25,,08/31/2007,,
96708,HI,3.5,,03/31/2009,,
96732,HI,3.46,,04/24/2009,,
96768,HI,2.11,,08/28/2009,,
96790,HI,7.95,,12/28/2007,,
96708,HI,1.75,,11/24/2009,,
96768,HI,7,,01/15/2010,,
96753,HI,13.5,,12/31/2009,,
96779,HI,2.51,,03/09/2009,,
96768,HI,5.25,,12/14/2009,,
96708,HI,6.21,,12/28/2009,,
96779,HI,7.02,,10/05/2009,,
96753,HI,4.18,,12/31/2009,,
96753,HI,6.12,,07/11/2008,,
96708,HI,6.3,,08/08/2007,,
96768,HI,3.12,,12/20/2006,,
96779,HI,3.5,,12/29/2009,,
96793,HI,2.1,,12/31/2009,,
96732,HI,30.16,,11/20/2008,,
96748,HI,3.5,,07/09/2007,,
96753,HI,7,,01/28/2009,,
96748,HI,2.1,,12/23/2008,,
96708,HI,2.7,,03/06/2008,,
96768,HI,2.64,,12/31/2009,,
96790,HI,3.4,,12/28/2007,,
96748,HI,3.5,,09/09/2008,,
96790,HI,4.62,,12/17/2009,,
96708,HI,5.62,,03/04/2009,,
96768,HI,1.75,,08/18/2009,,
96768,HI,3.06,,12/31/2008,,
96793,HI,1.79,,11/20/2009,,
96708,HI,7,,01/30/2008,,
96732,HI,4.2,,10/09/2008,,
96793,HI,3.15,,12/11/2009,,
96708,HI,7.48,,12/02/2008,,
96708,HI,3.01,,12/31/2007,,
96790,HI,2.11,,01/07/2009,,
96767,HI,2.4,,01/14/2010,,
96793,HI,5.2,,08/06/2008,,
96753,HI,2.24,,03/11/2008,,
96768,HI,3.12,,07/27/2009,,
96779,HI,3.8,,04/17/2006,,
96748,HI,1.75,,06/02/2008,,
96753,HI,1.75,,11/07/2008,,
96790,HI,1.5,,12/26/2007,,
96732,HI,12.1,,12/31/2009,,
96753,HI,3.6,,02/17/2009,,
96793,HI,6.3,,11/09/2009,,
96779,HI,2,,12/28/2007,,
96732,HI,2.25,,10/10/2008,,
96753,HI,5.52,,12/28/2009,,
96790,HI,3.17,,07/13/2009,,
96732,HI,40.8,,12/03/2007,,
96768,HI,5.18,,12/30/2009,,
96793,HI,1.8,,02/04/2009,,
96708,HI,2.51,,06/04/2008,,
96748,HI,1.56,,08/27/2008,,
96793,HI,6.82,,01/29/2009,,
96753,HI,28.12,,04/27/2009,,
96753,HI,5.16,,03/02/2009,,
96768,HI,1.4,,07/27/2009,,
96748,HI,1.58,,11/13/2007,,
96768,HI,2.69,,05/13/2009,,
96761,HI,9.6,,08/27/2008,,
96768,HI,3,,02/09/2009,,
96790,HI,1.4,,09/09/2009,,
96793,HI,3.67,,05/11/2007,,
96779,HI,1.75,,10/22/2009,,
96768,HI,2.16,,06/09/2009,,
96768,HI,2.52,,02/22/2006,,
96753,HI,2.1,,04/24/2008,,
96779,HI,2.97,,06/17/2005,,
96753,HI,19.08,,10/15/2009,,
96753,HI,1.87,,11/17/2006,,
96753,HI,2.52,,06/26/2009,,
96733,HI,107.16,,12/17/2009,,
96761,HI,1.8,,12/14/2009,,
96753,HI,4.83,,12/21/2009,,
96753,HI,2.52,,10/06/2009,,
96753,HI,6.46,,01/22/2009,,
96748,HI,2.1,,11/19/2008,,
96768,HI,3.5,,07/31/2007,,
96732,HI,3.15,,12/31/2009,,
96708,HI,2.5,,03/29/2004,,
96708,HI,3.35,,02/14/2008,,
96793,HI,2.04,,12/31/2008,,
96790,HI,1.67,,09/25/2008,,
96753,HI,5,,04/17/2006,,
96779,HI,4.2,,08/19/2009,,
96779,HI,4.02,,05/24/2007,,
96790,HI,2.51,,12/21/2009,,
96753,HI,4.2,,02/19/2009,,
96790,HI,2.82,,09/22/2008,,
96753,HI,4.83,,09/26/2008,,
96793,HI,29.4,,09/23/2009,,
96790,HI,2.69,,12/03/2009,,
96708,HI,3.2,,03/10/2004,,
96753,HI,2.04,,01/21/2009,,
96768,HI,2.16,,08/27/2009,,
96761,HI,10.12,,12/28/2009,,
96768,HI,5.85,,01/26/2009,,
96732,HI,4.2,,03/12/2009,,
96793,HI,2.51,,02/19/2008,,
96753,HI,4.2,,12/26/2007,,
96793,HI,10.26,,12/18/2008,,
96768,HI,3,,01/08/2009,,
96753,HI,2.1,,11/24/2009,,
96779,HI,3.5,,11/18/2005,,
96793,HI,1.58,,02/23/2009,,
96790,HI,3.9,,08/24/2009,,
96793,HI,3.5,,11/25/2009,,
96793,HI,3.15,,07/03/2008,,
96708,HI,1.8,,09/09/2008,,
96708,HI,3.4,,12/02/2008,,
96779,HI,3.4,,03/06/2009,,
96753,HI,1.4,,12/18/2009,,
96732,HI,2.28,,07/13/2009,,
96748,HI,6.83,,01/27/2009,,
96732,HI,7,,11/30/2009,,
96779,HI,8.52,,03/30/2009,,
96708,HI,4.14,,10/07/2009,,
96753,HI,1.2,,12/27/2006,,
96753,HI,2,,06/27/2002,,
96790,HI,1.75,,12/22/2009,,
96753,HI,4.9,,03/12/2009,,
96753,HI,2.73,,07/09/2009,,
96768,HI,1,,03/13/2008,,
96770,HI,2.34,,09/13/2006,,
96753,HI,1.94,,04/24/2008,,
96790,HI,2.11,,02/05/2009,,
96793,HI,10.5,,12/19/2009,,
96753,HI,1.8,,09/19/2008,,
96779,HI,2.72,,12/19/2007,,
96790,HI,2.11,,07/06/2009,,
96708,HI,2.67,,10/28/2008,,
96768,HI,2,,05/29/2008,,
96768,HI,9.74,,12/21/2009,,
96753,HI,27.06,,01/14/2008,,
96793,HI,4.2,,12/15/2009,,
96757,HI,21.96,,07/13/2009,,
96793,HI,2.25,,02/19/2009,,
96761,HI,2.275,,11/09/2009,,
96779,HI,7.92,,06/04/2007,,
96748,HI,5.25,,10/13/2009,,
96753,HI,2.07,,12/24/2009,,
96790,HI,7.2,,02/09/2009,,
96708,HI,3.34,,04/23/2008,,
96753,HI,5.04,,12/28/2009,,
96753,HI,2.04,,12/22/2008,,
96768,HI,2.45,,11/29/2006,,
96790,HI,2.28,,01/14/2009,,
96753,HI,6.8,,08/12/2008,,
96753,HI,2.69,,01/02/2009,,
96761,HI,7.04,,01/22/2009,,
96768,HI,2.5,,09/29/2005,,
96793,HI,5.34,,01/13/2009,,
96753,HI,11.6,,08/20/2008,,
96768,HI,26.52,,08/03/2009,,
96753,HI,8,,11/13/2009,,
96748,HI,2.8,,05/20/2008,,
96768,HI,3,,07/08/2008,,
96753,HI,10.26,,04/30/2009,,
96793,HI,2.15,,12/15/2009,,
96793,HI,4.2,,10/09/2009,,
96768,HI,7.44,,12/28/2009,,
96753,HI,6.24,,08/19/2008,,
96790,HI,3.01,,01/09/2009,,
96732,HI,5.28,,09/10/2009,,
96790,HI,7.04,,01/21/2010,,
96793,HI,2.6,,04/02/2009,,
96753,HI,16.13,,11/07/2008,,
96761,HI,6.34,,03/04/2009,,
96768,HI,1.2,,08/28/2002,,
96753,HI,2.1,,05/13/2009,,
96753,HI,2.62,,03/19/2008,,
96793,HI,5.33,,12/27/2006,,
96748,HI,2.8,,08/15/2009,,
96708,HI,2.8,,11/19/2009,,
96793,HI,1.75,,02/17/2009,,
96793,HI,1.58,,04/24/2009,,
96708,HI,12.02,,09/03/2008,,
96793,HI,2.45,,12/31/2009,,
96790,HI,4.22,,11/16/2009,,
96753,HI,3,23581,02/01/2007,,
96753,HI,11.97,,08/27/2008,,
96768,HI,2.34,,11/21/2008,,
96768,HI,2.16,,12/28/2009,,
96790,HI,3.08,,05/30/2008,,
96748,HI,4.92,,08/27/2007,,
96732,HI,2.11,,01/21/2009,,
96793,HI,11.65,,12/28/2007,,
96761,HI,9.22,,12/02/2009,,
96768,HI,6.34,,02/11/2009,,
96748,HI,5.78,,07/09/2008,,
96748,HI,1.14,,07/19/2007,,
96753,HI,1.36,,06/25/2009,,
96753,HI,4.68,,06/22/2007,,
96708,HI,9,,12/02/2008,,
96761,HI,3.5,,01/25/2010,,
96793,HI,4.34,,10/10/2008,,
96768,HI,5.4,,04/23/2008,,
96793,HI,1.84,,12/08/2009,,
96790,HI,2.7,,03/09/2009,,
96779,HI,2.51,,07/10/2007,,
96768,HI,2,,06/04/2009,,
96732,HI,80.75,,06/13/2008,,
96753,HI,4.55,,12/23/2009,,
96790,HI,1.1,,01/07/2010,,
96753,HI,4.2,,08/27/2008,,
96732,HI,33.6,,05/28/2009,,
96753,HI,2.16,,08/27/2008,,
96793,HI,0.6,,08/21/2007,,
96767,HI,2.53,,01/13/2010,,
96753,HI,3.17,,02/02/2009,,
96790,HI,3.15,,04/07/2009,,
96753,HI,3,,11/27/2002,,
96768,HI,3.2,,04/07/2009,,
96732,HI,2.25,,12/10/2009,,
96708,HI,4.2,,09/13/2007,,
96753,HI,5.4,,03/23/2009,,
96753,HI,2.08,,05/13/2009,,
96793,HI,19.44,,06/30/2009,,
96761,HI,0.88,,04/24/2009,,
96732,HI,17.42,,12/31/2009,,
96732,HI,68.4,,01/29/2009,,
96753,HI,1.66,,04/06/2009,,
96732,HI,1.98,,12/21/2009,,
96790,HI,8.45,,05/06/2009,,
96761,HI,6.48,,08/28/2009,,
96708,HI,0.7,,12/31/2009,,
96753,HI,9.36,,07/02/2007,,
96753,HI,4.5,,07/23/2009,,
96753,HI,3.24,,01/26/2009,,
96761,HI,2.2,,12/31/2009,,
96713,HI,1.61,,12/30/2009,,
96748,HI,2.8,,03/25/2008,,
96753,HI,2.94,,02/10/2005,,
96793,HI,6,,04/13/2009,,
96753,HI,5.06,,10/27/2009,,
96790,HI,2,,03/13/2008,,
96753,HI,3.4,,11/17/2006,,
96753,HI,5.52,,12/31/2009,,
96768,HI,3.34,,05/11/2007,,
96779,HI,2.1,,08/28/2009,,
96708,HI,4.14,,12/21/2009,,
96790,HI,4.99,,01/07/2009,,
96748,HI,4.2,,02/27/2006,,
96708,HI,4.2,,08/06/2007,,
96708,HI,6.8,,01/30/2008,,
96768,HI,3.51,,09/28/2009,,
96779,HI,2.1,,09/03/2009,,
96761,HI,6.94,,12/08/2009,,
96708,HI,8.28,,12/31/2009,,
96753,HI,24.62,,08/03/2009,,
96761,HI,1.75,,06/25/2009,,
96761,HI,11.5,,05/04/2009,,
96708,HI,12.02,,12/31/2007,,
96768,HI,3.15,,12/31/2008,,
96793,HI,8.5,,02/07/2007,,
96779,HI,2,,07/28/2004,,
96768,HI,2.1,,03/05/2009,,
96790,HI,3.74,,01/07/2010,,
96753,HI,2.5,,12/08/2006,,
96793,HI,2.16,,10/22/2009,,
96768,HI,3.5,,09/29/2006,,
96753,HI,3.6,,09/25/2008,,
96793,HI,2.11,,10/16/2008,,
96748,HI,3.5,,05/20/2008,,
96748,HI,1.56,,05/20/2008,,
96761,HI,4.56,,02/27/2009,,
96708,HI,3.15,,10/14/2004,,
96708,HI,5.06,,01/26/2010,,
96790,HI,3.8,,10/13/2006,,
96790,HI,9.93,,01/27/2009,,
96790,HI,6,,07/28/2005,,
96793,HI,5.11,,02/11/2009,,
96753,HI,3.8,,10/06/2006,,
96708,HI,9.07,,03/12/2009,,
96753,HI,5.04,,05/28/2009,,
96753,HI,1.8,,12/02/2005,,
96732,HI,5.01,,02/15/2008,,
96793,HI,2.34,,03/10/2009,,
96790,HI,4.68,,04/24/2009,,
96753,HI,2.7,,06/13/2007,,
96761,HI,8.4,,11/09/2009,,
96708,HI,5.18,,05/29/2008,,
96753,HI,6.12,,01/28/2009,,
96797,HI,309,,09/15/2005,,
96708,HI,2.4,,06/19/2008,,
96753,HI,11.02,,09/24/2008,,
96753,HI,3.74,,02/20/2008,,
96768,HI,6.3,,10/29/2009,,
96770,HI,3.4,,06/02/2008,,
96748,HI,6.075,,10/13/2009,,
96753,HI,9.92,,01/26/2009,,
96768,HI,2.51,,07/16/2007,,
96768,HI,2.16,,09/14/2009,,
96768,HI,5.25,,01/16/2009,,
96793,HI,4.9,,02/05/2009,,
96708,HI,2.51,,12/19/2007,,
96790,HI,3.01,,12/11/2007,,
96753,HI,6.3,,08/17/2009,,
96732,HI,2.27,,09/25/2007,,
96708,HI,3.15,,12/31/2009,,
96793,HI,2.1,,03/18/2009,,
96761,HI,3.84,,04/05/2006,,
96748,HI,1.75,,01/27/2009,,
96753,HI,5.4,,04/25/2006,,
96708,HI,8.2,,12/29/2009,,
96708,HI,3.01,,03/14/2008,,
96732,HI,67.68,,12/23/2009,,
96790,HI,3.15,,01/16/2009,,
96732,HI,42,,04/17/2009,,
96732,HI,9.41,,12/31/2009,,
96753,HI,2.67,,12/07/2007,,
96753,HI,4.9,,03/23/2009,,
96768,HI,3.5,,01/25/2008,,
96753,HI,3.17,,02/04/2009,,
96753,HI,1.44,,06/22/2009,,
96732,HI,29.57,,10/02/2008,,
96790,HI,2.5,,09/22/2005,,
96793,HI,40.95,,07/10/2009,,
96768,HI,3.01,,11/12/2008,,
96768,HI,2.1,,07/31/2007,,
96708,HI,9.84,,09/10/2007,,
96790,HI,7.56,,09/18/2009,,
96753,HI,3.99,,06/12/2009,,
96779,HI,2.91,,12/08/2006,,
96761,HI,2.51,,07/19/2007,,
96708,HI,7.64,,01/29/2009,,
96732,HI,21,,11/20/2008,,
96790,HI,3.15,,01/22/2009,,
96793,HI,6.84,,04/14/2009,,
96748,HI,3.15,,03/05/2008,,
96732,HI,100.8,,12/04/2008,,
96790,HI,3.69,,06/19/2008,,
96763,HI,5.5,,06/17/2005,,
96753,HI,4.56,,09/22/2008,,
96761,HI,2.52,,10/21/2009,,
96748,HI,2.72,,03/04/2008,,
96753,HI,2.98,,01/21/2009,,
96793,HI,5.25,,12/21/2009,,
96753,HI,2.16,,02/04/2009,,
96793,HI,8.97,,09/15/2009,,
96793,HI,2.1,,12/10/2009,,
96761,HI,4.14,,12/31/2009,,
96790,HI,4.03,,07/01/2009,,
96708,HI,4.95,,12/10/2009,,
96761,HI,3.5,,08/31/2006,,
96708,HI,2.8,,07/17/2008,,
96764,HI,1.5,17000,09/01/2009,,
96732,HI,1.93,,08/10/2009,,
96790,HI,3.67,,09/24/2007,,
96779,HI,6.2,,12/28/2006,,
96753,HI,3.5,,06/14/2006,,
96761,HI,23,,12/28/2009,,
96790,HI,8.11,,09/09/2008,,
96790,HI,4.32,,12/31/2009,,
96753,HI,7,,06/30/2009,,
96753,HI,1.8,,10/13/2009,,
96768,HI,4.2,,12/28/2009,,
96779,HI,8.54,,09/03/2008,,
96793,HI,3.15,,07/27/2009,,
96753,HI,2.52,,08/05/2009,,
96763,HI,3.15,,09/29/2006,,
96793,HI,3.36,,04/25/2008,,
96790,HI,2.1,,11/19/2009,,
96790,HI,3.24,,07/31/2009,,
96753,HI,1.61,,12/18/2009,,
96748,HI,7,,08/15/2009,,
96761,HI,2.5,,11/29/2006,,
96732,HI,7.38,,08/31/2007,,
96753,HI,4.2,,09/19/2001,,
96753,HI,3.17,,09/09/2008,,
96753,HI,8.4,,07/17/2008,,
96761,HI,2.97,,04/14/2009,,
96708,HI,1.8,,08/06/2008,,
96748,HI,5.25,,06/11/2007,,
96753,HI,5.68,,01/08/2009,,
96793,HI,110.4,,12/09/2009,,
96779,HI,22.46,,12/31/2009,,
96753,HI,3.36,,08/15/2009,,
96753,HI,38.34,,01/14/2008,,
96708,HI,2.3,,01/26/2010,,
96753,HI,4.14,,12/31/2009,,
96763,HI,2.4,,12/22/2008,,
96757,HI,3.25,,07/09/2007,,
96768,HI,3.01,,12/28/2007,,
96757,HI,3.1,,09/21/2004,,
96793,HI,7,,02/04/2009,,
96753,HI,2.45,,08/15/2009,,
96708,HI,2.8,,09/30/2009,,
96732,HI,38.5,,12/31/2009,,
96779,HI,4.06,,05/24/2007,,
96748,HI,81,,11/19/2008,,
96753,HI,9.53,,04/30/2009,,
96753,HI,4.49,,03/18/2008,,
96767,HI,2.91,,01/13/2010,,
96790,HI,2,,08/20/2008,,
96768,HI,2.76,,11/25/2009,,
96753,HI,3.45,,10/13/2009,,
96753,HI,2,,08/05/2009,,
96761,HI,8.16,,11/09/2009,,
96790,HI,3.6,,09/19/2008,,
96793,HI,8.28,,11/09/2009,,
96790,HI,1.5,,06/14/2006,,
96753,HI,2.8,,02/27/2008,,
96753,HI,3.5,,12/23/2008,,
96793,HI,2.1,,06/03/2009,,
96793,HI,5,,12/20/2006,,
96748,HI,3.15,,07/19/2006,,
96768,HI,1.8,,12/08/2009,,
96708,HI,1.75,,11/26/2008,,
96753,HI,3.98,,05/10/2007,,
96763,HI,1200.0,,06/02/2009,,
96763,HI,1000.0,,01/01/2009,,
96746,HI,1000.0,,02/11/2012,,
96708,HI,2.51,,02/12/2008,,
96753,HI,4.16,,05/13/2009,,
96768,HI,4.01,,05/27/2008,,
96708,HI,4.9,,03/12/2009,,
96793,HI,4.58,,02/23/2007,,
96768,HI,3.36,,09/30/2009,,
96753,HI,7.1,,10/06/2006,,
96732,HI,20.49,,04/06/2009,,
96793,HI,9.59,,12/26/2007,,
96708,HI,3.74,,11/26/2007,,
96708,HI,5.25,,12/23/2008,,
96761,HI,27.71,,03/23/2009,,
96779,HI,2.04,,03/08/2006,,
96813,HI,1.46,,05/14/2007,,
96734,HI,1.89,,05/14/2007,,
96701,HI,2.31,,07/23/2007,,
96734,HI,5.73,,08/01/2007,,
96786,HI,1.33,,07/09/2003,,
96821,HI,5.67,,05/14/2007,,
96819,HI,2.4,,06/12/2007,,
96734,HI,8.33,,07/12/2007,,
96734,HI,2.67,,10/03/2007,,
96734,HI,1.56,,06/12/2007,,
96734,HI,1.33,,05/20/2002,,
96734,HI,0.71,,03/08/2004,,
96734,HI,2.27,,10/11/2006,,
96795,HI,5.73,,07/23/2007,,
96822,HI,5.27,,11/30/2007,,
96825,HI,50,,10/07/2006,,
96744,HI,2.22,,05/14/2007,,
96701,HI,1.33,,07/09/2003,,
96744,HI,1.44,,09/10/2007,,
96734,HI,1.83,,08/29/2003,,
96712,HI,4.33,,12/11/2007,,
96792,HI,2.2,,11/13/2006,,
96825,HI,5.73,,06/22/2007,,
96819,HI,19.52,,08/09/2007,,
96734,HI,1.89,,06/12/2007,,
96819,HI,4.67,,07/20/2007,,
96822,HI,5.06,,09/10/2007,,
96744,HI,4,,10/03/2001,,
96816,HI,2.2,,09/21/2007,,
96795,HI,10.31,,10/16/2006,,
96813,HI,1.87,,12/11/2007,,
96707,HI,19,,08/10/2007,,
96782,HI,1.91,,07/10/2007,,
96712,HI,38.16,,12/26/2007,,
96734,HI,1.33,,06/12/2007,,
96732,HI,1,,10/22/2009,,
96708,HI,2.55,,01/29/2009,,
96816,HI,9.39,,11/30/2007,,
96789,HI,1.11,,08/18/2006,,
96822,HI,2.33,,09/10/2007,,
96734,HI,0.67,,02/19/2003,,
96816,HI,2.31,,05/14/2007,,
96744,HI,1.44,,12/11/2007,,
96734,HI,5.73,,07/10/2007,,
96734,HI,0.62,,01/31/2004,,
96825,HI,2.72,,05/14/2007,,
96821,HI,1.89,,06/12/2007,,
96821,HI,4.44,,07/20/2007,,
96734,HI,2.78,,12/30/2004,,
96734,HI,4,,07/19/2007,,
96817,HI,2.39,,10/11/2006,,
96744,HI,4.22,,06/08/2007,,
96817,HI,11.11,,07/13/2007,,
96789,HI,1.89,,06/12/2007,,
96821,HI,2,,08/21/2006,,
96816,HI,2,,12/30/2004,,
96816,HI,3.5,,08/01/2007,,
96819,HI,22.67,,08/09/2007,,
96707,HI,4.67,,07/12/2007,,
96701,HI,3.5,,05/14/2007,,
96744,HI,0.69,,02/16/2006,,
96815,HI,5.44,,08/24/2006,,
96789,HI,1.94,,05/14/2007,,
