Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NV
89410,NV,2.151,10859.0,01/21/2011,,
89436,NV,4.699,38340.0,01/24/2011,,
89523,NV,6.862,43421.0,01/25/2011,,
89445,NV,5.823,44606.0,01/25/2011,,
89511,NV,1.81,16044.0,01/25/2011,,
89406,NV,4.985,21210.0,01/26/2011,,
89030,NV,12.305,79407.0,01/31/2011,,
89161,NV,9.791,64800.0,01/31/2011,,
89161,NV,9.791,63991.0,01/31/2011,,
89117,NV,10.066,70656.0,02/01/2011,,
89506,NV,20.161,318683.0,02/01/2011,,
89434,NV,50.161,277666.0,02/01/2011,,
89131,NV,7.57,37670.0,02/02/2011,,
89148,NV,10.056,51114.0,02/02/2011,,
89445,NV,1.7,,06/13/2006,,
89801,NV,17.111,,03/19/2007,,
89014,NV,3.266,,12/25/2007,,
89509,NV,0.798,,06/12/2008,,
89411,NV,2.503,,11/13/2006,,
89705,NV,2.507,30686,09/17/2008,,
89011,NV,5.065,46598,08/29/2008,,
89511,NV,5.1,,05/21/2007,,
89012,NV,4.869,42000,07/29/2008,,
89135,NV,5.035,,03/28/2005,,
89117,NV,5.011,,03/12/2005,,
89074,NV,5.004,,04/24/2007,,
89704,NV,4.999,,10/09/2007,,
89110,NV,5.004,,06/21/2007,,
89178,NV,5.34,49339,05/22/2008,,
89523,NV,2.446,,06/12/2006,,
89801,NV,3.622,,06/14/2007,,
89084,NV,4.873,45882,07/29/2008,,
89701,NV,5.208,,06/16/2006,,
89436,NV,4.71,,06/10/2005,,
89506,NV,1.877,,06/29/2005,,
89118,NV,7.243,,05/15/2006,,
89129,NV,4.995,46983,08/13/2008,,
89704,NV,2.364,,02/27/2006,,
89117,NV,29.46,,12/04/2007,,
89509,NV,3.614,,07/21/2006,,
89029,NV,5.004,,04/30/2007,,
89120,NV,3.937,,01/10/2005,,
89523,NV,4.487,41804,04/30/2008,,
89450,NV,4.858,,06/16/2006,,
89169,NV,5.443,48969,06/03/2008,,
89511,NV,5.1,,05/14/2007,,
89506,NV,2.53,,06/15/2006,,
89120,NV,5.004,,08/27/2007,,
89012,NV,4.949,,05/02/2007,,
89301,NV,4.46,,06/18/2005,,
89410,NV,5.025,,06/14/2007,,
89108,NV,5.496,,03/17/2006,,
89521,NV,3.28,35844,08/13/2008,,
89406,NV,10.078,,06/12/2005,,
89153,NV,13.562,,07/01/2007,,
89045,NV,28.03,,05/31/2005,,
89044,NV,5.089,,05/18/2005,,
89145,NV,1.669,,03/06/2005,,
89519,NV,4.689,56817,01/11/2008,,
89081,NV,5.103,,12/18/2005,,
89004,NV,3.03,,12/17/2007,,
89434,NV,2.536,29893,07/02/2008,,
89117,NV,5.269,,05/10/2006,,
89130,NV,4.019,,05/23/2007,,
89123,NV,12.302,,06/18/2006,,
89511,NV,2.513,,07/06/2007,,
89509,NV,2.577,29794,08/11/2008,,
89801,NV,11.485,93600,11/17/2008,,
89044,NV,5.27,,03/27/2007,,
89703,NV,4.882,,12/18/2007,,
89131,NV,4.104,,06/12/2005,,
89123,NV,30.11,,04/27/2006,,
89015,NV,5.415,48818,01/30/2008,,
89412,NV,30.477,,12/15/2007,,
89447,NV,5.181,,06/28/2007,,
89557,NV,28.201,,09/19/2008,,
89138,NV,4.535,,06/28/2007,,
89447,NV,1.165,,10/20/2005,,
89117,NV,5.004,,01/05/2007,,
89511,NV,1.256,10496,11/25/2008,,
89107,NV,5.34,49749,06/12/2008,,
89141,NV,4.873,,01/07/2008,,
89131,NV,5.03,,07/31/2007,,
89706,NV,4.007,,12/13/2004,,
89117,NV,5.123,,07/20/2007,,
89447,NV,1.82,,06/19/2006,,
89403,NV,4.956,32800,04/11/2008,,
89143,NV,5.072,,06/07/2006,,
89506,NV,3.355,,05/10/2006,,
89828,NV,2.324,,01/22/2007,,
89509,NV,4.819,,12/21/2006,,
89129,NV,12.577,,06/17/2005,,
89032,NV,5.077,45636,08/11/2008,,
89015,NV,5.004,,06/16/2006,,
89509,NV,2.863,,03/26/2007,,
89511,NV,3.768,,03/02/2005,,
89146,NV,4.797,,08/07/2005,,
89013,NV,1.406,,01/05/2005,,
89411,NV,2.502,,06/05/2006,,
89143,NV,2.675,,04/06/2007,,
89509,NV,2.599,,07/28/2006,,
89102,NV,1.231,,12/10/2005,,
89509,NV,5.716,,05/31/2007,,
89141,NV,4.873,,01/17/2008,,
89436,NV,4.636,,05/17/2006,,
89052,NV,5.489,,06/20/2006,,
89509,NV,1.811,,06/23/2006,,
89144,NV,4.157,,10/02/2006,,
89014,NV,3.266,31358,01/10/2008,,
89511,NV,1.983,,06/12/2006,,
89115,NV,12.887,,06/17/2005,,
89124,NV,5.27,,06/29/2007,,
89423,NV,5.211,,05/30/2006,,
89509,NV,3.825,,03/05/2007,,
89014,NV,2.626,,09/23/2005,,
89123,NV,5.204,,04/03/2007,,
89703,NV,2.975,35913,11/25/2008,,
89511,NV,4.9,,12/28/2004,,
89002,NV,5.004,,03/26/2007,,
89123,NV,4.786,,08/11/2005,,
89074,NV,2.2,,07/25/2007,,
89015,NV,5.115,,09/15/2006,,
89052,NV,5.004,,12/11/2006,,
89420,NV,4.944,,06/07/2006,,
89102,NV,5.415,57420,07/29/2008,,
89423,NV,2.181,,06/16/2006,,
89410,NV,4.323,,06/01/2007,,
89178,NV,5.004,,10/10/2006,,
89118,NV,2.531,,01/10/2005,,
89110,NV,5.34,48489,07/29/2008,,
89012,NV,5.089,,08/06/2005,,
89703,NV,4.984,,04/16/2007,,
89511,NV,5.181,,07/06/2007,,
89049,NV,1.394,,05/29/2007,,
89117,NV,5.004,,01/10/2007,,
89701,NV,2.502,,05/30/2007,,
89030,NV,5.077,44519,10/02/2008,,
89012,NV,13.389,,09/19/2008,,
89506,NV,0.818,,03/06/2005,,
89406,NV,1.587,,12/18/2005,,
89411,NV,1.168,,11/06/2006,,
89145,NV,5.197,,08/15/2006,,
89511,NV,3.595,,09/29/2005,,
89705,NV,3.118,,03/15/2007,,
89146,NV,5.004,,10/25/2006,,
89450,NV,9.437,,12/16/2008,,
89505,NV,4.728,,04/04/2006,,
89117,NV,4.219,,02/28/2005,,
89122,NV,29.388,,06/04/2007,,
89074,NV,3.81,23238,06/24/2008,,
89431,NV,0.799,,05/31/2005,,
89406,NV,1.673,,03/26/2007,,
89120,NV,2.079,,06/22/2006,,
89014,NV,2.389,,05/01/2006,,
89704,NV,4.548,,12/12/2004,,
89129,NV,4.995,32734.78,09/18/2008,,
89419,NV,30.593,205802,01/16/2008,,
89801,NV,5.045,,06/01/2005,,
89148,NV,5.415,47193,01/31/2008,,
89101,NV,6.142,,11/15/2005,,
89509,NV,4.813,,08/29/2008,,
89523,NV,3.825,,05/03/2007,,
89436,NV,3.374,,11/17/2005,,
89004,NV,3.03,19102,01/03/2008,,
89031,NV,5.03,44940,07/29/2008,,
89521,NV,4.058,,03/17/2005,,
89410,NV,3.436,,10/24/2007,,
89704,NV,2.084,,03/10/2005,,
89015,NV,5.415,,01/23/2008,,
89129,NV,5.03,,09/04/2007,,
89509,NV,5.066,,07/24/2006,,
89052,NV,5.188,,02/06/2006,,
89123,NV,3.501,,05/10/2006,,
89451,NV,25.714,,06/20/2006,,
89436,NV,4.971,66469,07/29/2008,,
89701,NV,4.836,47310,09/24/2008,,
89509,NV,1.546,,06/15/2007,,
89146,NV,5.004,,12/20/2006,,
89012,NV,5.004,,05/07/2007,,
89101,NV,30,,11/15/2005,,
89410,NV,6.637,,11/05/2004,,
89521,NV,2.288,21774,08/15/2008,,
89123,NV,3.579,25007.96,09/17/2008,,
89503,NV,1.228,,05/06/2005,,
89146,NV,5.26,,03/10/2005,,
89704,NV,1.72,,08/14/2005,,
89410,NV,3.123,,06/25/2007,,
89044,NV,4.995,48362,08/11/2008,,
89506,NV,2.53,,06/12/2006,,
89703,NV,4.882,39381,01/03/2008,,
89502,NV,5.004,,11/01/2006,,
89502,NV,4.746,49692,08/11/2008,,
89509,NV,0.823,,03/14/2007,,
89436,NV,5.06,,06/10/2006,,
89509,NV,2.446,,06/15/2006,,
89509,NV,1.527,14203,04/11/2008,,
89117,NV,4.998,,08/03/2006,,
89411,NV,5.039,,06/13/2006,,
89511,NV,5.169,,07/21/2006,,
89117,NV,3.491,,08/14/2008,,
89704,NV,3.683,,01/15/2007,,
89521,NV,5.073,,06/07/2007,,
89511,NV,5.077,,01/10/2007,,
89015,NV,5.004,,08/01/2006,,
89509,NV,2.55,,03/14/2007,,
89412,NV,30.181,,01/16/2008,,
89052,NV,5.197,,08/18/2006,,
89002,NV,5.95,54530,06/23/2008,,
89704,NV,4.834,,06/20/2006,,
89703,NV,5.099,,06/08/2006,,
89523,NV,1.275,14346,10/09/2008,,
89447,NV,2.425,,10/16/2006,,
89423,NV,4.947,,06/14/2007,,
89503,NV,3.085,32407,04/07/2008,,
89032,NV,5.004,,01/18/2007,,
89509,NV,4.652,,06/10/2006,,
89436,NV,1.588,,06/14/2007,,
89123,NV,5.004,,08/03/2007,,
89701,NV,30.62,,05/28/2008,,
89410,NV,3.356,,06/19/2006,,
89011,NV,4.977,,03/27/2007,,
89436,NV,2.585,,10/10/2006,,
89442,NV,31.304,,06/13/2008,,
89032,NV,5.077,,07/12/2007,,
89511,NV,4.75,35422,11/25/2008,,
89149,NV,5.089,,10/30/2005,,
89117,NV,5.03,,08/14/2007,,
89523,NV,3.291,,07/13/2007,,
89411,NV,2.409,,06/02/2006,,
89131,NV,5.065,44986,09/24/2008,,
89801,NV,1.757,16000,01/17/2008,,
89120,NV,5.057,66606,07/29/2008,,
89403,NV,1.637,,03/23/2007,,
89460,NV,3.105,,06/11/2007,,
89511,NV,2.029,,09/09/2005,,
89510,NV,2.473,28996,06/05/2008,,
89523,NV,5.066,,06/02/2006,,
89104,NV,4.995,45991,05/22/2008,,
89506,NV,5.282,,03/02/2006,,
89074,NV,5.004,,07/16/2007,,
89117,NV,5.077,43486,07/03/2008,,
89701,NV,2.288,,06/25/2007,,
89406,NV,5.375,,05/21/2005,,
89052,NV,2.324,16000,04/21/2008,,
89031,NV,5.03,,08/13/2007,,
89013,NV,2.55,,03/12/2005,,
89141,NV,4.981,,07/03/2008,,
89519,NV,4.689,,01/04/2008,,
89121,NV,2.504,,10/05/2005,,
89113,NV,5.004,,04/27/2007,,
89118,NV,3.352,,01/03/2005,,
89118,NV,1.348,,11/20/2004,,
89144,NV,5.196,,06/18/2006,,
89120,NV,5.184,45991,07/29/2008,,
89509,NV,3.389,38848,05/23/2008,,
89115,NV,2.504,,11/04/2005,,
89703,NV,3.627,,06/01/2007,,
89503,NV,5.025,,06/18/2007,,
89509,NV,2.824,26757,06/12/2008,,
89403,NV,2.856,,08/29/2008,,
89084,NV,4.873,,01/07/2008,,
89511,NV,5.06,,05/10/2006,,
89142,NV,1.236,9460,06/20/2008,,
89701,NV,0.528,,01/23/2006,,
89138,NV,3.168,26305,07/17/2008,,
89015,NV,12.577,,06/17/2005,,
89509,NV,0.811,,06/21/2006,,
89074,NV,2.531,,02/28/2005,,
89511,NV,3.657,,06/01/2007,,
89120,NV,3.349,,06/28/2007,,
89447,NV,1.649,,08/07/2006,,
89052,NV,5.004,,04/19/2007,,
89052,NV,5.342,,03/17/2005,,
89703,NV,3.202,,04/13/2007,,
89156,NV,4.173,,09/20/2005,,
89509,NV,4.938,,02/16/2007,,
89444,NV,1.236,,12/03/2007,,
89147,NV,12.887,,06/17/2005,,
89052,NV,5.004,,06/26/2007,,
89052,NV,2.428,,02/06/2005,,
89702,NV,27.67,,09/14/2007,,
89706,NV,3.023,,09/21/2005,,
89511,NV,5.025,,07/12/2007,,
89110,NV,3.349,,05/14/2007,,
89509,NV,4.728,,01/09/2006,,
89410,NV,2.502,,06/15/2007,,
89449,NV,5.127,,07/25/2006,,
89120,NV,2.623,,10/05/2006,,
89503,NV,2.446,,06/15/2006,,
89511,NV,0.818,,05/02/2005,,
89031,NV,5.03,,07/31/2007,,
89149,NV,3.803,,11/21/2005,,
89406,NV,3.024,,11/23/2005,,
89146,NV,5.065,45063,08/11/2008,,
89801,NV,1.757,,01/07/2008,,
89423,NV,3.971,,10/04/2007,,
89123,NV,5.004,,10/17/2006,,
89145,NV,3.266,33748,05/22/2008,,
89103,NV,5.089,,10/30/2005,,
89104,NV,1.988,17034,05/22/2008,,
89142,NV,5.03,,07/20/2007,,
89115,NV,4.977,,06/29/2007,,
89701,NV,4.538,,03/18/2005,,
89124,NV,5.062,,06/17/2005,,
89406,NV,30.494,,09/06/2005,,
89147,NV,10.247,,03/26/2007,,
89117,NV,5.004,,10/24/2006,,
89015,NV,1.623,,03/10/2005,,
89148,NV,5.415,,01/24/2008,,
89015,NV,4.879,,03/17/2005,,
89106,NV,1.322,,05/02/2005,,
89703,NV,1.83,12929,08/11/2008,,
89436,NV,4.921,,05/16/2006,,
89121,NV,5.004,,04/16/2007,,
89103,NV,3.408,21751,10/09/2008,,
89102,NV,5.03,,09/24/2007,,
89436,NV,3.336,,03/22/2007,,
89509,NV,4.984,,06/18/2007,,
89503,NV,4.703,,06/15/2005,,
89084,NV,4.873,46762,01/10/2008,,
89503,NV,1.605,,05/30/2007,,
89511,NV,4.745,,04/25/2006,,
89012,NV,2.912,8736,07/17/2008,,
89403,NV,28.891,,06/20/2006,,
89431,NV,2.684,,06/06/2006,,
89444,NV,3.374,,04/16/2007,,
89139,NV,6.863,40059,05/22/2008,,
89135,NV,3.894,36628,08/11/2008,,
89123,NV,4.099,,07/13/2007,,
89410,NV,3.436,53175,02/04/2008,,
89044,NV,3.101,,07/11/2006,,
89118,NV,4.795,,02/25/2005,,
89123,NV,5.065,46512,10/02/2008,,
89121,NV,2.038,,06/28/2007,,
89704,NV,4.038,,12/03/2007,,
89419,NV,30.593,,11/20/2007,,
89145,NV,3.866,,08/06/2007,,
89108,NV,3.597,39975,07/17/2008,,
89117,NV,5.03,,11/21/2007,,
89510,NV,5.1,,05/09/2007,,
89512,NV,4.953,,08/29/2008,,
89123,NV,3.969,,11/21/2005,,
89502,NV,5.025,,07/11/2007,,
89801,NV,1.61,,05/09/2007,,
89460,NV,2.037,,07/03/2008,,
89004,NV,4.873,47701,01/10/2008,,
89445,NV,2.577,,12/13/2007,,
89436,NV,1.439,18890,09/19/2008,,
89511,NV,5.111,,06/26/2007,,
89706,NV,3.039,,04/05/2006,,
89434,NV,3.4,,11/16/2006,,
89123,NV,11.209,,06/18/2006,,
89704,NV,4.038,32560,01/03/2008,,
89460,NV,9.659,53439,03/12/2008,,
89444,NV,5.105,33769,09/24/2008,,
89506,NV,4.533,28747,10/09/2008,,
89004,NV,4.873,,01/07/2008,,
89084,NV,316.8,804249.6097,05/14/2014,,
89084,NV,6.375,30529.36818,12/14/2014,,
89141,NV,5.61,33883.55834,12/22/2014,,
89521,NV,3.36,26149.02196,09/22/2010,,
89015,NV,7.5,26439.33988,02/21/2014,,
89511,NV,8.28,58231.06411,11/10/2010,,
89509,NV,2.688,8073.891729,05/20/2014,,
89701,NV,70.5,321526.843,06/09/2011,,
89138,NV,9.18,43476.99469,10/20/2014,,
89141,NV,6.12,29308.19345,12/18/2014,,
89134,NV,8.415,31001.95901,12/30/2014,,
89032,NV,4.578,23173.68466,11/07/2014,,
89509,NV,4.509,27672.22081,08/10/2006,,
89135,NV,60,392197.8306,08/24/2010,,
89506,NV,86.905,581669.72,02/09/2012,,
89086,NV,5.6,9273.285816,12/29/2014,,
89423,NV,119.925,524397.2674,06/27/2011,,
89123,NV,7.14,34192.89236,12/29/2014,,
89031,NV,4.5,21721.22547,11/03/2014,,
89429,NV,35.88,166485.9596,09/12/2011,,
89014,NV,56.64,149266.0782,05/09/2014,,
89509,NV,4.5,8536.171386,07/02/2013,,
89135,NV,11.25,53280.63075,10/20/2014,,
89106,NV,57.24,162071.9708,04/17/2014,,
89122,NV,4,12888.85254,10/17/2014,,
89511,NV,10.56,66717.05515,04/30/2013,,
89141,NV,5.1,16291.36311,12/05/2014,,
89123,NV,4.845,14813.15489,11/11/2014,,
89135,NV,10.464,41552.91957,10/07/2014,,
89511,NV,116.48,569143.6051,12/09/2009,,
89406,NV,2.04,21567.14854,03/28/2007,,
89002,NV,8,37888.44853,10/10/2014,,
89134,NV,3.06,14654.09672,12/21/2014,,
89447,NV,285.285,1191963.976,11/06/2012,,
89129,NV,4.59,16247.59742,12/09/2014,,
89052,NV,6.375,35520.4205,10/10/2014,,
89149,NV,7,32312.1255,05/06/2014,,
89115,NV,1.785,9178.092159,12/23/2014,,
89135,NV,53.04,178638.4391,10/05/2012,,
89012,NV,9.435,44684.68899,10/10/2014,,
89520,NV,110.4,634192.1809,10/15/2010,,
89509,NV,15.57,73279.36981,05/25/2011,,
89108,NV,3.5,16761.22174,12/15/2014,,
89704,NV,8.7,29084.44039,06/17/2014,,
89512,NV,34.075,260991.6888,09/10/2010,,
89052,NV,4.59,17536.82523,12/18/2014,,
89178,NV,59.8,271204.6324,06/02/2011,,
89084,NV,9,45669.46959,10/30/2014,,
89002,NV,6.875,22989.44978,12/31/2014,,
89523,NV,6,57404.68802,06/02/2006,,
89135,NV,6.54,30714.89981,11/19/2014,,
89183,NV,4.845,28432.92079,11/05/2014,,
89144,NV,2.55,12211.74727,12/18/2014,,
89012,NV,6.12,21473.06224,11/19/2014,,
89403,NV,5.46,21152.66056,01/25/2014,,
89107,NV,119,522215.6045,01/05/2012,,
89147,NV,2.805,13432.922,12/01/2014,,
89509,NV,4.4,39098.19801,01/15/2010,,
89704,NV,2.75,23015.29189,02/19/2013,,
89705,NV,3.744,36360.26647,03/15/2007,,
89149,NV,5.25,25141.83262,12/18/2014,,
89052,NV,10.71,63837.08036,10/27/2014,,
89120,NV,11.73,37123.0034,06/13/2014,,
89144,NV,11.5,55072.58573,12/30/2014,,
89460,NV,6.048,49311.79194,03/16/2009,,
89148,NV,3.06,14571.00652,11/21/2014,,
89506,NV,6.12,20970.43081,12/03/2014,,
89410,NV,4.96,19006.96825,11/21/2014,,
89015,NV,4.59,21683.8842,09/25/2014,,
89012,NV,5.61,26865.84399,12/18/2014,,
89166,NV,6.25,29525.98611,09/25/2014,,
89135,NV,8.16,27120.41293,12/29/2014,,
89129,NV,2,9073.744102,12/10/2014,,
89135,NV,5.886,26781.78065,11/24/2014,,
89147,NV,3,14208.1682,10/13/2014,,
89509,NV,4.2,9070.42855,06/18/2014,,
89145,NV,7.905,37856.41654,12/19/2014,,
89011,NV,8.16,38646.2175,10/22/2014,,
89106,NV,57.24,162071.9708,04/17/2014,,
89148,NV,4.578,24587.75853,10/21/2014,,
89141,NV,4.59,17861.47371,12/03/2014,,
89014,NV,6,31980.95727,01/03/2014,,
89501,NV,35.28,200198.758,05/06/2009,,
89178,NV,5.355,25644.66927,12/31/2014,,
89166,NV,4.59,26791.63984,10/20/2014,,
89074,NV,6.12,20891.85601,11/24/2014,,
89135,NV,10.8,37689.03564,10/31/2014,,
89702,NV,1144.92,5360262.998,10/14/2011,,
89129,NV,2.04,9769.397816,12/28/2014,,
89031,NV,5.865,40038.14936,10/24/2014,,
89074,NV,7.25,34522.80956,11/20/2014,,
89135,NV,5.355,25644.66927,12/15/2014,,
89431,NV,5.17,26197.55137,03/11/2013,,
89134,NV,8.37,26064.40794,11/18/2014,,
89403,NV,6.2,21256.52715,11/14/2014,,
89501,NV,4.9,23281.16061,08/30/2013,,
89504,NV,5.98,33284.87162,01/11/2010,,
89004,NV,11.5,43016.04268,02/25/2014,,
89002,NV,6,12330.46991,11/13/2014,,
89178,NV,3.825,18213.75815,11/26/2014,,
89183,NV,4.08,19538.79563,12/22/2014,,
89511,NV,1.002,11092.73778,05/02/2005,,
89015,NV,4.59,21981.14509,12/31/2014,,
89015,NV,9.5,45542.50244,01/03/2014,,
89135,NV,8,38311.36398,12/10/2014,,
89144,NV,6.375,37616.85815,10/20/2014,,
89015,NV,4.59,41478.41761,11/05/2014,,
89117,NV,6,28570.60101,11/26/2014,,
89012,NV,7.905,40916.28469,12/31/2014,,
89183,NV,3.315,15700.02586,10/28/2014,,
89436,NV,5.775,34566.9632,05/17/2006,,
89144,NV,7.14,34192.89236,12/10/2014,,
89144,NV,3.825,18317.62091,12/30/2014,,
89704,NV,5.76,41583.39596,06/27/2006,,
89406,NV,12,60789.36423,02/15/2011,,
89138,NV,4.578,21467.47035,12/15/2014,,
89178,NV,4.5,21312.2523,10/06/2014,,
89108,NV,119.392,681828.6795,05/16/2011,,
89502,NV,36.4,173313.1642,03/11/2011,,
89511,NV,4.509,45828.56244,03/05/2005,,
89179,NV,6,28733.52299,12/31/2014,,
89129,NV,2.805,13356.75597,11/18/2014,,
89141,NV,6.885,32971.71763,12/02/2014,,
89011,NV,4.86,19135.66064,10/15/2014,,
89004,NV,3.5,13091.84434,02/26/2014,,
89002,NV,235.2,1019528.442,01/15/2013,,
89031,NV,3.315,16186.24795,11/05/2014,,
89706,NV,139.5,493655.0315,12/19/2014,,
89511,NV,4.59,35567.88424,03/24/2009,,
89141,NV,4.335,20759.97036,12/09/2014,,
89509,NV,5.7,57817.09681,07/24/2006,,
89410,NV,5.25,34318.40042,01/04/2010,,
89506,NV,6.82,33348.34858,12/08/2014,,
89108,NV,113.568,682002.593,05/16/2011,,
89015,NV,6.48,24616.05955,12/09/2014,,
89129,NV,7.5,42913.45387,10/30/2014,,
89141,NV,5.865,34086.65898,12/23/2014,,
89141,NV,10,47889.20498,12/30/2014,,
89135,NV,5.232,22304.11586,11/24/2014,,
89144,NV,4.5,26720.66309,02/27/2014,,
89145,NV,6.21,27674.91951,12/16/2014,,
89502,NV,63,691309.7974,01/11/2011,,
89081,NV,8.67,51567.63027,12/21/2014,,
89012,NV,6.1,19860.73207,12/04/2014,,
89506,NV,172.8,418658.0852,06/03/2014,,
89123,NV,6.75,32325.21336,12/11/2014,,
89511,NV,3.52,22477.23456,09/24/2010,,
89031,NV,5,23944.60249,12/16/2014,,
89002,NV,4.75,16636.42038,11/10/2014,,
89117,NV,10.5,50283.66523,12/30/2014,,
89135,NV,5.1,24423.49454,12/29/2014,,
89178,NV,7.75,37114.13386,12/10/2014,,
89406,NV,117.39,515244.7505,05/26/2011,,
89410,NV,4.08,59638.22626,01/24/2008,,
89139,NV,10,47889.20498,12/10/2014,,
89129,NV,8.67,49750.16517,10/22/2014,,
89135,NV,61.1,262452.14,05/04/2011,,
89178,NV,5.886,25652.3898,11/26/2014,,
89015,NV,7.65,28165.94013,12/08/2014,,
89135,NV,5.355,25644.66927,12/28/2014,,
89178,NV,7,33522.44349,12/16/2014,,
89501,NV,115.62,567545.8614,11/21/2011,,
89138,NV,9.156,39744.2122,11/13/2014,,
89011,NV,10.25,50602.78049,01/03/2014,,
89135,NV,9.18,30079.4617,12/18/2014,,
89503,NV,16.2,161373.4409,12/18/2008,,
89705,NV,34.56,305403.3576,11/23/2011,,
89134,NV,7.2,23430.42595,10/03/2014,,
89134,NV,3.825,18317.62091,12/29/2014,,
89178,NV,4.08,19538.79563,12/31/2014,,
89117,NV,3.75,21950.74264,11/04/2014,,
89102,NV,5.1,14476.44344,01/08/2014,,
89501,NV,36.19,391000.6597,10/12/2010,,
89052,NV,9.69,35865.48585,12/11/2014,,
89131,NV,7.65,36635.24181,12/14/2014,,
89141,NV,3.06,14654.09672,12/30/2014,,
89135,NV,6.5,38424.87197,11/26/2014,,
89509,NV,61.1,280128.1343,07/11/2011,,
89512,NV,5.52,30948.84913,06/15/2012,,
89144,NV,5.98,15223.72622,12/29/2014,,
89141,NV,13.005,62279.91108,12/10/2014,,
89015,NV,5.5,28416.3364,10/23/2014,,
89141,NV,4.335,16616.06006,11/18/2014,,
89084,NV,5.61,19683.64038,11/24/2014,,
89141,NV,3.315,15875.27145,12/01/2014,,
89014,NV,10.92,26092.05526,12/23/2014,,
89014,NV,10.71,51289.33853,12/30/2014,,
89506,NV,5.44,31105.93507,09/29/2008,,
89015,NV,4.845,23202.31981,12/31/2014,,
89049,NV,1.7,11256.09506,07/10/2007,,
89135,NV,9.01,31984.94796,12/12/2014,,
89134,NV,5.355,31856.6553,12/24/2014,,
89110,NV,7.194,27389.98358,11/17/2014,,
89081,NV,3.57,21226.01175,11/26/2014,,
89074,NV,5.75,40046.9102,11/26/2014,,
89143,NV,8.16,48797.08349,12/29/2014,,
89081,NV,14.85,50850.28619,10/24/2014,,
89138,NV,10.98,34083.27342,11/17/2014,,
89409,NV,35.88,174548.2097,11/30/2010,,
89166,NV,6.63,27117.43007,11/03/2014,,
89146,NV,19.74,89146.64984,03/11/2011,,
89701,NV,6.75,111327.7017,06/04/2009,,
89149,NV,4.5,26580.68372,11/25/2014,,
89410,NV,10,38737.04703,06/10/2014,,
89506,NV,49.6,299215.9193,11/22/2010,,
89139,NV,8,33195.424,01/28/2014,,
89135,NV,8.1,27718.39129,10/15/2014,,
89015,NV,4.59,26525.64772,11/05/2014,,
89032,NV,5.1,24093.20467,09/25/2014,,
89031,NV,4.59,21981.14509,12/15/2014,,
89032,NV,3.75,18406.25537,01/03/2014,,
89138,NV,8,38311.36398,12/31/2014,,
89423,NV,2,6752.05948,02/24/2014,,
89129,NV,5.61,26569.27453,10/02/2014,,
89084,NV,10.75,37034.43693,04/01/2014,,
89509,NV,5.32,43005.24926,01/09/2006,,
89108,NV,8.67,20094.99598,12/11/2014,,
89449,NV,3.6,43144.9416,02/18/2009,,
89134,NV,5.61,26865.84399,12/30/2014,,
89511,NV,6.12,63679.38723,05/21/2007,,
89148,NV,7.65,36635.24181,12/29/2014,,
89166,NV,9.69,46404.63963,12/17/2014,,
89148,NV,7.65,36635.24181,12/10/2014,,
89411,NV,8.316,80514.21151,01/23/2009,,
89135,NV,9.25,32483.80095,11/24/2014,,
89449,NV,5.76,64436.23244,08/27/2009,,
89148,NV,5.355,25644.66927,12/30/2014,,
89134,NV,6,24199.84581,02/06/2014,,
89183,NV,59.8,271204.6324,06/02/2011,,
89520,NV,21.12,125909.7682,07/02/2009,,
89436,NV,48.36,284294.6149,11/08/2010,,
89441,NV,6.72,54848.81919,11/04/2009,,
89509,NV,50.76,586620.5791,07/25/2011,,
89423,NV,4.41,24387.46873,01/03/2012,,
89509,NV,1.88,12407.77414,06/17/2014,,
89141,NV,2.805,13432.922,12/21/2014,,
89183,NV,7.95,27466.13399,10/09/2014,,
89012,NV,9.18,43713.01955,11/14/2014,,
89011,NV,3.57,17096.44618,12/22/2014,,
89148,NV,61.1,262452.14,05/09/2011,,
89509,NV,5.94,32689.16075,08/13/2008,,
89511,NV,9.45,73630.96643,01/07/2011,,
89145,NV,3.57,12590.25346,12/05/2014,,
89410,NV,1.76,8036.568252,08/31/2009,,
89410,NV,118.35,484728.7847,04/19/2012,,
89086,NV,9.69,57162.09291,10/22/2014,,
89084,NV,8.925,19831.69624,11/24/2014,,
89511,NV,6,53470.7712,05/10/2006,,
89148,NV,13.77,65943.43526,12/17/2014,,
89015,NV,6.25,37920.30474,10/22/2014,,
89129,NV,2.5,15350.25212,11/03/2014,,
89134,NV,6.12,19472.86984,12/17/2014,,
89702,NV,342.16,1683705.489,09/16/2011,,
89031,NV,8.925,51565.11159,10/21/2014,,
89129,NV,10,58761.09512,10/27/2014,,
89135,NV,7.5,35916.90374,12/30/2014,,
89134,NV,5.865,27776.96883,10/10/2014,,
89141,NV,4.75,18822.72296,11/18/2014,,
89141,NV,3.75,17760.21025,10/28/2014,,
89110,NV,8.502,38463.45611,09/23/2014,,
89511,NV,5.94,49938.4884,06/29/2007,,
89084,NV,12.75,73971.21863,12/08/2014,,
89701,NV,345.92,1523362.599,03/29/2012,,
89410,NV,17.6,106990.4481,08/31/2009,,
89445,NV,3.36,30849.61683,03/05/2010,,
89520,NV,60.4,297131.7067,07/02/2009,,
89511,NV,5.022,52944.83775,01/22/2008,,
