Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NV
89521,NV,5.4,44403.62079,11/16/2010,,
89015,NV,9.6,34958.69393,02/10/2014,,
89052,NV,6.885,32525.8263,09/25/2014,,
89118,NV,57.12,241866.8519,02/07/2012,,
89146,NV,7.65,36635.24181,12/22/2014,,
89081,NV,6,26961.73314,04/10/2014,,
89429,NV,6.11,49683.31064,02/02/2010,,
89512,NV,5.74,27647.4087,12/08/2010,,
89139,NV,4.08,19538.79563,12/31/2014,,
89436,NV,114.075,506967.2293,09/21/2011,,
89509,NV,0.99,6481.66431,06/09/2008,,
89424,NV,125.97,574535.4038,06/17/2010,,
89523,NV,49.6,316798.8443,11/03/2010,,
89015,NV,117.12,356668.638,01/23/2014,,
89445,NV,348.27,1708087.677,08/05/2011,,
89523,NV,3.69,35163.93185,07/25/2007,,
89445,NV,152.28,1009936.469,07/18/2011,,
89081,NV,3.51,16189.7775,12/15/2014,,
89138,NV,59.84,277560.6326,01/10/2011,,
89130,NV,6.885,40662.49137,11/26/2014,,
89131,NV,6.885,40662.49137,11/25/2014,,
89044,NV,58.52,363424.7582,05/10/2012,,
89129,NV,13.26,63141.02824,11/26/2014,,
89147,NV,4.59,17530.93737,12/17/2014,,
89502,NV,1,14584.5244,06/21/2006,,
89081,NV,4.905,25124.61561,11/17/2014,,
89148,NV,4.845,23202.31981,12/30/2014,,
89012,NV,9.75,46691.97486,12/16/2014,,
89122,NV,4.59,27096.27294,10/15/2014,,
89122,NV,4.505,18362.81605,10/03/2014,,
89002,NV,8.1,17789.57941,12/08/2014,,
89146,NV,57.6,142222.0131,09/23/2014,,
89506,NV,50.592,311473.3468,09/09/2010,,
89820,NV,114.07,295020.5953,06/05/2014,,
89436,NV,50.592,325946.6963,01/14/2011,,
89044,NV,18.5,58257.31756,12/02/2013,,
89502,NV,50.592,316606.2978,10/13/2010,,
89406,NV,17.472,80491.53244,03/21/2011,,
89146,NV,687.88,1707991.429,05/23/2014,,
89081,NV,4.845,23202.31981,12/18/2014,,
89130,NV,3.315,15785.25706,11/14/2014,,
89011,NV,5.865,27927.76249,11/26/2014,,
89148,NV,396.72,1201404.841,10/28/2013,,
89030,NV,5.5,18209.99622,12/29/2014,,
89015,NV,5,23944.60249,12/08/2014,,
89445,NV,3.06,36305.69662,12/13/2007,,
89820,NV,110.36,356208.2287,11/10/2014,,
89427,NV,11.56,112251.0863,01/09/2008,,
89122,NV,5,23680.28033,10/27/2014,,
89130,NV,6.5,21973.29837,11/21/2014,,
89130,NV,6.63,38505.46145,12/11/2014,,
89086,NV,7.75,39080.6224,11/25/2014,,
89131,NV,12.455,44575.22866,02/20/2014,,
89512,NV,100.8,644855.6796,09/28/2011,,
89139,NV,2.5,11840.14017,10/22/2014,,
89131,NV,7.5,35520.4205,10/14/2014,,
89031,NV,5.5,26011.65087,01/22/2014,,
89406,NV,36.575,209121.9602,09/18/2005,,
89130,NV,6.375,37821.06991,11/04/2014,,
89131,NV,5.75,35348.53656,10/22/2014,,
89146,NV,3.597,15122.90684,12/19/2014,,
89107,NV,4.25,22626.60258,10/29/2014,,
89503,NV,3.744,36831.20683,07/02/2007,,
89503,NV,2.86,26177.99543,01/10/2010,,
89519,NV,4.05,36119.03815,08/18/2009,,
89084,NV,3.06,18464.38368,12/08/2014,,
89074,NV,7.54,32891.27788,05/15/2014,,
89031,NV,7.65,45344.52386,12/11/2014,,
89119,NV,3.75,13157.51362,11/18/2014,,
89120,NV,28.71,88548.34872,11/13/2013,,
89130,NV,9.25,44046.34323,11/25/2014,,
89086,NV,6.375,37888.44853,10/07/2014,,
89130,NV,7.14,26233.76235,10/24/2014,,
89081,NV,5.25,23669.29194,03/14/2014,,
89129,NV,10.75,51480.89535,12/21/2014,,
89031,NV,4.25,34083.15312,11/18/2014,,
89081,NV,59.84,282120.9581,11/15/2010,,
89118,NV,10,35065.61769,03/05/2014,,
89178,NV,7.93,25060.92824,11/07/2014,,
89110,NV,5.775,21344.74515,11/05/2014,,
89703,NV,60.63,245705.8312,10/20/2011,,
89139,NV,7.65,44880.36152,12/18/2014,,
89032,NV,6.75,32325.21336,12/29/2014,,
89130,NV,19.8,102643.697,05/03/2013,,
89436,NV,2,3338.836081,09/13/2013,,
89130,NV,6.75,31888.065,09/30/2014,,
89410,NV,24,65555.00266,06/09/2014,,
89147,NV,5.865,22199.34847,12/23/2014,,
89445,NV,2.04,12601.02908,06/15/2006,,
89148,NV,4.08,17049.80184,10/20/2014,,
89031,NV,5.355,25644.66927,12/11/2014,,
89141,NV,10.8,45067.31246,10/30/2014,,
89445,NV,53.1,167802.5079,08/19/2013,,
89131,NV,5.2,12904.8805,12/16/2014,,
89431,NV,5.984,53547.87253,08/10/2009,,
89502,NV,40.5,313495.3321,08/05/2011,,
89031,NV,7.194,34642.60559,11/04/2014,,
89110,NV,8.25,48610.22106,11/20/2014,,
89081,NV,7.905,37641.76684,11/20/2014,,
89129,NV,8.925,30593.64053,12/09/2014,,
89107,NV,3.6,12029.55632,11/14/2014,,
89118,NV,5.824,39766.51765,07/20/2011,,
89406,NV,11.4,106622.4864,06/12/2005,,
89120,NV,36.96,232331.5898,05/26/2011,,
89103,NV,4.5,16341.67202,11/10/2014,,
89139,NV,7,34192.89236,12/31/2014,,
89149,NV,5.865,27776.96883,10/10/2014,,
89011,NV,3.06,11549.05896,11/10/2014,,
89130,NV,3.5,16666.18392,11/24/2014,,
89146,NV,34.628,217694.5739,05/25/2011,,
89146,NV,58.52,378348.3401,03/01/2011,,
89108,NV,7.395,42930.88682,11/05/2014,,
89104,NV,4.59,27002.31311,12/28/2014,,
89130,NV,6.885,39929.73682,12/14/2014,,
89429,NV,47.84,216543.5588,06/07/2011,,
89118,NV,2.295,10990.57254,12/18/2014,,
89107,NV,5.1,17062.90357,12/23/2014,,
89030,NV,8.25,26181.78451,12/29/2014,,
89110,NV,3.825,24453.74035,12/01/2014,,
89131,NV,10.2,59351.0073,12/31/2014,,
89120,NV,19.6,123372.7259,05/26/2011,,
89122,NV,3.825,18317.62091,12/29/2014,,
89701,NV,6.12,46084.76357,06/21/2006,,
89131,NV,8.829,35581.1752,12/01/2014,,
89120,NV,36.96,232331.5898,05/26/2011,,
89131,NV,14,66664.7357,11/18/2014,,
89148,NV,7,25333.77602,01/08/2014,,
89120,NV,28.71,88548.34872,11/13/2013,,
89130,NV,6.375,30192.35742,10/20/2014,,
89148,NV,119.392,703293.1775,12/20/2010,,
89031,NV,4.5,16301.93382,11/18/2014,,
89118,NV,9.945,47625.81435,12/10/2014,,
89122,NV,5.1,24423.49454,12/30/2014,,
89122,NV,9.5,45494.74473,12/10/2014,,
89118,NV,93,234408.7974,06/09/2014,,
89108,NV,4,4027.342666,10/21/2014,,
89131,NV,3.315,15875.27145,12/31/2014,,
89118,NV,18.45,154527.8837,11/16/2009,,
89431,NV,1.002,18607.64444,05/30/2005,,
89120,NV,6,28957.61917,05/14/2014,,
89704,NV,5.775,52731.83866,02/20/2009,,
89141,NV,4.59,17554.28714,12/24/2014,,
89084,NV,7.14,33898.76748,11/19/2014,,
89510,NV,6.12,57594.46295,05/09/2007,,
89701,NV,11.76,43552.62319,11/10/2014,,
89081,NV,6.5,29208.54424,04/02/2014,,
89130,NV,3.92,20241.11219,01/03/2014,,
89178,NV,2.5,11840.14017,10/23/2014,,
89081,NV,9.18,46497.50169,10/28/2014,,
89511,NV,4.32,20910.88612,09/01/2005,,
89108,NV,6.885,32971.71763,12/10/2014,,
89131,NV,8.415,49815.44995,12/30/2014,,
89081,NV,10.455,50068.16381,12/18/2014,,
89141,NV,7.395,43569.45754,12/22/2014,,
89101,NV,117.425,373907.8665,06/10/2014,,
89110,NV,3,10811.31923,10/15/2014,,
89509,NV,119.145,529688.9474,03/22/2011,,
89141,NV,4.5,21312.2523,10/13/2014,,
89122,NV,2.295,10990.57254,12/30/2014,,
89511,NV,6.86,37766.00027,11/16/2011,,
89146,NV,58.52,374738.4825,06/10/2011,,
89703,NV,5.984,56203.1235,04/29/2007,,
89130,NV,3.825,18317.62091,12/29/2014,,
89433,NV,50.592,285639.0634,07/16/2010,,
89511,NV,6.272,36486.66141,02/03/2009,,
89130,NV,116.82,322054.2214,05/09/2014,,
89130,NV,3.24,14132.3913,10/22/2014,,
89115,NV,342.78,1091905.344,05/01/2014,,
89031,NV,5.865,28087.01872,12/23/2014,,
89031,NV,10,32079.27131,11/18/2014,,
89129,NV,6.63,38116.77629,10/21/2014,,
89141,NV,4.59,16705.13592,12/23/2014,,
89149,NV,10.5,51596.07044,10/17/2014,,
89031,NV,7.25,42823.81222,11/11/2014,,
89131,NV,12.96,53792.92808,11/18/2014,,
89074,NV,5.25,25141.83262,12/31/2014,,
89108,NV,3.57,13620.81907,12/05/2014,,
89101,NV,5.376,34478.07154,06/17/2011,,
89141,NV,10.71,51289.33853,12/29/2014,,
89511,NV,5.98,49996.13651,01/04/2010,,
89502,NV,28.35,125208.0092,09/30/2011,,
89120,NV,28.71,88548.34872,11/13/2013,,
89130,NV,5.1,24153.88594,10/10/2014,,
89031,NV,24,114934.092,12/31/2014,,
89509,NV,46.624,303076.1141,10/13/2010,,
89122,NV,4.845,28198.64186,11/05/2014,,
89149,NV,7.395,42853.69607,11/05/2014,,
89135,NV,7.25,34719.67361,12/31/2014,,
89141,NV,8.25,31132.34864,01/22/2014,,
89110,NV,6.12,29308.19345,12/23/2014,,
89131,NV,12.75,61058.73635,12/30/2014,,
89511,NV,5.75,22372.80024,04/23/2010,,
89139,NV,11.475,40754.70925,11/14/2014,,
89509,NV,4.4,34515.70954,12/23/2009,,
89445,NV,59.22,281409.3861,04/20/2011,,
89509,NV,2.38,16441.69007,12/18/2009,,
