Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=WI
53029,WI,7.38,57413,08/26/2009,,
54423,WI,1.4,7800,08/25/2009,,
53705,WI,2.94,26982,12/29/2009,,
54956,WI,28,235337,08/19/2009,,
54170,WI,15.75,110044,05/29/2009,,
53120,WI,2.96,28924,12/29/2009,,
53086,WI,4.92,37986,06/29/2009,,
53717,WI,4.41,37110,08/26/2009,,
54011,WI,4,35648.13,10/29/2009,,
54208,WI,4.752,29189.28,12/29/2009,,
54729,WI,3.36,48848.95,09/29/2009,,
53583,WI,7.36,61880.15,06/29/2009,,
53545,WI,3.2,33980,07/27/2009,,
54449,WI,2.856,21556,12/29/2009,,
53705,WI,2.46,25100,07/30/2009,,
54406,WI,5.76,47490.49,08/25/2009,,
53037,WI,11.52,119832,05/29/2009,,
53222,WI,2.88,28074,07/30/2009,,
53222,WI,2.99,23980,10/29/2009,,
53578,WI,4.48,26215,12/29/2009,,
54022,WI,3.87,40000,11/24/2009,,
53075,WI,7.2,69373.34,06/26/2007,,
54135,WI,2.6,13732.47919,05/02/2014,,
53015,WI,2.76,16131.10063,12/19/2014,,
53207,WI,1.87,7853.042066,09/05/2014,,
53913,WI,5.79,23102.76068,12/18/2014,,
53532,WI,3.5,20498.85068,06/30/2014,,
54454,WI,8.89,40713.13208,10/17/2014,,
54981,WI,7.6,17175.6226,04/26/2014,,
53023,WI,1.89,7145.910239,09/05/2014,,
54234,WI,2.47,10718.44268,10/21/2014,,
53597,WI,7.41,24885.07631,06/26/2014,,
54515,WI,9.22,26971.66881,09/11/2014,,
53057,WI,4,11941.28625,05/28/2014,,
54942,WI,6.5,33430.07159,06/12/2014,,
54454,WI,10.87,43553.97169,12/19/2014,,
53029,WI,1.94,12909.38273,09/10/2014,,
54406,WI,3.58,14530.50159,08/14/2014,,
53572,WI,2.3,22138.71901,06/18/2014,,
54220,WI,2.96,15687.1875,09/03/2014,,
53949,WI,1.24,9147.958577,09/15/2014,,
53556,WI,4.47,21173.1685,12/10/2014,,
53207,WI,2.85,12293.80448,10/04/2014,,
53189,WI,3.54,14487.74871,09/05/2014,,
54241,WI,4.3,15881.14882,02/28/2014,,
54311,WI,15.072,54079.17456,09/18/2014,,
53805,WI,6,19882.24161,05/19/2014,,
53575,WI,3.95,14939.57318,08/25/2014,,
53816,WI,5.62,24866.78701,10/29/2014,,
54139,WI,4.6,16144.46612,04/15/2014,,
53207,WI,5.7,23007.14566,09/25/2014,,
53711,WI,6.03,27310.34191,07/22/2014,,
54406,WI,4.61,11982.99251,04/18/2014,,
54106,WI,10.3,32779.00042,11/12/2014,,
54660,WI,4.68,10469.17657,10/22/2014,,
54241,WI,5.4,16944.84707,01/21/2014,,
53207,WI,2.85,12567.00014,10/04/2014,,
53711,WI,4.98,26128.89761,07/22/2014,,
54652,WI,5.928,11167.90899,09/08/2014,,
53566,WI,8.15,23770.01613,10/06/2014,,
53560,WI,7.41,32446.70071,12/19/2014,,
54113,WI,5.3,27036.06719,05/30/2014,,
54935,WI,2.96,16955.08072,10/07/2014,,
53042,WI,12.35,37189.50636,10/07/2014,,
54447,WI,4.47,22891.77675,09/12/2014,,
53119,WI,3.58,19802.69674,10/14/2014,,
53207,WI,3.72,15116.31033,09/10/2014,,
53204,WI,3.75,17092.4244,08/29/2014,,
54893,WI,4.52,17558.38866,11/06/2014,,
53024,WI,6.09,23546.6737,10/16/2014,,
53704,WI,3.01,15906.23622,08/14/2014,,
54520,WI,2.72,14138.37369,10/15/2014,,
54423,WI,9.88,41976.41271,10/20/2014,,
53550,WI,2.4,7209.551576,05/16/2014,,
53207,WI,1.71,7950.5089,09/02/2014,,
54669,WI,7.73,34253.05189,10/10/2014,,
53130,WI,5.13,20813.15258,12/10/2014,,
54480,WI,4.47,11252.45045,10/14/2014,,
54891,WI,2.79,14869.41093,09/26/2014,,
54481,WI,5.93,22009.20034,10/13/2014,,
53582,WI,2.68,5584.133349,12/12/2014,,
54665,WI,4.45,15484.41068,10/18/2014,,
54481,WI,4.85,20541.27222,10/02/2014,,
53533,WI,8.22,52174.02858,12/15/2014,,
54763,WI,4,19965.47134,06/30/2014,,
53593,WI,5.1,24353.68349,06/04/2014,,
54208,WI,8.9,33286.33544,05/02/2014,,
54601,WI,5.01,17273.7432,06/28/2014,,
53593,WI,8.04,36265.22763,10/15/2014,,
54759,WI,3.96,17822.50682,09/02/2014,,
53572,WI,9.09,27648.75499,09/18/2014,,
54481,WI,2.8,15762.49786,05/16/2014,,
53704,WI,3.71,8486.390564,12/15/2014,,
53211,WI,3.7,16603.29431,06/22/2014,,
53154,WI,2.76,15178.4471,08/18/2014,,
53118,WI,7.29,27781.41552,06/27/2014,,
53139,WI,3.79,15061.87952,11/25/2014,,
53132,WI,3.75,12340.29198,12/05/2014,,
53558,WI,7.54,32039.1837,08/26/2014,,
54830,WI,5,16607.26734,06/04/2014,,
53207,WI,3.71,16328.6784,09/18/2014,,
53593,WI,5.7,22062.62097,05/08/2014,,
53711,WI,5.2,20850.48091,05/20/2014,,
53934,WI,3.46,15779.08785,07/21/2014,,
53063,WI,7.4,35369.90371,06/20/2014,,
53528,WI,12.54,51139.25658,09/30/2014,,
54495,WI,4.56,12288.80742,09/19/2014,,
54484,WI,9.04,23670.51687,09/10/2014,,
53554,WI,12.18,35555.50327,09/10/2014,,
53813,WI,7.209,22668.54174,05/06/2014,,
53559,WI,5.4,21767.24066,06/10/2014,,
53137,WI,1.98,10820.79765,07/03/2014,,
53556,WI,4.15,5620.912326,09/04/2014,,
54401,WI,4.52,24335.28076,08/14/2014,,
53593,WI,5.53,19661.31436,08/21/2014,,
53202,WI,3.46,19995.13018,10/15/2014,,
53593,WI,9.6,32788.78184,05/23/2014,,
53147,WI,9.62,37077.87551,07/10/2014,,
53593,WI,4.547,15505.18311,09/10/2014,,
54479,WI,10.08,37659.15803,07/28/2014,,
54455,WI,20.28,77500.82147,10/08/2014,,
53704,WI,2.2,9955.540917,09/17/2014,,
53222,WI,3.28,11409.62829,12/18/2014,,
53504,WI,5.37,21451.80904,07/07/2014,,
53593,WI,7,33806.91353,06/26/2014,,
54769,WI,5.9,31198.64289,02/04/2014,,
53144,WI,4.22,13729.57727,10/27/2014,,
54141,WI,5.93,31058.55715,10/22/2014,,
53073,WI,8.9,29367.64794,06/11/2014,,
54467,WI,4.35,22186.06047,12/05/2014,,
54311,WI,2.96,9746.683415,09/04/2014,,
53024,WI,2.4,8963.156728,06/12/2014,,
53210,WI,4.9,24027.85816,05/18/2014,,
54235,WI,8.15,35831.08824,08/29/2014,,
53703,WI,3.52,15883.42061,07/15/2014,,
53207,WI,2.28,9309.59063,10/15/2014,,
53528,WI,13.3,54676.16444,05/01/2014,,
53950,WI,5.071,23821.70183,08/04/2014,,
53073,WI,6.56,23600.51518,10/16/2014,,
53042,WI,7.07,25878.00817,08/21/2014,,
54660,WI,4.67,9523.533671,11/17/2014,,
53528,WI,5.8,24311.46371,05/01/2014,,
54482,WI,7.41,32109.34563,11/07/2014,,
53589,WI,3.75,12357.40219,09/25/2014,,
53129,WI,7.41,32152.33684,10/24/2014,,
53209,WI,5.8,24886.44744,01/21/2014,,
53811,WI,2.88,13412.00198,12/10/2014,,
54665,WI,2.96,11715.50711,10/17/2014,,
53211,WI,3.81,16915.25957,08/08/2014,,
54601,WI,3.77,31303.76127,09/05/2014,,
53207,WI,3.2,13516.24964,06/20/2014,,
53523,WI,3.58,16557.91638,11/19/2014,,
53951,WI,4.52,25844.624,09/11/2014,,
53014,WI,8.03,52239.90961,07/25/2014,,
53913,WI,4.03,19164.43749,07/31/2014,,
54022,WI,3.59,15677.47065,09/15/2014,,
53965,WI,2.6,10197.85846,05/05/2014,,
53581,WI,11.5,45050.19244,06/27/2014,,
53717,WI,6.635,24943.55307,09/23/2014,,
53718,WI,5.4,29119.4728,02/06/2014,,
53211,WI,3.99,16262.12094,10/08/2014,,
54961,WI,4.6,20619.03485,06/04/2014,,
54986,WI,3.71,15554.20519,10/28/2014,,
54304,WI,3,12582.14213,04/04/2014,,
53597,WI,5.81,21135.57848,06/26/2014,,
54449,WI,7.904,29762.37339,10/11/2014,,
54935,WI,4.446,23099.98883,10/06/2014,,
53582,WI,5.37,5458.562813,12/16/2014,,
53811,WI,8.7,31222.05991,06/03/2014,,
53508,WI,6,25286.11136,04/30/2014,,
54021,WI,8.97,36196.96434,09/06/2014,,
53058,WI,2.73,24324.43769,07/22/2014,,
54115,WI,4.8,18126.95149,06/05/2014,,
53027,WI,2.2,8839.992784,06/05/2014,,
53825,WI,14.06,28907.17117,09/01/2014,,
53704,WI,3.77,17315.02098,10/06/2014,,
53589,WI,4,22441.51359,06/11/2014,,
54665,WI,3.23,10000.55628,10/01/2014,,
54665,WI,3.82,16598.89939,10/30/2014,,
53227,WI,5.7,22948.43504,10/02/2014,,
54447,WI,5.9,32846.03611,06/13/2014,,
53521,WI,3.58,22648.96802,11/17/2014,,
53207,WI,2.7,10429.20497,06/20/2014,,
54166,WI,5.7,27908.5525,06/06/2014,,
54872,WI,5.2,23285.5082,05/27/2014,,
53207,WI,5.99,31676.67262,08/08/2014,,
53207,WI,3.42,13905.13573,09/03/2014,,
53705,WI,4,21367.53009,01/06/2014,,
53597,WI,6.09,21632.02422,08/13/2014,,
53562,WI,6.9,23402.14269,06/30/2014,,
53913,WI,2.29,10306.54539,10/01/2014,,
54614,WI,2.88,26401.57075,12/11/2014,,
53217,WI,3.75,13060.14234,12/11/2014,,
53051,WI,6,21140.58197,02/13/2014,,
53901,WI,5.5,20333.76964,09/19/2014,,
54665,WI,1.8,8088.519943,04/26/2014,,
54110,WI,5.19,24196.65094,12/03/2014,,
53207,WI,3.7,16120.57111,06/27/2014,,
54968,WI,2.7,18110.95082,05/07/2014,,
53503,WI,5.37,31130.34579,10/13/2014,,
54984,WI,5.48,22636.9383,11/28/2014,,
54130,WI,3.71,14407.58109,10/06/2014,,
54966,WI,6.18,25144.3531,12/12/2014,,
54843,WI,2.91,19891.19064,09/26/2014,,
53959,WI,3.8,17481.33404,06/16/2014,,
53078,WI,4.22,17448.62761,10/09/2014,,
53207,WI,3.77,20071.38126,08/08/2014,,
54423,WI,3.6,24136.16007,06/16/2014,,
54107,WI,3.69,15105.52619,10/21/2014,,
53703,WI,3.52,16865.49417,08/26/2014,,
53215,WI,2.28,9800.38963,09/05/2014,,
53818,WI,5.29,19821.64097,10/28/2014,,
53703,WI,5.4,20823.64592,06/20/2014,,
53711,WI,4.9,25369.99231,04/25/2014,,
53704,WI,3.8,11759.10841,02/25/2014,,
53226,WI,5.13,20531.68698,09/17/2014,,
53219,WI,2.45,11914.8232,09/05/2014,,
53021,WI,9.9,90328.86477,05/22/2014,,
53045,WI,3.64,12567.62614,07/14/2014,,
53089,WI,9.7,45036.28949,11/12/2014,,
53139,WI,3.79,15061.87952,11/25/2014,,
53061,WI,4.61,21216.88682,04/16/2014,,
54482,WI,4.92,16792.60609,07/29/2014,,
53566,WI,7.4,25866.66315,06/25/2014,,
53103,WI,4.2,17204.94537,01/15/2014,,
54423,WI,4.85,24073.73879,11/10/2014,,
54913,WI,6.03,24066.14427,10/07/2014,,
53151,WI,2.8,7464.539569,06/03/2014,,
53901,WI,3.7,28933.93399,04/11/2014,,
53029,WI,3.62,10930.09864,07/22/2014,,
54141,WI,7.28,22733.06912,10/15/2014,,
54401,WI,3.8,19305.07945,05/05/2014,,
53562,WI,1.7,8484.406557,06/03/2014,,
54161,WI,2.47,10864.76188,10/12/2014,,
54423,WI,6.31,23379.91467,10/20/2014,,
54401,WI,6,18719.75299,08/11/2014,,
53213,WI,1.81,5040.968945,12/22/2014,,
53590,WI,3.64,12678.91442,07/29/2014,,
53207,WI,4.56,18486.24132,12/18/2014,,
53711,WI,5.7,29010.57405,01/30/2014,,
53533,WI,7.5,26128.89761,07/28/2014,,
53207,WI,1.9,8751.592856,06/25/2014,,
54739,WI,4.2,20361.78113,06/23/2014,,
53063,WI,7.21,55617.01037,12/16/2014,,
53121,WI,4.92,27802.14471,10/16/2014,,
53534,WI,3.1318,15629.50305,09/05/2014,,
53959,WI,5.9,27065.27678,06/11/2014,,
53147,WI,5.89,17724.81446,10/20/2014,,
53073,WI,18.81,63812.12384,10/20/2014,,
53560,WI,4.94,17791.13062,08/26/2014,,
54157,WI,3.88,16950.0954,10/30/2014,,
54130,WI,5.3,19417.81705,07/08/2014,,
54521,WI,2.6,23219.15445,05/06/2014,,
54648,WI,11.02,28581.48018,10/16/2014,,
54893,WI,4.5,16638.19218,05/20/2014,,
53703,WI,5.93,25176.96498,11/06/2014,,
53190,WI,5.4,32363.51429,01/15/2014,,
53594,WI,5.43,18310.09128,10/31/2014,,
54115,WI,1.92,9297.976295,11/04/2014,,
53149,WI,7.56,29359.23858,07/31/2014,,
53207,WI,3.99,15248.1064,10/17/2014,,
53139,WI,3.79,15061.87952,11/25/2014,,
54644,WI,9.4,48329.70729,10/23/2014,,
54646,WI,4.9,18382.43861,07/11/2014,,
54171,WI,4,14253.24679,06/11/2014,,
53581,WI,13.42,58652.31539,10/27/2014,,
53119,WI,8.05,31330.61438,09/29/2014,,
54230,WI,3.71,7861.005565,10/20/2014,,
53559,WI,4.21,6699.156818,07/16/2014,,
54767,WI,2.58,8401.27127,07/17/2014,,
54893,WI,4.9,11110.19685,07/25/2014,,
53402,WI,3.5,18355.40075,06/30/2014,,
53211,WI,2.8,18225.38815,05/12/2014,,
53504,WI,7,19666.5008,06/09/2014,,
53216,WI,1.71,7879.895173,09/29/2014,,
53711,WI,2.78,16527.84207,11/17/2014,,
54873,WI,4.8,12192.23724,06/18/2014,,
54022,WI,5.5,15533.65745,07/03/2014,,
54960,WI,4.52,25067.6844,07/29/2014,,
54830,WI,4.52,10940.81378,08/21/2014,,
