Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=DE
19701,DE,1.8,13770.0,04/01/2009,,
19701,DE,1.8,13770.0,04/01/2009,,
19804,DE,2.8,23100.0,10/01/2008,,
19734,DE,10.0,74395.0,05/01/2006,,
19802,DE,2.8,21700.0,06/01/2007,,
19711,DE,8.0,64124.0,11/01/2008,,
19707,DE,8.0,66300.0,01/14/2009,,
19707,DE,2.1,18900.0,01/01/2009,,
19808,DE,2.0,16000.0,08/01/2007,,
19802,DE,2.4,19539.0,07/01/2006,,
19810,DE,6.0,48000.0,04/30/2008,,
19711,DE,3.9,31927.5,09/01/2008,,
19711,DE,4.2,36400.0,08/01/2009,,
19702,DE,7.2,55440.0,05/01/2009,,
19807,DE,7.74,62694.0,06/28/2009,,
19711,DE,6.2,49600.0,01/09/2009,,
19803,DE,2.15,17850.0,10/08/2008,,
19807,DE,7.8,64526.0,02/05/2009,,
19702,DE,7.8,59734.0,10/02/2008,,
19711,DE,7.4,58200.0,02/01/2008,,
19711,DE,5.2,41840.0,06/12/2006,,
19803,DE,5.0,43606.0,07/25/2008,,
19808,DE,4.2,37800.0,07/01/2007,,
19805,DE,46.7,508116.0,04/27/2006,,
19713,DE,1.75,20965.0,01/01/2009,,
19901,DE,6.8,53720.0,06/01/2009,,
19804,DE,3.0,24750.0,04/01/2009,,
19711,DE,7.35,63005.0,05/14/2009,,
19702,DE,23.0,150897.0,12/23/2009,,
19808,DE,6.72,38031.82,01/29/2010,,
19711,DE,3.5,36502.0,05/01/2009,,
19807,DE,5.6,40450.0,02/24/2009,,
19711,DE,2.2,18700.0,01/20/2009,,
19808,DE,3.5,35125.0,03/01/2009,,
19702,DE,5.0,45000.0,12/01/2006,,
19808,DE,6.6,47494.87,04/14/2006,,
19810,DE,5.4,45000.0,11/21/2006,,
19807,DE,5.26,42208.0,08/13/2009,,
19805,DE,5.425,54250.0,04/27/2009,,
19713,DE,3.36,26666.0,10/07/2008,,
19807,DE,8.41,63000.0,07/24/2009,,
19802,DE,7.1,63146.0,06/29/2009,,
19943,DE,6.0,48220.0,02/23/2009,,
19711,DE,7.35,61985.0,05/01/2009,,
19807,DE,6.15,45638.51,10/19/2009,,
19707,DE,7.8,63180.0,10/22/2009,,
19963,DE,4.3,,08/12/2010,,
19808,DE,7.2,54000.0,02/06/2009,,
19904,DE,7.4,,12/01/2008,,
19966,DE,7.8,59734.0,09/22/2008,,
19707,DE,7.2,56800.0,01/13/2009,,
19977,DE,2.8,,08/01/2009,,
19807,DE,5.25,44000.0,06/01/2008,,
19952,DE,24.8,192696.0,10/01/2008,,
19736,DE,4.8,45000.0,06/22/2007,,
19702,DE,2.0,,08/19/2008,,
19952,DE,7.56,54810.0,09/05/2008,,
19702,DE,6.72,63400.0,08/01/2008,,
19707,DE,7.82,63000.0,06/18/2008,,
19711,DE,3.6,,01/16/2008,,
19702,DE,7.875,63000.0,02/08/2008,,
19901,DE,7.0,,12/01/2007,,
19943,DE,6.72,,04/14/2009,,
19901,DE,6.45,,06/01/2010,,
19711,DE,6.3,50120.0,11/16/2007,,
19702,DE,5.94,36000.0,09/26/2010,,
19904,DE,1.0,,10/19/2010,,
19901,DE,3.68,,05/01/2010,,
19707,DE,5.0,,11/10/2009,,
19943,DE,2.8,,12/01/2007,,
19943,DE,7.98,,04/25/2009,,
19713,DE,3.15,35008.0,06/22/2009,,
19707,DE,7.0,62698.0,06/12/2009,,
19808,DE,2.45,25063.0,04/01/2009,,
19810,DE,3.5,28947.0,04/01/2009,,
19709,DE,6.74,42500.0,08/01/2010,,
19709,DE,4.0,32000.0,06/01/2009,,
19709,DE,5.17,46760.0,05/10/2010,,
19709,DE,6.9,38600.0,05/14/2009,,
19709,DE,3.7,28704.0,01/10/2010,,
19709,DE,8.4,59340.0,02/10/2010,,
19709,DE,5.2,45000.0,10/26/2007,,
19709,DE,3.17,,09/25/2009,,
19709,DE,7.02,58000.0,07/02/2008,,
19709,DE,6.1,47992.5,06/01/2009,,
19709,DE,5.54,40500.0,07/17/2009,,
19709,DE,7.8,64350.0,01/01/2009,,
19709,DE,5.9,,02/01/2009,,
19709,DE,6.0,48000.0,01/02/2009,,
19709,DE,7.6,61992.0,10/01/2008,,
19709,DE,5.684,47282.2,05/01/2007,,
19709,DE,7.8,,03/18/2008,,
19709,DE,4.8,42800.0,09/05/2008,,
19709,DE,7.242,61194.0,03/05/2008,,
19709,DE,5.59,46117.5,09/01/2007,,
19709,DE,1.2,9920.0,09/12/2007,,
19709,DE,5.18,35000.0,03/26/2010,,
19709,DE,7.36,57295.0,02/01/2010,,
19702,DE,6.44,51716.0,12/22/2009,,
19711,DE,3.9,,03/01/2010,,
19711,DE,7.0,60886.0,12/30/2009,,
19711,DE,5.95,,04/19/2010,,
19711,DE,6.77,,04/23/2010,,
19960,DE,9.03,,12/11/2009,,
19960,DE,6.5,,11/17/2009,,
19960,DE,3.15,,07/20/2009,,
19960,DE,3.25,,06/03/2009,,
19945,DE,7.98,64242.0,01/22/2009,,
19945,DE,2.52,20900.0,12/31/2009,,
19945,DE,5.88,,07/22/2009,,
19975,DE,4.73,,07/01/2010,,
19975,DE,8.0,64960.0,01/01/2008,,
19975,DE,4.3,,09/14/2010,,
19975,DE,4.5,30375.0,10/14/2010,,
19975,DE,7.2,55727.0,09/05/2008,,
19711,DE,4.2,,07/01/2009,,
19947,DE,7.5,,06/09/2010,,
19947,DE,5.6,,01/20/2010,,
19947,DE,6.3,,01/25/2010,,
19947,DE,7.38,,11/29/2009,,
19947,DE,7.38,,11/16/2009,,
19947,DE,15.55,88635.0,12/11/2009,,
19947,DE,8.0,,12/01/2009,,
19947,DE,6.3,,07/23/2009,,
19947,DE,5.04,,06/30/2009,,
19947,DE,6.45,,09/01/2010,,
19975,DE,14.0,,07/27/2010,,
19975,DE,4.1,37500.0,02/13/2009,,
19975,DE,5.88,46452.0,12/17/2009,,
19975,DE,5.4,39967.0,10/17/2008,,
19946,DE,4.0,,06/01/2009,,
19963,DE,2.3,,09/24/2010,,
19963,DE,4.1,,06/26/2009,,
19963,DE,3.78,,04/15/2009,,
19963,DE,4.0,,08/01/2008,,
19966,DE,4.32,,03/01/2010,,
19966,DE,4.73,,12/16/2009,,
19966,DE,3.78,,12/01/2009,,
19966,DE,5.08,,11/02/2009,,
19966,DE,4.8,,12/15/2008,,
19966,DE,5.68,53960.0,08/01/2009,,
19966,DE,3.8,,05/12/2009,,
19966,DE,7.7,,08/04/2009,,
19966,DE,3.78,,01/05/2009,,
19966,DE,3.78,,10/01/2008,,
19966,DE,3.0,,09/30/2008,,
19966,DE,5.2,59875.0,06/18/2008,,
19901,DE,7.98,64441.0,04/14/2009,,
19977,DE,4.12,,04/20/2010,,
19977,DE,9.1,,06/08/2010,,
19977,DE,8.46,,12/23/2009,,
19977,DE,8.7,,12/23/2009,,
19977,DE,8.0,63840.0,06/04/2009,,
19977,DE,4.8,,04/15/2009,,
19977,DE,3.3,,04/09/2009,,
19977,DE,7.8,,02/18/2009,,
19977,DE,3.2,,02/01/2008,,
19977,DE,35.0,297500.0,02/08/2008,,
19977,DE,3.0,,11/09/2007,,
19707,DE,50.4,335000.0,04/01/2011,,
19709,DE,9.24,73920.0,05/15/2009,,
19934,DE,5.88,41672.04,10/22/2009,,
19934,DE,7.5,,06/09/2010,,
19934,DE,8.71,64000.0,03/25/2009,,
19934,DE,6.8,57800.0,04/01/2008,,
19934,DE,6.02,,05/02/2009,,
19934,DE,4.0,,05/06/2009,,
19934,DE,5.6,,01/06/2009,,
19934,DE,4.0,,08/06/2008,,
19934,DE,4.6,,06/07/2010,,
19934,DE,8.6,59409.0,03/01/2010,,
19934,DE,3.4,,10/01/2008,,
19934,DE,3.7,28336.0,05/01/2009,,
19934,DE,5.04,,09/17/2009,,
19720,DE,8.4,63000.0,08/01/2009,,
19720,DE,2.3,20700.0,01/01/2009,,
19720,DE,7.2,55228.0,10/16/2008,,
19720,DE,4.4,38800.0,08/08/2008,,
19720,DE,7.82,62400.0,01/18/2008,,
19720,DE,4.2,37414.0,09/15/2009,,
19709,DE,7.8,58746.0,02/01/2008,,
19702,DE,5.2,38500.0,09/11/2008,,
19720,DE,5.4,,07/13/2006,,
19720,DE,3.6,34188.0,08/01/2006,,
19709,DE,3.17,29000.0,12/28/2009,,
19709,DE,7.59,61885.0,02/01/2010,,
19966,DE,5.3,,07/01/2008,,
19709,DE,7.92,63000.0,06/01/2009,,
19711,DE,7.13,,08/01/2009,,
19934,DE,3.56,,03/01/2009,,
19713,DE,4.55,29563.0,12/01/2009,,
19709,DE,6.0,49500.0,10/12/2006,,
19711,DE,3.6,28661.0,01/25/2006,,
19713,DE,4.8,45000.0,12/02/2006,,
19807,DE,3.96,32000.0,10/10/2010,,
19973,DE,4.0,,09/01/2009,,
19973,DE,4.0,31400.0,10/08/2008,,
19973,DE,3.6,,10/04/2008,,
19701,DE,3.7,23250.0,09/24/2010,,
19710,DE,7.8,,07/01/2009,,
19701,DE,1.3,,05/27/2010,,
19701,DE,5.25,46700.0,12/03/2009,,
19701,DE,5.6,45360.0,03/27/2009,,
19701,DE,6.3,,07/24/2009,,
19701,DE,7.38,,06/02/2009,,
19701,DE,6.0,,07/10/2007,,
19701,DE,7.35,61858.0,12/07/2009,,
19701,DE,3.17,21000.0,12/09/2009,,
19701,DE,4.92,,09/14/2009,,
19701,DE,7.8,62400.0,01/01/2008,,
19701,DE,7.8,62000.0,07/01/2009,,
19973,DE,57.12,,03/09/2011,,
19930,DE,17.1,,03/30/2011,,
19701,DE,3.6,,02/18/2009,,
19701,DE,5.2,41600.0,01/24/2008,,
19701,DE,7.875,62400.0,02/15/2008,,
19701,DE,5.3,35144.48,05/01/2008,,
19701,DE,5.4,44550.0,04/01/2008,,
19701,DE,6.0,47171.0,10/10/2007,,
19701,DE,5.6,,07/18/2007,,
19947,DE,7.2,59400.0,11/14/2008,,
19938,DE,4.2,27300.0,06/01/2010,,
19938,DE,6.21,,11/25/2009,,
19938,DE,4.752,41392.0,07/01/2009,,
19938,DE,4.8,,04/10/2007,,
19938,DE,4.0,,10/22/2008,,
19938,DE,4.0,,09/01/2008,,
19963,DE,1.89,,07/14/2009,,
19734,DE,5.54,38500.0,07/01/2010,,
19734,DE,3.78,29128.0,06/08/2009,,
19734,DE,8.4,62540.0,03/06/2008,,
19734,DE,7.4,58144.0,04/01/2009,,
19734,DE,6.0,44969.0,09/06/2007,,
19734,DE,7.7,43000.0,05/15/2008,,
19734,DE,5.0,45000.0,03/05/2007,,
19968,DE,5.78,,01/05/2010,,
19968,DE,2.4,,02/04/2009,,
19968,DE,5.16,,12/01/2009,,
19968,DE,3.8,32040.0,06/16/2009,,
19968,DE,8.0,,07/20/2009,,
19968,DE,5.25,,10/23/2007,,
19968,DE,3.78,,02/02/2009,,
19968,DE,3.2,,07/07/2007,,
19968,DE,1.8,,04/18/2008,,
19968,DE,2.22,23066.0,02/29/2008,,
19968,DE,4.0,,02/18/2008,,
19968,DE,2.8,25200.0,07/01/2006,,
19962,DE,4.5,,10/01/2009,,
19962,DE,8.5,66500.0,10/17/2008,,
19962,DE,5.0,,07/03/2008,,
19934,DE,7.6,62370.0,07/01/2008,,
19966,DE,3.44,,02/16/2009,,
19966,DE,3.8,,02/02/2009,,
19966,DE,4.0,,04/16/2008,,
19966,DE,11.3,,11/22/2010,,
19934,DE,5.0,44866.0,05/19/2008,,
19934,DE,3.6,29988.0,07/03/2007,,
19934,DE,4.8,40560.0,09/19/2006,,
19711,DE,5.25,46750.0,10/22/2009,,
19977,DE,4.23,,02/02/2010,,
19701,DE,4.2,36800.0,01/28/2009,,
19966,DE,3.24,,10/20/2010,,
19939,DE,9.66,,10/25/2010,,
19701,DE,1.58,12127.5,04/01/2010,,
19966,DE,4.07,,10/21/2010,,
19963,DE,3.49,22408.55,10/14/2010,,
19975,DE,6.08,,08/13/2008,,
19973,DE,8.19,,11/05/2010,,
19711,DE,5.1,,08/23/2010,,
19971,DE,4.32,,10/27/2010,,
19803,DE,3.96,26600.0,09/10/2010,,
19701,DE,10.18,57800.0,10/07/2010,,
19709,DE,8.41,,12/09/2010,,
19960,DE,8.64,47150.0,11/30/2010,,
19702,DE,5.88,30741.52,11/12/2010,,
19958,DE,2.87,,12/10/2010,,
19809,DE,9.45,,12/17/2010,,
19970,DE,7.58,,11/15/2010,,
19702,DE,11.88,,12/09/2010,,
19707,DE,4.2,,12/21/2010,,
19701,DE,9.45,51792.17,12/28/2010,,
19904,DE,10.34,,12/17/2010,,
19702,DE,9.03,,12/01/2010,,
19803,DE,3.15,22354.65,12/13/2010,,
19973,DE,7.2,,11/12/2010,,
19930,DE,4.65,24297.2,12/20/2010,,
19958,DE,7.8,,12/09/2010,,
19711,DE,5.4,,12/01/2010,,
19711,DE,2.94,,12/01/2010,,
19734,DE,4.75,,12/30/2010,,
19711,DE,5.55,,11/24/2010,,
19711,DE,5.94,,01/03/2010,,
19934,DE,4.41,25710.0,01/06/2011,,
19901,DE,4.75,,12/22/2010,,
19713,DE,4.14,,12/01/2010,,
19947,DE,7.4,,01/03/2011,,
19963,DE,6.75,47250.0,12/20/2010,,
19901,DE,8.4,,12/23/2010,,
19958,DE,2.59,,01/03/2011,,
19963,DE,5.28,,01/11/2011,,
19977,DE,3.7,,12/23/2010,,
19958,DE,14.62,75156.25,12/15/2010,,
19977,DE,7.14,,10/18/2010,,
19971,DE,5.06,,01/05/2011,,
19963,DE,2.7,,12/10/2010,,
19966,DE,4.5,,08/24/2010,,
19943,DE,4.5,,10/26/2010,,
19901,DE,4.02,,10/01/2009,,
19973,DE,4.03,,10/08/2009,,
19971,DE,5.55,,02/02/2011,,
19977,DE,9.17,,01/20/2010,,
19975,DE,2.7,18900.0,12/01/2010,,
19711,DE,8.33,,12/27/2010,,
19963,DE,5.76,33000.0,11/22/2010,,
19939,DE,4.3,,12/03/2010,,
19958,DE,8.4,63000.0,09/01/2010,,
19958,DE,5.2,,11/01/2010,,
19975,DE,7.8,,07/15/2010,,
19971,DE,3.8,26082.0,10/19/2010,,
19933,DE,12.9,,10/01/2010,,
19946,DE,7.7,46440.0,10/01/2010,,
19946,DE,3.53,,01/25/2011,,
19901,DE,2.25,15750.0,12/01/2010,,
19944,DE,7.05,,02/01/2011,,
19933,DE,41.86,,12/31/2010,,
19944,DE,5.46,32656.84,11/10/2010,,
19709,DE,6.75,33087.3,10/27/2010,,
19971,DE,10.34,,01/11/2011,,
19968,DE,12.54,,10/28/2010,,
19966,DE,10.81,,11/02/2010,,
19702,DE,5.5,40975.0,05/12/2010,,
19709,DE,3.68,29744.0,04/19/2010,,
19808,DE,4.73,41254.0,03/17/2010,,
19709,DE,5.8,,05/14/2010,,
19971,DE,4.69,37959.0,03/30/2010,,
19709,DE,2.07,,11/08/2010,,
19708,DE,2.07,,07/07/2010,,
19707,DE,20.7,121680.0,09/14/2010,,
19963,DE,4.9,26800.0,12/08/2010,,
19977,DE,2.8,,03/29/2010,,
19734,DE,6.44,47753.0,07/24/2010,,
19803,DE,4.14,30636.0,06/03/2010,,
19711,DE,5.25,,05/13/2010,,
19734,DE,7.6,56429.0,05/20/2010,,
19939,DE,8.19,,11/22/2010,,
19720,DE,4.6,37850.0,03/25/2010,,
19945,DE,1.4,,09/15/2010,,
19930,DE,2.82,55000.0,07/20/2010,,
19930,DE,5.5,30000.0,09/21/2010,,
19958,DE,7.2,,09/03/2010,,
19958,DE,5.6,,01/12/2011,,
19805,DE,6.3,,04/27/2010,,
19709,DE,3.5,,07/06/2010,,
19709,DE,5.52,,01/19/2011,,
19975,DE,7.4,,02/09/2011,,
19808,DE,3.96,,02/04/2011,,
19968,DE,10.8,,01/24/2011,,
19975,DE,4.6,,11/09/2010,,
19707,DE,9.88,70240.0,10/08/2010,,
19975,DE,3.7,,02/09/2011,,
19711,DE,4.9,,07/09/2010,,
19702,DE,5.29,43478.0,04/01/2010,,
19707,DE,5.52,42413.0,06/21/2010,,
19966,DE,3.68,,07/27/2010,,
19977,DE,2.53,,06/01/2010,,
19977,DE,5.06,,07/01/2010,,
19810,DE,5.0,,12/29/2010,,
19810,DE,4.44,26500.0,10/08/2010,,
19711,DE,5.32,36960.0,11/20/2010,,
19709,DE,10.44,74458.0,05/01/2010,,
19955,DE,5.3,36931.0,11/29/2010,,
19720,DE,2.0,14999.0,11/23/2010,,
19958,DE,4.41,,02/10/2011,,
19958,DE,3.29,,02/15/2011,,
19904,DE,10.08,,01/28/2011,,
19707,DE,5.52,43459.0,06/28/2010,,
19938,DE,6.12,,01/04/2011,,
19803,DE,2.63,23250.0,01/15/2010,,
19810,DE,5.4,,11/24/2010,,
19971,DE,10.34,,12/01/2010,,
19971,DE,3.6,32392.0,04/24/2009,,
19971,DE,7.2,56885.0,04/24/2009,,
19971,DE,6.3,50400.0,03/01/2009,,
19971,DE,6.3,55440.0,05/26/2009,,
19971,DE,7.98,53945.0,10/22/2009,,
19971,DE,6.3,47880.0,07/20/2009,,
19971,DE,4.2,,12/01/2008,,
19971,DE,8.84,54454.0,12/01/2009,,
19971,DE,4.5,,02/01/2010,,
19971,DE,5.52,35880.0,05/20/2010,,
19971,DE,1.8,14850.0,06/30/2008,,
19971,DE,7.31,,07/25/2008,,
19971,DE,1.8,,06/28/2008,,
19971,DE,6.67,55271.0,01/05/2009,,
19971,DE,6.3,45600.0,09/30/2009,,
19971,DE,3.964,32385.88,10/20/2009,,
19971,DE,7.4,62560.0,06/01/2009,,
19971,DE,5.06,29601.0,11/01/2010,,
19971,DE,7.98,63441.0,07/10/2009,,
19971,DE,5.04,37340.0,06/16/2009,,
19971,DE,8.0,63120.0,06/29/2009,,
19971,DE,3.0,,06/02/2009,,
19971,DE,7.98,63441.0,03/09/2009,,
19971,DE,1.1,11200.0,07/17/2007,,
19971,DE,4.8,39600.0,01/14/2009,,
19971,DE,3.15,,06/01/2006,,
19971,DE,7.59,63073.0,05/08/2009,,
19971,DE,2.4,27600.0,05/29/2008,,
19971,DE,3.8,28675.0,03/12/2008,,
19973,DE,7.2,,03/05/2010,,
19971,DE,8.17,,09/08/2008,,
19971,DE,6.0,,08/04/2008,,
19971,DE,8.25,67500.0,09/19/2008,,
19971,DE,4.8,39600.0,04/01/2008,,
19971,DE,4.0,32000.0,01/24/2008,,
19971,DE,5.2,30992.0,05/12/2010,,
19971,DE,9.24,78540.0,02/03/2009,,
19946,DE,11.0,88172.0,08/06/2008,,
19963,DE,6.3,47250.0,11/01/2009,,
19953,DE,4.2,38027.0,03/18/2010,,
19953,DE,3.6,,08/01/2009,,
19953,DE,6.3,51408.0,01/22/2010,,
19953,DE,7.35,60528.0,09/24/2009,,
19953,DE,4.4,,04/30/2008,,
19977,DE,8.61,,06/01/2010,,
19956,DE,7.56,63000.0,11/28/2009,,
19956,DE,4.14,,03/01/2010,,
19956,DE,4.5,,06/25/2010,,
19801,DE,24.0,196331.0,01/01/2009,,
19939,DE,4.725,37328.0,06/10/2009,,
19958,DE,6.82,,04/09/2010,,
19958,DE,7.98,,02/01/2010,,
19958,DE,3.85,,12/08/2009,,
19958,DE,8.7,,12/01/2009,,
19958,DE,4.1,,12/01/2009,,
19958,DE,2.94,,11/03/2009,,
19958,DE,5.46,,11/03/2009,,
19958,DE,3.2,,11/10/2009,,
19970,DE,5.04,40068.0,05/09/2009,,
19970,DE,3.78,,06/01/2009,,
19970,DE,5.0,,12/01/2008,,
19970,DE,5.88,,07/29/2009,,
19970,DE,4.41,34600.0,01/13/2010,,
19970,DE,5.4,34830.0,02/10/2010,,
19970,DE,5.01,40000.0,01/01/2006,,
19970,DE,3.78,29975.0,06/16/2008,,
19970,DE,7.668,61600.0,08/02/2008,,
19970,DE,7.98,,09/20/2008,,
19970,DE,5.88,47275.0,10/14/2008,,
19970,DE,4.546,37232.0,01/01/2009,,
19958,DE,8.28,67800.0,02/03/2009,,
19958,DE,1.82,,07/01/2010,,
19944,DE,2.8,,04/22/2009,,
19944,DE,5.25,51532.0,04/01/2006,,
19944,DE,5.0,49890.5,11/01/2006,,
19944,DE,5.0,,06/01/2008,,
19958,DE,7.67,,06/21/2010,,
19958,DE,5.55,,10/04/2010,,
19958,DE,4.07,,08/25/2010,,
19958,DE,3.66,,09/01/2010,,
19958,DE,4.2,,11/01/2009,,
19958,DE,6.02,,10/14/2009,,
19958,DE,6.88,,08/06/2009,,
19958,DE,5.16,,09/08/2009,,
19958,DE,7.56,59346.0,07/10/2009,,
19958,DE,1.8,,03/19/2009,,
19958,DE,4.8,,08/22/2008,,
19958,DE,8.14,,12/08/2008,,
19958,DE,5.11,,03/18/2008,,
19958,DE,6.0,49500.0,10/01/2008,,
19958,DE,3.78,,10/24/2008,,
19958,DE,3.87,,08/13/2009,,
19958,DE,8.4,63000.0,09/09/2008,,
19958,DE,5.2,,05/22/2008,,
19958,DE,1.8,,06/25/2008,,
19958,DE,4.2,,04/10/2008,,
19958,DE,4.0,,07/07/2008,,
19958,DE,2.8,,05/01/2007,,
19930,DE,3.78,29295.0,07/07/2009,,
19930,DE,9.6,63830.0,08/28/2008,,
19930,DE,3.2,,11/19/2007,,
19951,DE,1.8,15300.0,05/20/2009,,
19805,DE,3.8,,02/01/2010,,
19803,DE,2.07,18732.0,09/03/2009,,
19930,DE,4.8,26800.0,11/30/2006,,
19930,DE,5.04,39556.0,08/04/2009,,
19930,DE,3.15,24885.0,04/07/2009,,
19930,DE,3.87,29040.0,02/01/2010,,
19930,DE,5.04,35784.0,04/01/2010,,
19951,DE,3.78,30240.0,08/28/2009,,
19808,DE,5.6,46140.0,10/14/2009,,
19802,DE,3.85,30608.0,07/20/2009,,
19806,DE,5.4,,04/27/2009,,
19904,DE,10.0,65065.0,08/19/2010,,
19939,DE,4.0,35000.0,11/01/2008,,
19734,DE,19.0,,08/21/2008,,
19808,DE,3.8,,02/02/2010,,
19808,DE,5.6,51430.0,10/01/2009,,
19809,DE,7.2,,01/02/2009,,
19808,DE,4.7,41000.0,02/01/2008,,
19951,DE,4.37,20500.0,10/12/2010,,
19710,DE,8.0,62400.0,01/21/2009,,
19808,DE,3.32,29330.0,03/09/2010,,
19808,DE,3.96,33000.0,05/28/2010,,
19805,DE,5.25,,02/20/2008,,
19808,DE,14.72,94208.0,04/01/2010,,
19801,DE,4.8,,01/01/2009,,
19803,DE,5.1,38250.0,09/01/2008,,
19808,DE,5.08,40600.0,05/02/2008,,
19808,DE,6.0,,07/01/2008,,
19944,DE,6.9,63800.0,04/19/2010,,
19806,DE,5.52,35880.0,09/01/2010,,
19801,DE,50.0,,12/16/2008,,
19958,DE,8.05,,09/08/2008,,
19803,DE,4.0,32000.0,06/01/2007,,
19810,DE,4.0,31896.0,01/07/2008,,
19805,DE,5.0,45000.0,03/01/2007,,
19956,DE,6.6,49995.0,12/01/2009,,
19707,DE,5.52,31530.0,10/30/2009,,
19709,DE,6.44,47751.0,04/23/2010,,
19711,DE,6.44,55750.0,03/09/2010,,
19713,DE,3.84,,04/01/2009,,
19950,DE,3.58,,04/01/2009,,
19930,DE,5.6,44800.0,06/08/2007,,
19930,DE,3.5,27825.0,10/01/2009,,
19930,DE,5.25,52447.5,06/30/2009,,
19930,DE,3.2,25600.0,12/18/2008,,
19930,DE,7.98,63441.0,01/15/2008,,
19971,DE,13.2,115600.0,12/10/2007,,
19958,DE,9.22,,07/29/2010,,
19958,DE,3.22,,07/29/2010,,
19958,DE,3.78,,01/29/2009,,
19958,DE,4.0,,01/13/2009,,
19958,DE,7.7,61920.0,02/09/2009,,
19971,DE,3.0,,01/22/2009,,
19734,DE,10.3,,01/24/2008,,
19709,DE,7.92,63000.0,04/01/2009,,
19977,DE,4.36,,04/01/2010,,
19701,DE,5.25,35144.48,06/01/2009,,
19971,DE,4.4,25000.0,09/04/2008,,
19945,DE,5.12,40896.0,04/01/2009,,
19807,DE,7.8,63000.0,02/16/2009,,
19808,DE,3.84,,02/05/2009,,
19971,DE,6.3,50400.0,02/16/2009,,
19971,DE,7.2,63200.0,06/27/2008,,
19971,DE,7.2,59400.0,10/17/2008,,
19971,DE,4.2,35100.0,01/22/2009,,
19709,DE,4.27,37652.0,05/01/2009,,
19977,DE,7.6,,10/27/2008,,
19962,DE,7.1,51500.0,11/01/2009,,
19958,DE,5.1,35720.0,08/01/2008,,
19703,DE,7.524,63000.0,01/01/2009,,
19707,DE,8.206,63980.0,01/01/2009,,
19901,DE,4.55,,01/01/2009,,
19938,DE,7.616,63000.0,03/01/2009,,
19809,DE,1.21,,02/01/2009,,
19970,DE,7.534,60208.0,04/01/2009,,
19701,DE,19.35,,10/25/2010,,
19734,DE,7.13,63000.0,04/01/2009,,
19702,DE,7.524,63000.0,06/01/2009,,
19951,DE,7.524,60000.0,06/01/2009,,
19707,DE,7.2,59760.0,06/19/2006,,
19962,DE,4.8,40560.0,07/11/2007,,
19971,DE,4.4,35200.0,10/08/2007,,
19971,DE,3.0,24000.0,09/14/2007,,
19709,DE,12.0,84000.0,05/25/2006,,
19709,DE,2.8,25200.0,08/01/2007,,
19807,DE,3.68,,01/11/2009,,
19958,DE,10.35,,01/09/2009,,
19934,DE,7.128,60928.0,04/01/2009,,
19958,DE,10.9,74802.0,04/01/2010,,
19807,DE,3.7,33300.0,12/01/2007,,
19971,DE,9.03,57792.0,12/01/2009,,
19711,DE,4.75,,12/15/2009,,
19947,DE,3.6,,06/02/2008,,
19805,DE,3.15,25500.0,01/01/2009,,
19809,DE,7.56,60480.0,04/01/2009,,
19970,DE,5.775,45600.0,05/13/2009,,
19810,DE,4.2,29575.0,02/26/2009,,
19802,DE,4.41,35000.0,01/01/2009,,
19810,DE,4.2,30330.0,01/01/2009,,
19975,DE,10.06,103750.0,07/16/2010,,
19720,DE,10.0,72500.0,09/01/2008,,
19958,DE,4.672,53378.0,06/01/2008,,
19707,DE,5.4,42120.0,06/01/2008,,
19953,DE,9.6,,08/28/2008,,
19707,DE,2.9,,09/01/2009,,
19964,DE,5.88,,12/24/2009,,
19946,DE,3.58,,10/01/2009,,
19702,DE,6.0,,01/01/2003,,
19720,DE,4.6,42864.0,10/16/2003,,
19971,DE,4.0,,12/01/2004,,
19964,DE,10.233,,06/07/2004,,
19971,DE,4.0,28400.0,10/24/2007,,
19971,DE,3.0,27750.0,05/02/2008,,
19701,DE,9.6,76800.0,01/01/2008,,
19707,DE,10.0,63400.0,03/21/2008,,
19734,DE,9.675,76046.0,06/05/2009,,
19958,DE,15.08,94250.0,01/01/2010,,
19711,DE,7.8,62400.0,01/08/2008,,
19720,DE,48.0,384000.0,05/16/2008,,
19975,DE,8.74,32775.0,12/31/2009,,
19975,DE,16.33,135643.0,12/31/2009,,
19809,DE,1.46,14531.34,06/01/2007,,
19944,DE,14.56,104758.5,06/01/2010,,
19701,DE,4.94,38015.0,07/13/2010,,
19711,DE,6.24,49637.0,02/01/2010,,
19802,DE,75.0,492515.3,06/01/2006,,
19716,DE,9.0,,06/11/2009,,
19934,DE,11.97,91684.0,05/27/2009,,
19808,DE,64.6,500000.0,12/01/2008,,
19956,DE,9.0,75400.0,09/04/2008,,
19971,DE,11.0,88300.0,12/30/2005,,
19716,DE,6.8,,12/01/2008,,
19975,DE,19.95,153615.0,07/01/2009,,
19975,DE,19.95,153615.0,07/01/2009,,
19975,DE,25.025,185400.0,05/01/2008,,
19958,DE,6.88,,07/28/2009,,
19720,DE,62.6,500000.0,09/17/2008,,
19963,DE,150.0,,08/30/2010,,
19971,DE,22.8,177200.0,05/26/2008,,
19803,DE,10.0,78000.0,06/01/2008,,
19805,DE,42.7,347520.0,12/29/2009,,
19807,DE,2.0,24000.0,03/01/2008,,
19966,DE,3.5,,10/10/2009,,
19709,DE,11.0,,02/20/2009,,
19804,DE,2.8,23100.0,01/02/2008,,
