Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NH
03262,NH,4.24,13905.60663,06/01/2014,,
03254,NH,23.52,139827.7233,10/26/2012,,
03745,NH,4.96,19500.07447,08/01/2014,,
03766,NH,2.94,14210.48388,07/15/2013,,
03103,NH,5.58,19416.98144,11/20/2014,,
03768,NH,2.2,12302.00696,08/29/2014,,
03038,NH,2,19060.59874,06/01/2014,,
03301,NH,4.2,8852.876405,11/01/2014,,
03833,NH,5.3,17393.63918,02/28/2014,,
03220,NH,4.23,24017.32617,09/27/2013,,
03046,NH,2.07,14177.99822,11/01/2010,,
03246,NH,33.15,98973.37608,12/18/2014,,
03857,NH,9.805,31459.93355,08/19/2013,,
03580,NH,16.83,65230.13815,12/18/2014,,
03462,NH,2.04,18893.33705,08/10/2012,,
03884,NH,2.3,14694.09293,11/01/2010,,
03576,NH,2.3,13571.91783,05/01/2010,,
03449,NH,4.845,19354.94267,05/24/2013,,
03227,NH,4.73,22682.17302,12/01/2010,,
03103,NH,7.5,38510.79642,07/19/2013,,
03841,NH,1.125,11663.56648,01/04/2011,,
03241,NH,4.8,57788.9407,01/14/2011,,
03461,NH,7.02,25605.65783,04/01/2014,,
03045,NH,10,43019.53591,08/28/2013,,
03842,NH,4.08,8700.859006,09/01/2012,,
03046,NH,4.94,16260.38765,05/05/2013,,
03224,NH,4.92,33652.02969,06/01/2014,,
03063,NH,5,22662.54161,05/25/2012,,
03570,NH,12.96,46361.23069,10/11/2012,,
03874,NH,4.935,37123.96767,03/30/2010,,
03276,NH,2.4,19566.40814,09/29/2009,,
03223,NH,7.62,25369.22947,09/25/2013,,
03051,NH,5.61,19702.86964,03/01/2014,,
03037,NH,7.56,45345.23748,08/14/2014,,
03087,NH,9.805,37564.29239,12/31/2014,,
03848,NH,4.94,15463.98712,09/01/2013,,
03278,NH,4,22031.87792,10/28/2013,,
03244,NH,9.36,30307.26964,06/01/2014,,
03301,NH,11,49491.63113,12/13/2012,,
03037,NH,2.38,19489.67713,09/17/2009,,
03598,NH,5,24217.13514,09/01/2012,,
03768,NH,3.3,12983.77307,10/23/2014,,
03242,NH,30,,12/17/2013,,
03781,NH,5,16891.97062,07/14/2014,,
03034,NH,4.8,20565.97791,11/01/2012,,
03842,NH,7.8,23412.63566,12/01/2013,,
03110,NH,4.905,30542.50831,04/01/2013,,
03860,NH,6.6,23221.97052,09/30/2014,,
03768,NH,3.3,12775.8317,12/08/2014,,
03234,NH,9.805,53706.21474,09/01/2014,,
03449,NH,4.5,23318.35001,06/01/2013,,
03462,NH,2.7,14140.42941,09/25/2009,,
03226,NH,5.5,20169.01292,07/01/2014,,
03766,NH,9,37404.01634,10/17/2013,,
03844,NH,76.5,217258.8699,11/04/2014,,
03827,NH,9.24,29923.94527,11/01/2014,,
03781,NH,2.52,18088.27084,12/31/2009,,
03458,NH,2.25,18756.80279,07/08/2011,,
03245,NH,4.8,21932.04105,03/31/2014,,
03055,NH,6.12,20829.06028,09/01/2014,,
03229,NH,4.725,25691.35228,05/01/2014,,
03824,NH,7.56,26608.1711,05/30/2014,,
03608,NH,7.02,21708.08688,10/02/2014,,
03603,NH,2.1,17976.98003,09/30/2009,,
03816,NH,1.365,16818.84209,12/20/2010,,
03824,NH,2.99,18530.71561,07/01/2010,,
03590,NH,4.6,18955.9162,12/01/2011,,
03034,NH,4.75,24745.81557,12/11/2012,,
03290,NH,3.57,12567.62614,07/31/2014,,
03227,NH,5.3,15469.04236,09/30/2013,,
03253,NH,4.24,14193.77827,06/01/2013,,
03449,NH,4.8,53256.37768,07/01/2013,,
03245,NH,2.16,5370.621474,09/01/2014,,
03269,NH,4.68,43193.86655,03/24/2009,,
03431,NH,6.12,22882.62878,10/17/2014,,
03226,NH,7,18796.44804,11/10/2014,,
03280,NH,3.075,24059.55699,04/30/2014,,
03779,NH,4.14,25741.98624,10/25/2010,,
03076,NH,9.54,33174.80438,06/30/2014,,
03257,NH,4.75,23318.35001,06/04/2013,,
03870,NH,5.4,16301.86273,04/10/2014,,
03087,NH,4.94,18388.90529,07/01/2013,,
03844,NH,2.108,17538.5171,09/02/2009,,
03038,NH,2.24,24595.18921,09/19/2008,,
03827,NH,4.9,14981.10033,04/26/2013,,
03264,NH,1.6,5589.306169,05/01/2014,,
03224,NH,7.5,26284.3608,12/15/2013,,
03244,NH,3.24,27209.43546,07/01/2011,,
03844,NH,7.8,24373.12631,07/14/2014,,
03249,NH,29.15,119347.1439,09/24/2014,,
03259,NH,4.05,23053.05371,07/10/2011,,
03258,NH,17.136,111748.1482,09/13/2011,,
03254,NH,4.6,24624.85283,07/15/2011,,
03768,NH,3.315,18496.29164,07/18/2012,,
03086,NH,9.945,28799.39712,05/01/2014,,
03846,NH,5.3,18100.98349,09/21/2014,,
03768,NH,4.675,22987.32055,10/10/2014,,
03595,NH,3.22,23747.93062,11/01/2010,,
03781,NH,3.25,14143.27171,12/01/2013,,
03446,NH,6,11263.54137,06/25/2014,,
03768,NH,3.6,23163.67444,10/17/2010,,
03445,NH,3.76,16131.93577,12/17/2011,,
03256,NH,9.9,27066.88517,11/30/2014,,
03290,NH,1,19199.62263,02/25/2010,,
03779,NH,2.4,19000.61032,08/27/2009,,
03046,NH,7.7,28109.19054,06/01/2014,,
03106,NH,2.07,15172.67521,09/17/2010,,
03225,NH,2.04,18496.5586,09/18/2009,,
03770,NH,7.5,47692.75255,11/15/2013,,
03814,NH,9.9,25858.54784,09/30/2014,,
03883,NH,4.92,37292.6601,08/11/2009,,
03869,NH,2.52,19816.59759,09/01/2010,,
03770,NH,5,18445.58101,11/15/2014,,
03224,NH,4.16,14895.88447,06/01/2014,,
03259,NH,4.77,16879.97338,09/01/2012,,
03055,NH,9,29499.93401,08/01/2014,,
03253,NH,4.6,38148.12106,09/10/2014,,
03466,NH,12.22,48499.20762,01/30/2012,,
03768,NH,6.05,22082.70257,09/12/2014,,
03608,NH,6.6,20047.53962,11/18/2014,,
03215,NH,0.51,4745.610227,02/15/2013,,
03833,NH,1.56,15454.09525,06/01/2014,,
03745,NH,6,20270.36474,07/14/2014,,
03605,NH,3.75,24332.19131,06/07/2013,,
03608,NH,8.745,30778.23387,07/14/2013,,
03038,NH,5.035,20582.40113,10/30/2014,,
03257,NH,6.76,17352.82807,10/01/2013,,
03243,NH,7,29194.02603,09/15/2013,,
03769,NH,3.84,26163.91158,08/01/2012,,
03269,NH,2.76,12585.53442,06/11/2011,,
03278,NH,4.9,46536.32972,06/01/2013,,
03824,NH,2.34,10989.6442,10/30/2014,,
03103,NH,6.325,19182.78434,06/19/2014,,
03230,NH,4.62,28211.5337,05/01/2010,,
03301,NH,6.36,34789.69244,09/01/2014,,
03031,NH,6.375,25835.34524,03/01/2014,,
03825,NH,2.52,15908.66444,02/10/2010,,
03782,NH,4.75,24534.95957,06/25/2013,,
03851,NH,8.4,19941.2887,10/15/2014,,
03284,NH,8,29435.18945,06/01/2014,,
03748,NH,4,19272.03122,02/14/2013,,
03602,NH,8.25,25201.82015,12/29/2014,,
03275,NH,9.54,58552.53647,06/01/2014,,
03253,NH,5.67,11293.54768,06/01/2014,,
03257,NH,41,198823.4982,11/16/2011,,
03773,NH,2.1,18086.59576,05/31/2014,,
03755,NH,3.12,15241.06459,05/01/2013,,
03820,NH,8.25,27997.34073,05/31/2014,,
03593,NH,3.38,15094.9475,12/01/2012,,
03823,NH,4.2,33340.72101,09/23/2009,,
03245,NH,4.7,24736.47384,03/01/2011,,
03254,NH,2.24,4032.775156,12/08/2014,,
03825,NH,1.5,5241.522081,07/05/2013,,
03222,NH,2.1,16972.99885,11/25/2008,,
03848,NH,4.905,19747.22452,05/01/2013,,
03601,NH,4.32,15674.44717,10/01/2010,,
03853,NH,5.28,20980.53813,12/01/2011,,
03276,NH,2.16,13751.20365,10/23/2009,,
03780,NH,4.9,16229.63519,05/01/2013,,
03032,NH,2.05,19532.67327,01/01/2013,,
03833,NH,15.6,52991.07505,09/13/2013,,
03768,NH,8.25,31531.35765,08/14/2014,,
03832,NH,9.75,24926.61088,10/31/2014,,
03246,NH,31.92,361161.1508,08/17/2012,,
03861,NH,3.76,14837.74062,10/05/2010,,
03241,NH,2.115,21424.80159,11/18/2011,,
03755,NH,2.25,16825.86805,07/21/2010,,
03870,NH,5,23770.30307,10/31/2013,,
03593,NH,2.3,13555.70154,09/15/2010,,
03820,NH,4.8,15472.77512,05/31/2013,,
03801,NH,6.6,21810.51501,07/15/2014,,
03447,NH,2.85,37123.2468,08/21/2008,,
03833,NH,5.2,20477.92964,12/23/2013,,
03777,NH,2.585,12644.76845,10/25/2010,,
03224,NH,4.8,19537.67901,11/01/2012,,
03110,NH,4.75,23158.72467,11/30/2013,,
03275,NH,3.84,17342.9893,10/01/2012,,
03070,NH,4.9,40197.10022,08/13/2009,,
03254,NH,9.9,32820.46456,09/30/2014,,
03466,NH,4.95,32115.79679,12/15/2010,,
03455,NH,3.5,34024.5271,07/08/2009,,
03576,NH,9.36,33027.75941,10/01/2014,,
03287,NH,4.2,23529.65986,09/04/2012,,
03222,NH,15.37,48949.24913,07/25/2013,,
03303,NH,3.15,32458.78713,11/30/2010,,
03750,NH,6.1,20845.96779,09/15/2014,,
03462,NH,7.02,18706.67024,09/30/2014,,
03287,NH,5.72,16967.63766,10/01/2013,,
03110,NH,9.88,17369.0435,11/01/2013,,
03894,NH,5.83,18697.7192,09/01/2014,,
03602,NH,4.2,35242.77181,08/05/2010,,
03079,NH,21,69657.50315,05/16/2014,,
03275,NH,5.04,16768.2791,12/29/2014,,
03608,NH,2.64,12987.24633,07/03/2010,,
03801,NH,45,170117.579,12/30/2014,,
03077,NH,5.4,19221.40818,10/01/2014,,
03848,NH,9.9,37061.20369,12/31/2014,,
03076,NH,9.54,25824.69802,06/04/2014,,
03229,NH,4.75,22358.03301,05/29/2013,,
03768,NH,9.35,36311.10751,12/02/2014,,
03087,NH,4.05,12531.45011,09/01/2014,,
03580,NH,9.045,37821.70425,08/10/2014,,
03602,NH,3,34252.8651,02/15/2014,,
03220,NH,4.8,41625.0278,12/30/2010,,
03282,NH,4.95,20457.06426,05/01/2012,,
03854,NH,2.016,26061.36388,07/30/2010,,
03044,NH,5.83,20885.75018,09/01/2014,,
03817,NH,4.77,11453.44062,04/01/2013,,
03032,NH,60.48,198563.7668,12/17/2014,,
03290,NH,5,22498.49787,11/01/2013,,
03254,NH,9.66,37585.36617,12/01/2013,,
03256,NH,5.3,19521.75928,08/01/2013,,
03467,NH,2.7,13153.88783,09/19/2009,,
03884,NH,2.59,18326.24134,08/19/2010,,
03102,NH,4.32,21065.67005,08/01/2012,,
03042,NH,4,15003.83747,06/10/2013,,
03216,NH,3.18,18976.19587,09/30/2014,,
03860,NH,5.67,17042.11289,11/20/2014,,
03031,NH,2.7,19756.07924,06/23/2009,,
03890,NH,8.415,23448.73009,09/01/2014,,
03816,NH,4.83,24799.49717,07/01/2012,,
03110,NH,9.72,16039.63566,11/15/2014,,
03748,NH,2.94,19277.15211,05/29/2011,,
03855,NH,3.264,18779.89493,10/01/2010,,
03254,NH,4.8,29449.34118,07/01/2010,,
03458,NH,2.07,13492.84331,09/30/2010,,
03741,NH,3.36,14209.12823,07/26/2014,,
03246,NH,2.6,7737.435439,04/02/2013,,
03833,NH,7.92,41000.98707,08/06/2012,,
03768,NH,7.15,28013.67262,12/29/2014,,
03841,NH,9.1,37523.4011,12/01/2013,,
03768,NH,1.44,14132.7259,10/04/2008,,
03570,NH,2.65,5863.359467,08/31/2014,,
03825,NH,5.355,19336.14868,12/01/2014,,
03869,NH,4.6,26462.85861,01/01/2011,,
03581,NH,7.56,18245.08556,11/01/2014,,
03052,NH,4.14,26875.87574,11/20/2010,,
03038,NH,8.64,28256.29226,07/01/2014,,
03825,NH,4.94,23951.43502,04/01/2013,,
03846,NH,4.77,16514.4562,05/05/2013,,
03304,NH,7.2,34891.85578,07/01/2014,,
03773,NH,6.89,26799.22375,11/01/2014,,
03782,NH,5,21697.02946,08/07/2013,,
03458,NH,2.07,14968.92786,09/30/2010,,
03046,NH,4.94,16260.38765,05/05/2013,,
03824,NH,6.24,35146.19077,05/01/2014,,
03781,NH,4.9,17673.41523,07/01/2013,,
03470,NH,9.075,21742.72861,11/05/2014,,
03861,NH,9.945,29799.98726,09/30/2014,,
03264,NH,3,12377.5579,10/01/2014,,
03036,NH,5.2,19833.1608,07/01/2014,,
03455,NH,8.25,20879.26835,06/13/2014,,
03256,NH,4.92,36102.16152,11/30/2011,,
03745,NH,4.92,33248.6438,08/31/2014,,
03229,NH,2.94,34655.78354,08/12/2008,,
03851,NH,2.688,18353.90436,06/08/2011,,
03595,NH,4.05,22013.17747,08/01/2010,,
03833,NH,9.52,31673.41608,12/20/2014,,
03870,NH,3.42,24240.42295,05/04/2014,,
03220,NH,7.155,12500.173,05/15/2013,,
03301,NH,9.805,42404.15415,06/13/2014,,
03036,NH,6.12,22297.40122,07/01/2014,,
03256,NH,5.22,15485.21914,09/01/2013,,
03255,NH,9.88,33964.55729,03/28/2014,,
03886,NH,4.94,10689.87791,04/01/2013,,
03048,NH,7.02,23478.43479,03/01/2014,,
03281,NH,9,31626.16016,10/22/2013,,
03450,NH,0.4,2015.833309,05/01/2014,,
03833,NH,99.45,335831.3416,12/23/2013,,
03249,NH,5.4,19314.47793,07/01/2014,,
03077,NH,2.16,20127.06802,04/01/2014,,
03857,NH,48.06,149977.8009,12/19/2013,,
03259,NH,4.05,25468.4191,09/01/2010,,
03101,NH,42.3,183592.5204,10/09/2012,,
03249,NH,50.4,,12/31/2014,,
03303,NH,4.05,19488.15732,11/01/2014,,
03033,NH,2.16,18952.66535,06/01/2009,,
03222,NH,7.5,27116.67087,05/31/2014,,
03079,NH,8.48,37952.39175,09/01/2014,,
03259,NH,4.84,25961.95186,04/30/2011,,
03784,NH,9.945,33422.25434,07/01/2014,,
03755,NH,3.6,15403.18471,12/01/2014,,
03576,NH,4.77,15293.02326,07/01/2012,,
03222,NH,4.32,15147.17865,06/30/2014,,
03458,NH,2.07,13492.84331,09/30/2010,,
03446,NH,4.75,23167.28437,07/05/2013,,
03466,NH,4.75,12117.28021,07/29/2013,,
03781,NH,7,29497.4763,10/07/2013,,
03823,NH,3.76,22050.15457,04/01/2002,,
03249,NH,9.18,33582.98716,11/19/2014,,
03246,NH,2,12923.41252,07/01/2013,,
03858,NH,4.5,24885.09183,09/30/2011,,
03801,NH,28.28,104773.525,10/08/2014,,
03036,NH,7.65,24754.32234,03/01/2014,,
03467,NH,4.48,17248.21766,10/10/2014,,
03894,NH,9.075,26213.03852,12/24/2014,,
03801,NH,3.15,27421.58694,03/01/2014,,
03576,NH,4.41,27781.4759,11/01/2010,,
03216,NH,4.75,17612.60871,07/01/2013,,
03838,NH,4.935,31685.18603,11/25/2010,,
03077,NH,2.1,29077.7652,06/15/2014,,
03102,NH,6,23334.42971,10/07/2013,,
03461,NH,2.115,26254.65232,07/23/2010,,
03301,NH,9.805,45111.47528,11/01/2014,,
03743,NH,2.42,12534.21237,03/15/2010,,
03301,NH,3.5,15485.98668,05/01/2013,,
03254,NH,9.66,20268.84022,07/15/2013,,
03246,NH,2.16,25305.60936,08/01/2013,,
03106,NH,2.1,19724.47777,09/15/2010,,
03049,NH,5.2,19530.52447,11/01/2013,,
03576,NH,3.24,21099.44124,09/01/2014,,
03258,NH,4.75,20594.7597,03/01/2013,,
03748,NH,4.5,39764.69964,11/30/2011,,
03221,NH,6,17974.48876,04/25/2014,,
03768,NH,6.05,21778.81779,11/05/2014,,
03768,NH,4.95,19385.90465,11/24/2014,,
03465,NH,5.5,27725.3292,12/12/2014,,
03781,NH,5,18126.95149,06/21/2014,,
03768,NH,6.6,31291.32421,11/29/2014,,
03856,NH,1.7,14689.51654,04/25/2014,,
03801,NH,20,68016.97847,01/21/2014,,
03304,NH,5.3,21434.22863,09/16/2013,,
03470,NH,8.1,19442.75648,10/15/2014,,
03584,NH,19.08,82698.73138,08/29/2013,,
03240,NH,2.38,20943.05291,12/14/2008,,
03781,NH,5.61,17118.15732,11/01/2013,,
03458,NH,3.22,20916.61654,09/30/2010,,
03449,NH,2.58,18537.11642,05/19/2014,,
03109,NH,3.5,11298.30538,06/15/2014,,
03576,NH,3.6,21626.98841,10/08/2008,,
03269,NH,3.525,14093.00533,09/01/2013,,
03303,NH,8.91,35712.85393,10/31/2014,,
03223,NH,2.38,23213.8914,11/24/2008,,
03840,NH,4.86,16975.96702,12/01/2014,,
03884,NH,4.6,31582.22567,12/01/2010,,
03462,NH,8.085,41719.67887,05/31/2012,,
03779,NH,6.54,27173.20392,12/19/2013,,
03458,NH,2.07,12273.61048,09/01/2010,,
03301,NH,3.84,16903.08124,09/01/2011,,
03049,NH,2.82,21537.57141,12/01/2011,,
03755,NH,4.68,17576.229,03/01/2013,,
03256,NH,4.59,26052.137,10/01/2011,,
03244,NH,0.81,6534.257022,05/31/2014,,
03301,NH,9.54,27803.83431,09/30/2013,,
03254,NH,5.94,16196.41889,07/20/2014,,
03768,NH,5.2,18318.00121,04/01/2014,,
03768,NH,6.875,32288.37521,09/02/2014,,
03809,NH,5.94,19906.16013,08/01/2014,,
03244,NH,8.48,46386.25658,09/01/2014,,
03076,NH,1.4,17665.32899,09/30/2010,,
03301,NH,7.95,32862.07655,12/01/2014,,
03278,NH,10.6,54544.86938,08/01/2014,,
03576,NH,2.76,23710.94536,12/01/2011,,
03257,NH,8.58,28733.72005,05/19/2014,,
03766,NH,2.52,19284.30018,10/01/2010,,
03258,NH,4.8,21747.44758,12/01/2012,,
03082,NH,1.9,18719.16505,05/30/2009,,
03216,NH,7.155,36545.00847,12/01/2014,,
03044,NH,12,38749.92828,12/18/2014,,
03832,NH,8.8,30074.31686,11/10/2014,,
03748,NH,6.825,28316.62995,10/29/2014,,
03301,NH,3.69,31181.72955,07/10/2009,,
03264,NH,4.7,22001.09752,05/01/2011,,
03060,NH,9.805,58107.29402,05/30/2014,,
03823,NH,4.94,17256.53047,10/01/2013,,
03077,NH,10.575,66044.63597,12/22/2011,,
03229,NH,9.9,51178.7377,08/31/2014,,
03079,NH,7.54,31163.09369,08/15/2014,,
03269,NH,4.935,17511.36037,09/01/2013,,
03894,NH,6.75,25687.90118,11/21/2013,,
03285,NH,3.04,30722.88637,09/16/2008,,
03584,NH,6.36,52189.51145,09/01/2014,,
03444,NH,6.6,21146.02774,05/20/2014,,
03216,NH,5.6,18658.25977,05/04/2014,,
03044,NH,3.76,7946.060929,06/01/2014,,
03801,NH,62.16,346307.7517,05/31/2011,,
03781,NH,4.5,29836.78596,09/01/2014,,
03885,NH,4.9,22571.03531,07/25/2011,,
03226,NH,4.14,20538.17512,07/01/2011,,
03867,NH,7.05,34249.00115,12/27/2010,,
03261,NH,2.28,21106.61757,07/10/2009,,
03576,NH,5.4,18879.26128,07/01/2014,,
03245,NH,5.17,19528.61121,06/28/2013,,
03269,NH,4.24,17090.69969,07/01/2014,,
03872,NH,6.12,19996.73316,08/01/2014,,
03745,NH,4.86,16379.77454,10/01/2014,,
03244,NH,8.1,30220.5512,03/01/2014,,
03049,NH,3.68,23011.08792,01/01/2011,,
03768,NH,4.95,20024.46162,09/12/2014,,
03894,NH,4.77,17130.83675,10/01/2013,,
03276,NH,7.65,27947.75117,08/01/2014,,
03224,NH,3,19902.14376,05/31/2014,,
03574,NH,7.2,24609.98577,08/01/2014,,
03820,NH,6.24,14397.00717,11/01/2013,,
03824,NH,2.295,10829.94642,08/31/2014,,
03774,NH,4.92,33305.64398,05/31/2014,,
03848,NH,3.5,13170.47596,03/30/2013,,
03601,NH,3.18,15389.07,12/01/2014,,
03598,NH,4.77,22952.71862,11/01/2014,,
03853,NH,9.72,26064.40794,11/19/2014,,
03042,NH,2,6796.118735,10/19/2011,,
03217,NH,8.1,59886.71107,12/15/2014,,
03226,NH,3.36,20349.39624,10/01/2010,,
03053,NH,3.36,8783.155248,07/14/2012,,
03431,NH,30,100942.1037,12/20/2013,,
03840,NH,19.2,136238.4101,06/22/2011,,
03464,NH,0.59,3552.020183,11/13/2013,,
03458,NH,1.84,12273.61048,09/01/2010,,
03768,NH,5.5,21512.42141,07/31/2014,,
03886,NH,4.725,30345.35042,09/13/2010,,
03266,NH,2.1,19478.05241,10/22/2010,,
03872,NH,1.82,9553.398787,04/13/2012,,
03582,NH,3.76,20183.00203,06/15/2011,,
03801,NH,23.265,111719.2897,07/31/2011,,
03608,NH,4.7,20590.56843,07/16/2011,,
03458,NH,2.07,13492.84331,09/30/2010,,
03781,NH,4.14,28901.40884,12/08/2010,,
03253,NH,4.83,63977.01297,04/01/2011,,
03824,NH,4.14,25954.13952,10/01/2010,,
03848,NH,4.8,27727.55974,01/18/2012,,
03801,NH,15.81,86798.2401,07/09/2012,,
03745,NH,5,16920.23611,08/12/2014,,
03222,NH,3.9,34053.22327,06/30/2014,,
03079,NH,40,138139.7612,11/22/2013,,
03246,NH,15.57,112024.3502,05/31/2011,,
03580,NH,6,22458.1488,09/01/2014,,
03226,NH,4.5,29495.80039,10/01/2010,,
03584,NH,9.36,42156.55935,12/01/2013,,
03262,NH,7.29,23838.18279,06/30/2014,,
03833,NH,7.65,25180.9479,02/01/2014,,
03261,NH,7.65,26187.23705,06/01/2014,,
03873,NH,4.6,31279.7967,12/22/2010,,
03608,NH,3.57,17189.06214,12/01/2012,,
03867,NH,4.59,15546.34823,12/05/2014,,
03851,NH,2.15,19120.00142,05/05/2011,,
03257,NH,2.1,13326.3167,12/31/2010,,
03259,NH,1,9759.53681,08/31/2010,,
03071,NH,4,19386.39367,09/30/2012,,
03458,NH,3.45,22330.92662,09/30/2010,,
03770,NH,3.8,37968.35115,05/20/2014,,
03777,NH,4.48,15914.43978,12/31/2014,,
03608,NH,6.05,18338.00909,10/28/2014,,
03450,NH,1.225,8550.886243,09/17/2010,,
03768,NH,7.425,29863.70823,12/11/2014,,
03102,NH,6.12,19559.40117,03/01/2014,,
03253,NH,5.565,15914.19161,08/01/2013,,
03458,NH,1.38,9309.520003,09/01/2010,,
03581,NH,9.72,30410.46527,10/01/2014,,
03741,NH,1.75,22246.60986,08/30/2008,,
03801,NH,4.575,19863.07978,05/20/2013,,
03060,NH,8.25,27487.63635,09/30/2014,,
03592,NH,2.43,23466.17654,07/01/2014,,
03049,NH,2.475,11411.71554,06/03/2014,,
03245,NH,4.95,15239.16089,08/31/2014,,
03104,NH,8.68,27811.21325,06/25/2014,,
03216,NH,4.75,20594.15511,07/01/2013,,
03255,NH,4.75,21433.22346,05/30/2013,,
03449,NH,2.28,27397.95002,05/08/2009,,
03755,NH,3.69,23016.24098,08/12/2010,,
03458,NH,0.49,2475.66925,10/08/2012,,
03060,NH,2.04,9399.598162,11/01/2013,,
03253,NH,14.04,,12/05/2013,,
03820,NH,49.92,240369.3949,06/16/2012,,
03431,NH,5.5,19254.85922,07/07/2014,,
03771,NH,4.8,20173.04342,05/01/2013,,
03857,NH,9.88,33278.10317,06/20/2014,,
03833,NH,4.7,22981.03244,12/01/2011,,
03245,NH,5.035,12500.173,05/01/2013,,
03224,NH,6.12,22875.26651,12/01/2013,,
03584,NH,3.75,9616.131556,08/21/2013,,
03243,NH,3.84,16801.59656,10/01/2012,,
03801,NH,6.72,28416.3364,10/14/2014,,
03037,NH,5.3,15774.11962,07/01/2014,,
03258,NH,3.6,23297.17451,08/31/2014,,
03218,NH,9.18,36294.97641,12/30/2014,,
03464,NH,4.935,15543.89578,01/10/2013,,
03275,NH,2.1,13431.28403,07/21/2009,,
03590,NH,5.775,15454.49874,10/01/2014,,
03781,NH,5,19672.58072,08/31/2013,,
03245,NH,8.1,32284.57395,01/30/2014,,
03781,NH,5,17637.20462,07/28/2014,,
03598,NH,5.4,18930.08144,10/01/2013,,
03307,NH,4.8,30574.16985,10/26/2011,,
03593,NH,9,37614.24151,09/01/2014,,
03840,NH,2.7,16716.87044,11/15/2011,,
03227,NH,8.25,38358.74909,12/08/2014,,
03227,NH,2.05,17538.5171,06/01/2014,,
03278,NH,4.92,38020.21661,04/30/2014,,
03602,NH,5.2,12415.7202,06/02/2014,,
03833,NH,6,20337.1285,08/01/2014,,
03576,NH,8.1,20590.23038,06/01/2014,,
03053,NH,4.7,35510.08536,06/01/2011,,
03801,NH,2.25,17983.57573,10/07/2011,,
03301,NH,2,14847.54645,09/01/2010,,
03249,NH,5.3,29319.49277,07/01/2014,,
03246,NH,9.36,33475.91119,07/24/2014,,
03768,NH,3.3,18348.65467,07/23/2014,,
03897,NH,4.6,25019.08276,03/10/2010,,
03824,NH,4.8,30466.39021,10/01/2012,,
03470,NH,6.12,26064.40794,11/08/2014,,
03307,NH,40.425,115793.6233,11/22/2013,,
03032,NH,4.8,18602.85631,05/01/2012,,
03590,NH,11.04,54081.0652,05/24/2012,,
03825,NH,48,177390.7385,12/30/2013,,
03060,NH,7.95,45079.70136,07/01/2014,,
03801,NH,0.54,1512.290684,12/31/2014,,
03261,NH,7.14,22243.32394,09/30/2014,,
03858,NH,4.92,22574.64479,01/15/2011,,
03870,NH,4.6,24821.93375,10/31/2010,,
03302,NH,5.64,22748.59171,09/01/2013,,
03815,NH,3,15862.22998,09/01/2014,,
03886,NH,5,23770.30307,10/30/2013,,
03883,NH,8.925,27531.47317,02/06/2013,,
03220,NH,8.4,28069.3624,11/30/2014,,
03781,NH,4.845,30562.98572,09/01/2013,,
03087,NH,30.55,148162.8109,09/29/2011,,
03601,NH,3.38,14558.09449,07/31/2013,,
03561,NH,1.52,19104.33565,08/20/2008,,
03276,NH,4.9,19214.86053,07/01/2013,,
03842,NH,2.07,11603.86273,06/30/2011,,
03755,NH,5.32,22908.69293,10/10/2013,,
03261,NH,4.9,18547.00466,05/10/2013,,
03259,NH,4.77,35380.07797,11/20/2010,,
03467,NH,9.54,29152.06198,08/27/2013,,
03605,NH,4.77,19736.78316,07/01/2013,,
03227,NH,2.43,26307.41463,06/05/2009,,
03226,NH,3.975,20775.56123,07/01/2013,,
03037,NH,7.8,24887.60733,12/01/2013,,
03585,NH,4.86,11918.62436,12/18/2013,,
03582,NH,45.36,145262.3611,12/27/2013,,
03861,NH,3.9,20015.46035,11/01/2014,,
03264,NH,9.9,31039.3005,06/20/2014,,
03853,NH,7.155,19715.44615,09/30/2013,,
03431,NH,2.46,25189.00103,06/15/2009,,
03845,NH,4.93,13143.63077,09/30/2013,,
03819,NH,6.12,20966.5394,12/01/2013,,
03870,NH,4.83,29064.67995,11/01/2010,,
03226,NH,5,39578.05731,11/20/2013,,
03264,NH,0.51,1153.890513,07/12/2014,,
03770,NH,5,16920.23611,08/05/2014,,
03431,NH,3.52,24790.41567,07/10/2011,,
03593,NH,3.04,21143.76505,11/08/2008,,
03106,NH,6.24,23103.31546,10/01/2013,,
03086,NH,4.515,29628.14466,05/15/2011,,
03746,NH,4.75,16047.37209,07/28/2014,,
03857,NH,1.72,8209.160727,09/01/2012,,
03470,NH,5,31998.35228,12/13/2013,,
03602,NH,3.45,13993.88751,02/03/2011,,
03894,NH,3.6,23399.51646,09/18/2010,,
03110,NH,4.77,11681.93813,12/23/2013,,
03602,NH,3.22,20591.48778,09/24/2010,,
03809,NH,2.88,19074.8995,12/28/2012,,
03110,NH,4.84,10089.54078,12/31/2011,,
03276,NH,6.72,21605.33967,06/01/2014,,
03458,NH,2.07,9309.520003,09/30/2010,,
03576,NH,35.88,114623.7933,10/27/2012,,
03259,NH,3.2,32943.67783,08/14/2009,,
03447,NH,3.15,30859.64291,10/27/2010,,
03878,NH,12.88,158027.5625,07/18/2012,,
03743,NH,4.9,46464.75685,09/27/2013,,
03226,NH,3.92,13237.59649,08/30/2014,,
03458,NH,2.53,16422.25339,09/30/2010,,
03046,NH,6.1,41677.29338,10/31/2014,,
