Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NM
87047,NM,10.34,54031.42,08/18/2010,,
87508,NM,3.22,26560.0,08/19/2010,,
87505,NM,1.35,14830.0,08/19/2010,,
87124,NM,1.75,13240.0,08/19/2010,,
87048,NM,2.7,19654.94,08/19/2010,,
87110,NM,4.5,32600.0,08/20/2010,,
87107,NM,3.84,23808.0,08/20/2010,,
87043,NM,2.7,17328.0,08/21/2010,,
88011,NM,3.6,22214.0,08/24/2010,,
88011,NM,2.45,14300.0,08/24/2010,,
87508,NM,10.8,56325.0,08/24/2010,,
87507,NM,2.52,23366.0,08/24/2010,,
87015,NM,4.5,25078.49,08/24/2010,,
88030,NM,5.4,34553.0,08/25/2010,,
88007,NM,4.6,27754.0,08/25/2010,,
87120,NM,4.4,20800.0,08/25/2010,,
88012,NM,3.87,29025.15,08/26/2010,,
87506,NM,4.95,35561.81,08/26/2010,,
87111,NM,4.14,26289.0,08/27/2010,,
87105,NM,3.68,28470.0,08/27/2010,,
87002,NM,7.36,39776.0,08/27/2010,,
87105,NM,5.04,32760.0,08/29/2010,,
88012,NM,0.45,5000.0,08/30/2010,,
87122,NM,5.16,37362.0,08/30/2010,,
87111,NM,5.04,28828.8,08/30/2010,,
87104,NM,3.6,21600.0,08/30/2010,,
88011,NM,4.5,25859.0,08/31/2010,,
87123,NM,3.22,17864.0,08/31/2010,,
88011,NM,3.87,21812.9,09/01/2010,,
87114,NM,3.024,59446.25,09/01/2010,,
87043,NM,6.21,50546.0,09/01/2010,,
88012,NM,0.45,5000.0,09/02/2010,,
88011,NM,2.64,14354.0,09/03/2010,,
87505,NM,1.61,11734.64,09/03/2010,,
87122,NM,4.95,25062.26,09/03/2010,,
87010,NM,2.82,31857.23,09/03/2010,,
87556,NM,3.68,28774.0,09/06/2010,,
88007,NM,3.6,22578.0,09/07/2010,,
87124,NM,2.52,19205.0,09/07/2010,,
87106,NM,2.3,15498.0,09/07/2010,,
88061,NM,2.25,16441.0,09/08/2010,,
88012,NM,2.3,14237.0,09/08/2010,,
87508,NM,4.05,31085.0,09/08/2010,,
87507,NM,1.29,8937.5,09/08/2010,,
87123,NM,5.16,38530.0,09/08/2010,,
87122,NM,12.88,74770.0,09/08/2010,,
87120,NM,6.44,29180.0,09/08/2010,,
87110,NM,0.92,5566.0,09/08/2010,,
87107,NM,12.32,74440.62,09/08/2010,,
87107,NM,1.505,11949.0,09/08/2010,,
87107,NM,1.47,11949.0,09/08/2010,,
87410,NM,4.95,31870.0,09/09/2010,,
88012,NM,2.016,19200.0,09/10/2010,,
87507,NM,3.87,28228.5,09/10/2010,,
87122,NM,8.74,46040.0,09/10/2010,,
87112,NM,3.68,29834.0,09/10/2010,,
87111,NM,5.04,37694.0,09/10/2010,,
87111,NM,4.6,38500.0,09/10/2010,,
87101,NM,3.96,21230.0,09/10/2010,,
87048,NM,3.5,22961.54,09/10/2010,,
87031,NM,8.25,42100.0,09/10/2010,,
87124,NM,1.935,14545.71,09/13/2010,,
87106,NM,3.44,24794.0,09/13/2010,,
87043,NM,2.025,12895.0,09/13/2010,,
87508,NM,6.67,61245.0,09/14/2010,,
87505,NM,4.05,20048.0,09/14/2010,,
87107,NM,13.44,99770.0,09/14/2010,,
88062,NM,9.0,49516.83,09/15/2010,,
88005,NM,3.68,23566.0,09/15/2010,,
87122,NM,13.44,70285.0,09/15/2010,,
87122,NM,8.05,64657.91,09/15/2010,,
87111,NM,4.3,30385.0,09/15/2010,,
87107,NM,1.8,13455.0,09/15/2010,,
87105,NM,9.68,45000.0,09/15/2010,,
87059,NM,2.52,18144.0,09/15/2010,,
87122,NM,4.41,22784.41,09/16/2010,,
87112,NM,4.95,25438.0,09/16/2010,,
87104,NM,2.688,17800.0,09/16/2010,,
88011,NM,3.22,19510.0,09/17/2010,,
88011,NM,1.845,14205.0,09/17/2010,,
88001,NM,2.025,12740.52,09/17/2010,,
87107,NM,2.15,15200.0,09/17/2010,,
88011,NM,10.35,41500.0,09/20/2010,,
87508,NM,3.87,30771.0,09/20/2010,,
87506,NM,3.87,27859.5,09/20/2010,,
87505,NM,3.44,35227.0,09/20/2010,,
87124,NM,2.52,21216.0,09/20/2010,,
87122,NM,7.74,48050.0,09/20/2010,,
87004,NM,4.2,36560.0,09/20/2010,,
87508,NM,0.92,10097.91,09/21/2010,,
87505,NM,1.935,24360.0,09/21/2010,,
87109,NM,2.73,22385.0,09/21/2010,,
87106,NM,2.76,19440.0,09/21/2010,,
87105,NM,5.88,41317.5,09/21/2010,,
87043,NM,5.52,34640.0,09/21/2010,,
87043,NM,5.46,51960.0,09/21/2010,,
88012,NM,5.06,38078.0,09/22/2010,,
87111,NM,5.28,33650.0,09/22/2010,,
87114,NM,3.584,29700.0,09/23/2010,,
87048,NM,4.928,25690.17,09/23/2010,,
88011,NM,3.91,24100.0,09/24/2010,,
87111,NM,9.68,61807.0,09/24/2010,,
87108,NM,4.032,24736.28,09/24/2010,,
87124,NM,4.05,30775.94,09/26/2010,,
88041,NM,4.3,33422.0,09/27/2010,,
87801,NM,5.76,32400.0,09/27/2010,,
87108,NM,1.84,13903.0,09/27/2010,,
87106,NM,2.94,23877.0,09/27/2010,,
87106,NM,2.58,14625.75,09/27/2010,,
87031,NM,4.84,31595.7,09/27/2010,,
87505,NM,3.44,27206.67,09/28/2010,,
87113,NM,5.16,37620.0,09/28/2010,,
87106,NM,1.35,8462.31,09/28/2010,,
87048,NM,6.21,47131.0,09/28/2010,,
88012,NM,1.12,11228.0,09/29/2010,,
87107,NM,2.142,16550.0,09/29/2010,,
87059,NM,8.064,45600.0,09/29/2010,,
87048,NM,7.2,40750.0,09/29/2010,,
87043,NM,6.16,33284.13,09/29/2010,,
87043,NM,5.06,25000.0,09/29/2010,,
88310,NM,4.14,24961.5,09/30/2010,,
88038,NM,2.64,19826.88,09/30/2010,,
88011,NM,5.75,35790.0,09/30/2010,,
87508,NM,3.29,23190.0,09/30/2010,,
87114,NM,3.44,24852.0,09/30/2010,,
87104,NM,1.72,15485.5,09/30/2010,,
88011,NM,2.76,17783.0,10/01/2010,,
87507,NM,1.8,8914.38,10/01/2010,,
87110,NM,3.6,35910.74,10/01/2010,,
87043,NM,2.76,16767.0,10/01/2010,,
87043,NM,2.3,13440.0,10/01/2010,,
88005,NM,1.15,7923.0,10/02/2010,,
87502,NM,6.88,60774.0,10/04/2010,,
87031,NM,3.76,22770.0,10/04/2010,,
87111,NM,4.37,28290.0,10/05/2010,,
87107,NM,9.9,43995.0,10/05/2010,,
87002,NM,3.08,16000.0,10/05/2010,,
88310,NM,2.25,14325.62,10/06/2010,,
87111,NM,4.84,25975.78,10/06/2010,,
87107,NM,3.85,23210.11,10/06/2010,,
87104,NM,2.7,12889.5,10/06/2010,,
87537,NM,4.8,19497.0,10/07/2010,,
87112,NM,1.47,11768.0,10/07/2010,,
87111,NM,4.14,31260.0,10/07/2010,,
87043,NM,2.58,19334.0,10/07/2010,,
87110,NM,2.07,16092.75,10/08/2010,,
87506,NM,1.84,10983.36,10/10/2010,,
87048,NM,2.25,17392.0,10/11/2010,,
88011,NM,4.5,18340.89,10/12/2010,,
87107,NM,4.6,32180.0,10/12/2010,,
87059,NM,6.21,30610.0,10/12/2010,,
87535,NM,3.87,28295.0,10/13/2010,,
87505,NM,2.76,22717.0,10/15/2010,,
87059,NM,1.8,15033.0,10/15/2010,,
87507,NM,4.3,35624.0,10/16/2010,,
87002,NM,4.14,20000.0,10/18/2010,,
88011,NM,3.91,24740.0,10/19/2010,,
87107,NM,3.15,20317.5,10/19/2010,,
88011,NM,4.6,27763.0,10/20/2010,,
88007,NM,4.14,30644.0,10/20/2010,,
88005,NM,6.21,36432.0,10/20/2010,,
87111,NM,4.95,35200.0,10/20/2010,,
87043,NM,5.06,26300.0,10/20/2010,,
87107,NM,4.8,22560.0,10/23/2010,,
87301,NM,3.44,25982.0,10/26/2010,,
87122,NM,3.96,25000.0,10/26/2010,,
88001,NM,5.16,35268.0,10/27/2010,,
87122,NM,16.65,97856.0,10/27/2010,,
87122,NM,3.15,19250.0,10/27/2010,,
87104,NM,1.84,8990.0,10/27/2010,,
87002,NM,7.2,37761.58,10/27/2010,,
87110,NM,5.4,28080.0,10/28/2010,,
87108,NM,1.84,9200.0,10/28/2010,,
87048,NM,4.05,25312.5,10/28/2010,,
87505,NM,2.16,15245.0,10/29/2010,,
87111,NM,3.87,29145.5,10/29/2010,,
87111,NM,3.44,27371.0,10/29/2010,,
87047,NM,4.14,26910.0,10/29/2010,,
87043,NM,5.16,39438.0,10/29/2010,,
87701,NM,2.45,15119.0,10/30/2010,,
87002,NM,1.935,14950.0,10/30/2010,,
87505,NM,4.6,26200.0,11/01/2010,,
87122,NM,9.66,52410.0,11/01/2010,,
87108,NM,3.01,29109.52,11/01/2010,,
88011,NM,3.22,20530.0,11/02/2010,,
88005,NM,2.15,16791.0,11/02/2010,,
87110,NM,2.475,17487.5,11/02/2010,,
88317,NM,5.74,35297.49,11/03/2010,,
88011,NM,2.3,14442.0,11/03/2010,,
87508,NM,1.72,17000.0,11/03/2010,,
87031,NM,5.28,27517.26,11/03/2010,,
87002,NM,2.275,17500.0,11/03/2010,,
87571,NM,3.68,28111.0,11/04/2010,,
87507,NM,16.875,91191.0,11/04/2010,,
87110,NM,4.6,26680.0,11/04/2010,,
87107,NM,11.0,61824.0,11/04/2010,,
87048,NM,4.6,20052.36,11/04/2010,,
87507,NM,3.44,42295.0,11/05/2010,,
87059,NM,7.56,33148.0,11/05/2010,,
87059,NM,3.96,20000.0,11/05/2010,,
87047,NM,5.4,39300.0,11/05/2010,,
87031,NM,5.46,37692.0,11/05/2010,,
87031,NM,10.53,48130.0,11/06/2010,,
87031,NM,10.53,48130.0,11/06/2010,,
87122,NM,5.5,26000.0,11/07/2010,,
87508,NM,4.6,23630.3,11/08/2010,,
88081,NM,2.3,19028.49,11/09/2010,,
87112,NM,1.9,15593.0,11/09/2010,,
87059,NM,1.302,18145.0,11/09/2010,,
88005,NM,4.14,21000.0,11/10/2010,,
87507,NM,3.68,39010.0,11/10/2010,,
87124,NM,5.76,29952.0,11/10/2010,,
87047,NM,15.98,100343.78,11/10/2010,,
87031,NM,2.99,29756.02,11/11/2010,,
87048,NM,2.7,17280.0,11/12/2010,,
87501,NM,10.965,69448.34,11/13/2010,,
87122,NM,6.21,49968.0,11/13/2010,,
88011,NM,2.365,22299.29,11/15/2010,,
87047,NM,4.14,19000.0,11/15/2010,,
88011,NM,3.44,25062.0,11/16/2010,,
87507,NM,3.01,22683.5,11/16/2010,,
87042,NM,6.72,42300.0,11/16/2010,,
88203,NM,9.45,58208.0,11/17/2010,,
88049,NM,5.4,34596.0,11/17/2010,,
87508,NM,11.61,86110.0,11/17/2010,,
87124,NM,3.648,23328.32,11/17/2010,,
87114,NM,2.4,19200.02,11/17/2010,,
87505,NM,8.4,47298.0,11/19/2010,,
87505,NM,3.68,43136.0,11/19/2010,,
87502,NM,2.58,21129.0,11/19/2010,,
87501,NM,4.6,23000.0,11/19/2010,,
87701,NM,1.11,7571.0,11/22/2010,,
87111,NM,7.36,39700.0,11/22/2010,,
87111,NM,5.52,30000.0,11/22/2010,,
87111,NM,5.29,30015.0,11/22/2010,,
87111,NM,5.06,25736.17,11/22/2010,,
87108,NM,3.44,23789.0,11/22/2010,,
87048,NM,6.075,34618.5,11/22/2010,,
87508,NM,2.8,19435.0,11/23/2010,,
87505,NM,3.29,22207.5,11/23/2010,,
87154,NM,4.95,38362.5,11/23/2010,,
87106,NM,4.62,32871.0,11/23/2010,,
88007,NM,6.44,39967.0,11/24/2010,,
88005,NM,3.45,22293.04,11/24/2010,,
87532,NM,9.18,46972.95,11/24/2010,,
87059,NM,2.025,14657.0,11/24/2010,,
87144,NM,10.12,60000.0,11/24/2010,,
87059,NM,5.52,28153.64,11/25/2010,,
87508,NM,4.14,35946.59,11/28/2010,,
87311,NM,8.97,33332.79,11/29/2010,,
88201,NM,4.3,42559.0,11/30/2010,,
88012,NM,0.5,5000.0,11/30/2010,,
88011,NM,5.06,32688.0,11/30/2010,,
88011,NM,2.07,9652.65,11/30/2010,,
87124,NM,5.75,31050.0,11/30/2010,,
87124,NM,3.332,25505.6,11/30/2010,,
87124,NM,3.01,31477.5,11/30/2010,,
87111,NM,5.75,36423.0,11/30/2010,,
87048,NM,4.092,9798.63,11/30/2010,,
87043,NM,2.2,19847.38,11/30/2010,,
87002,NM,2.52,18822.0,11/30/2010,,
88011,NM,2.58,19020.0,12/01/2010,,
88007,NM,5.16,37602.0,12/01/2010,,
87567,NM,4.6,33834.6,12/01/2010,,
87124,NM,1.824,10725.0,12/01/2010,,
87120,NM,3.525,18923.0,12/01/2010,,
87114,NM,1.8,11025.0,12/01/2010,,
87106,NM,3.6,20910.0,12/01/2010,,
87106,NM,1.505,11860.23,12/01/2010,,
87043,NM,5.016,31514.57,12/01/2010,,
87043,NM,4.23,17867.68,12/01/2010,,
87004,NM,3.15,71715.6,12/01/2010,,
87004,NM,2.52,18822.0,12/01/2010,,
87501,NM,3.22,25147.0,12/02/2010,,
87120,NM,1.72,12350.0,12/02/2010,,
87059,NM,2.8,16999.59,12/02/2010,,
88012,NM,3.45,21814.0,12/03/2010,,
88005,NM,4.3,34880.0,12/03/2010,,
87048,NM,9.928,120196.0,12/03/2010,,
87048,NM,6.9,38122.05,12/03/2010,,
87047,NM,2.856,24577.6,12/03/2010,,
87031,NM,2.76,17598.0,12/03/2010,,
87514,NM,5.16,37138.0,12/04/2010,,
87501,NM,5.16,37827.0,12/06/2010,,
87123,NM,4.76,34096.0,12/06/2010,,
87114,NM,5.712,43784.0,12/06/2010,,
87114,NM,5.52,44030.0,12/06/2010,,
87111,NM,3.22,20475.0,12/06/2010,,
87106,NM,2.0,16579.2,12/06/2010,,
87104,NM,5.64,82432.0,12/06/2010,,
87047,NM,2.856,19577.6,12/06/2010,,
88012,NM,5.52,33572.0,12/07/2010,,
88012,NM,1.15,8443.5,12/07/2010,,
88011,NM,4.73,35000.0,12/07/2010,,
87935,NM,2.3,17690.0,12/07/2010,,
87505,NM,2.3,21266.0,12/07/2010,,
87124,NM,6.426,47067.2,12/07/2010,,
87122,NM,4.14,22980.0,12/07/2010,,
87107,NM,2.856,24577.6,12/07/2010,,
87106,NM,3.44,35857.0,12/07/2010,,
87105,NM,2.76,21987.72,12/07/2010,,
87048,NM,3.6,21240.0,12/07/2010,,
87031,NM,6.75,49710.0,12/07/2010,,
87506,NM,4.62,29372.0,12/08/2010,,
87506,NM,3.44,34911.0,12/08/2010,,
87144,NM,4.56,25403.0,12/08/2010,,
87123,NM,1.505,11710.0,12/08/2010,,
87121,NM,3.375,23925.0,12/08/2010,,
87120,NM,2.25,24792.0,12/08/2010,,
87107,NM,4.3,35726.99,12/08/2010,,
88012,NM,3.91,24100.0,12/09/2010,,
88011,NM,2.365,23154.0,12/09/2010,,
87505,NM,4.37,35205.6,12/09/2010,,
87122,NM,2.25,15390.0,12/09/2010,,
87113,NM,3.808,27408.0,12/09/2010,,
87047,NM,1.84,9525.0,12/09/2010,,
88316,NM,11.648,49069.12,12/10/2010,,
88316,NM,6.9,49069.12,12/10/2010,,
88011,NM,3.44,26526.0,12/10/2010,,
88001,NM,2.8,12332.92,12/10/2010,,
87832,NM,3.825,27881.25,12/10/2010,,
87701,NM,1.84,10519.0,12/10/2010,,
87506,NM,2.07,15137.86,12/10/2010,,
87113,NM,4.3,32646.0,12/10/2010,,
87112,NM,1.435,10990.98,12/10/2010,,
87048,NM,4.5,32975.0,12/10/2010,,
87043,NM,4.6,31657.0,12/10/2010,,
87031,NM,4.05,31422.5,12/10/2010,,
87122,NM,5.016,31514.57,12/11/2010,,
88012,NM,2.115,8094.51,12/12/2010,,
87119,NM,5.46,48640.0,12/12/2010,,
87114,NM,3.332,23162.0,12/12/2010,,
87113,NM,9.0,32395.0,12/12/2010,,
87106,NM,1.44,13980.0,12/12/2010,,
87048,NM,3.44,23880.0,12/12/2010,,
87043,NM,1.29,15289.94,12/13/2010,,
87123,NM,2.76,17112.0,12/14/2010,,
88220,NM,13.44,112631.0,12/15/2010,,
88220,NM,7.36,61220.0,12/15/2010,,
88220,NM,6.16,41585.0,12/15/2010,,
87505,NM,6.11,45200.0,12/15/2010,,
87505,NM,3.15,15579.0,12/15/2010,,
87043,NM,6.21,46828.0,12/15/2010,,
87008,NM,3.15,18900.0,12/15/2010,,
88030,NM,4.14,25331.0,12/16/2010,,
88011,NM,2.76,17333.0,12/16/2010,,
87122,NM,3.22,19047.0,12/16/2010,,
87114,NM,1.84,8858.0,12/16/2010,,
87111,NM,3.01,22423.5,12/16/2010,,
87068,NM,4.05,29661.25,12/16/2010,,
87059,NM,4.14,18450.0,12/16/2010,,
87059,NM,1.98,13359.37,12/16/2010,,
88352,NM,6.9,27220.48,12/17/2010,,
88311,NM,2.7,16621.0,12/17/2010,,
87507,NM,4.3,45802.62,12/17/2010,,
87505,NM,1.47,10840.0,12/17/2010,,
87123,NM,2.07,9939.0,12/17/2010,,
87114,NM,6.72,41800.0,12/17/2010,,
87108,NM,3.51,13665.0,12/17/2010,,
87048,NM,9.792,59708.0,12/17/2010,,
87104,NM,1.1,7085.0,12/19/2010,,
88310,NM,5.712,41926.4,12/20/2010,,
88046,NM,5.13,20831.22,12/20/2010,,
87110,NM,1.84,14313.55,12/20/2010,,
87108,NM,2.15,17046.51,12/20/2010,,
87106,NM,9.68,60678.0,12/20/2010,,
88325,NM,2.64,16956.5,12/21/2010,,
88012,NM,2.3,13500.0,12/21/2010,,
88005,NM,4.6,20530.0,12/21/2010,,
87122,NM,4.3,31440.0,12/21/2010,,
87111,NM,6.426,46260.7,12/21/2010,,
87109,NM,2.76,13480.0,12/21/2010,,
87108,NM,4.725,46336.05,12/21/2010,,
87108,NM,2.76,21705.98,12/21/2010,,
87108,NM,1.935,12137.76,12/21/2010,,
87107,NM,3.22,18725.0,12/21/2010,,
87106,NM,2.025,12958.0,12/21/2010,,
87104,NM,2.25,15000.0,12/21/2010,,
88058,NM,3.22,20060.0,12/22/2010,,
88011,NM,4.6,35166.0,12/22/2010,,
88007,NM,6.9,47952.0,12/22/2010,,
87832,NM,1.04,11568.75,12/22/2010,,
87501,NM,1.75,12081.0,12/22/2010,,
87112,NM,4.5,48025.0,12/22/2010,,
87111,NM,2.76,21276.0,12/22/2010,,
87108,NM,2.856,21720.0,12/22/2010,,
87105,NM,4.83,42434.5,12/22/2010,,
87102,NM,2.3,13538.0,12/22/2010,,
87004,NM,6.0,37084.06,12/22/2010,,
88072,NM,2.0,11412.0,12/23/2010,,
88029,NM,5.52,29072.0,12/23/2010,,
88005,NM,11.04,38913.16,12/23/2010,,
88001,NM,4.76,37471.0,12/23/2010,,
87508,NM,5.16,42073.0,12/23/2010,,
87120,NM,1.575,11520.0,12/23/2010,,
87113,NM,3.22,18998.0,12/23/2010,,
87112,NM,1.2,10788.0,12/23/2010,,
87059,NM,5.4,40710.0,12/23/2010,,
87059,NM,2.016,13496.4,12/23/2010,,
87048,NM,5.52,51744.31,12/23/2010,,
87015,NM,2.76,19116.0,12/23/2010,,
87506,NM,3.01,21360.0,12/24/2010,,
87505,NM,5.4,40627.0,12/27/2010,,
87122,NM,5.52,30255.2,12/27/2010,,
87108,NM,2.925,18720.0,12/27/2010,,
87043,NM,4.6,31657.72,12/27/2010,,
88061,NM,3.78,39010.89,12/28/2010,,
87122,NM,4.05,27238.42,12/28/2010,,
87111,NM,7.392,55000.0,12/28/2010,,
87106,NM,3.22,23928.89,12/28/2010,,
87106,NM,2.76,17920.0,12/28/2010,,
87043,NM,3.45,24044.0,12/28/2010,,
87043,NM,3.15,21975.0,12/28/2010,,
88005,NM,0.96,7200.0,12/29/2010,,
87801,NM,2.94,22370.22,12/29/2010,,
87505,NM,1.29,9500.0,12/29/2010,,
87108,NM,4.725,27150.0,12/29/2010,,
87505,NM,3.01,29399.0,12/30/2010,,
87501,NM,2.96,18600.0,12/30/2010,,
87124,NM,5.06,30107.0,12/30/2010,,
87121,NM,3.36,19249.0,12/30/2010,,
87120,NM,4.14,26058.0,12/30/2010,,
87110,NM,3.76,20680.32,12/30/2010,,
87109,NM,6.075,46080.0,12/30/2010,,
87107,NM,4.05,22816.93,12/30/2010,,
87048,NM,4.48,30911.11,12/30/2010,,
87047,NM,2.3,17103.64,12/30/2010,,
87043,NM,4.14,25461.0,12/30/2010,,
87031,NM,5.52,29671.72,12/30/2010,,
87122,NM,5.712,37540.0,12/31/2010,,
87122,NM,3.45,29208.75,12/31/2010,,
87113,NM,2.76,24305.25,12/31/2010,,
87112,NM,3.332,22957.4,12/31/2010,,
87043,NM,3.68,33170.0,12/31/2010,,
87010,NM,1.02,11087.3,02/19/2008,,
87043,NM,1.75,10080.1,02/26/2009,,
87181,NM,1.58,9742.59,02/04/2008,,
87110,NM,1.56,15600,01/21/2009,,
87111,NM,2.88,27590.16,08/22/2008,,
87122,NM,3.15,26512.49,02/03/2009,,
87002,NM,1.8,16838,12/22/2008,,
87508,NM,4.62,39129.73,02/15/2008,,
87002,NM,2.6,7209.27,03/06/2009,,
87540,NM,4.59,90725.39,02/20/2008,,
87111,NM,3.2,29053,01/09/2009,,
87508,NM,2,20400,10/24/2007,,
87107,NM,1.57,15842.39,02/26/2009,,
88011,NM,2.8,28354.7,12/13/2007,,
87047,NM,4.1,35558.52,02/16/2009,,
87529,NM,2.88,20954.03,01/23/2008,,
87042,NM,3,30000,02/13/2009,,
88061,NM,2.9,39720,12/22/2008,,
87122,NM,2.8,27895.13,02/05/2008,,
87122,NM,1.59,21489.18,01/16/2008,,
88005,NM,5.41,47213.88,02/06/2008,,
87047,NM,1.8,18870.43,05/22/2008,,
88011,NM,1.4,11963.8,02/03/2009,,
87111,NM,4.2,35338.85,04/03/2009,,
87048,NM,2,16350,01/20/2009,,
87113,NM,2.3,18403,11/25/2008,,
87048,NM,2.8,25753.79,06/19/2008,,
88021,NM,4.9,33385.63,02/25/2009,,
87507,NM,2.05,19650,01/18/2008,,
87010,NM,1.5,9433.34,01/04/2008,,
87701,NM,4.2,36348.25,07/15/2008,,
87830,NM,3,27416.44,12/22/2008,,
87123,NM,2.8,37263.38,01/23/2009,,
87111,NM,2.08,31105.43,01/14/2008,,
87507,NM,3.01,25789,11/25/2008,,
87048,NM,4,32043,01/15/2008,,
87122,NM,4.68,35600.4,01/08/2009,,
87048,NM,1.4,11997.89,02/17/2009,,
87508,NM,1.23,13465,02/18/2008,,
87560,NM,3.2,8002.19,11/20/2007,,
88042,NM,6,38674.43,08/22/2008,,
88011,NM,2.5,15239.6,12/20/2007,,
88061,NM,3,44720,12/10/2008,,
88061,NM,2.2,21124,02/05/2008,,
87801,NM,2.52,24335.9,07/15/2008,,
87939,NM,1.62,23991.58,03/06/2008,,
88338,NM,2,17965,08/01/2007,,
87124,NM,1.7,17000,01/20/2009,,
87122,NM,5.16,41100,06/16/2008,,
88011,NM,3.2,27260,12/22/2008,,
88005,NM,3.24,36557.41,03/03/2009,,
87105,NM,2.88,24304.99,11/24/2008,,
87121,NM,4.6,25425.98,04/01/2009,,
88007,NM,5.3,13942,01/13/2009,,
88061,NM,7.2,43404,04/30/2007,,
87047,NM,6.45,60900,10/23/2008,,
87901,NM,2,29851.54,06/17/2008,,
88310,NM,1.9,15733.18,02/24/2009,,
87031,NM,5.77,38240.92,02/26/2009,,
87505,NM,5.52,47590,01/21/2009,,
87410,NM,1.4,10179.78,04/03/2009,,
87106,NM,3.68,32647,01/21/2009,,
87106,NM,3.15,30604.43,02/24/2009,,
87107,NM,5.25,41969.57,01/21/2009,,
87505,NM,3.8,33207,01/14/2009,,
88005,NM,1.29,10281.32,12/02/2008,,
87506,NM,2.04,19333.93,03/11/2008,,
87501,NM,2.05,20950,10/22/2007,,
88046,NM,2.72,22000,05/01/2007,,
87821,NM,3.84,31394.16,04/10/2007,,
87004,NM,2.4,27541,02/09/2009,,
87122,NM,2.28,9812.55,01/08/2009,,
87002,NM,1.8,21540.8,11/24/2008,,
87537,NM,5,34815.29,02/03/2009,,
87701,NM,1,7395.98,01/08/2008,,
87501,NM,3.78,11257,07/17/2008,,
87506,NM,2.04,21681.84,11/24/2008,,
87507,NM,0.96,10636,02/28/2008,,
87122,NM,3.08,25750,02/05/2008,,
88061,NM,2.16,14281.81,09/30/2008,,
87514,NM,1.3,14560,02/20/2009,,
87701,NM,2.8,25979.6,12/12/2007,,
88345,NM,3.04,24835.28,02/20/2008,,
87557,NM,2.7,17737.23,02/20/2009,,
87529,NM,2.1,24009.71,02/20/2008,,
87571,NM,2.1,17573.49,02/11/2008,,
87012,NM,1.4,21121.04,01/16/2008,,
87106,NM,4.1,33250.4,01/20/2009,,
87043,NM,3,30000,10/16/2008,,
87111,NM,1.7,16437,02/24/2009,,
87823,NM,1,7825.91,11/24/2008,,
87120,NM,4.2,36278,05/22/2008,,
87043,NM,4,33900,02/13/2009,,
87501,NM,1.4,19135.81,02/06/2008,,
88341,NM,3,17560,04/11/2007,,
87105,NM,1.75,26415.97,02/16/2009,,
87047,NM,4.6,33550,01/14/2009,,
87111,NM,3.2,29053,02/16/2009,,
88030,NM,3.2,24897.02,02/06/2008,,
87501,NM,1,12142,01/08/2008,,
87036,NM,1.32,24382.19,12/10/2007,,
87110,NM,2.28,13292,02/03/2009,,
88341,NM,5.8,38811.62,01/29/2008,,
87109,NM,2,16350,02/16/2009,,
87112,NM,2.16,14706,03/03/2009,,
87110,NM,1.87,16400.15,02/19/2008,,
87114,NM,3,26400,11/24/2008,,
88061,NM,5.6,23508,01/21/2009,,
87548,NM,1.05,14979.22,02/20/2008,,
88034,NM,5.1,38721.58,01/03/2008,,
87108,NM,1,11100.83,02/17/2009,,
87059,NM,3.5,28538.83,02/03/2009,,
87048,NM,2.1,19767.4,01/25/2008,,
87104,NM,1.74,17567.68,02/26/2009,,
88011,NM,1.94,18439,07/15/2008,,
87043,NM,4,35900,01/14/2008,,
87048,NM,2.23,23850.44,01/14/2009,,
88042,NM,2.8,28934,02/23/2009,,
87112,NM,4,30900,08/20/2008,,
87122,NM,6.48,57844.1,01/04/2007,,
87508,NM,4.51,40803.36,02/23/2009,,
87109,NM,4,35500,02/20/2009,,
87123,NM,4,28000,12/07/2007,,
88005,NM,2.58,23629,12/22/2008,,
87742,NM,2.86,26017.86,02/05/2008,,
87124,NM,2,17773.48,08/04/2008,,
87112,NM,3.15,21122.8,02/06/2008,,
87401,NM,3.01,30341.86,03/12/2008,,
87110,NM,1.17,12923.61,05/21/2008,,
87111,NM,3,33075,01/20/2009,,
87508,NM,2,23070,11/25/2008,,
87110,NM,2.4,21980.69,01/12/2009,,
87505,NM,2.46,24411,01/28/2008,,
87111,NM,1.93,19025,06/17/2008,,
87111,NM,1.4,15493.88,02/24/2009,,
87107,NM,4.75,35157.94,02/06/2009,,
88341,NM,4.68,43000,01/14/2009,,
87501,NM,1.76,20766.55,01/16/2008,,
87507,NM,3.87,33450,02/13/2009,,
88041,NM,3.1,29753.03,01/22/2009,,
87540,NM,1.05,20691.86,12/21/2007,,
87508,NM,1.84,19221.13,12/02/2008,,
87043,NM,3.15,26306.3,02/09/2009,,
87508,NM,4.2,40710,01/13/2009,,
87048,NM,4,34900,12/03/2008,,
87529,NM,1.75,22441.32,02/05/2009,,
87106,NM,4.48,29631.02,01/22/2009,,
87048,NM,4,33900,06/16/2008,,
87108,NM,1.5,14402.71,06/16/2008,,
87540,NM,3.06,33546.45,01/08/2008,,
88011,NM,2.58,23243,10/16/2008,,
87506,NM,4.14,35955.44,01/12/2009,,
87114,NM,5,40900,12/03/2008,,
87507,NM,1.95,21362,01/16/2008,,
87501,NM,2.52,22000,12/12/2007,,
