Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NM
88012,NM,3.9,15061.89869,08/06/2013,,
87109,NM,10,35993.10947,09/10/2014,,
87507,NM,4.32,22497.03958,12/14/2012,,
87124,NM,5.875,18435.70405,05/08/2014,,
87110,NM,4.578,24738.35051,05/07/2013,,
87106,NM,4.68,24202.90167,04/23/2013,,
88007,NM,3.64,13451.08096,02/06/2014,,
87124,NM,9.156,48241.65495,11/12/2013,,
88007,NM,2.55,11226.72295,02/20/2013,,
87507,NM,3.597,20915.98835,12/08/2014,,
87108,NM,5.2,24688.15249,08/27/2013,,
88005,NM,5.72,21135.16563,12/05/2013,,
87114,NM,10.791,65383.51778,05/07/2014,,
87106,NM,7.52,22704.16167,12/16/2013,,
88007,NM,5.61,25361.63418,01/22/2013,,
88011,NM,6.75,22982.33523,10/21/2014,,
87505,NM,7.194,53912.37829,12/18/2012,,
87120,NM,9.75,38963.27726,10/31/2013,,
87002,NM,3.92,16649.33612,05/09/2013,,
88007,NM,3.71,14963.57133,02/19/2014,,
87544,NM,3.06,15617.70285,12/30/2012,,
88011,NM,11.44,43587.33611,10/29/2013,,
88012,NM,3.24,11377.76105,09/12/2014,,
87105,NM,10.26,57162.50182,06/20/2013,,
87048,NM,7.65,31589.20752,05/16/2013,,
87111,NM,4.35,26667.23919,01/18/2013,,
88053,NM,4.3,19125.43618,12/02/2014,,
87122,NM,5.1,17601.29197,10/22/2012,,
87504,NM,5.36,32912.70834,08/29/2013,,
87144,NM,6.72,31372.74541,10/07/2013,,
87410,NM,10.464,58857.27143,12/23/2013,,
87506,NM,7.05,34690.90287,09/18/2012,,
87508,NM,9.18,71299.14166,09/23/2013,,
88011,NM,9.81,45746.56809,05/13/2013,,
88435,NM,2.6,20371.08005,03/31/2014,,
87401,NM,2.16,12275.34519,06/25/2012,,
88007,NM,8.1,26058.76332,03/28/2014,,
87574,NM,5.76,28096.81143,12/20/2012,,
87031,NM,4.578,24351.89155,08/26/2013,,
87043,NM,8.845,22260.91886,12/01/2014,,
87144,NM,1.54,7536.902065,05/01/2012,,
87107,NM,12.22,58268.3819,07/12/2012,,
88012,NM,7,25776.89122,12/31/2012,,
88011,NM,5.4,23882.57251,05/08/2014,,
87002,NM,5,23642.21114,12/18/2013,,
88007,NM,8.172,33482.73378,04/11/2013,,
88310,NM,3.27,17629.12433,08/12/2014,,
88011,NM,5,18504.63783,01/29/2013,,
87123,NM,2.88,13688.57516,08/10/2012,,
88011,NM,4.578,23077.18248,09/17/2013,,
87740,NM,3.924,21586.83507,03/27/2014,,
87107,NM,3.924,21894.53793,10/14/2014,,
87701,NM,5.76,35796.47053,06/18/2012,,
88005,NM,4.16,17734.70758,11/01/2013,,
87107,NM,1.175,6863.801584,05/27/2014,,
87508,NM,5.76,27231.23201,08/01/2012,,
87111,NM,7.25,25198.61504,09/25/2013,,
88011,NM,5.17,26044.36134,08/06/2012,,
87745,NM,5.64,26977.71047,04/30/2014,,
87110,NM,4.59,15553.6879,08/15/2013,,
87503,NM,5.98,39465.53198,02/23/2012,,
87527,NM,4.8,21776.3177,12/15/2012,,
87107,NM,9.66,54263.6488,06/22/2012,,
88005,NM,3.06,13713.9927,01/03/2013,,
87107,NM,2.616,13292.80532,09/09/2014,,
88001,NM,3.78,14899.13385,10/04/2014,,
88011,NM,8.172,41283.28925,10/01/2013,,
87112,NM,11.28,50666.06754,12/19/2012,,
87031,NM,10.2,39256.39123,12/13/2013,,
87106,NM,5.232,26555.32714,01/27/2014,,
87002,NM,2.61,14547.96007,07/30/2013,,
88012,NM,11.96,43026.10188,12/20/2013,,
87501,NM,5.232,36767.49396,03/03/2013,,
87505,NM,3.84,31392.83229,09/14/2012,,
88008,NM,110.88,493425.3378,05/09/2012,,
88011,NM,3.84,12112.02627,05/24/2012,,
88044,NM,3.924,23613.18695,03/10/2014,,
87106,NM,2.295,14072.82468,02/27/2013,,
87114,NM,4.845,14198.33188,09/05/2014,,
88007,NM,9.075,32913.95316,09/02/2014,,
88007,NM,6.75,24393.99286,07/18/2014,,
88061,NM,5.3,23584.04035,05/27/2014,,
87109,NM,10.455,45151.23872,02/18/2013,,
88005,NM,3.315,13476.15873,12/06/2012,,
87002,NM,4.32,26011.39976,12/04/2014,,
87114,NM,4.905,24532.59369,02/09/2014,,
87031,NM,11.75,36598.15745,10/08/2013,,
88011,NM,7.65,31609.1423,03/19/2013,,
87112,NM,3.924,20233.89515,08/13/2014,,
88011,NM,9.156,54342.34455,12/27/2013,,
88317,NM,6.36,44922.70539,07/23/2014,,
88007,NM,5.5,20468.53452,10/01/2012,,
88032,NM,4.16,17431.20259,07/12/2013,,
87108,NM,1.68,13626.69577,12/22/2012,,
88011,NM,0.52,3137.37239,01/29/2014,,
87507,NM,3.27,17955.95516,10/09/2013,,
88001,NM,2.7,9351.520456,06/04/2014,,
88005,NM,6.5,24150.42518,10/04/2013,,
87508,NM,9.6,53619.40951,04/24/2013,,
88012,NM,4.125,14734.61822,10/14/2014,,
87508,NM,1.35,10616.95051,08/05/2014,,
87106,NM,2.616,14272.68138,11/22/2013,,
88005,NM,4.32,15350.72555,03/25/2014,,
87501,NM,3.6,21162.10943,01/24/2013,,
87109,NM,3.5,13177.56673,10/16/2013,,
87110,NM,3.76,13175.56228,06/05/2014,,
88007,NM,5.04,23554.70482,02/12/2013,,
88005,NM,7.65,30692.80262,03/22/2013,,
87107,NM,5.232,31874.42488,05/14/2013,,
87571,NM,1.75,16651.50054,12/27/2012,,
87111,NM,4.578,24381.18521,07/11/2013,,
88005,NM,2.04,10444.8485,03/25/2013,,
87801,NM,3.92,22213.32358,10/02/2012,,
87505,NM,7.848,54209.31465,07/02/2014,,
87505,NM,8.502,47273.01604,07/24/2013,,
87107,NM,9.81,52175.81948,07/30/2014,,
88011,NM,10.66,40702.98274,04/22/2013,,
87108,NM,8.415,20491.28443,04/19/2013,,
87107,NM,7.28,37885.22187,06/10/2013,,
87108,NM,7.83,48199.30204,07/11/2013,,
87124,NM,4.312,23406.65451,12/21/2012,,
87059,NM,2.82,9628.037084,10/17/2013,,
87540,NM,1.53,10786.43809,01/16/2014,,
87111,NM,6.72,49407.48756,12/12/2013,,
88007,NM,3.924,19388.38867,06/19/2014,,
88202,NM,9.87,56108.37548,02/10/2012,,
88001,NM,9,34828.75158,05/06/2014,,
87144,NM,7.32,36429.81313,05/24/2013,,
87508,NM,3.29,20820.32244,06/15/2012,,
88012,NM,10.71,37577.88983,09/13/2012,,
87113,NM,20.28,64819.25187,04/02/2014,,
87010,NM,9.81,68820.82008,07/17/2013,,
87506,NM,2.616,14375.71165,10/17/2013,,
88007,NM,5.232,24507.97655,08/29/2013,,
88317,NM,5.76,14182.416,03/30/2013,,
88007,NM,5.2,20921.92133,10/04/2013,,
88011,NM,1.53,6470.314134,03/22/2013,,
88011,NM,4.845,19455.57437,02/20/2013,,
87059,NM,3.924,21694.88284,12/09/2013,,
87508,NM,7.29,40649.96711,06/14/2013,,
88220,NM,12.24,39406.24464,05/28/2014,,
88011,NM,3.06,13610.82941,11/14/2013,,
87107,NM,5.76,20037.86436,10/22/2014,,
88011,NM,5.2,19866.12861,05/28/2013,,
88011,NM,5.1,20559.64843,12/31/2012,,
87122,NM,5.22,26067.11711,06/23/2013,,
88011,NM,2.88,10438.06492,09/27/2013,,
87108,NM,3.29,13819.70307,09/18/2014,,
87514,NM,14.4,62380.07674,12/20/2012,,
88005,NM,2.97,11628.18344,08/15/2014,,
87107,NM,11.772,60860.88793,03/28/2014,,
87105,NM,6,22261.26721,07/11/2013,,
87144,NM,3,11598.74863,09/06/2013,,
87106,NM,2.16,11024.65201,01/29/2013,,
88005,NM,2.1,7646.080131,01/16/2014,,
87107,NM,11.22,42355.42497,05/22/2012,,
88011,NM,2.55,11424.93428,04/09/2013,,
87113,NM,44.95,145423.3691,06/19/2013,,
87109,NM,3.36,13033.12946,02/14/2014,,
88007,NM,3.71,13451.08096,02/20/2014,,
88007,NM,10.34,31734.34995,09/04/2012,,
88011,NM,8.64,27235.81211,10/30/2014,,
87048,NM,5.22,26715.8169,05/10/2013,,
88011,NM,6.867,40527.54602,07/09/2013,,
88011,NM,2.5,7602.442345,10/25/2013,,
88011,NM,9.62,36084.32169,09/13/2013,,
87008,NM,3.965,14637.52918,05/14/2014,,
87048,NM,4.23,15509.55056,12/30/2013,,
88005,NM,7.8,30628.14581,06/25/2013,,
88011,NM,3.27,17093.43301,08/22/2013,,
88012,NM,2.616,14447.23859,06/10/2013,,
87124,NM,3.816,19275.90014,07/08/2013,,
88310,NM,33,107969.6887,06/25/2013,,
88061,NM,5.232,28358.2361,08/05/2014,,
87124,NM,3.84,18096.2532,08/13/2012,,
88007,NM,7.02,27199.61526,12/09/2013,,
87553,NM,5.76,18405.87649,04/04/2014,,
87043,NM,3.27,17596.61089,01/17/2014,,
88011,NM,7.02,24055.7062,06/26/2014,,
87107,NM,4,15897.28389,11/26/2014,,
87506,NM,2.75,10694.15056,11/12/2013,,
88005,NM,4.08,16600.45864,02/06/2013,,
87508,NM,4.59,23293.0053,05/16/2013,,
87506,NM,17.004,99530.80067,08/05/2014,,
87043,NM,9.156,56064.25813,09/23/2013,,
87122,NM,3.825,16261.55107,03/07/2013,,
88101,NM,10.137,57446.11832,02/13/2014,,
87108,NM,3.77,19567.43621,03/25/2014,,
88012,NM,4.68,16915.49746,01/20/2014,,
87105,NM,3.27,17620.71625,07/12/2013,,
87124,NM,6,19835.6813,11/15/2013,,
87111,NM,6.12,27220.12841,06/03/2013,,
87144,NM,5,19259.52061,10/25/2013,,
88011,NM,7.02,23488.51247,09/16/2014,,
88005,NM,5.46,20077.51364,05/16/2013,,
88005,NM,2.88,13514.69265,07/17/2012,,
87112,NM,6.11,19104.02532,10/30/2013,,
87506,NM,2.25,10853.24669,10/01/2013,,
88021,NM,20,63238.78149,07/12/2013,,
88011,NM,4.845,20360.84391,03/13/2013,,
87501,NM,3.27,17247.15548,11/14/2013,,
88011,NM,3.57,15988.64812,02/08/2013,,
87048,NM,3.5,13983.57074,07/11/2014,,
87042,NM,3.27,37820.88587,12/20/2012,,
87048,NM,9.5,35703.62749,11/15/2014,,
87506,NM,4.905,28577.61835,11/24/2014,,
87122,NM,4.32,30987.78309,01/30/2012,,
87111,NM,4.8,27572.80658,11/12/2012,,
88011,NM,4.42,15922.49022,02/19/2014,,
87418,NM,5.886,42814.03366,10/03/2012,,
87111,NM,5.22,26763.38195,04/19/2013,,
87113,NM,4.845,18276.93008,07/02/2013,,
87008,NM,2.07,17485.62708,01/23/2012,,
87123,NM,4.5,14474.92835,07/21/2014,,
87107,NM,3.924,37912.21427,10/28/2013,,
87501,NM,9.81,47244.56045,08/09/2013,,
88007,NM,4.77,16496.2349,08/07/2014,,
87106,NM,6.54,31200.20824,06/30/2014,,
88001,NM,3.64,13386.28241,09/17/2013,,
88005,NM,7.65,34210.40462,02/12/2013,,
88011,NM,6.54,28535.69223,03/19/2013,,
88011,NM,3.315,13107.4518,01/16/2013,,
88005,NM,3.64,14938.13524,07/03/2013,,
87114,NM,9,35308.50563,12/06/2013,,
88011,NM,5.1,22476.25627,03/19/2013,,
88005,NM,3.9,14973.62859,09/03/2013,,
87540,NM,5,19837.276,11/15/2013,,
87418,NM,9.81,57820.66022,12/10/2012,,
87110,NM,3.315,16199.01917,02/22/2013,,
88061,NM,3.08,16921.10501,11/01/2013,,
87110,NM,3.08,18905.80309,12/21/2012,,
88011,NM,5.886,26283.90628,07/25/2014,,
87107,NM,4.905,25817.98648,10/01/2014,,
87059,NM,8.05,34688.91277,03/27/2014,,
88325,NM,3,8800.767639,11/06/2014,,
88011,NM,7.28,28077.32109,06/24/2013,,
87549,NM,4.23,15201.63016,07/25/2013,,
87106,NM,4.905,24792.12714,08/18/2014,,
87048,NM,9.87,44675.34274,12/11/2012,,
87501,NM,3.597,40375.02309,03/31/2014,,
88011,NM,7,23544.05759,03/30/2014,,
87113,NM,8.085,59445.63545,12/17/2012,,
87124,NM,6.86,25174.05162,04/09/2013,,
88317,NM,1.92,23016.51957,09/01/2013,,
88005,NM,1.62,5922.795165,06/03/2014,,
87111,NM,4.251,22742.37549,11/18/2013,,
88007,NM,4.8,17893.48377,03/11/2014,,
87002,NM,4,15000.74251,09/04/2014,,
87701,NM,1.92,10447.51678,11/13/2012,,
88012,NM,3.924,21000.95073,07/23/2013,,
87124,NM,7.848,41303.67628,12/17/2013,,
88033,NM,5.98,22271.98929,11/13/2013,,
87513,NM,6.76,28422.59601,09/11/2013,,
88005,NM,8.58,32099.76226,07/02/2013,,
87104,NM,3.29,13821.08625,11/13/2013,,
87580,NM,3.924,18493.75177,04/29/2014,,
88011,NM,8.41,30105.67169,10/10/2013,,
87102,NM,10,72072.18784,12/28/2012,,
87507,NM,4.905,26338.1993,12/12/2013,,
87108,NM,4.9,21066.75352,07/10/2013,,
87124,NM,11.704,61950.79492,04/02/2013,,
87506,NM,4.251,31727.25439,07/31/2014,,
88011,NM,2.943,16883.86375,12/21/2012,,
88005,NM,6.75,22941.84955,08/12/2014,,
87111,NM,5.232,28662.94562,12/20/2013,,
87106,NM,10.81,44119.51966,04/17/2012,,
87122,NM,1.41,6101.486329,09/22/2012,,
88005,NM,3.825,15455.82397,12/06/2012,,
87106,NM,3.9,16192.32642,10/09/2014,,
88011,NM,2.4,10170.2517,03/25/2013,,
88007,NM,7.194,36210.16417,03/21/2013,,
87031,NM,4.905,26136.68024,06/16/2014,,
87004,NM,5.88,23427.67815,12/31/2012,,
87122,NM,4.578,24425.84505,09/29/2014,,
87122,NM,4.251,21649.5719,09/12/2014,,
87508,NM,5.886,29960.42993,06/27/2013,,
87107,NM,9.52,29645.8131,12/10/2013,,
88030,NM,0.48,2446.449015,07/31/2013,,
87505,NM,2.289,13506.62098,07/22/2014,,
87043,NM,5.22,30834.57068,11/19/2012,,
88061,NM,2.592,18145.43075,02/20/2012,,
88007,NM,6.9,27063.49424,02/13/2014,,
88001,NM,2.943,15623.60761,11/01/2014,,
88005,NM,3.78,13389.11267,06/19/2014,,
88001,NM,2.12,8047.975734,09/24/2014,,
87113,NM,3.27,19980.90894,04/09/2013,,
87047,NM,6.11,26291.65312,04/13/2012,,
87508,NM,3.27,21042.12029,08/27/2013,,
88012,NM,0.96,4833.004808,11/13/2012,,
87031,NM,3.48,22955.25991,12/12/2012,,
87110,NM,5.232,27832.11139,06/16/2014,,
88012,NM,1.2,3801.221173,10/18/2013,,
87109,NM,2.94,12106.89027,12/21/2012,,
87122,NM,3.27,24852.85918,09/18/2014,,
88007,NM,7.848,35553.72475,12/20/2013,,
88005,NM,5.46,20218.16965,08/02/2013,,
88011,NM,4.905,26924.23619,03/08/2013,,
88052,NM,10,50387.91284,06/04/2013,,
88007,NM,7.44,34021.57092,08/28/2012,,
88012,NM,3.924,25597.20085,09/11/2012,,
88011,NM,1.275,5098.420957,02/26/2013,,
88044,NM,6.24,13240.80855,01/21/2013,,
87506,NM,8.175,46792.29014,12/12/2014,,
87004,NM,5,17885.61595,07/09/2014,,
87104,NM,4,22475.22202,12/18/2012,,
87107,NM,2.64,26561.01801,05/07/2013,,
88048,NM,7.05,41039.00803,08/18/2012,,
87508,NM,7.194,39248.98421,12/29/2014,,
88054,NM,10.4,39227.62924,11/20/2013,,
87107,NM,9.156,34666.37622,11/07/2013,,
87010,NM,11.04,65084.52578,03/04/2013,,
87112,NM,1.56,6515.597198,08/05/2013,,
87109,NM,4.275,49700.33485,01/20/2012,,
88007,NM,14.5,53675.44193,03/12/2014,,
88310,NM,11.772,65919.93522,11/13/2014,,
87122,NM,1.88,9789.032208,12/15/2012,,
88007,NM,0.96,4318.855361,11/01/2012,,
88007,NM,1.25,4307.139877,03/16/2014,,
87745,NM,0.93,7017.955286,02/19/2014,,
88011,NM,6.24,22751.88837,02/07/2014,,
87107,NM,1.59,6699.643705,07/10/2014,,
88011,NM,3.24,11055.52376,09/05/2014,,
87048,NM,10.53,32906.86567,06/28/2013,,
87532,NM,6,21064.98032,10/31/2014,,
88001,NM,7.44,13901.46121,10/24/2014,,
87579,NM,4.2,13224.52507,07/21/2014,,
87107,NM,3.36,30819.44485,02/12/2013,,
87111,NM,3.75,9728.038632,10/12/2014,,
87124,NM,7.125,33965.51276,10/07/2013,,
87108,NM,3.29,17956.97388,05/21/2012,,
87015,NM,8.215,31150.59911,09/23/2014,,
88001,NM,4.42,16277.88118,09/06/2013,,
88001,NM,3.51,13919.39632,11/10/2014,,
87507,NM,5.886,33634.68265,06/17/2014,,
88201,NM,3.27,19540.38733,02/13/2014,,
88007,NM,3.825,14489.70609,12/20/2012,,
88062,NM,7.2,25452.09026,04/10/2013,,
88011,NM,6.63,28828.87514,12/19/2012,,
88012,NM,2.88,11135.66729,09/05/2012,,
87048,NM,9.62,32633.18258,08/28/2013,,
87105,NM,5.75,24031.81901,12/03/2013,,
88007,NM,4.16,16580.83428,11/21/2013,,
88061,NM,6,21128.79244,10/27/2014,,
87508,NM,3.27,30602.32525,12/27/2012,,
87544,NM,2.07,10995.24334,12/19/2013,,
87121,NM,5.17,17638.84849,08/13/2014,,
87740,NM,7.848,46868.26137,06/11/2013,,
88011,NM,5.1,24302.75769,01/11/2013,,
88007,NM,3.6,13760.46973,04/29/2014,,
87106,NM,3.06,14925.67834,03/21/2013,,
87120,NM,8.75,31887.68417,10/16/2013,,
87508,NM,5.76,31580.95359,04/10/2013,,
87108,NM,2,11065.63686,08/16/2013,,
88011,NM,1.84,9899.132621,07/20/2012,,
88310,NM,21,65407.16744,04/21/2014,,
88012,NM,4.16,15204.88469,10/02/2013,,
88005,NM,2.16,8329.015013,11/18/2013,,
88007,NM,6.12,27253.21939,01/30/2013,,
87532,NM,3.924,37206.66589,12/22/2014,,
87047,NM,3.2,16649.30139,12/11/2013,,
87059,NM,3.08,17245.7713,12/30/2012,,
87031,NM,9.36,32457.42472,07/09/2014,,
87931,NM,6.24,58327.48269,11/15/2013,,
87048,NM,8.91,27177.37241,05/14/2014,,
88011,NM,11.772,55450.66345,08/16/2013,,
87107,NM,5.232,27269.7123,10/29/2014,,
87108,NM,2.28,11271.22213,03/07/2013,,
88061,NM,2.88,18693.87028,02/17/2013,,
87701,NM,1.88,13599.95889,10/22/2014,,
88011,NM,7.68,28309.35857,09/13/2013,,
87111,NM,6.72,55384.29932,10/04/2013,,
87107,NM,10.965,43581.99616,06/18/2013,,
88005,NM,6.24,24860.23063,08/09/2013,,
87701,NM,5.886,31263.89933,09/25/2014,,
87540,NM,4.68,20852.76748,12/02/2013,,
88011,NM,10.8,35545.55768,09/23/2014,,
88012,NM,2.943,13807.69551,07/26/2014,,
88005,NM,5.886,32713.48593,09/30/2013,,
88046,NM,5.46,20426.82956,04/19/2013,,
88005,NM,16.5,57566.95082,05/06/2014,,
88061,NM,2.115,25068.29501,09/17/2012,,
88023,NM,3.76,22991.14846,05/10/2012,,
87010,NM,1.5,21448.9598,10/14/2014,,
87825,NM,5.4,22554.16211,12/10/2014,,
87059,NM,7.848,39419.56998,11/17/2014,,
88007,NM,1.3,6094.924243,12/18/2013,,
87010,NM,1.06,12973.86358,06/18/2013,,
88011,NM,1.44,6485.972233,06/17/2014,,
87507,NM,3.924,22618.82766,12/16/2014,,
88001,NM,1.2,5743.163842,03/01/2012,,
87122,NM,11.772,61253.0364,02/28/2014,,
87113,NM,5,20649.37724,08/12/2013,,
87111,NM,9.01,32529.95017,08/01/2014,,
87508,NM,9.81,55932.48225,08/08/2013,,
88011,NM,28.08,138444.5184,06/07/2012,,
87825,NM,11.118,63725.47246,11/07/2014,,
87047,NM,5.232,45114.28456,09/10/2014,,
87111,NM,8.16,35533.62297,09/18/2014,,
87505,NM,9.81,67610.157,09/09/2014,,
87111,NM,5.83,24173.99979,07/29/2014,,
87111,NM,2.04,10784.68386,08/05/2013,,
87109,NM,30.55,221737.725,03/29/2012,,
88013,NM,10.4,39207.85971,05/28/2013,,
87107,NM,2.99,15666.46814,01/31/2012,,
87506,NM,8.624,66908.97342,12/28/2012,,
88001,NM,8.5,30433.52168,09/10/2014,,
88011,NM,2.16,7997.769347,10/28/2013,,
88047,NM,4.32,15322.88624,10/08/2014,,
87553,NM,4,14272.71682,08/12/2014,,
87506,NM,1.44,11745.26659,10/10/2013,,
87540,NM,4.578,31003.2117,11/05/2012,,
87508,NM,4.578,24668.11756,11/11/2014,,
87123,NM,8.96,41153.83456,10/17/2014,,
87031,NM,9.156,54874.10083,02/15/2013,,
87505,NM,2.616,23262.48409,11/05/2014,,
87031,NM,7,32478.88293,12/28/2012,,
87505,NM,3.27,18666.5884,07/09/2013,,
87002,NM,37.44,198270.707,06/01/2012,,
87010,NM,2.115,24606.7578,08/15/2012,,
87120,NM,10.26,37121.79937,06/27/2013,,
88011,NM,10.26,33346.82003,10/13/2014,,
87111,NM,7.14,27920.92265,04/02/2013,,
88005,NM,9.69,41592.91817,02/14/2013,,
87031,NM,7.848,42194.67885,04/26/2013,,
87501,NM,12,41298.75447,08/14/2013,,
87801,NM,16.83,70085.5319,12/13/2012,,
87144,NM,7.56,32827.79797,12/18/2014,,
87107,NM,6.09,30483.45946,04/18/2013,,
87106,NM,6.867,41820.76717,06/15/2012,,
87121,NM,7.5,24023.76903,10/30/2014,,
87106,NM,2.45,7699.28614,09/13/2013,,
88011,NM,3.315,12939.99939,12/21/2012,,
87124,NM,3.6,16211.78558,08/08/2013,,
87740,NM,6.867,36498.58918,03/11/2014,,
87015,NM,4.62,25568.26931,01/29/2013,,
88004,NM,1.02,5140.177176,01/07/2013,,
87124,NM,3.924,16740.44501,02/19/2014,,
87122,NM,4.251,22008.97396,06/18/2013,,
88310,NM,10.8,36548.3148,11/11/2014,,
87505,NM,4.116,42580.33106,12/18/2012,,
87110,NM,3.27,17935.81195,05/23/2014,,
88011,NM,3.315,14311.33,12/10/2012,,
87121,NM,3.525,14077.87836,10/25/2013,,
87508,NM,11.772,78516.70353,12/30/2013,,
88312,NM,3.924,21686.2885,02/20/2014,,
88012,NM,3.27,17841.67726,04/16/2014,,
87120,NM,5.232,24327.81551,10/29/2013,,
87048,NM,2.847,11563.7474,01/29/2014,,
87010,NM,2.805,11546.44344,08/12/2013,,
87048,NM,5.64,15255.56764,10/17/2013,,
87031,NM,5.886,31104.23791,08/26/2013,,
87123,NM,4,17238.50146,09/25/2014,,
87505,NM,2.25,10236.86627,09/17/2013,,
87106,NM,3.12,13093.07834,09/23/2013,,
87043,NM,9.81,55678.9161,07/23/2014,,
88310,NM,8.853,36777.09333,06/17/2013,,
88007,NM,3.57,13306.4936,07/16/2013,,
87124,NM,3.924,19940.30334,09/30/2013,,
87048,NM,1.92,31721.03322,12/18/2013,,
88011,NM,11.985,50846.63262,01/23/2013,,
87122,NM,10,34201.90775,09/29/2014,,
87505,NM,3.05,9154.622051,11/05/2014,,
88007,NM,5.355,17992.67619,01/18/2013,,
88011,NM,12.5,51155.66763,08/16/2012,,
87111,NM,4.86,14412.46419,12/10/2013,,
87112,NM,3.92,10831.26837,03/14/2014,,
88310,NM,12.18,73571.37183,12/27/2012,,
88007,NM,6.12,20707.03419,10/06/2014,,
87535,NM,2.04,33874.7135,11/01/2013,,
87043,NM,5,19343.05004,10/02/2014,,
88027,NM,6.89,24944.59607,04/22/2014,,
