Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MD
21014,MD,8.97,,09/14/2011,,
21014,MD,5.805,,10/13/2011,,
21009,MD,3.87,,11/09/2011,,
20912,MD,2.3,,09/29/2011,,
20905,MD,9.89,,12/30/2011,,
20904,MD,10.35,,11/18/2011,,
20903,MD,5.805,,09/21/2011,,
20902,MD,5.67,,08/15/2011,,
20902,MD,5.64,,12/21/2011,,
20895,MD,7.36,,10/19/2011,,
20895,MD,3.68,,09/10/2011,,
20882,MD,7.59,,12/30/2011,,
20874,MD,5.16,,09/29/2011,,
20854,MD,8.385,,08/25/2011,,
20854,MD,4.14,,10/31/2011,,
20852,MD,3.76,,12/02/2011,,
20850,MD,4.14,,09/21/2011,,
20832,MD,4.81,,08/29/2011,,
20815,MD,4.945,,12/01/2011,,
20815,MD,4.6,,10/04/2011,,
20777,MD,10.32,,09/14/2011,,
20777,MD,6.02,,09/23/2011,,
20735,MD,5.52,,07/19/2011,,
20724,MD,7.52,,12/07/2011,,
20724,MD,4.14,,11/18/2011,,
20723,MD,5.59,,09/22/2011,,
20721,MD,6.67,,12/16/2011,,
20721,MD,5.06,,08/25/2011,,
20721,MD,4.3,,11/10/2011,,
20715,MD,11.395,,10/19/2011,,
20715,MD,5.17,,12/06/2011,,
20707,MD,2.795,,11/30/2011,,
20662,MD,11.96,,10/07/2011,,
20657,MD,4.23,,12/02/2011,,
20653,MD,5.06,,09/15/2011,,
20645,MD,6.665,,09/07/2011,,
20632,MD,3.91,,08/23/2011,,
20815,MD,4.14,,04/25/2011,,
21797,MD,4.6,,10/19/2011,,
21788,MD,5.376,,03/21/2011,,
21771,MD,2.0,,03/21/2011,,
21401,MD,4.3,,03/21/2011,,
21286,MD,3.22,,10/17/2011,,
21218,MD,2.88,,03/21/2011,,
21217,MD,12.87,,06/02/2011,,
21212,MD,4.5,,03/21/2011,,
21154,MD,4.2,,03/21/2011,,
21111,MD,8.46,,10/11/2011,,
21076,MD,8.736,,03/21/2011,,
21074,MD,4.23,,03/21/2011,,
21045,MD,4.14,,10/17/2011,,
21044,MD,5.64,,03/21/2011,,
21042,MD,2.0,,09/30/2011,,
21035,MD,4.6,,03/21/2011,,
21012,MD,7.168,,05/12/2011,,
21012,MD,6.345,,03/21/2011,,
20910,MD,4.23,,03/21/2011,,
20910,MD,4.0,,03/21/2011,,
20910,MD,4.0,,03/21/2011,,
20910,MD,3.136,,03/21/2011,,
20906,MD,4.14,,03/21/2011,,
20904,MD,4.6,,03/21/2011,,
20904,MD,3.76,,03/21/2011,,
20904,MD,3.6,,03/21/2011,,
20902,MD,4.032,,03/21/2011,,
20902,MD,3.87,,03/21/2011,,
20902,MD,2.2,,03/21/2011,,
20901,MD,4.3,,03/21/2011,,
20901,MD,3.584,,03/21/2011,,
20882,MD,227.24,,08/09/2011,,
20879,MD,4.23,,03/21/2011,,
20878,MD,20.16,,11/16/2011,,
20878,MD,5.64,,08/18/2011,,
20876,MD,4.935,,03/21/2011,,
20874,MD,12.455,,03/21/2011,,
20874,MD,5.824,,03/21/2011,,
20874,MD,5.6,,03/21/2011,,
20874,MD,4.37,,12/20/2011,,
20871,MD,4.14,,10/28/2011,,
20855,MD,6.02,,03/21/2011,,
20854,MD,110.7,,03/21/2011,,
20854,MD,6.9,,03/21/2011,,
20854,MD,4.23,,03/21/2011,,
20853,MD,7.56,,06/23/2011,,
20852,MD,3.6,,03/21/2011,,
20850,MD,4.928,,03/21/2011,,
20850,MD,4.3,,03/21/2011,,
20850,MD,4.23,,03/21/2011,,
20833,MD,7.36,,03/21/2011,,
20833,MD,5.64,,04/22/2011,,
20832,MD,5.64,,07/21/2011,,
20832,MD,5.06,,10/19/2011,,
20817,MD,8.97,,06/03/2011,,
20817,MD,4.032,,03/21/2011,,
20817,MD,2.3,,03/21/2011,,
20816,MD,6.44,,04/28/2011,,
20816,MD,2.25,,03/17/2011,,
20815,MD,5.25,,03/21/2011,,
20814,MD,3.76,,03/21/2011,,
20814,MD,3.225,,04/28/2011,,
20781,MD,4.05,,03/21/2011,,
20781,MD,3.69,,03/21/2011,,
20781,MD,3.36,,03/21/2011,,
20770,MD,4.83,,03/21/2011,,
20721,MD,4.56,,03/21/2011,,
20720,MD,4.104,,03/21/2011,,
20716,MD,7.35,,06/02/2011,,
20712,MD,1.8,,10/19/2011,,
20707,MD,3.6,,03/21/2011,,
20656,MD,2.0,,03/21/2011,,
21863,MD,7.92,40800.0,11/01/2010,,
21029,MD,7.22,38453.0,11/01/2010,,
20901,MD,3.15,22838.0,11/01/2010,,
20833,MD,8.14,43956.0,11/01/2010,,
20716,MD,7.35,38260.0,11/01/2010,,
21209,MD,2.53,18342.5,11/02/2010,,
21113,MD,2.16,20421.0,11/02/2010,,
20850,MD,10.73,57405.0,11/02/2010,,
20708,MD,3.22,12355.0,11/04/2010,,
21793,MD,3.7,19600.0,11/05/2010,,
21047,MD,4.37,25260.6,11/05/2010,,
21037,MD,7.0,36750.0,11/05/2010,,
20708,MD,4.5,32625.0,11/05/2010,,
20895,MD,10.1,41529.82,11/08/2010,,
21771,MD,6.66,46225.0,11/10/2010,,
21060,MD,3.675,24475.5,11/11/2010,,
20832,MD,7.7,52836.0,11/12/2010,,
21161,MD,6.105,35410.0,11/13/2010,,
21244,MD,5.4,38880.0,11/15/2010,,
21160,MD,11.96,67200.0,11/15/2010,,
21084,MD,10.36,61844.0,11/15/2010,,
21029,MD,6.35,35115.0,11/15/2010,,
20639,MD,5.5,34300.0,11/15/2010,,
20715,MD,4.0,32750.0,11/16/2010,,
21921,MD,5.55,33100.0,11/18/2010,,
21401,MD,4.7,27487.5,11/20/2010,,
21146,MD,10.35,63118.0,11/20/2010,,
21037,MD,3.6,26160.0,11/20/2010,,
20841,MD,4.95,34614.0,11/20/2010,,
21076,MD,99.904,524496.0,11/21/2010,,
21244,MD,45.12,221088.0,11/22/2010,,
20904,MD,3.6,30259.0,11/23/2010,,
21230,MD,2.96,17760.0,11/24/2010,,
21161,MD,12.96,51200.0,11/24/2010,,
20861,MD,7.22,48701.0,11/24/2010,,
20735,MD,2.25,17100.0,11/24/2010,,
20613,MD,9.18,61047.0,11/25/2010,,
21214,MD,1.0,12321.0,11/26/2010,,
21029,MD,6.75,43875.0,11/26/2010,,
20874,MD,7.99,39600.0,11/26/2010,,
21078,MD,18.0,117000.0,11/28/2010,,
20763,MD,3.68,24485.0,11/28/2010,,
21117,MD,1.23,5513.0,11/29/2010,,
21784,MD,5.18,31339.0,12/01/2010,,
21613,MD,8.46,45776.0,12/01/2010,,
20905,MD,8.7,49795.0,12/01/2010,,
20841,MD,10.8,53800.0,12/01/2010,,
21027,MD,4.3,20000.0,12/02/2010,,
20855,MD,8.05,57000,12/03/2010,,
20676,MD,4.07,25622.0,12/03/2010,,
21102,MD,1.88,15902.0,12/04/2010,,
20906,MD,5.64,29615,12/04/2010,,
21921,MD,12.58,67303.0,12/06/2010,,
21044,MD,4.6,31700.0,12/06/2010,,
20765,MD,6.72,47190.0,12/08/2010,,
20732,MD,7.4,49896.0,12/08/2010,,
21201,MD,5.04,30744.0,12/10/2010,,
20854,MD,5.92,34020.0,12/10/2010,,
20817,MD,3.22,20930.0,12/10/2010,,
20763,MD,4.23,26800.0,12/12/2010,,
21635,MD,11.04,104680.0,12/13/2010,,
21146,MD,4.14,26175.0,12/14/2010,,
21012,MD,5.41,29617.0,12/15/2010,,
20876,MD,4.725,34256.0,12/15/2010,,
20776,MD,7.14,43200.0,12/15/2010,,
20744,MD,4.07,26660.0,12/17/2010,,
21152,MD,13.05,45893.0,12/18/2010,,
21009,MD,1.0,10500.0,12/18/2010,,
21613,MD,9.165,44816.0,12/20/2010,,
20607,MD,5.92,40552.0,12/20/2010,,
20712,MD,2.38,20200.0,12/21/2010,,
20677,MD,4.44,30926.0,12/21/2010,,
20715,MD,3.68,27800.0,12/22/2010,,
21620,MD,5.875,31147.0,12/28/2010,,
21230,MD,4.0,20000.0,12/28/2010,,
20854,MD,9.856,57855.0,12/28/2010,,
20720,MD,4.6,34500.0,12/28/2010,,
20707,MD,7.05,40000.0,12/28/2010,,
20646,MD,2.1,17535.0,12/30/2010,,
21209,MD,11.5,75680.0,12/31/2010,,
21060,MD,5.41,30326.0,12/31/2010,,
20879,MD,2.3,15500.0,12/31/2010,,
21043,MD,2.59,16304.0,01/03/2011,,
20777,MD,5.52,43764.0,01/03/2011,,
20832,MD,3.185,22464.0,01/05/2011,,
21601,MD,8.6,46244,01/06/2011,,
20815,MD,10.73,57023.0,01/08/2011,,
20639,MD,2.1,14700.0,01/10/2011,,
21740,MD,100.82,450000,01/11/2011,,
21228,MD,3.525,21672.0,01/16/2011,,
21042,MD,19.04,113000.0,01/19/2011,,
21234,MD,2.1,14700.0,01/22/2011,,
21158,MD,40.96,232000.0,01/25/2011,,
21227,MD,1.18,8289.0,01/28/2011,,
20833,MD,9.9,45000.0,01/28/2011,,
21216,MD,200.0,799680.0,01/31/2011,,
21111,MD,9.66,67000.0,01/31/2011,,
21012,MD,7.168,35443.0,01/31/2011,,
21629,MD,6.86,36000.0,02/01/2011,,
21231,MD,2.88,17568.0,02/03/2011,,
20735,MD,5.4,31800.0,02/04/2011,,
21409,MD,1.15,4199.18,02/07/2011,,
21911,MD,8.19,24570.0,02/09/2011,,
21085,MD,5.4,35000,02/15/2011,,
21045,MD,4.14,30015.0,02/15/2011,,
20833,MD,10.12,28534.0,02/15/2011,,
21737,MD,10.35,62100.0,02/21/2011,,
20646,MD,3.15,20000.0,02/21/2011,,
21663,MD,3.4,26430.0,02/22/2011,,
20814,MD,4.14,29808.0,02/22/2011,,
20619,MD,5.92,34800.0,02/25/2011,,
21613,MD,9.9,65340,03/01/2011,,
21157,MD,4.4,25620.0,03/01/2011,,
20816,MD,6.44,38545.0,03/01/2011,,
21804,MD,5.635,37500.0,03/07/2011,,
21784,MD,8.28,47196.0,03/07/2011,,
21043,MD,4.07,22403.0,03/07/2011,,
21043,MD,2.7,18954.0,03/07/2011,,
20878,MD,9.0,46400.0,03/07/2011,,
21043,MD,6.44,35226.8,03/08/2011,,
20878,MD,5.64,32413.0,03/08/2011,,
21722,MD,8.28,48027.0,03/10/2011,,
21904,MD,8.19,44635.0,03/11/2011,,
21044,MD,1.0,12321.0,03/11/2011,,
20854,MD,12.21,65720.0,03/11/2011,,
21915,MD,2.58,13022.25,03/14/2011,,
21742,MD,10.675,74375.0,03/14/2011,,
21029,MD,11.4,60720.0,03/14/2011,,
20740,MD,4.95,34650.0,03/14/2011,,
21102,MD,10.8,67080.0,03/15/2011,,
21044,MD,8.97,55690.0,03/15/2011,,
20850,MD,5.18,35483.0,03/15/2011,,
20707,MD,4.44,29970.0,03/15/2011,,
21218,MD,3.7,20905.0,03/16/2011,,
21405,MD,7.525,49138.0,03/17/2011,,
21617,MD,4.7,30550,03/18/2011,,
21048,MD,1.48,11301.0,03/18/2011,,
20882,MD,6.44,46000.0,03/18/2011,,
21209,MD,1.75,14400.0,03/21/2011,,
20855,MD,4.44,24952.0,03/21/2011,,
20715,MD,2.1,14700.0,03/22/2011,,
21625,MD,5.98,31993.0,03/24/2011,,
20817,MD,7.854,51300.0,03/24/2011,,
21921,MD,5.88,32401.08,03/28/2011,,
20879,MD,7.632,56000.0,03/28/2011,,
20733,MD,10.58,66125.0,03/28/2011,,
21912,MD,8.4,44039.78,03/29/2011,,
21722,MD,37.44,181958.0,03/29/2011,,
21617,MD,2.8,18200.0,03/29/2011,,
21136,MD,9.66,53050.0,03/31/2011,,
21221,MD,2.7,18090.0,04/01/2011,,
21146,MD,6.075,37557.0,04/01/2011,,
20855,MD,10.92,56757.0,04/01/2011,,
21797,MD,12.0,62013.0,04/04/2011,,
21738,MD,7.4,37000.0,04/04/2011,,
21014,MD,3.7,20000,04/04/2011,,
21221,MD,7.82,47487.0,04/05/2011,,
20777,MD,11.5,70725.0,04/06/2011,,
21042,MD,5.4,37530.0,04/07/2011,,
20715,MD,4.07,26658.0,04/09/2011,,
21903,MD,0.7,8250.0,04/11/2011,,
21210,MD,5.4,38669.0,04/11/2011,,
20882,MD,6.44,44120.0,04/11/2011,,
20879,MD,10.175,52910.0,04/11/2011,,
20878,MD,6.75,45225.0,04/11/2011,,
20895,MD,2.16,12744.0,04/14/2011,,
21804,MD,7.2,33500.0,04/15/2011,,
20878,MD,9.0,60175.0,04/15/2011,,
20650,MD,10.125,65800.0,04/15/2011,,
21755,MD,4.7,27742.0,04/18/2011,,
21043,MD,4.9,29449.0,04/18/2011,,
20904,MD,8.46,46420.0,04/18/2011,,
20852,MD,3.375,22335.0,04/18/2011,,
20636,MD,11.47,59644.0,04/18/2011,,
21117,MD,4.07,21885.0,04/19/2011,,
21702,MD,6.426,44000.0,04/20/2011,,
21770,MD,4.55,32000.0,04/21/2011,,
20772,MD,4.6,36708.0,04/21/2011,,
21234,MD,4.32,22765.0,04/25/2011,,
21144,MD,8.14,41107.0,04/25/2011,,
21120,MD,2.35,17159.0,04/25/2011,,
21102,MD,6.8,39900.0,04/25/2011,,
21042,MD,8.325,43995.0,04/25/2011,,
21012,MD,4.7,24000.0,04/25/2011,,
20716,MD,8.1,53865.0,04/25/2011,,
21045,MD,2.115,14700.0,04/28/2011,,
21013,MD,2.96,17420.0,04/28/2011,,
21797,MD,13.32,73260.0,04/29/2011,,
21713,MD,52.17,236000.0,04/29/2011,,
20622,MD,16.56,93960.0,04/30/2011,,
21075,MD,3.2,24287.5,05/01/2011,,
20705,MD,3.988,30038.0,05/02/2011,,
21076,MD,7.36,49680.0,05/03/2011,,
21108,MD,99.0,439000.0,05/04/2011,,
21221,MD,8.325,44289.0,05/10/2011,,
21057,MD,9.2,56040.0,05/10/2011,,
21012,MD,5.94,31893.0,05/10/2011,,
20854,MD,8.28,56718.0,05/10/2011,,
20707,MD,3.7,23495.0,05/10/2011,,
20850,MD,3.15,21550.0,05/11/2011,,
21801,MD,11.0,59255.0,05/12/2011,,
21111,MD,11.28,62790.0,05/12/2011,,
21228,MD,3.33,17850.0,05/14/2011,,
20815,MD,2.856,18900.0,05/15/2011,,
20776,MD,10.35,69862.0,05/15/2011,,
20706,MD,4.32,23544,05/15/2011,,
21677,MD,5.0,28750.0,05/16/2011,,
21502,MD,20.0,87858.0,05/16/2011,,
21229,MD,1.85,12950.0,05/16/2011,,
20902,MD,5.67,45246.6,05/16/2011,,
21117,MD,5.55,26395.0,05/17/2011,,
21842,MD,4.6,28000.0,05/22/2011,,
21811,MD,70.38,400000.0,05/23/2011,,
21740,MD,4.7,29375.0,05/23/2011,,
21740,MD,3.5,21000.0,05/23/2011,,
21131,MD,6.9,43157.0,05/23/2011,,
21053,MD,9.0,55043.0,05/23/2011,,
21043,MD,4.23,30805.0,05/23/2011,,
21042,MD,7.14,45800.0,05/23/2011,,
21206,MD,4.07,20485.0,05/24/2011,,
21114,MD,4.56,24300.0,05/24/2011,,
21012,MD,5.52,44049.6,05/24/2011,,
21842,MD,3.7,22200.0,05/25/2011,,
21227,MD,3.68,23734.0,05/25/2011,,
21015,MD,11.424,70670.0,05/30/2011,,
20715,MD,4.07,21340.0,05/30/2011,,
21131,MD,8.88,44531.0,05/31/2011,,
20855,MD,20.0,127946.0,05/31/2011,,
21009,MD,7.6,44460.0,06/01/2011,,
20895,MD,6.08,32076.0,06/01/2011,,
20769,MD,3.36,19320.0,06/01/2011,,
21403,MD,4.2,33516.0,06/02/2011,,
20876,MD,9.996,69972.0,06/03/2011,,
21236,MD,2.22,16500.0,06/07/2011,,
20878,MD,7.9,50933,06/08/2011,,
21532,MD,74.52,349685.0,06/09/2011,,
20832,MD,4.81,38383.8,06/09/2011,,
21208,MD,7.98,55500.0,06/10/2011,,
21078,MD,5.17,28325.0,06/10/2011,,
21075,MD,42.75,256000.0,06/10/2011,,
21209,MD,5.18,29526.0,06/14/2011,,
21048,MD,10.175,52910.0,06/14/2011,,
21811,MD,8.28,41270.0,06/15/2011,,
21155,MD,5.55,31357.0,06/15/2011,,
21043,MD,3.44,20000.0,06/15/2011,,
20853,MD,6.426,46700.0,06/15/2011,,
20743,MD,2.775,18315.0,06/15/2011,,
20743,MD,2.775,18315.0,06/15/2011,,
20743,MD,2.775,18315.0,06/15/2011,,
21701,MD,1.88,11750.0,06/16/2011,,
21162,MD,15.2,81320.0,06/16/2011,,
21042,MD,4.3,25800.0,06/16/2011,,
21536,MD,4.32,25938.0,06/20/2011,,
21219,MD,4.83,30187.0,06/20/2011,,
21043,MD,8.1,51030.0,06/20/2011,,
21014,MD,3.45,22425.0,06/20/2011,,
20855,MD,6.21,41296.0,06/20/2011,,
20841,MD,8.97,71580.6,06/20/2011,,
20838,MD,3.68,25024.0,06/20/2011,,
21061,MD,30.15,142000,06/21/2011,,
20853,MD,9.2,61180.0,06/21/2011,,
20613,MD,5.71,30290.0,06/22/2011,,
21029,MD,6.615,37177.0,06/23/2011,,
20905,MD,6.21,40365.0,06/23/2011,,
21043,MD,5.98,32350.0,06/24/2011,,
21157,MD,1.85,10874.0,06/25/2011,,
20636,MD,9.805,49025.0,06/25/2011,,
21784,MD,10.545,53675.0,06/27/2011,,
21738,MD,5.32,30324.0,06/27/2011,,
21601,MD,14.4,79200.0,06/27/2011,,
21783,MD,8.14,43049.0,06/28/2011,,
21044,MD,4.3,29025.0,06/28/2011,,
20772,MD,4.44,30000.0,06/29/2011,,
21784,MD,8.809,45600.0,06/30/2011,,
21128,MD,3.33,17500.0,06/30/2011,,
21042,MD,10.26,49025.0,06/30/2011,,
21207,MD,2.76,13800.0,07/01/2011,,
21015,MD,57.04,410299,07/01/2011,,
21043,MD,5.55,36907.0,07/02/2011,,
21036,MD,10.35,66757.0,07/02/2011,,
21161,MD,3.15,16065.0,07/05/2011,,
21093,MD,8.97,54269.0,07/05/2011,,
21005,MD,82.8,389160.0,07/05/2011,,
20874,MD,4.05,25300.0,07/05/2011,,
20794,MD,1.175,7712.25,07/05/2011,,
21841,MD,33.12,180000.0,07/06/2011,,
21043,MD,9.25,42000.0,07/06/2011,,
20723,MD,7.77,35742.0,07/06/2011,,
21703,MD,4.37,31464.0,07/08/2011,,
20876,MD,5.5,35520.0,07/10/2011,,
21209,MD,4.275,27380.0,07/11/2011,,
21144,MD,5.805,46323.9,07/11/2011,,
20814,MD,5.17,60945.0,07/11/2011,,
20776,MD,13.57,92003.0,07/11/2011,,
20763,MD,3.0,27321.0,07/11/2011,,
21161,MD,12.375,71752.5,07/12/2011,,
20878,MD,7.095,35000.0,07/12/2011,,
21048,MD,3.33,18615.0,07/13/2011,,
21075,MD,4.56,29640.0,07/14/2011,,
21042,MD,5.51,32509.0,07/14/2011,,
21014,MD,4.81,27898,07/15/2011,,
20667,MD,11.96,65182.0,07/15/2011,,
21144,MD,10.175,50875.0,07/18/2011,,
20685,MD,9.66,54810.0,07/22/2011,,
21136,MD,8.05,64239.0,07/25/2011,,
21044,MD,7.585,38850.37,07/25/2011,,
21043,MD,13.44,77320.0,07/28/2011,,
20874,MD,5.59,44608.2,08/01/2011,,
20759,MD,8.14,39857.0,08/01/2011,,
20690,MD,8.88,56388.0,08/01/2011,,
20650,MD,20.0,99684.0,08/01/2011,,
21204,MD,10.12,60720.0,08/04/2011,,
21075,MD,4.7,22325.0,08/12/2011,,
21804,MD,27.36,150500.0,08/15/2011,,
21811,MD,27.6,133056.0,08/18/2011,,
20707,MD,4.44,22988.0,08/18/2011,,
21111,MD,15.75,75600.0,08/22/2011,,
20906,MD,9.065,44325.0,08/22/2011,,
20817,MD,4.14,26063.0,08/22/2011,,
20814,MD,5.98,39465.0,08/22/2011,,
20723,MD,4.05,24664.0,08/23/2011,,
21204,MD,6.67,43021.0,08/24/2011,,
21146,MD,6.75,35493.0,08/24/2011,,
21015,MD,7.0,30212.0,08/25/2011,,
21851,MD,8.6,49700.0,08/29/2011,,
21409,MD,8.0,36723.0,08/29/2011,,
20895,MD,6.24,36750.0,08/31/2011,,
21661,MD,5.4,34000.0,09/01/2011,,
21801,MD,15.12,85000.0,09/05/2011,,
20781,MD,126.96,533232.0,09/05/2011,,
20854,MD,5.04,28980.0,09/07/2011,,
20912,MD,2.3,18354.0,09/09/2011,,
21617,MD,57.6,293800.0,09/12/2011,,
21921,MD,6.11,29590.0,09/15/2011,,
21075,MD,7.59,45000.0,09/16/2011,,
21144,MD,9.12,41496.0,09/19/2011,,
21643,MD,11.1,52452.0,09/20/2011,,
21244,MD,8.88,44395.56,09/23/2011,,
21740,MD,53.28,225803.0,09/27/2011,,
21740,MD,41.4,175950,10/12/2011,,
21830,MD,28.8,158400.0,10/17/2011,,
21228,MD,7.36,41759.0,11/05/2011,,
21102,MD,10.0,40000.0,12/10/2011,,
21216,MD,200.0,799680.0,07/07/2011,,
21158,MD,200.0,882000.0,10/24/2010,,
20781,MD,126.96,533232.0,11/07/2011,,
21076,MD,99.904,524496.0,01/19/2011,,
21108,MD,99.0,439000.0,08/15/2011,,
21502,MD,91.08,405850.0,12/29/2010,,
21005,MD,82.8,389160.0,09/01/2011,,
21532,MD,74.52,349685.0,08/24/2011,,
21811,MD,70.38,400000.0,08/22/2011,,
21224,MD,65.8,318307.5,09/17/2011,,
21702,MD,56.1,280000.0,11/06/2009,,
21014,MD,50.83,250000.0,12/11/2009,,
21769,MD,50.6,283360.0,01/20/2011,,
21640,MD,49.92,249600.0,11/11/2011,,
21090,MD,49.68,189365.72,09/13/2010,,
21401,MD,48.0,252762.0,03/01/2010,,
21244,MD,45.12,221088.0,02/28/2011,,
20901,MD,45.0,419951.13,08/15/2006,,
21075,MD,42.75,256000.0,07/26/2011,,
21158,MD,40.96,232000.0,04/25/2011,,
21221,MD,39.01,170863.8,08/24/2010,,
21837,MD,38.64,199000.0,06/10/2011,,
21030,MD,37.8,385000.0,03/07/2008,,
21722,MD,37.44,181958.0,07/03/2011,,
21841,MD,33.12,180000.0,07/29/2011,,
21830,MD,28.8,158400.0,11/10/2011,,
20814,MD,27.6,183803.0,09/21/2010,,
21804,MD,27.36,150500.0,09/16/2011,,
20782,MD,22.77,126000.0,05/31/2010,,
21161,MD,20.0,134867.0,09/16/2010,,
21663,MD,20.0,123940.0,12/30/2010,,
21074,MD,20.0,55000.0,10/29/2010,,
21031,MD,20.0,115920.0,09/20/2009,,
21532,MD,20.0,18924.0,09/01/2008,,
21666,MD,19.98,111889.0,07/06/2010,,
21136,MD,19.95,112415.0,11/08/2010,,
20878,MD,19.8,112896.0,08/15/2011,,
21158,MD,19.78,150635.0,06/30/2010,,
21093,MD,19.74,157999.0,10/02/2009,,
21154,MD,19.44,128499.0,01/05/2010,,
21804,MD,19.32,101430.0,11/01/2010,,
21704,MD,19.32,144900.0,10/25/2010,,
21042,MD,19.04,113000.0,03/22/2011,,
20774,MD,18.24,149780.0,08/01/2008,,
21403,MD,17.205,90326.0,09/26/2010,,
20705,MD,16.96,119000.0,04/01/2008,,
21773,MD,16.92,96951.6,03/15/2010,,
21117,MD,16.56,100000.0,07/15/2010,,
21042,MD,16.28,93702.0,10/20/2010,,
20639,MD,16.1,83000.0,03/05/2010,,
20854,MD,15.91,85900.0,03/31/2011,,
21120,MD,15.91,83789.0,10/18/2010,,
21104,MD,15.4,117996.0,07/28/2009,,
21742,MD,15.18,61369.95,10/01/2010,,
21769,MD,15.12,88991.0,02/04/2011,,
21074,MD,15.0,54000.0,10/29/2010,,
21136,MD,14.98,97011.0,09/02/2010,,
21075,MD,14.8,78671.25,09/09/2010,,
20711,MD,14.76,129725.64,01/01/2008,,
21713,MD,14.25,80356.05,11/17/2010,,
21660,MD,14.19,82350.0,11/03/2010,,
21085,MD,14.04,75675.0,07/08/2010,,
21863,MD,13.8,84900.0,06/17/2011,,
20882,MD,13.5,99700.0,09/18/2009,,
21620,MD,13.16,63880.57,08/24/2011,,
21742,MD,13.14,43704.0,08/20/2010,,
21152,MD,13.05,45893.0,02/10/2011,,
20751,MD,12.88,88276.0,06/20/2011,,
21161,MD,12.88,98457.0,06/09/2010,,
21217,MD,12.87,99830.0,08/01/2008,,
20866,MD,12.65,122939.07,10/30/2009,,
21721,MD,12.6,100000.0,02/21/2009,,
21036,MD,12.22,92000.0,03/09/2010,,
21702,MD,12.21,74865.0,10/26/2009,,
20603,MD,12.18,74615.0,03/18/2011,,
20639,MD,12.04,79911.0,09/10/2010,,
21163,MD,12.025,59199.0,11/10/2010,,
21666,MD,12.0,73962.0,12/20/2009,,
21769,MD,12.0,97455.0,02/13/2009,,
21737,MD,12.0,62850.0,09/14/2011,,
21769,MD,12.0,97455.0,02/13/2009,,
21160,MD,11.96,67200.0,12/08/2010,,
21771,MD,11.9,67518.0,04/15/2010,,
20882,MD,11.84,59000.0,11/30/2010,,
21713,MD,11.7,87000.0,06/22/2007,,
20639,MD,11.52,58000.0,11/24/2010,,
21613,MD,11.52,70300.0,01/29/2010,,
21056,MD,11.5,101500.0,01/01/2009,,
21782,MD,11.48,43851.27,06/15/2009,,
21723,MD,11.34,67849.0,04/29/2010,,
21921,MD,11.2,65500.0,12/21/2009,,
21042,MD,11.1,60666.0,05/31/2011,,
21152,MD,11.1,57010.0,10/16/2010,,
21053,MD,11.1,57610.0,12/06/2010,,
21044,MD,11.045,59643.0,02/18/2011,,
20754,MD,11.04,73760.0,09/12/2011,,
21051,MD,11.04,82359.0,07/15/2010,,
20777,MD,11.04,61335.0,12/09/2010,,
21635,MD,11.04,104680.0,02/23/2011,,
21029,MD,11.02,61457.0,04/28/2011,,
21801,MD,11.0,59255.0,06/27/2011,,
21784,MD,10.85,85173.0,07/24/2009,,
20841,MD,10.8,53800.0,12/27/2010,,
21221,MD,10.8,60000.0,11/10/2010,,
20837,MD,10.8,76050.0,11/22/2009,,
21286,MD,10.75,78150.0,07/16/2009,,
21035,MD,10.75,99500.0,01/01/2009,,
21029,MD,10.74,85000.0,09/29/2009,,
20815,MD,10.73,57023.0,04/01/2011,,
20874,MD,10.73,58515.0,11/17/2010,,
21849,MD,10.692,52385.45,06/16/2011,,
21108,MD,10.58,50240.0,11/10/2009,,
21111,MD,10.55,54729.0,11/18/2010,,
21161,MD,10.5,74120.0,07/12/2010,,
20650,MD,10.5,57120.0,04/13/2010,,
20678,MD,10.5,67200.0,12/28/2009,,
21093,MD,10.5,70875.0,12/04/2009,,
20874,MD,10.5,67696.0,10/30/2009,,
21784,MD,10.5,62320.0,09/29/2009,,
21782,MD,10.45,31966.0,08/10/2009,,
21152,MD,10.44,57216.42,09/03/2010,,
21666,MD,10.37,66000.0,01/15/2010,,
21036,MD,10.35,66757.0,08/23/2011,,
20776,MD,10.35,69862.0,06/06/2011,,
20720,MD,10.32,61404.0,04/22/2010,,
21084,MD,10.18,58608.0,12/08/2010,,
20650,MD,10.125,65800.0,05/27/2011,,
20861,MD,10.125,76406.0,06/25/2010,,
21863,MD,10.12,55600.0,06/30/2011,,
21715,MD,10.12,66875.0,09/08/2010,,
20759,MD,10.12,65300.0,12/04/2009,,
21793,MD,10.11,59620.0,09/01/2010,,
20895,MD,10.1,41529.82,11/25/2010,,
20601,MD,10.08,49360.0,10/20/2010,,
21804,MD,10.08,100800.0,10/06/2010,,
20716,MD,10.08,58176.0,05/25/2010,,
21601,MD,10.055,49808.0,05/04/2011,,
21782,MD,10.045,43851.27,06/15/2009,,
21042,MD,10.02,71943.0,04/28/2010,,
20776,MD,10.0,91075.0,12/14/2010,,
21771,MD,10.0,53000.0,10/04/2011,,
21716,MD,10.0,35000.0,10/30/2010,,
21631,MD,10.0,61250.0,06/04/2010,,
21102,MD,10.0,40000.0,10/11/2010,,
21830,MD,10.0,97270.0,02/01/2009,,
20854,MD,9.99,53600.0,10/29/2010,,
20764,MD,9.99,51948.0,05/13/2010,,
20833,MD,9.9,45000.0,04/15/2011,,
