Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MD
21044,MD,12.6,69930.0,07/21/2010,,
21029,MD,6.21,39000.0,07/22/2010,,
20854,MD,2.02,12863.0,07/22/2010,,
20902,MD,6.11,39795.0,07/26/2010,,
20902,MD,5.04,36920.0,07/26/2010,,
20906,MD,2.52,21042.0,07/28/2010,,
20912,MD,3.6,27900.0,07/29/2010,,
21043,MD,5.52,39192.0,07/30/2010,,
21029,MD,4.05,28840.0,07/30/2010,,
20874,MD,5.52,39700.0,07/30/2010,,
20876,MD,4.94,31831.0,07/30/2010,,
20841,MD,3.85,26246.0,07/30/2010,,
21042,MD,7.29,43710.0,08/02/2010,,
21014,MD,4.07,28490.0,08/02/2010,,
21009,MD,5.04,31200.0,08/02/2010,,
21045,MD,0.82,4950.0,08/02/2010,,
20776,MD,8.6,57580.0,08/02/2010,,
21054,MD,2.1,14700.0,08/03/2010,,
21043,MD,5.52,39000.0,08/03/2010,,
20817,MD,5.43,36900.0,08/03/2010,,
20854,MD,6.48,39528.0,08/04/2010,,
20854,MD,1.98,11028.6,08/05/2010,,
20854,MD,2.76,23184.0,08/05/2010,,
20782,MD,3.22,25197.0,08/06/2010,,
20841,MD,22.5,135634.0,08/06/2010,,
20770,MD,4.83,35535.0,08/09/2010,,
21043,MD,4.05,26091.0,08/10/2010,,
20850,MD,5.98,35222.2,08/11/2010,,
20878,MD,5.04,32004.0,08/11/2010,,
20850,MD,5.06,29803.4,08/11/2010,,
21639,MD,10.26,56943.0,08/13/2010,,
20910,MD,4.23,28003.0,08/17/2010,,
21042,MD,4.68,28548.0,08/18/2010,,
20832,MD,10.92,58540.0,08/19/2010,,
21043,MD,5.17,33903.0,08/23/2010,,
20650,MD,6.3,35980.0,08/23/2010,,
20906,MD,5.04,31764.0,08/23/2010,,
20711,MD,5.04,28224.0,08/25/2010,,
21043,MD,4.44,24864.0,08/25/2010,,
20906,MD,4.68,32000.0,08/26/2010,,
20814,MD,6.21,42100.0,08/26/2010,,
20874,MD,5.82,34187.0,08/27/2010,,
20720,MD,4.44,27750.0,08/27/2010,,
20854,MD,10.8,55540.0,08/27/2010,,
20876,MD,2.8,22984.0,08/28/2010,,
21029,MD,5.74,33018.0,08/30/2010,,
20850,MD,3.15,21841.0,08/31/2010,,
20877,MD,7.2,37800.0,08/31/2010,,
20901,MD,3.58,23834.0,08/31/2010,,
20912,MD,2.22,14263.5,09/01/2010,,
21221,MD,2.98,22312.0,09/01/2010,,
20906,MD,9.8,54418.0,09/01/2010,,
21212,MD,1.93,17378.0,09/01/2010,,
20905,MD,8.28,35000.0,09/03/2010,,
21043,MD,7.38,40959.0,09/03/2010,,
20850,MD,4.05,29767.0,09/03/2010,,
20776,MD,9.0,48250.0,09/04/2010,,
20906,MD,4.14,29187.0,09/06/2010,,
20850,MD,10.36,67340.0,09/08/2010,,
20850,MD,6.29,43058.0,09/08/2010,,
20850,MD,8.14,52096.0,09/08/2010,,
20874,MD,3.15,22500.0,09/09/2010,,
20777,MD,2.1,15750.0,09/09/2010,,
21034,MD,2.1,14700.0,09/10/2010,,
21009,MD,2.1,14700.0,09/12/2010,,
20723,MD,3.6,19304.3,09/13/2010,,
20902,MD,3.87,24652.0,09/13/2010,,
20854,MD,4.05,28457.0,09/13/2010,,
20902,MD,1.38,11160.0,09/13/2010,,
20901,MD,3.15,20003.0,09/14/2010,,
21044,MD,1.98,15000.0,09/14/2010,,
20904,MD,4.6,32890.0,09/14/2010,,
20850,MD,4.73,33075.0,09/14/2010,,
20912,MD,2.76,21390.0,09/14/2010,,
20850,MD,8.4,59975.0,09/15/2010,,
21043,MD,6.44,42620.0,09/15/2010,,
21045,MD,2.1,17000.0,09/16/2010,,
20912,MD,4.2,29400.0,09/16/2010,,
20850,MD,7.36,50784.0,09/17/2010,,
20744,MD,6.84,38850.0,09/17/2010,,
20724,MD,7.35,45496.0,09/20/2010,,
20833,MD,3.22,21800.0,09/20/2010,,
20855,MD,4.7,33118.0,09/20/2010,,
20777,MD,7.4,45512.0,09/20/2010,,
20774,MD,8.88,48840.0,09/21/2010,,
20906,MD,5.04,34020.0,09/22/2010,,
20904,MD,3.76,26368.0,09/23/2010,,
20901,MD,5.04,37800.0,09/23/2010,,
20817,MD,3.7,24539.0,09/23/2010,,
21013,MD,10.36,53209.0,09/24/2010,,
20904,MD,4.14,28773.0,09/24/2010,,
20689,MD,6.3,43030.0,09/25/2010,,
20841,MD,3.15,22500.0,09/27/2010,,
20816,MD,1.98,16513.0,09/28/2010,,
20816,MD,4.14,26703.0,09/28/2010,,
20850,MD,4.28,24300.0,09/28/2010,,
20850,MD,4.28,24400.0,09/28/2010,,
20774,MD,2.25,16000.0,09/29/2010,,
21042,MD,12.96,69984.0,09/29/2010,,
21012,MD,6.48,36000.0,09/30/2010,,
20854,MD,7.4,41366.0,10/01/2010,,
20850,MD,2.25,17188.0,10/01/2010,,
20707,MD,4.6,29900.0,10/01/2010,,
20763,MD,4.44,26800.0,10/01/2010,,
20871,MD,5.6,29000.0,10/01/2010,,
20777,MD,9.4,50247.0,10/02/2010,,
21904,MD,9.81,52457.0,10/05/2010,,
21030,MD,13.8,106087.5,10/05/2010,,
20854,MD,4.23,28728.0,10/05/2010,,
20878,MD,4.05,15486.0,10/05/2010,,
20850,MD,5.85,42875.0,10/06/2010,,
21755,MD,3.85,26950.0,10/07/2010,,
20882,MD,7.4,39822.0,10/07/2010,,
20817,MD,7.2,38000.0,10/08/2010,,
20653,MD,7.56,49458.0,10/09/2010,,
21044,MD,2.96,17300.0,10/10/2010,,
21061,MD,6.9,37845.0,10/11/2010,,
20902,MD,3.29,20694.0,10/11/2010,,
20841,MD,3.6,24644.0,10/12/2010,,
20653,MD,3.78,24247.0,10/12/2010,,
20637,MD,4.44,30414.0,10/13/2010,,
20639,MD,10.73,55508.0,10/14/2010,,
21042,MD,8.33,51615.0,10/15/2010,,
20850,MD,5.4,38490.0,10/15/2010,,
20877,MD,4.62,28906.0,10/15/2010,,
20901,MD,4.3,28165.0,10/15/2010,,
20817,MD,2.3,20240.0,10/15/2010,,
20854,MD,5.06,30445.0,10/15/2010,,
21773,MD,10.5,30000.0,10/15/2010,,
21921,MD,6.08,49678.0,10/17/2010,,
20882,MD,7.36,48650.0,10/18/2010,,
20670,MD,5.16,33919.0,10/20/2010,,
20855,MD,6.02,38130.0,10/20/2010,,
20876,MD,2.58,16655.6,10/20/2010,,
20613,MD,5.88,37044.0,10/21/2010,,
21040,MD,2.96,19240.0,10/22/2010,,
20817,MD,2.76,20564.0,10/22/2010,,
20878,MD,6.9,50370.0,10/22/2010,,
20707,MD,6.3,45281.0,10/22/2010,,
20776,MD,4.14,33655.0,10/24/2010,,
21043,MD,8.51,45494.0,10/25/2010,,
21666,MD,2.5,18760.0,10/25/2010,,
20841,MD,2.76,24000.0,10/26/2010,,
20832,MD,6.21,41391.0,10/26/2010,,
20878,MD,7.2,48600.0,10/26/2010,,
20720,MD,4.1,25650.0,10/26/2010,,
20876,MD,4.18,18358.4,10/26/2010,,
20841,MD,8.33,47124.0,10/27/2010,,
20852,MD,4.6,27945.0,10/27/2010,,
20853,MD,9.66,50935.0,10/28/2010,,
20833,MD,19.8,107705.0,10/28/2010,,
21015,MD,2.52,19530.0,10/29/2010,,
20690,MD,9.81,50883.0,11/01/2010,,
21030,MD,7.23,45000.0,11/01/2010,,
20833,MD,10.73,55000.0,11/02/2010,,
20905,MD,5.4,33210.0,11/02/2010,,
21042,MD,4.05,23287.0,11/04/2010,,
20895,MD,2.26,15200.0,11/05/2010,,
20904,MD,4.6,29900.0,11/06/2010,,
21224,MD,2.19,26400.0,11/08/2010,,
21921,MD,5.04,32000.0,11/08/2010,,
20874,MD,4.72,31421.25,11/09/2010,,
21221,MD,5.4,60000.0,11/10/2010,,
20850,MD,4.93,30539.0,11/11/2010,,
20723,MD,4.26,28333.0,11/15/2010,,
21620,MD,5.0,30250.0,11/15/2010,,
21625,MD,7.22,40043.0,11/15/2010,,
20817,MD,6.29,37992.0,11/15/2010,,
20721,MD,4.79,28489.0,11/15/2010,,
20854,MD,9.07,48498.0,11/23/2010,,
20685,MD,1.15,8150.0,11/24/2010,,
20639,MD,10.56,58000.0,11/24/2010,,
21042,MD,4.62,33900.0,11/29/2010,,
20754,MD,7.4,36000.0,11/29/2010,,
21401,MD,4.23,38680.0,11/30/2010,,
21043,MD,8.14,41025.6,12/02/2010,,
20708,MD,3.22,12355.0,12/04/2010,,
20832,MD,5.64,34573.0,12/06/2010,,
20841,MD,10.13,64293.0,12/10/2010,,
21220,MD,4.63,24836.0,12/15/2010,,
20895,MD,4.63,30250.0,12/15/2010,,
20833,MD,6.21,36635.0,12/15/2010,,
20636,MD,9.4,48750.0,12/17/2010,,
20850,MD,10.73,57405.0,12/20/2010,,
20815,MD,4.23,27072.0,12/22/2010,,
21797,MD,9.36,32500.0,11/01/2010,,
21060,MD,3.675,24476.0,12/29/2010,,
21704,MD,19.7,144000.0,08/25/2010,,
21758,MD,10.125,70910.0,07/01/2010,,
21742,MD,6.21,46575.0,03/17/2010,,
21740,MD,2.3,17250.0,07/31/2010,,
21722,MD,1.84,13800.0,02/11/2010,,
21756,MD,4.0,32000.0,08/28/2009,,
20759,MD,6.3,46999.0,07/07/2009,,
21042,MD,3.04,25605.0,08/04/2009,,
21029,MD,1.9,18550.0,07/09/2009,,
20837,MD,8.1,72850.0,08/05/2009,,
20723,MD,9.45,72270.0,09/09/2009,,
21012,MD,3.04,22360.0,08/07/2009,,
21013,MD,3.04,26973.0,07/14/2009,,
21013,MD,6.3,57100.0,07/03/2009,,
21037,MD,6.3,49320.0,08/02/2009,,
20646,MD,2.85,36470.0,07/20/2009,,
20736,MD,4.6,52900.0,08/06/2009,,
20815,MD,3.04,22865,10/24/2009,,
21779,MD,4.032,38764,09/25/2009,,
20854,MD,4.05,33500.0,09/25/2009,,
20876,MD,3.6,33150.0,04/22/2009,,
20850,MD,3.15,24318.0,09/17/2009,,
20723,MD,2.88,25830.0,10/07/2009,,
20657,MD,10.08,109880.0,02/13/2009,,
20657,MD,3.42,28120,11/19/2009,,
20814,MD,4.92,43250.0,12/12/2007,,
20746,MD,3.42,24030,09/26/2009,,
20854,MD,4.05,36950,07/17/2009,,
21044,MD,3.2,14547.38,10/12/2009,,
20815,MD,2.28,19263.0,10/06/2009,,
20837,MD,10.8,76050,12/10/2009,,
20832,MD,5.4,48600.0,02/25/2009,,
20880,MD,4.032,28000,12/07/2009,,
21218,MD,3.584,29999,10/02/2009,,
21921,MD,3.15,22499,08/15/2008,,
21014,MD,7.2,65400,09/27/2009,,
20636,MD,6.0,53350.0,05/01/2009,,
20816,MD,7.2,67600.0,07/22/2009,,
20895,MD,4.9,36260,10/21/2009,,
21043,MD,3.04,27365,01/03/2009,,
21532,MD,2,18924,09/15/2008,,
21782,MD,10.45,31966,11/16/2009,,
20904,MD,3.85,28875,09/28/2009,,
20772,MD,3.15,27750.0,07/24/2009,,
21044,MD,2.94,20060,10/21/2009,,
20854,MD,3.15,30995.0,09/17/2009,,
20772,MD,4.725,35134,10/19/2009,,
21713,MD,4.9,32141.6,07/23/2009,,
20712,MD,2.58,21672,01/15/2009,,
21160,MD,12.48,51200,01/01/2016,,
21678,MD,28.08,84220,02/05/2016,,
21911,MD,11.2,41790,01/04/2016,,
21161,MD,6.76,29220,01/04/2016,,
21930,MD,4.27,43130,03/04/2016,,
21930,MD,7.63,26610,03/04/2016,,
21851,MD,24.18,84590,03/29/2016,,
21632,MD,37.2,111000,03/11/2016,,
21804,MD,583.07,1430050,03/31/2016,,
21804,MD,32.76,112850,02/09/2016,,
21849,MD,27.28,103930,01/18/2016,,
21136,MD,4.58,22830,01/01/2016,,
21704,MD,13.16,39160,02/12/2016,,
21770,MD,9.92,46120,01/01/2016,,
21657,MD,65.1,209000,12/20/2015,,
21673,MD,10.14,33860,12/09/2015,,
21673,MD,17.92,57570,12/09/2015,,
21826,MD,7.32,28450,12/06/2015,,
21654,MD,5.58,25830,12/06/2015,,
21811,MD,54.0,155580,12/03/2015,,
21804,MD,16.47,51920,12/05/2015,,
21811,MD,11.2,37820,11/22/2015,,
21853,MD,11.16,41800,11/19/2015,,
21874,MD,51.15,137400,11/23/2015,,
21617,MD,20.46,64990,11/17/2015,,
21837,MD,10.065,33980,11/15/2015,,
21632,MD,10.98,39170,11/11/2015,,
21629,MD,10.23,37560,11/09/2015,,
21822,MD,7.84,28000,11/01/2015,,
21643,MD,21.96,70710,10/26/2015,,
21804,MD,7.015,27270,10/14/2015,,
21863,MD,61.38,171660,10/11/2015,,
21155,MD,9.5,36720,11/09/2015,,
21635,MD,11.76,45350,12/21/2015,,
21755,MD,9.3,31400,12/07/2015,,
21797,MD,6.72,42960,09/29/2015,,
21801,MD,30.8,102670,09/29/2015,,
21804,MD,14.03,43350,09/16/2015,,
20684,MD,13.1,43690,09/09/2015,,
21871,MD,28.21,81480,08/28/2015,,
21830,MD,24.3,78810,08/21/2015,,
21154,MD,17.36,65317,08/17/2015,,
21804,MD,13.72,49420,08/14/2015,,
21911,MD,22.94,71370,08/12/2015,,
20872,MD,71.61,221800,08/10/2015,,
21613,MD,26.04,79000,07/28/2015,,
21869,MD,49.5,157800,07/24/2015,,
21784,MD,29.76,64530,07/15/2015,,
21842,MD,8.4,32170,07/15/2015,,
21817,MD,18.48,58400,07/03/2015,,
21157,MD,66.75,201800,03/19/2015,,
21793,MD,64.8,169400,03/31/2015,,
21771,MD,233.4,525000,02/12/2015,,
21755,MD,27.0,95390,02/23/2015,,
20708,MD,50.4,188800,01/27/2015,,
21871,MD,10.08,36090,03/18/2015,,
21856,MD,11.925,39930,03/13/2015,,
21804,MD,27.0,94160,03/12/2015,,
21863,MD,21.0,69190,03/07/2015,,
21655,MD,79.2,211500,02/25/2015,,
21853,MD,35.84,118800,02/25/2015,,
21850,MD,9.6,37660,02/06/2015,,
21822,MD,19.8,69260,02/06/2015,,
21863,MD,22.2,81780,01/09/2015,,
21804,MD,9.52,32890,06/18/2015,,
21811,MD,15.12,49160,06/11/2015,,
21851,MD,9.9,31280,05/15/2015,,
21838,MD,9.3,34460,05/28/2015,,
20687,MD,11.16,43030,05/13/2015,,
21655,MD,15.6,72470,05/11/2015,,
21850,MD,10.08,38700,04/29/2015,,
21851,MD,9.92,25200,04/17/2015,,
21842,MD,105.0,378300,04/03/2015,,
20705,MD,1592.0,,04/21/2015,,
21042,MD,52.5,178500,11/18/2014,,
21660,MD,795.76,,09/19/2012,,
21645,MD,1184.4,,08/06/2012,,
20785,MD,1956.62,,09/30/2011,,
21661,MD,198.24,,12/06/2012,,
20850,MD,5.4,48805.08,09/21/2009,,
20854,MD,3.5,26275,12/16/2009,,
20854,MD,7.56,53989,11/30/2009,,
21042,MD,4.56,37140.0,09/18/2009,,
20904,MD,4.725,42525.0,05/07/2009,,
20785,MD,7.36,58516.8,08/24/2009,,
20910,MD,4.05,27128,09/16/2009,,
20759,MD,4.2,32850.0,08/24/2009,,
20815,MD,5.7,50484.0,07/29/2009,,
20833,MD,2.575,27020,09/24/2009,,
20901,MD,3.22,30480.0,03/21/2009,,
20878,MD,2.4,19541.7,09/21/2009,,
20910,MD,4.2,35448.0,08/22/2009,,
20613,MD,4.94,39815.0,09/28/2009,,
21136,MD,6.9,37000,12/07/2009,,
20853,MD,5.32,36040,10/07/2009,,
20720,MD,4.05,34700.0,08/13/2009,,
20770,MD,4.48,24539.93,08/10/2009,,
20850,MD,4.032,28000,12/07/2009,,
20878,MD,4.83,45885.0,03/03/2009,,
20895,MD,2.28,20759.0,08/14/2009,,
20785,MD,3.42,30833.0,07/27/2009,,
20871,MD,3.22,32350.0,03/30/2009,,
20850,MD,2.3,21700.0,02/28/2009,,
20910,MD,4.0,34000.0,08/10/2009,,
21154,MD,4.2,34860,09/15/2009,,
20814,MD,2.94,26432.0,09/02/2009,,
20707,MD,4.14,37260,10/29/2009,,
21120,MD,5.2,30970,12/08/2009,,
21042,MD,4.32,37550.0,04/25/2009,,
20779,MD,1.9,17090,10/14/2009,,
20832,MD,2.1,11550.0,10/02/2009,,
20905,MD,7.7,59520.0,08/13/2009,,
21146,MD,3.85,32263,10/16/2009,,
20876,MD,4.14,37260,01/15/2009,,
21797,MD,11.04,120500,09/26/2009,,
20817,MD,6.75,61250.0,07/21/2009,,
20850,MD,3.15,24097.5,03/23/2009,,
21012,MD,2.64,33961.0,07/01/2009,,
21872,MD,5.184,36000,12/03/2009,,
20740,MD,9.89,84150,04/30/2009,,
21727,MD,3.85,15048,10/22/2009,,
21075,MD,5.4,38268,11/30/2009,,
21863,MD,7.128,49000,12/07/2009,,
20814,MD,4.56,40863,05/03/2009,,
21208,MD,4.2,40000,03/01/2009,,
20855,MD,3.85,33802.0,07/29/2009,,
21921,MD,7,57000,12/10/2009,,
21042,MD,4.56,35730.0,08/27/2009,,
21771,MD,5.25,34913,09/29/2009,,
20770,MD,3.15,29736.0,11/15/2007,,
20774,MD,6.075,52388.0,05/05/2009,,
20902,MD,1.0,12754.0,11/15/2007,,
21043,MD,7.525,48014,11/21/2009,,
21703,MD,2.09,16640,12/03/2009,,
21030,MD,4.56,29925.96,09/30/2009,,
20854,MD,17.55,157500.0,10/21/2009,,
21207,MD,2.76,19502,09/21/2009,,
21788,MD,6.9,49999,11/01/2009,,
20748,MD,3.24,30360.0,10/29/2009,,
20854,MD,4.05,36450.0,07/29/2009,,
21108,MD,2.4,16800,08/28/2009,,
21042,MD,5.7,48260,08/14/2009,,
21738,MD,9.408,64000,09/21/2009,,
21042,MD,2.8,21999,07/30/2009,,
20817,MD,4.2,21674.14,10/01/2009,,
21042,MD,5.04,39999,02/09/2009,,
20882,MD,6.3,48441.0,08/19/2009,,
21797,MD,4.305,38952.45,07/12/2009,,
21401,MD,0.95,11350,11/30/2009,,
21035,MD,3.15,27260.0,07/28/2009,,
20637,MD,5.25,43860,07/08/2009,,
20815,MD,4.43,63420.0,07/11/2009,,
20817,MD,4.2,34080,08/19/2009,,
20833,MD,2.16,29960,11/10/2009,,
20872,MD,6.3,47691.0,11/05/2009,,
20841,MD,4.05,37450.0,02/26/2009,,
20852,MD,3.9,33473.0,08/14/2009,,
20707,MD,5.04,39999.0,09/30/2009,,
20814,MD,2.8,27000.0,11/02/2007,,
21113,MD,4.725,34427,08/12/2009,,
21037,MD,2.9,29440.0,12/17/2007,,
21014,MD,1.925,12265,12/11/2007,,
21042,MD,4.2,33349.0,08/31/2009,,
20837,MD,4.05,48175.0,03/23/2009,,
21872,MD,7.128,49000,12/03/2009,,
20854,MD,4.55,32350,09/29/2009,,
20854,MD,1.61,15990.0,03/24/2009,,
20815,MD,3.09,43243.0,07/02/2009,,
20772,MD,3.15,26460.0,09/11/2009,,
20777,MD,1.71,25838,04/03/2009,,
21042,MD,4.2,30000.0,07/10/2009,,
21212,MD,1.575,13999,09/21/2009,,
21774,MD,1.575,20212,10/05/2009,,
20685,MD,3.42,23000.0,10/10/2009,,
20855,MD,4.14,37260,03/20/2009,,
20882,MD,6.97,46130,12/02/2009,,
20854,MD,4.2,30030.0,09/09/2009,,
21045,MD,6.12,48999.0,02/10/2009,,
21157,MD,4.56,29960,11/17/2009,,
21904,MD,3.15,25649,08/31/2009,,
20770,MD,2,8925,09/06/2001,,
20878,MD,4.725,34965,09/14/2009,,
20855,MD,5.4,56850,10/06/2009,,
20659,MD,7.6,69500.0,03/10/2009,,
20707,MD,2.1,18999.0,05/15/2009,,
20860,MD,8.1,72900.0,07/27/2009,,
20854,MD,9.555,68463,10/05/2009,,
21012,MD,8.1,59999,11/03/2009,,
21045,MD,2.66,23200.0,10/13/2009,,
20656,MD,2,15500,09/11/2009,,
20815,MD,4.9,42651,08/15/2009,,
21029,MD,4.18,35050.0,08/14/2009,,
21157,MD,864.6,,12/30/2012,,
20637,MD,6640.48,20000000.0,11/18/2012,,
21727,MD,17700.0,60000000.0,08/29/2012,,
21661,MD,671.16,,11/15/2012,,
21678,MD,1263.36,,07/13/2012,,
21632,MD,919.24,,09/26/2012,,
21639,MD,315.56,,10/04/2012,,
20740,MD,1196.0,,02/15/2012,,
21224,MD,1000.0,,04/24/2012,,
21863,MD,58.32,299692.0,04/17/2012,,
20653,MD,510.3,,05/03/2011,,
21754,MD,499.3,2200000.0,04/01/2011,,
20855,MD,280.8,,03/11/2011,,
20779,MD,2.05,20250,10/15/2007,,
20740,MD,631.68,2600000.0,08/31/2011,,
21012,MD,753.0,,04/07/2011,,
21076,MD,1001.1,,12/21/2009,,
21740,MD,602.0,,12/24/2009,,
21031,MD,1000.0,,01/21/2009,,
20815,MD,5.32,42990,12/02/2009,,
21113,MD,3.78,27943.02,09/04/2009,,
21921,MD,6.84,54949.68,11/02/2009,,
21921,MD,2.25,11250,11/05/2009,,
21921,MD,5.04,35000,12/09/2009,,
21921,MD,2.88,23999,07/30/2009,,
20910,MD,5.805,40939,10/26/2009,,
21093,MD,4.48,16345.46569,07/25/2014,,
21048,MD,4,32997.01127,06/06/2014,,
21208,MD,6.375,20966.16316,08/14/2014,,
20723,MD,7,28044.64581,07/22/2014,,
21921,MD,7.65,26002.42167,08/11/2014,,
21784,MD,2,16714.1081,07/08/2014,,
21043,MD,10.71,33080.05691,08/14/2014,,
21042,MD,6.54,26246.27214,08/05/2014,,
20601,MD,10.2,37562.92417,08/05/2014,,
21755,MD,2,16515.37904,07/02/2014,,
21755,MD,3.3,14898.86424,06/04/2014,,
21713,MD,10.64,34777.58657,07/23/2014,,
21152,MD,10.07,33935.14532,05/01/2014,,
21014,MD,4.68,22691.46214,03/07/2014,,
20759,MD,12,49185.44386,07/31/2014,,
21710,MD,2,14898.86424,06/11/2014,,
21035,MD,1,14253.80596,08/11/2014,,
21157,MD,15.75,47158.06843,04/29/2014,,
21113,MD,1.8,9511.434932,06/27/2014,,
20720,MD,2,19346.87395,05/02/2014,,
21797,MD,2,16698.91756,01/14/2014,,
20871,MD,11,43784.71627,05/07/2014,,
21222,MD,11.475,36631.8858,05/27/2014,,
21207,MD,3.12,17031.87145,03/11/2014,,
20721,MD,6.867,31201.45702,07/24/2014,,
21921,MD,2,17353.47326,03/19/2014,,
20636,MD,72,190758.4655,05/22/2014,,
21619,MD,8.25,27461.0245,04/18/2014,,
21093,MD,5.6,21264.01007,07/17/2014,,
20744,MD,6.72,23470.67747,06/27/2014,,
21771,MD,12.5,43063.87933,04/22/2014,,
21704,MD,11.5,45193.22153,06/02/2014,,
21237,MD,199.64,461983.1597,08/21/2014,,
21042,MD,13.75,42911.15785,01/23/2014,,
21224,MD,3,26136.84181,02/12/2014,,
21113,MD,3.445,10429.20497,06/04/2014,,
21286,MD,11.61,44649.86939,01/16/2014,,
21043,MD,8.96,26828.42392,07/02/2014,,
20607,MD,2,16151.22351,03/27/2014,,
21162,MD,2,11943.69608,08/20/2014,,
21742,MD,6.6,22260.54779,05/30/2014,,
21035,MD,11.2,39255.5275,06/20/2014,,
20657,MD,3.2,10120.5561,01/27/2014,,
20882,MD,15.675,42710.07749,06/13/2014,,
21136,MD,8.16,25989.48267,08/25/2014,,
21666,MD,15,46770.03783,05/09/2014,,
20707,MD,13.5,58128.25184,07/30/2014,,
21133,MD,2,14130.63025,07/18/2014,,
21613,MD,6.625,25222.19786,03/13/2014,,
21037,MD,10.4,46887.74022,03/05/2014,,
21784,MD,9.81,35948.97753,04/01/2014,,
20878,MD,6.48,22643.25715,08/08/2014,,
21286,MD,2,15529.05926,03/05/2014,,
21001,MD,7.35,27847.6669,09/26/2014,,
21716,MD,3,22041.2454,03/06/2014,,
21851,MD,9.6,31590.88206,02/19/2014,,
20774,MD,2,17040.66838,08/21/2014,,
20816,MD,10.71,40578.02891,09/04/2014,,
21704,MD,5,17614.99899,04/30/2014,,
20720,MD,8.25,34063.7429,03/15/2014,,
21108,MD,3,25249.60186,06/04/2014,,
21042,MD,13.5,48853.43874,02/04/2014,,
20613,MD,3,26882.84511,04/14/2014,,
21042,MD,10.2,26978.48437,03/10/2014,,
21136,MD,8,28052.49415,03/05/2014,,
20868,MD,7.56,31162.09838,08/29/2014,,
20705,MD,6.48,21912.13561,09/09/2014,,
21702,MD,8.32,33210.14557,03/19/2014,,
21225,MD,2,16961.06693,02/06/2014,,
20871,MD,5.875,38502.38317,09/12/2014,,
21014,MD,7.14,24667.06552,09/12/2014,,
20715,MD,7,21464.58382,09/10/2014,,
21104,MD,2,17210.93077,07/25/2014,,
21737,MD,3,25738.59827,01/24/2014,,
21076,MD,3,21892.35813,05/13/2014,,
21639,MD,9.6,29071.83963,11/07/2014,,
21015,MD,9.18,25474.08534,07/15/2014,,
21701,MD,2,12144.66732,01/13/2014,,
20680,MD,12.88,45870.89532,04/25/2014,,
21522,MD,12,35704.6872,09/05/2014,,
21756,MD,15.3,34710.12767,09/16/2014,,
21158,MD,2,18154.97309,03/21/2014,,
21085,MD,10.71,34617.63364,09/05/2014,,
21778,MD,3,26376.71335,09/08/2014,,
21108,MD,2,16310.28331,06/25/2014,,
21111,MD,8.8,29859.2402,08/27/2014,,
21136,MD,5.61,19232.00537,07/08/2014,,
21771,MD,10,45252.45871,09/25/2014,,
21032,MD,9.01,32790.29591,07/15/2014,,
20876,MD,8.5,30132.23325,04/28/2014,,
21133,MD,8.1,34063.66398,09/18/2014,,
20841,MD,15.66,38155.98069,07/18/2014,,
21784,MD,3,23958.36696,06/25/2014,,
21797,MD,6.86,26681.44428,10/10/2014,,
21144,MD,10.2,33833.64439,05/27/2014,,
21154,MD,3.86,18907.03657,05/28/2014,,
21043,MD,6.88,19944.6189,10/31/2014,,
21219,MD,2,29559.30386,09/05/2014,,
21108,MD,8.48,29258.47338,04/25/2014,,
21236,MD,3.24,16090.77338,06/06/2014,,
21222,MD,3,26136.84181,02/21/2014,,
21776,MD,39,92568.61713,04/30/2014,,
20744,MD,5.2,20706.72946,09/12/2014,,
20650,MD,17.85,49727.97661,09/18/2014,,
21901,MD,5.2,25728.4835,04/04/2014,,
21076,MD,6.095,27942.60984,05/05/2014,,
20659,MD,13.52,45784.16831,08/06/2014,,
21155,MD,10.5,38568.18526,08/14/2014,,
21001,MD,4.578,21416.04238,08/26/2014,,
21102,MD,2,18701.39877,07/03/2014,,
21703,MD,3.85,13874.59361,08/28/2014,,
21755,MD,2,20900.12676,06/20/2014,,
21113,MD,6.6,21249.10539,07/24/2014,,
21220,MD,2.6,15686.86195,01/27/2014,,
20777,MD,11.75,47838.28897,03/28/2014,,
21655,MD,10,33778.95145,02/27/2014,,
21783,MD,9,24503.95775,09/30/2014,,
21061,MD,5.5,22708.14251,10/21/2014,,
20706,MD,3.78,15037.74013,09/08/2014,,
21029,MD,13.1,46929.25498,05/16/2014,,
21074,MD,4,32045.70269,09/16/2014,,
21152,MD,5.886,27022.13569,05/20/2014,,
21117,MD,3.9,16553.60807,05/20/2014,,
21239,MD,6.44,24810.58199,06/10/2014,,
20877,MD,2.156,18409.48298,05/16/2014,,
21701,MD,8,30132.1658,03/30/2014,,
20705,MD,7.75,29795.21158,04/25/2014,,
21502,MD,6,14067.18441,04/10/2014,,
20777,MD,4.8,10015.98087,10/31/2014,,
20653,MD,10.08,38690.35492,09/24/2014,,
21740,MD,6.6,23242.22822,06/05/2014,,
21221,MD,4,13931.50063,05/21/2014,,
21029,MD,8,43720.39454,07/18/2014,,
20707,MD,9.81,37200.47407,10/30/2014,,
21093,MD,10.6,21591.3041,02/21/2014,,
20735,MD,9,38399.94354,09/29/2014,,
21013,MD,4.4,17255.60788,09/05/2014,,
21042,MD,11,66250.283,06/20/2014,,
21403,MD,18.64,63152.27005,01/30/2014,,
21152,MD,8.64,29044.32093,09/19/2014,,
20854,MD,9,30455.22938,07/08/2014,,
